Freq_GHz	Rm60_Rs5_dBm	Open_Rs5_dBm	Rm60_Rs15_dBm	Open_Rs15_dBm	Rm60_Rs25_dBm	Open_Rs25_dBm	Rm60_Rs35_dBm	Open_Rs35_dBm	Rm60_Rs45_dBm	Open_Rs45_dBm
19.9602	-23.1632	-18.8459	-23.8496	-19.6331	-24.577	-20.3852	-25.3135	-21.0987	-26.0389	-21.7736
19.9801	-23.1673	-18.8523	-23.8547	-19.6401	-24.583	-20.3926	-25.3202	-21.1065	-26.0462	-21.7816
20.0001	-23.1713	-18.8587	-23.8597	-19.6471	-24.589	-20.4001	-25.3269	-21.1143	-26.0535	-21.7897
20.0201	-23.1754	-18.8651	-23.8648	-19.6541	-24.5949	-20.4075	-25.3336	-21.1221	-26.0608	-21.7977
20.04	-23.1795	-18.8716	-23.8699	-19.6612	-24.6009	-20.415	-25.3403	-21.1299	-26.0681	-21.8058
20.06	-23.1836	-18.878	-23.875	-19.6682	-24.6068	-20.4224	-25.347	-21.1377	-26.0754	-21.8138
20.0799	-23.1877	-18.8844	-23.8801	-19.6752	-24.6128	-20.4299	-25.3537	-21.1455	-26.0827	-21.8218
20.0999	-23.1918	-18.8909	-23.8852	-19.6823	-24.6188	-20.4374	-25.3604	-21.1532	-26.09	-21.8299
20.1199	-23.1959	-18.8974	-23.8903	-19.6893	-24.6248	-20.4448	-25.3671	-21.161	-26.0973	-21.8379
20.1398	-23.2	-18.9038	-23.8954	-19.6963	-24.6307	-20.4523	-25.3738	-21.1688	-26.1046	-21.846
20.1598	-23.2041	-18.9103	-23.9005	-19.7034	-24.6367	-20.4598	-25.3805	-21.1766	-26.1119	-21.854
20.1797	-23.2083	-18.9168	-23.9056	-19.7104	-24.6427	-20.4673	-25.3872	-21.1844	-26.1192	-21.862
20.1997	-23.2124	-18.9233	-23.9108	-19.7175	-24.6487	-20.4748	-25.3939	-21.1922	-26.1265	-21.8701
20.2197	-23.2165	-18.9298	-23.9159	-19.7246	-24.6547	-20.4823	-25.4007	-21.2	-26.1338	-21.8781
20.2396	-23.2207	-18.9363	-23.921	-19.7316	-24.6607	-20.4897	-25.4074	-21.2079	-26.1411	-21.8862
20.2596	-23.2248	-18.9428	-23.9261	-19.7387	-24.6667	-20.4972	-25.4141	-21.2157	-26.1484	-21.8942
20.2795	-23.229	-18.9493	-23.9313	-19.7458	-24.6727	-20.5047	-25.4208	-21.2235	-26.1558	-21.9023
20.2995	-23.2331	-18.9558	-23.9364	-19.7529	-24.6787	-20.5122	-25.4276	-21.2313	-26.1631	-21.9103
20.3195	-23.2373	-18.9624	-23.9416	-19.76	-24.6847	-20.5197	-25.4343	-21.2391	-26.1704	-21.9183
20.3394	-23.2414	-18.9689	-23.9467	-19.7671	-24.6907	-20.5273	-25.441	-21.2469	-26.1777	-21.9264
20.3594	-23.2456	-18.9755	-23.9519	-19.7742	-24.6968	-20.5348	-25.4478	-21.2547	-26.1851	-21.9344
20.3793	-23.2498	-18.982	-23.957	-19.7813	-24.7028	-20.5423	-25.4545	-21.2625	-26.1924	-21.9425
20.3993	-23.2539	-18.9886	-23.9622	-19.7884	-24.7088	-20.5498	-25.4613	-21.2704	-26.1997	-21.9505
20.4193	-23.2581	-18.9951	-23.9674	-19.7955	-24.7148	-20.5573	-25.468	-21.2782	-26.207	-21.9586
20.4392	-23.2623	-19.0017	-23.9726	-19.8026	-24.7209	-20.5648	-25.4748	-21.286	-26.2144	-21.9666
20.4592	-23.2665	-19.0083	-23.9777	-19.8097	-24.7269	-20.5724	-25.4815	-21.2938	-26.2217	-21.9747
20.4791	-23.2707	-19.0149	-23.9829	-19.8169	-24.7329	-20.5799	-25.4883	-21.3017	-26.229	-21.9827
20.4991	-23.2749	-19.0215	-23.9881	-19.824	-24.739	-20.5874	-25.495	-21.3095	-26.2364	-21.9908
20.5191	-23.2791	-19.0281	-23.9933	-19.8311	-24.745	-20.595	-25.5018	-21.3173	-26.2437	-21.9988
20.539	-23.2833	-19.0347	-23.9985	-19.8383	-24.7511	-20.6025	-25.5085	-21.3251	-26.251	-22.0068
20.559	-23.2875	-19.0413	-24.0037	-19.8454	-24.7571	-20.61	-25.5153	-21.333	-26.2584	-22.0149
20.5789	-23.2918	-19.0479	-24.0089	-19.8526	-24.7632	-20.6176	-25.5221	-21.3408	-26.2657	-22.0229
20.5989	-23.296	-19.0546	-24.0141	-19.8597	-24.7693	-20.6251	-25.5288	-21.3486	-26.273	-22.031
20.6189	-23.3002	-19.0612	-24.0193	-19.8669	-24.7753	-20.6327	-25.5356	-21.3565	-26.2804	-22.039
20.6388	-23.3044	-19.0678	-24.0245	-19.8741	-24.7814	-20.6402	-25.5424	-21.3643	-26.2877	-22.0471
20.6588	-23.3087	-19.0745	-24.0298	-19.8813	-24.7875	-20.6478	-25.5492	-21.3722	-26.2951	-22.0551
20.6787	-23.3129	-19.0812	-24.035	-19.8884	-24.7935	-20.6554	-25.5559	-21.38	-26.3024	-22.0632
20.6987	-23.3172	-19.0878	-24.0402	-19.8956	-24.7996	-20.6629	-25.5627	-21.3878	-26.3098	-22.0712
20.7187	-23.3214	-19.0945	-24.0454	-19.9028	-24.8057	-20.6705	-25.5695	-21.3957	-26.3171	-22.0793
20.7386	-23.3257	-19.1012	-24.0507	-19.91	-24.8118	-20.6781	-25.5763	-21.4035	-26.3245	-22.0873
20.7586	-23.33	-19.1079	-24.0559	-19.9172	-24.8179	-20.6856	-25.5831	-21.4114	-26.3318	-22.0954
20.7785	-23.3342	-19.1145	-24.0612	-19.9244	-24.824	-20.6932	-25.5899	-21.4192	-26.3392	-22.1034
20.7985	-23.3385	-19.1212	-24.0664	-19.9316	-24.8301	-20.7008	-25.5967	-21.4271	-26.3465	-22.1115
20.8185	-23.3428	-19.128	-24.0717	-19.9388	-24.8362	-20.7084	-25.6034	-21.4349	-26.3539	-22.1196
20.8384	-23.3471	-19.1347	-24.0769	-19.946	-24.8423	-20.7159	-25.6102	-21.4428	-26.3613	-22.1276
20.8584	-23.3513	-19.1414	-24.0822	-19.9533	-24.8484	-20.7235	-25.617	-21.4506	-26.3686	-22.1357
20.8783	-23.3556	-19.1481	-24.0875	-19.9605	-24.8545	-20.7311	-25.6238	-21.4585	-26.376	-22.1437
20.8983	-23.3599	-19.1548	-24.0928	-19.9677	-24.8606	-20.7387	-25.6307	-21.4664	-26.3833	-22.1518
20.9183	-23.3642	-19.1616	-24.098	-19.9749	-24.8667	-20.7463	-25.6375	-21.4742	-26.3907	-22.1598
20.9382	-23.3685	-19.1683	-24.1033	-19.9822	-24.8728	-20.7539	-25.6443	-21.4821	-26.3981	-22.1679
20.9582	-23.3729	-19.1751	-24.1086	-19.9894	-24.879	-20.7615	-25.6511	-21.4899	-26.4054	-22.1759
20.9781	-23.3772	-19.1818	-24.1139	-19.9967	-24.8851	-20.7691	-25.6579	-21.4978	-26.4128	-22.184
20.9981	-23.3815	-19.1886	-24.1192	-20.0039	-24.8912	-20.7767	-25.6647	-21.5057	-26.4202	-22.192
21.0181	-23.3858	-19.1954	-24.1245	-20.0112	-24.8974	-20.7843	-25.6715	-21.5135	-26.4275	-22.2001
21.038	-23.3901	-19.2022	-24.1298	-20.0185	-24.9035	-20.792	-25.6784	-21.5214	-26.4349	-22.2081
21.058	-23.3945	-19.209	-24.1351	-20.0257	-24.9096	-20.7996	-25.6852	-21.5293	-26.4423	-22.2162
21.0779	-23.3988	-19.2158	-24.1404	-20.033	-24.9158	-20.8072	-25.692	-21.5372	-26.4497	-22.2243
21.0979	-23.4032	-19.2226	-24.1457	-20.0403	-24.9219	-20.8148	-25.6988	-21.545	-26.457	-22.2323
21.1179	-23.4075	-19.2294	-24.151	-20.0476	-24.9281	-20.8224	-25.7057	-21.5529	-26.4644	-22.2404
21.1378	-23.4119	-19.2362	-24.1564	-20.0548	-24.9342	-20.8301	-25.7125	-21.5608	-26.4718	-22.2484
21.1578	-23.4162	-19.243	-24.1617	-20.0621	-24.9404	-20.8377	-25.7193	-21.5687	-26.4792	-22.2565
21.1777	-23.4206	-19.2498	-24.167	-20.0694	-24.9465	-20.8453	-25.7262	-21.5765	-26.4865	-22.2645
21.1977	-23.425	-19.2567	-24.1724	-20.0767	-24.9527	-20.853	-25.733	-21.5844	-26.4939	-22.2726
21.2177	-23.4293	-19.2635	-24.1777	-20.084	-24.9589	-20.8606	-25.7398	-21.5923	-26.5013	-22.2806
21.2376	-23.4337	-19.2704	-24.1831	-20.0913	-24.965	-20.8682	-25.7467	-21.6002	-26.5087	-22.2887
21.2576	-23.4381	-19.2772	-24.1884	-20.0987	-24.9712	-20.8759	-25.7535	-21.6081	-26.5161	-22.2968
21.2775	-23.4425	-19.2841	-24.1938	-20.106	-24.9774	-20.8835	-25.7604	-21.6159	-26.5235	-22.3048
21.2975	-23.4469	-19.2909	-24.1991	-20.1133	-24.9836	-20.8912	-25.7672	-21.6238	-26.5309	-22.3129
21.3175	-23.4513	-19.2978	-24.2045	-20.1206	-24.9898	-20.8988	-25.7741	-21.6317	-26.5383	-22.3209
21.3374	-23.4557	-19.3047	-24.2098	-20.128	-24.9959	-20.9065	-25.781	-21.6396	-26.5456	-22.329
21.3574	-23.4601	-19.3116	-24.2152	-20.1353	-25.0021	-20.9142	-25.7878	-21.6475	-26.553	-22.337
21.3773	-23.4645	-19.3185	-24.2206	-20.1426	-25.0083	-20.9218	-25.7947	-21.6554	-26.5604	-22.3451
21.3973	-23.4689	-19.3254	-24.226	-20.15	-25.0145	-20.9295	-25.8015	-21.6633	-26.5678	-22.3532
21.4173	-23.4734	-19.3323	-24.2314	-20.1573	-25.0207	-20.9372	-25.8084	-21.6712	-26.5752	-22.3612
21.4372	-23.4778	-19.3392	-24.2367	-20.1647	-25.0269	-20.9448	-25.8153	-21.6791	-26.5826	-22.3693
21.4572	-23.4822	-19.3461	-24.2421	-20.1721	-25.0331	-20.9525	-25.8221	-21.687	-26.59	-22.3773
21.4771	-23.4866	-19.353	-24.2475	-20.1794	-25.0393	-20.9602	-25.829	-21.6949	-26.5974	-22.3854
21.4971	-23.4911	-19.36	-24.2529	-20.1868	-25.0456	-20.9679	-25.8359	-21.7028	-26.6048	-22.3935
21.5171	-23.4955	-19.3669	-24.2583	-20.1942	-25.0518	-20.9755	-25.8428	-21.7107	-26.6122	-22.4015
21.537	-23.5	-19.3739	-24.2637	-20.2015	-25.058	-20.9832	-25.8496	-21.7186	-26.6196	-22.4096
21.557	-23.5044	-19.3808	-24.2692	-20.2089	-25.0642	-20.9909	-25.8565	-21.7265	-26.627	-22.4176
21.5769	-23.5089	-19.3878	-24.2746	-20.2163	-25.0704	-20.9986	-25.8634	-21.7344	-26.6344	-22.4257
21.5969	-23.5134	-19.3947	-24.28	-20.2237	-25.0767	-21.0063	-25.8703	-21.7423	-26.6418	-22.4338
21.6169	-23.5178	-19.4017	-24.2854	-20.2311	-25.0829	-21.014	-25.8772	-21.7502	-26.6492	-22.4418
21.6368	-23.5223	-19.4087	-24.2909	-20.2385	-25.0891	-21.0217	-25.8841	-21.7581	-26.6567	-22.4499
21.6568	-23.5268	-19.4157	-24.2963	-20.2459	-25.0954	-21.0294	-25.891	-21.766	-26.6641	-22.4579
21.6767	-23.5313	-19.4227	-24.3017	-20.2533	-25.1016	-21.0371	-25.8978	-21.7739	-26.6715	-22.466
21.6967	-23.5358	-19.4297	-24.3072	-20.2607	-25.1079	-21.0448	-25.9047	-21.7818	-26.6789	-22.4741
21.7167	-23.5403	-19.4367	-24.3126	-20.2681	-25.1141	-21.0525	-25.9116	-21.7898	-26.6863	-22.4821
21.7366	-23.5448	-19.4437	-24.3181	-20.2756	-25.1204	-21.0602	-25.9185	-21.7977	-26.6937	-22.4902
21.7566	-23.5493	-19.4507	-24.3235	-20.283	-25.1266	-21.0679	-25.9254	-21.8056	-26.7011	-22.4982
21.7765	-23.5538	-19.4577	-24.329	-20.2904	-25.1329	-21.0756	-25.9323	-21.8135	-26.7086	-22.5063
21.7965	-23.5583	-19.4648	-24.3344	-20.2979	-25.1391	-21.0834	-25.9393	-21.8214	-26.716	-22.5144
21.8165	-23.5628	-19.4718	-24.3399	-20.3053	-25.1454	-21.0911	-25.9462	-21.8294	-26.7234	-22.5224
21.8364	-23.5673	-19.4788	-24.3454	-20.3127	-25.1517	-21.0988	-25.9531	-21.8373	-26.7308	-22.5305
21.8564	-23.5719	-19.4859	-24.3509	-20.3202	-25.1579	-21.1065	-25.96	-21.8452	-26.7382	-22.5385
21.8763	-23.5764	-19.493	-24.3563	-20.3276	-25.1642	-21.1143	-25.9669	-21.8531	-26.7457	-22.5466
21.8963	-23.5809	-19.5	-24.3618	-20.3351	-25.1705	-21.122	-25.9738	-21.861	-26.7531	-22.5547
21.9163	-23.5855	-19.5071	-24.3673	-20.3425	-25.1768	-21.1297	-25.9807	-21.869	-26.7605	-22.5627
21.9362	-23.59	-19.5142	-24.3728	-20.35	-25.1831	-21.1375	-25.9877	-21.8769	-26.7679	-22.5708
21.9562	-23.5946	-19.5212	-24.3783	-20.3575	-25.1893	-21.1452	-25.9946	-21.8848	-26.7754	-22.5788
21.9761	-23.5991	-19.5283	-24.3838	-20.365	-25.1956	-21.1529	-26.0015	-21.8928	-26.7828	-22.5869
21.9961	-23.6037	-19.5354	-24.3893	-20.3724	-25.2019	-21.1607	-26.0084	-21.9007	-26.7902	-22.595
22.0161	-23.6082	-19.5425	-24.3948	-20.3799	-25.2082	-21.1684	-26.0154	-21.9086	-26.7977	-22.603
22.036	-23.6128	-19.5496	-24.4003	-20.3874	-25.2145	-21.1762	-26.0223	-21.9166	-26.8051	-22.6111
22.056	-23.6174	-19.5567	-24.4058	-20.3949	-25.2208	-21.1839	-26.0292	-21.9245	-26.8125	-22.6192
22.0759	-23.622	-19.5639	-24.4113	-20.4024	-25.2271	-21.1917	-26.0362	-21.9324	-26.82	-22.6272
22.0959	-23.6266	-19.571	-24.4169	-20.4099	-25.2334	-21.1995	-26.0431	-21.9404	-26.8274	-22.6353
22.1159	-23.6311	-19.5781	-24.4224	-20.4174	-25.2398	-21.2072	-26.05	-21.9483	-26.8348	-22.6433
22.1358	-23.6357	-19.5853	-24.4279	-20.4249	-25.2461	-21.215	-26.057	-21.9562	-26.8423	-22.6514
22.1558	-23.6403	-19.5924	-24.4335	-20.4324	-25.2524	-21.2227	-26.0639	-21.9642	-26.8497	-22.6595
22.1757	-23.6449	-19.5996	-24.439	-20.4399	-25.2587	-21.2305	-26.0709	-21.9721	-26.8571	-22.6675
22.1957	-23.6495	-19.6067	-24.4446	-20.4474	-25.265	-21.2383	-26.0778	-21.9801	-26.8646	-22.6756
22.2157	-23.6542	-19.6139	-24.4501	-20.455	-25.2714	-21.2461	-26.0848	-21.988	-26.872	-22.6837
22.2356	-23.6588	-19.621	-24.4557	-20.4625	-25.2777	-21.2538	-26.0917	-21.996	-26.8795	-22.6917
22.2556	-23.6634	-19.6282	-24.4612	-20.47	-25.284	-21.2616	-26.0987	-22.0039	-26.8869	-22.6998
22.2755	-23.668	-19.6354	-24.4668	-20.4776	-25.2904	-21.2694	-26.1056	-22.0119	-26.8944	-22.7078
22.2955	-23.6727	-19.6426	-24.4723	-20.4851	-25.2967	-21.2772	-26.1126	-22.0198	-26.9018	-22.7159
22.3155	-23.6773	-19.6498	-24.4779	-20.4926	-25.303	-21.285	-26.1196	-22.0278	-26.9092	-22.724
22.3354	-23.6819	-19.657	-24.4835	-20.5002	-25.3094	-21.2927	-26.1265	-22.0357	-26.9167	-22.732
22.3554	-23.6866	-19.6642	-24.4891	-20.5078	-25.3157	-21.3005	-26.1335	-22.0437	-26.9241	-22.7401
22.3753	-23.6912	-19.6714	-24.4946	-20.5153	-25.3221	-21.3083	-26.1405	-22.0516	-26.9316	-22.7482
22.3953	-23.6959	-19.6786	-24.5002	-20.5229	-25.3284	-21.3161	-26.1474	-22.0596	-26.939	-22.7562
22.4153	-23.7005	-19.6858	-24.5058	-20.5304	-25.3348	-21.3239	-26.1544	-22.0675	-26.9465	-22.7643
22.4352	-23.7052	-19.6931	-24.5114	-20.538	-25.3411	-21.3317	-26.1614	-22.0755	-26.9539	-22.7723
22.4552	-23.7099	-19.7003	-24.517	-20.5456	-25.3475	-21.3395	-26.1683	-22.0834	-26.9614	-22.7804
22.4751	-23.7146	-19.7075	-24.5226	-20.5532	-25.3539	-21.3473	-26.1753	-22.0914	-26.9689	-22.7885
22.4951	-23.7192	-19.7148	-24.5282	-20.5607	-25.3602	-21.3551	-26.1823	-22.0994	-26.9763	-22.7965
22.5151	-23.7239	-19.722	-24.5338	-20.5683	-25.3666	-21.3629	-26.1893	-22.1073	-26.9838	-22.8046
22.535	-23.7286	-19.7293	-24.5394	-20.5759	-25.373	-21.3708	-26.1963	-22.1153	-26.9912	-22.8127
22.555	-23.7333	-19.7366	-24.545	-20.5835	-25.3794	-21.3786	-26.2032	-22.1232	-26.9987	-22.8207
22.5749	-23.738	-19.7438	-24.5507	-20.5911	-25.3858	-21.3864	-26.2102	-22.1312	-27.0061	-22.8288
22.5949	-23.7427	-19.7511	-24.5563	-20.5987	-25.3921	-21.3942	-26.2172	-22.1392	-27.0136	-22.8369
22.6149	-23.7474	-19.7584	-24.5619	-20.6063	-25.3985	-21.402	-26.2242	-22.1471	-27.0211	-22.8449
22.6348	-23.7521	-19.7657	-24.5675	-20.6139	-25.4049	-21.4098	-26.2312	-22.1551	-27.0285	-22.853
22.6548	-23.7568	-19.773	-24.5732	-20.6215	-25.4113	-21.4177	-26.2382	-22.1631	-27.036	-22.861
22.6747	-23.7616	-19.7803	-24.5788	-20.6291	-25.4177	-21.4255	-26.2452	-22.171	-27.0435	-22.8691
22.6947	-23.7663	-19.7876	-24.5845	-20.6368	-25.4241	-21.4333	-26.2522	-22.179	-27.0509	-22.8772
22.7147	-23.771	-19.7949	-24.5901	-20.6444	-25.4305	-21.4412	-26.2592	-22.187	-27.0584	-22.8852
22.7346	-23.7757	-19.8022	-24.5958	-20.652	-25.4369	-21.449	-26.2662	-22.195	-27.0659	-22.8933
22.7546	-23.7805	-19.8096	-24.6014	-20.6597	-25.4433	-21.4568	-26.2732	-22.2029	-27.0733	-22.9014
22.7745	-23.7852	-19.8169	-24.6071	-20.6673	-25.4497	-21.4647	-26.2802	-22.2109	-27.0808	-22.9094
22.7945	-23.79	-19.8242	-24.6127	-20.6749	-25.4561	-21.4725	-26.2872	-22.2189	-27.0883	-22.9175
22.8145	-23.7947	-19.8316	-24.6184	-20.6826	-25.4626	-21.4804	-26.2942	-22.2269	-27.0957	-22.9255
22.8344	-23.7995	-19.8389	-24.6241	-20.6902	-25.469	-21.4882	-26.3012	-22.2348	-27.1032	-22.9336
22.8544	-23.8043	-19.8463	-24.6298	-20.6979	-25.4754	-21.4961	-26.3082	-22.2428	-27.1107	-22.9417
22.8743	-23.809	-19.8536	-24.6354	-20.7055	-25.4818	-21.5039	-26.3152	-22.2508	-27.1182	-22.9497
22.8943	-23.8138	-19.861	-24.6411	-20.7132	-25.4882	-21.5118	-26.3223	-22.2588	-27.1256	-22.9578
22.9143	-23.8186	-19.8684	-24.6468	-20.7209	-25.4947	-21.5196	-26.3293	-22.2668	-27.1331	-22.9659
22.9342	-23.8234	-19.8758	-24.6525	-20.7285	-25.5011	-21.5275	-26.3363	-22.2747	-27.1406	-22.9739
22.9542	-23.8281	-19.8831	-24.6582	-20.7362	-25.5075	-21.5353	-26.3433	-22.2827	-27.1481	-22.982
22.9741	-23.8329	-19.8905	-24.6639	-20.7439	-25.514	-21.5432	-26.3503	-22.2907	-27.1555	-22.99
22.9941	-23.8377	-19.8979	-24.6696	-20.7515	-25.5204	-21.5511	-26.3574	-22.2987	-27.163	-22.9981
23.0141	-23.8425	-19.9053	-24.6753	-20.7592	-25.5269	-21.5589	-26.3644	-22.3067	-27.1705	-23.0062
23.034	-23.8473	-19.9127	-24.681	-20.7669	-25.5333	-21.5668	-26.3714	-22.3147	-27.178	-23.0142
23.054	-23.8522	-19.9202	-24.6867	-20.7746	-25.5398	-21.5747	-26.3785	-22.3227	-27.1855	-23.0223
23.0739	-23.857	-19.9276	-24.6924	-20.7823	-25.5462	-21.5826	-26.3855	-22.3307	-27.193	-23.0304
23.0939	-23.8618	-19.935	-24.6982	-20.79	-25.5527	-21.5904	-26.3925	-22.3386	-27.2004	-23.0384
23.1139	-23.8666	-19.9424	-24.7039	-20.7977	-25.5591	-21.5983	-26.3996	-22.3466	-27.2079	-23.0465
23.1338	-23.8714	-19.9499	-24.7096	-20.8054	-25.5656	-21.6062	-26.4066	-22.3546	-27.2154	-23.0545
23.1538	-23.8763	-19.9573	-24.7153	-20.8131	-25.5721	-21.6141	-26.4136	-22.3626	-27.2229	-23.0626
23.1737	-23.8811	-19.9648	-24.7211	-20.8208	-25.5785	-21.622	-26.4207	-22.3706	-27.2304	-23.0707
23.1937	-23.886	-19.9722	-24.7268	-20.8285	-25.585	-21.6298	-26.4277	-22.3786	-27.2379	-23.0787
23.2137	-23.8908	-19.9797	-24.7326	-20.8363	-25.5915	-21.6377	-26.4348	-22.3866	-27.2454	-23.0868
23.2336	-23.8957	-19.9871	-24.7383	-20.844	-25.598	-21.6456	-26.4418	-22.3946	-27.2529	-23.0949
23.2536	-23.9005	-19.9946	-24.7441	-20.8517	-25.6044	-21.6535	-26.4489	-22.4026	-27.2603	-23.1029
23.2735	-23.9054	-20.0021	-24.7498	-20.8594	-25.6109	-21.6614	-26.4559	-22.4106	-27.2678	-23.111
23.2935	-23.9102	-20.0096	-24.7556	-20.8672	-25.6174	-21.6693	-26.463	-22.4186	-27.2753	-23.119
23.3135	-23.9151	-20.017	-24.7613	-20.8749	-25.6239	-21.6772	-26.47	-22.4266	-27.2828	-23.1271
23.3334	-23.92	-20.0245	-24.7671	-20.8827	-25.6304	-21.6851	-26.4771	-22.4346	-27.2903	-23.1352
23.3534	-23.9249	-20.032	-24.7729	-20.8904	-25.6369	-21.693	-26.4841	-22.4426	-27.2978	-23.1432
23.3733	-23.9297	-20.0395	-24.7787	-20.8982	-25.6434	-21.7009	-26.4912	-22.4506	-27.3053	-23.1513
23.3933	-23.9346	-20.0471	-24.7844	-20.9059	-25.6499	-21.7088	-26.4983	-22.4586	-27.3128	-23.1594
23.4133	-23.9395	-20.0546	-24.7902	-20.9137	-25.6564	-21.7167	-26.5053	-22.4666	-27.3203	-23.1674
23.4332	-23.9444	-20.0621	-24.796	-20.9214	-25.6629	-21.7247	-26.5124	-22.4746	-27.3278	-23.1755
23.4532	-23.9493	-20.0696	-24.8018	-20.9292	-25.6694	-21.7326	-26.5195	-22.4826	-27.3353	-23.1835
23.4731	-23.9542	-20.0771	-24.8076	-20.937	-25.6759	-21.7405	-26.5265	-22.4906	-27.3428	-23.1916
23.4931	-23.9591	-20.0847	-24.8134	-20.9447	-25.6824	-21.7484	-26.5336	-22.4987	-27.3503	-23.1997
23.5131	-23.9641	-20.0922	-24.8192	-20.9525	-25.6889	-21.7563	-26.5407	-22.5067	-27.3578	-23.2077
23.533	-23.969	-20.0998	-24.825	-20.9603	-25.6954	-21.7643	-26.5477	-22.5147	-27.3653	-23.2158
23.553	-23.9739	-20.1073	-24.8308	-20.9681	-25.702	-21.7722	-26.5548	-22.5227	-27.3728	-23.2238
23.5729	-23.9788	-20.1149	-24.8366	-20.9759	-25.7085	-21.7801	-26.5619	-22.5307	-27.3803	-23.2319
23.5929	-23.9838	-20.1224	-24.8424	-20.9837	-25.715	-21.788	-26.569	-22.5387	-27.3878	-23.24
23.6129	-23.9887	-20.13	-24.8482	-20.9914	-25.7215	-21.796	-26.5761	-22.5467	-27.3953	-23.248
23.6328	-23.9937	-20.1376	-24.8541	-20.9992	-25.7281	-21.8039	-26.5831	-22.5547	-27.4028	-23.2561
23.6528	-23.9986	-20.1452	-24.8599	-21.007	-25.7346	-21.8118	-26.5902	-22.5628	-27.4103	-23.2641
23.6727	-24.0036	-20.1528	-24.8657	-21.0148	-25.7411	-21.8198	-26.5973	-22.5708	-27.4178	-23.2722
23.6927	-24.0085	-20.1604	-24.8716	-21.0227	-25.7477	-21.8277	-26.6044	-22.5788	-27.4253	-23.2803
23.7127	-24.0135	-20.1679	-24.8774	-21.0305	-25.7542	-21.8357	-26.6115	-22.5868	-27.4329	-23.2883
23.7326	-24.0184	-20.1755	-24.8832	-21.0383	-25.7608	-21.8436	-26.6186	-22.5948	-27.4404	-23.2964
23.7526	-24.0234	-20.1832	-24.8891	-21.0461	-25.7673	-21.8515	-26.6257	-22.6028	-27.4479	-23.3044
23.7725	-24.0284	-20.1908	-24.8949	-21.0539	-25.7739	-21.8595	-26.6328	-22.6109	-27.4554	-23.3125
23.7925	-24.0334	-20.1984	-24.9008	-21.0617	-25.7804	-21.8674	-26.6399	-22.6189	-27.4629	-23.3206
23.8125	-24.0384	-20.206	-24.9067	-21.0696	-25.787	-21.8754	-26.6469	-22.6269	-27.4704	-23.3286
23.8324	-24.0434	-20.2136	-24.9125	-21.0774	-25.7935	-21.8833	-26.654	-22.6349	-27.4779	-23.3367
23.8524	-24.0483	-20.2213	-24.9184	-21.0852	-25.8001	-21.8913	-26.6611	-22.643	-27.4854	-23.3447
23.8723	-24.0533	-20.2289	-24.9242	-21.0931	-25.8066	-21.8993	-26.6683	-22.651	-27.493	-23.3528
23.8923	-24.0583	-20.2366	-24.9301	-21.1009	-25.8132	-21.9072	-26.6754	-22.659	-27.5005	-23.3609
23.9123	-24.0634	-20.2442	-24.936	-21.1088	-25.8198	-21.9152	-26.6825	-22.667	-27.508	-23.3689
23.9322	-24.0684	-20.2519	-24.9419	-21.1166	-25.8263	-21.9231	-26.6896	-22.6751	-27.5155	-23.377
23.9522	-24.0734	-20.2595	-24.9478	-21.1245	-25.8329	-21.9311	-26.6967	-22.6831	-27.523	-23.385
23.9721	-24.0784	-20.2672	-24.9536	-21.1323	-25.8395	-21.9391	-26.7038	-22.6911	-27.5305	-23.3931
23.9921	-24.0834	-20.2749	-24.9595	-21.1402	-25.8461	-21.947	-26.7109	-22.6992	-27.5381	-23.4011
24.0121	-24.0885	-20.2825	-24.9654	-21.148	-25.8527	-21.955	-26.718	-22.7072	-27.5456	-23.4092
24.032	-24.0935	-20.2902	-24.9713	-21.1559	-25.8592	-21.963	-26.7251	-22.7152	-27.5531	-23.4173
24.052	-24.0985	-20.2979	-24.9772	-21.1638	-25.8658	-21.971	-26.7322	-22.7232	-27.5606	-23.4253
24.0719	-24.1036	-20.3056	-24.9831	-21.1716	-25.8724	-21.9789	-26.7394	-22.7313	-27.5681	-23.4334
24.0919	-24.1086	-20.3133	-24.989	-21.1795	-25.879	-21.9869	-26.7465	-22.7393	-27.5757	-23.4414
24.1119	-24.1137	-20.321	-24.9949	-21.1874	-25.8856	-21.9949	-26.7536	-22.7473	-27.5832	-23.4495
24.1318	-24.1187	-20.3287	-25.0009	-21.1953	-25.8922	-22.0029	-26.7607	-22.7554	-27.5907	-23.4575
24.1518	-24.1238	-20.3364	-25.0068	-21.2032	-25.8988	-22.0109	-26.7678	-22.7634	-27.5982	-23.4656
24.1717	-24.1289	-20.3441	-25.0127	-21.2111	-25.9054	-22.0189	-26.775	-22.7715	-27.6058	-23.4737
24.1917	-24.1339	-20.3519	-25.0186	-21.2189	-25.912	-22.0268	-26.7821	-22.7795	-27.6133	-23.4817
24.2117	-24.139	-20.3596	-25.0246	-21.2268	-25.9186	-22.0348	-26.7892	-22.7875	-27.6208	-23.4898
24.2316	-24.1441	-20.3673	-25.0305	-21.2347	-25.9252	-22.0428	-26.7964	-22.7956	-27.6284	-23.4978
24.2516	-24.1492	-20.3751	-25.0364	-21.2426	-25.9318	-22.0508	-26.8035	-22.8036	-27.6359	-23.5059
