Freq_GHz	Rm60_Rs5_dBm	Open_Rs5_dBm	Rm60_Rs15_dBm	Open_Rs15_dBm	Rm60_Rs25_dBm	Open_Rs25_dBm	Rm60_Rs35_dBm	Open_Rs35_dBm	Rm60_Rs45_dBm	Open_Rs45_dBm
9.82051	-21.7021	-16.5894	-21.9032	-16.8902	-22.1446	-17.2148	-22.4194	-17.5569	-22.7207	-17.9109
9.84047	-21.7038	-16.5919	-21.9058	-16.8938	-22.148	-17.2195	-22.4237	-17.5626	-22.7261	-17.9175
9.86043	-21.7056	-16.5945	-21.9083	-16.8974	-22.1514	-17.2241	-22.4281	-17.5682	-22.7314	-17.9242
9.88039	-21.7074	-16.597	-21.9109	-16.901	-22.1549	-17.2288	-22.4324	-17.5739	-22.7367	-17.9308
9.90035	-21.7091	-16.5996	-21.9134	-16.9046	-22.1583	-17.2335	-22.4368	-17.5796	-22.742	-17.9375
9.92031	-21.7109	-16.6021	-21.916	-16.9082	-22.1617	-17.2381	-22.4412	-17.5853	-22.7474	-17.9442
9.94027	-21.7127	-16.6047	-21.9185	-16.9119	-22.1652	-17.2428	-22.4456	-17.5911	-22.7527	-17.9509
9.96023	-21.7145	-16.6073	-21.9211	-16.9155	-22.1686	-17.2475	-22.4499	-17.5968	-22.7581	-17.9576
9.98019	-21.7163	-16.6098	-21.9236	-16.9191	-22.1721	-17.2522	-22.4543	-17.6025	-22.7634	-17.9643
10.0002	-21.718	-16.6124	-21.9262	-16.9228	-22.1755	-17.2569	-22.4587	-17.6082	-22.7688	-17.971
10.0201	-21.7198	-16.615	-21.9288	-16.9264	-22.179	-17.2617	-22.4632	-17.614	-22.7742	-17.9777
10.0401	-21.7216	-16.6176	-21.9314	-16.9301	-22.1825	-17.2664	-22.4676	-17.6197	-22.7796	-17.9844
10.06	-21.7234	-16.6202	-21.934	-16.9338	-22.1859	-17.2711	-22.472	-17.6255	-22.7849	-17.9911
10.08	-21.7252	-16.6228	-21.9366	-16.9375	-22.1894	-17.2759	-22.4764	-17.6313	-22.7903	-17.9978
10.0999	-21.727	-16.6255	-21.9392	-16.9412	-22.1929	-17.2806	-22.4809	-17.637	-22.7957	-18.0046
10.1199	-21.7289	-16.6281	-21.9418	-16.9449	-22.1964	-17.2854	-22.4853	-17.6428	-22.8011	-18.0113
10.1399	-21.7307	-16.6307	-21.9444	-16.9486	-22.1999	-17.2901	-22.4898	-17.6486	-22.8066	-18.0181
10.1598	-21.7325	-16.6333	-21.947	-16.9523	-22.2034	-17.2949	-22.4942	-17.6544	-22.812	-18.0248
10.1798	-21.7343	-16.636	-21.9496	-16.956	-22.2069	-17.2997	-22.4987	-17.6602	-22.8174	-18.0316
10.1997	-21.7362	-16.6386	-21.9522	-16.9597	-22.2105	-17.3045	-22.5032	-17.666	-22.8228	-18.0384
10.2197	-21.738	-16.6413	-21.9549	-16.9634	-22.214	-17.3093	-22.5076	-17.6718	-22.8283	-18.0451
10.2397	-21.7398	-16.644	-21.9575	-16.9672	-22.2175	-17.3141	-22.5121	-17.6776	-22.8337	-18.0519
10.2596	-21.7417	-16.6466	-21.9601	-16.9709	-22.2211	-17.3189	-22.5166	-17.6835	-22.8392	-18.0587
10.2796	-21.7435	-16.6493	-21.9628	-16.9747	-22.2246	-17.3237	-22.5211	-17.6893	-22.8447	-18.0655
10.2995	-21.7454	-16.652	-21.9654	-16.9785	-22.2282	-17.3285	-22.5256	-17.6951	-22.8501	-18.0723
10.3195	-21.7472	-16.6547	-21.9681	-16.9822	-22.2317	-17.3334	-22.5301	-17.701	-22.8556	-18.0791
10.3395	-21.7491	-16.6574	-21.9707	-16.986	-22.2353	-17.3382	-22.5346	-17.7069	-22.8611	-18.0859
10.3594	-21.7509	-16.6601	-21.9734	-16.9898	-22.2388	-17.3431	-22.5392	-17.7127	-22.8666	-18.0927
10.3794	-21.7528	-16.6628	-21.9761	-16.9936	-22.2424	-17.3479	-22.5437	-17.7186	-22.8721	-18.0996
10.3993	-21.7547	-16.6655	-21.9788	-16.9974	-22.246	-17.3528	-22.5482	-17.7245	-22.8776	-18.1064
10.4193	-21.7565	-16.6683	-21.9814	-17.0012	-22.2496	-17.3576	-22.5528	-17.7304	-22.8831	-18.1132
10.4393	-21.7584	-16.671	-21.9841	-17.005	-22.2532	-17.3625	-22.5573	-17.7363	-22.8886	-18.1201
10.4592	-21.7603	-16.6738	-21.9868	-17.0089	-22.2568	-17.3674	-22.5619	-17.7422	-22.8941	-18.1269
10.4792	-21.7622	-16.6765	-21.9895	-17.0127	-22.2604	-17.3723	-22.5665	-17.7481	-22.8997	-18.1338
10.4991	-21.7641	-16.6793	-21.9922	-17.0165	-22.264	-17.3772	-22.571	-17.754	-22.9052	-18.1407
10.5191	-21.766	-16.682	-21.9949	-17.0204	-22.2676	-17.3821	-22.5756	-17.7599	-22.9107	-18.1475
10.5391	-21.7679	-16.6848	-21.9976	-17.0242	-22.2713	-17.387	-22.5802	-17.7658	-22.9163	-18.1544
10.559	-21.7698	-16.6876	-22.0004	-17.0281	-22.2749	-17.392	-22.5848	-17.7718	-22.9218	-18.1613
10.579	-21.7717	-16.6903	-22.0031	-17.032	-22.2785	-17.3969	-22.5894	-17.7777	-22.9274	-18.1682
10.5989	-21.7736	-16.6931	-22.0058	-17.0358	-22.2822	-17.4018	-22.594	-17.7837	-22.933	-18.175
10.6189	-21.7755	-16.6959	-22.0086	-17.0397	-22.2858	-17.4068	-22.5986	-17.7896	-22.9386	-18.1819
10.6389	-21.7774	-16.6987	-22.0113	-17.0436	-22.2895	-17.4117	-22.6032	-17.7956	-22.9441	-18.1888
10.6588	-21.7794	-16.7016	-22.014	-17.0475	-22.2931	-17.4167	-22.6078	-17.8015	-22.9497	-18.1958
10.6788	-21.7813	-16.7044	-22.0168	-17.0514	-22.2968	-17.4217	-22.6125	-17.8075	-22.9553	-18.2027
10.6987	-21.7832	-16.7072	-22.0196	-17.0553	-22.3005	-17.4267	-22.6171	-17.8135	-22.9609	-18.2096
10.7187	-21.7852	-16.71	-22.0223	-17.0593	-22.3042	-17.4316	-22.6217	-17.8195	-22.9665	-18.2165
10.7387	-21.7871	-16.7129	-22.0251	-17.0632	-22.3078	-17.4366	-22.6264	-17.8255	-22.9721	-18.2235
10.7586	-21.789	-16.7157	-22.0278	-17.0671	-22.3115	-17.4416	-22.631	-17.8315	-22.9778	-18.2304
10.7786	-21.791	-16.7186	-22.0306	-17.0711	-22.3152	-17.4466	-22.6357	-17.8375	-22.9834	-18.2373
10.7985	-21.7929	-16.7214	-22.0334	-17.075	-22.3189	-17.4516	-22.6404	-17.8435	-22.989	-18.2443
10.8185	-21.7949	-16.7243	-22.0362	-17.079	-22.3226	-17.4567	-22.645	-17.8496	-22.9947	-18.2512
10.8385	-21.7969	-16.7272	-22.039	-17.083	-22.3264	-17.4617	-22.6497	-17.8556	-23.0003	-18.2582
10.8584	-21.7988	-16.7301	-22.0418	-17.0869	-22.3301	-17.4667	-22.6544	-17.8616	-23.006	-18.2652
10.8784	-21.8008	-16.7329	-22.0446	-17.0909	-22.3338	-17.4718	-22.6591	-17.8677	-23.0116	-18.2721
10.8983	-21.8028	-16.7358	-22.0474	-17.0949	-22.3375	-17.4768	-22.6638	-17.8737	-23.0173	-18.2791
10.9183	-21.8047	-16.7387	-22.0502	-17.0989	-22.3413	-17.4819	-22.6685	-17.8798	-23.023	-18.2861
10.9383	-21.8067	-16.7417	-22.053	-17.1029	-22.345	-17.487	-22.6732	-17.8858	-23.0286	-18.2931
10.9582	-21.8087	-16.7446	-22.0559	-17.1069	-22.3488	-17.492	-22.6779	-17.8919	-23.0343	-18.3001
10.9782	-21.8107	-16.7475	-22.0587	-17.111	-22.3525	-17.4971	-22.6827	-17.898	-23.04	-18.3071
10.9981	-21.8127	-16.7504	-22.0615	-17.115	-22.3563	-17.5022	-22.6874	-17.9041	-23.0457	-18.3141
11.0181	-21.8147	-16.7534	-22.0644	-17.119	-22.3601	-17.5073	-22.6921	-17.9102	-23.0514	-18.3211
11.0381	-21.8167	-16.7563	-22.0672	-17.1231	-22.3638	-17.5124	-22.6969	-17.9163	-23.0571	-18.3281
11.058	-21.8187	-16.7593	-22.0701	-17.1271	-22.3676	-17.5175	-22.7016	-17.9224	-23.0628	-18.3351
11.078	-21.8207	-16.7622	-22.0729	-17.1312	-22.3714	-17.5226	-22.7064	-17.9285	-23.0686	-18.3422
11.0979	-21.8227	-16.7652	-22.0758	-17.1352	-22.3752	-17.5277	-22.7112	-17.9346	-23.0743	-18.3492
11.1179	-21.8248	-16.7682	-22.0786	-17.1393	-22.379	-17.5329	-22.7159	-17.9407	-23.08	-18.3562
11.1379	-21.8268	-16.7711	-22.0815	-17.1434	-22.3828	-17.538	-22.7207	-17.9469	-23.0858	-18.3633
11.1578	-21.8288	-16.7741	-22.0844	-17.1475	-22.3866	-17.5432	-22.7255	-17.953	-23.0915	-18.3703
11.1778	-21.8308	-16.7771	-22.0873	-17.1516	-22.3904	-17.5483	-22.7303	-17.9591	-23.0972	-18.3774
11.1977	-21.8329	-16.7801	-22.0901	-17.1557	-22.3943	-17.5535	-22.7351	-17.9653	-23.103	-18.3844
11.2177	-21.8349	-16.7831	-22.093	-17.1598	-22.3981	-17.5586	-22.7399	-17.9714	-23.1088	-18.3915
11.2377	-21.837	-16.7862	-22.0959	-17.1639	-22.4019	-17.5638	-22.7447	-17.9776	-23.1145	-18.3986
11.2576	-21.839	-16.7892	-22.0988	-17.168	-22.4058	-17.569	-22.7495	-17.9838	-23.1203	-18.4056
11.2776	-21.8411	-16.7922	-22.1017	-17.1722	-22.4096	-17.5742	-22.7543	-17.9899	-23.1261	-18.4127
11.2975	-21.8431	-16.7953	-22.1047	-17.1763	-22.4135	-17.5794	-22.7591	-17.9961	-23.1319	-18.4198
11.3175	-21.8452	-16.7983	-22.1076	-17.1805	-22.4173	-17.5846	-22.764	-18.0023	-23.1377	-18.4269
11.3375	-21.8472	-16.8014	-22.1105	-17.1846	-22.4212	-17.5898	-22.7688	-18.0085	-23.1435	-18.434
11.3574	-21.8493	-16.8044	-22.1134	-17.1888	-22.4251	-17.595	-22.7736	-18.0147	-23.1493	-18.4411
11.3774	-21.8514	-16.8075	-22.1164	-17.193	-22.4289	-17.6002	-22.7785	-18.0209	-23.1551	-18.4482
11.3973	-21.8535	-16.8106	-22.1193	-17.1971	-22.4328	-17.6055	-22.7833	-18.0271	-23.1609	-18.4553
11.4173	-21.8555	-16.8136	-22.1222	-17.2013	-22.4367	-17.6107	-22.7882	-18.0334	-23.1667	-18.4624
11.4373	-21.8576	-16.8167	-22.1252	-17.2055	-22.4406	-17.616	-22.7931	-18.0396	-23.1726	-18.4695
11.4572	-21.8597	-16.8198	-22.1282	-17.2097	-22.4445	-17.6212	-22.798	-18.0458	-23.1784	-18.4767
11.4772	-21.8618	-16.8229	-22.1311	-17.2139	-22.4484	-17.6265	-22.8028	-18.052	-23.1842	-18.4838
11.4971	-21.8639	-16.8261	-22.1341	-17.2181	-22.4523	-17.6317	-22.8077	-18.0583	-23.1901	-18.4909
11.5171	-21.866	-16.8292	-22.137	-17.2224	-22.4563	-17.637	-22.8126	-18.0645	-23.1959	-18.4981
11.5371	-21.8681	-16.8323	-22.14	-17.2266	-22.4602	-17.6423	-22.8175	-18.0708	-23.2018	-18.5052
11.557	-21.8702	-16.8354	-22.143	-17.2308	-22.4641	-17.6476	-22.8224	-18.0771	-23.2077	-18.5124
11.577	-21.8724	-16.8386	-22.146	-17.2351	-22.468	-17.6529	-22.8273	-18.0833	-23.2135	-18.5195
11.5969	-21.8745	-16.8417	-22.149	-17.2393	-22.472	-17.6582	-22.8322	-18.0896	-23.2194	-18.5267
11.6169	-21.8766	-16.8449	-22.152	-17.2436	-22.4759	-17.6635	-22.8372	-18.0959	-23.2253	-18.5338
11.6369	-21.8787	-16.848	-22.155	-17.2479	-22.4799	-17.6688	-22.8421	-18.1022	-23.2312	-18.541
11.6568	-21.8809	-16.8512	-22.158	-17.2521	-22.4838	-17.6741	-22.847	-18.1085	-23.2371	-18.5482
11.6768	-21.883	-16.8544	-22.161	-17.2564	-22.4878	-17.6795	-22.852	-18.1148	-23.243	-18.5554
11.6967	-21.8851	-16.8576	-22.164	-17.2607	-22.4918	-17.6848	-22.8569	-18.1211	-23.2489	-18.5625
11.7167	-21.8873	-16.8608	-22.167	-17.265	-22.4958	-17.6902	-22.8619	-18.1274	-23.2548	-18.5697
11.7367	-21.8894	-16.864	-22.1701	-17.2693	-22.4997	-17.6955	-22.8668	-18.1337	-23.2607	-18.5769
11.7566	-21.8916	-16.8672	-22.1731	-17.2736	-22.5037	-17.7009	-22.8718	-18.14	-23.2666	-18.5841
11.7766	-21.8938	-16.8704	-22.1761	-17.278	-22.5077	-17.7062	-22.8768	-18.1464	-23.2725	-18.5913
11.7965	-21.8959	-16.8736	-22.1792	-17.2823	-22.5117	-17.7116	-22.8817	-18.1527	-23.2785	-18.5985
11.8165	-21.8981	-16.8768	-22.1822	-17.2866	-22.5157	-17.717	-22.8867	-18.159	-23.2844	-18.6057
11.8365	-21.9003	-16.8801	-22.1853	-17.291	-22.5197	-17.7224	-22.8917	-18.1654	-23.2904	-18.613
11.8564	-21.9024	-16.8833	-22.1883	-17.2953	-22.5238	-17.7278	-22.8967	-18.1717	-23.2963	-18.6202
11.8764	-21.9046	-16.8866	-22.1914	-17.2997	-22.5278	-17.7332	-22.9017	-18.1781	-23.3023	-18.6274
11.8963	-21.9068	-16.8898	-22.1945	-17.304	-22.5318	-17.7386	-22.9067	-18.1845	-23.3082	-18.6346
11.9163	-21.909	-16.8931	-22.1976	-17.3084	-22.5358	-17.744	-22.9117	-18.1908	-23.3142	-18.6419
11.9363	-21.9112	-16.8964	-22.2006	-17.3128	-22.5399	-17.7494	-22.9167	-18.1972	-23.3202	-18.6491
11.9562	-21.9134	-16.8997	-22.2037	-17.3172	-22.5439	-17.7548	-22.9218	-18.2036	-23.3261	-18.6564
11.9762	-21.9156	-16.9029	-22.2068	-17.3216	-22.548	-17.7603	-22.9268	-18.21	-23.3321	-18.6636
11.9961	-21.9178	-16.9062	-22.2099	-17.326	-22.552	-17.7657	-22.9318	-18.2164	-23.3381	-18.6709
12.0161	-21.92	-16.9095	-22.213	-17.3304	-22.5561	-17.7712	-22.9369	-18.2228	-23.3441	-18.6781
12.0361	-21.9222	-16.9128	-22.2161	-17.3348	-22.5602	-17.7766	-22.9419	-18.2292	-23.3501	-18.6854
12.056	-21.9244	-16.9162	-22.2192	-17.3392	-22.5642	-17.7821	-22.947	-18.2356	-23.3561	-18.6926
12.076	-21.9267	-16.9195	-22.2223	-17.3437	-22.5683	-17.7876	-22.952	-18.242	-23.3621	-18.6999
12.0959	-21.9289	-16.9228	-22.2255	-17.3481	-22.5724	-17.793	-22.9571	-18.2484	-23.3681	-18.7072
12.1159	-21.9311	-16.9262	-22.2286	-17.3525	-22.5765	-17.7985	-22.9622	-18.2549	-23.3742	-18.7145
12.1359	-21.9334	-16.9295	-22.2317	-17.357	-22.5806	-17.804	-22.9673	-18.2613	-23.3802	-18.7217
12.1558	-21.9356	-16.9329	-22.2349	-17.3615	-22.5847	-17.8095	-22.9723	-18.2677	-23.3862	-18.729
12.1758	-21.9378	-16.9362	-22.238	-17.3659	-22.5888	-17.815	-22.9774	-18.2742	-23.3922	-18.7363
12.1957	-21.9401	-16.9396	-22.2412	-17.3704	-22.5929	-17.8205	-22.9825	-18.2806	-23.3983	-18.7436
12.2157	-21.9423	-16.943	-22.2443	-17.3749	-22.5971	-17.826	-22.9876	-18.2871	-23.4043	-18.7509
12.2357	-21.9446	-16.9464	-22.2475	-17.3794	-22.6012	-17.8316	-22.9927	-18.2935	-23.4104	-18.7582
12.2556	-21.9469	-16.9498	-22.2506	-17.3839	-22.6053	-17.8371	-22.9978	-18.3	-23.4164	-18.7655
12.2756	-21.9491	-16.9532	-22.2538	-17.3884	-22.6095	-17.8426	-23.0029	-18.3065	-23.4225	-18.7728
12.2955	-21.9514	-16.9566	-22.257	-17.3929	-22.6136	-17.8482	-23.0081	-18.313	-23.4286	-18.7802
12.3155	-21.9537	-16.96	-22.2601	-17.3974	-22.6177	-17.8537	-23.0132	-18.3195	-23.4346	-18.7875
12.3355	-21.956	-16.9634	-22.2633	-17.402	-22.6219	-17.8593	-23.0183	-18.3259	-23.4407	-18.7948
12.3554	-21.9582	-16.9668	-22.2665	-17.4065	-22.6261	-17.8648	-23.0235	-18.3324	-23.4468	-18.8021
12.3754	-21.9605	-16.9703	-22.2697	-17.411	-22.6302	-17.8704	-23.0286	-18.3389	-23.4529	-18.8095
12.3953	-21.9628	-16.9737	-22.2729	-17.4156	-22.6344	-17.876	-23.0338	-18.3454	-23.459	-18.8168
12.4153	-21.9651	-16.9772	-22.2761	-17.4202	-22.6386	-17.8816	-23.0389	-18.352	-23.4651	-18.8242
12.4353	-21.9674	-16.9806	-22.2793	-17.4247	-22.6428	-17.8872	-23.0441	-18.3585	-23.4712	-18.8315
12.4552	-21.9697	-16.9841	-22.2826	-17.4293	-22.6469	-17.8928	-23.0493	-18.365	-23.4773	-18.8388
12.4752	-21.972	-16.9876	-22.2858	-17.4339	-22.6511	-17.8984	-23.0544	-18.3715	-23.4834	-18.8462
12.4951	-21.9744	-16.9911	-22.289	-17.4385	-22.6553	-17.904	-23.0596	-18.3781	-23.4895	-18.8536
12.5151	-21.9767	-16.9946	-22.2922	-17.4431	-22.6595	-17.9096	-23.0648	-18.3846	-23.4957	-18.8609
12.5351	-21.979	-16.9981	-22.2955	-17.4477	-22.6638	-17.9152	-23.07	-18.3912	-23.5018	-18.8683
12.555	-21.9813	-17.0016	-22.2987	-17.4523	-22.668	-17.9208	-23.0752	-18.3977	-23.5079	-18.8757
12.575	-21.9837	-17.0051	-22.302	-17.4569	-22.6722	-17.9265	-23.0804	-18.4043	-23.5141	-18.883
12.5949	-21.986	-17.0086	-22.3052	-17.4615	-22.6764	-17.9321	-23.0856	-18.4108	-23.5202	-18.8904
12.6149	-21.9883	-17.0121	-22.3085	-17.4661	-22.6807	-17.9378	-23.0908	-18.4174	-23.5264	-18.8978
12.6349	-21.9907	-17.0157	-22.3117	-17.4708	-22.6849	-17.9434	-23.096	-18.424	-23.5325	-18.9052
12.6548	-21.993	-17.0192	-22.315	-17.4754	-22.6891	-17.9491	-23.1012	-18.4305	-23.5387	-18.9126
12.6748	-21.9954	-17.0228	-22.3183	-17.4801	-22.6934	-17.9548	-23.1065	-18.4371	-23.5449	-18.92
12.6947	-21.9977	-17.0263	-22.3215	-17.4847	-22.6977	-17.9604	-23.1117	-18.4437	-23.551	-18.9274
12.7147	-22.0001	-17.0299	-22.3248	-17.4894	-22.7019	-17.9661	-23.1169	-18.4503	-23.5572	-18.9348
12.7347	-22.0025	-17.0335	-22.3281	-17.4941	-22.7062	-17.9718	-23.1222	-18.4569	-23.5634	-18.9422
12.7546	-22.0048	-17.037	-22.3314	-17.4988	-22.7105	-17.9775	-23.1274	-18.4635	-23.5696	-18.9496
12.7746	-22.0072	-17.0406	-22.3347	-17.5035	-22.7147	-17.9832	-23.1327	-18.4701	-23.5758	-18.957
12.7945	-22.0096	-17.0442	-22.338	-17.5082	-22.719	-17.9889	-23.138	-18.4767	-23.582	-18.9644
12.8145	-22.012	-17.0478	-22.3413	-17.5129	-22.7233	-17.9946	-23.1432	-18.4833	-23.5882	-18.9718
12.8345	-22.0144	-17.0515	-22.3446	-17.5176	-22.7276	-18.0003	-23.1485	-18.49	-23.5944	-18.9792
12.8544	-22.0168	-17.0551	-22.348	-17.5223	-22.7319	-18.0061	-23.1538	-18.4966	-23.6006	-18.9867
12.8744	-22.0192	-17.0587	-22.3513	-17.527	-22.7362	-18.0118	-23.1591	-18.5032	-23.6068	-18.9941
12.8943	-22.0216	-17.0623	-22.3546	-17.5318	-22.7405	-18.0175	-23.1643	-18.5099	-23.613	-19.0015
12.9143	-22.024	-17.066	-22.3579	-17.5365	-22.7448	-18.0233	-23.1696	-18.5165	-23.6192	-19.009
12.9343	-22.0264	-17.0696	-22.3613	-17.5413	-22.7492	-18.029	-23.1749	-18.5232	-23.6255	-19.0164
12.9542	-22.0288	-17.0733	-22.3646	-17.546	-22.7535	-18.0348	-23.1802	-18.5298	-23.6317	-19.0239
12.9742	-22.0312	-17.077	-22.368	-17.5508	-22.7578	-18.0406	-23.1856	-18.5365	-23.6379	-19.0313
12.9941	-22.0336	-17.0806	-22.3713	-17.5556	-22.7622	-18.0463	-23.1909	-18.5432	-23.6442	-19.0388
13.0141	-22.0361	-17.0843	-22.3747	-17.5603	-22.7665	-18.0521	-23.1962	-18.5498	-23.6504	-19.0462
13.0341	-22.0385	-17.088	-22.3781	-17.5651	-22.7709	-18.0579	-23.2015	-18.5565	-23.6567	-19.0537
13.054	-22.0409	-17.0917	-22.3814	-17.5699	-22.7752	-18.0637	-23.2069	-18.5632	-23.6629	-19.0611
13.074	-22.0434	-17.0954	-22.3848	-17.5747	-22.7796	-18.0695	-23.2122	-18.5699	-23.6692	-19.0686
13.0939	-22.0458	-17.0991	-22.3882	-17.5795	-22.784	-18.0753	-23.2175	-18.5766	-23.6755	-19.0761
13.1139	-22.0483	-17.1029	-22.3916	-17.5843	-22.7883	-18.0811	-23.2229	-18.5833	-23.6818	-19.0836
13.1339	-22.0507	-17.1066	-22.395	-17.5892	-22.7927	-18.0869	-23.2282	-18.59	-23.688	-19.091
13.1538	-22.0532	-17.1103	-22.3984	-17.594	-22.7971	-18.0928	-23.2336	-18.5967	-23.6943	-19.0985
13.1738	-22.0557	-17.1141	-22.4018	-17.5988	-22.8015	-18.0986	-23.239	-18.6034	-23.7006	-19.106
13.1937	-22.0581	-17.1178	-22.4052	-17.6037	-22.8059	-18.1044	-23.2443	-18.6101	-23.7069	-19.1135
13.2137	-22.0606	-17.1216	-22.4086	-17.6085	-22.8103	-18.1103	-23.2497	-18.6168	-23.7132	-19.121
13.2337	-22.0631	-17.1253	-22.412	-17.6134	-22.8147	-18.1161	-23.2551	-18.6235	-23.7195	-19.1285
13.2536	-22.0656	-17.1291	-22.4154	-17.6183	-22.8191	-18.122	-23.2605	-18.6303	-23.7258	-19.136
13.2736	-22.068	-17.1329	-22.4189	-17.6231	-22.8235	-18.1278	-23.2659	-18.637	-23.7321	-19.1435
13.2935	-22.0705	-17.1367	-22.4223	-17.628	-22.8279	-18.1337	-23.2713	-18.6438	-23.7384	-19.151
13.3135	-22.073	-17.1405	-22.4257	-17.6329	-22.8324	-18.1396	-23.2767	-18.6505	-23.7447	-19.1585
13.3335	-22.0755	-17.1443	-22.4292	-17.6378	-22.8368	-18.1454	-23.2821	-18.6573	-23.7511	-19.166
13.3534	-22.078	-17.1481	-22.4326	-17.6427	-22.8412	-18.1513	-23.2875	-18.664	-23.7574	-19.1735
13.3734	-22.0805	-17.1519	-22.4361	-17.6476	-22.8457	-18.1572	-23.2929	-18.6708	-23.7637	-19.181
13.3933	-22.0831	-17.1558	-22.4396	-17.6525	-22.8501	-18.1631	-23.2983	-18.6775	-23.7701	-19.1886
13.4133	-22.0856	-17.1596	-22.443	-17.6574	-22.8546	-18.169	-23.3037	-18.6843	-23.7764	-19.1961
13.4333	-22.0881	-17.1634	-22.4465	-17.6624	-22.859	-18.1749	-23.3092	-18.6911	-23.7828	-19.2036
13.4532	-22.0906	-17.1673	-22.45	-17.6673	-22.8635	-18.1809	-23.3146	-18.6979	-23.7891	-19.2112
13.4732	-22.0932	-17.1712	-22.4534	-17.6723	-22.868	-18.1868	-23.32	-18.7046	-23.7955	-19.2187
13.4931	-22.0957	-17.175	-22.4569	-17.6772	-22.8724	-18.1927	-23.3255	-18.7114	-23.8018	-19.2262
13.5131	-22.0982	-17.1789	-22.4604	-17.6822	-22.8769	-18.1986	-23.3309	-18.7182	-23.8082	-19.2338
13.5331	-22.1008	-17.1828	-22.4639	-17.6871	-22.8814	-18.2046	-23.3364	-18.725	-23.8146	-19.2413
13.553	-22.1033	-17.1867	-22.4674	-17.6921	-22.8859	-18.2105	-23.3419	-18.7318	-23.8209	-19.2489
13.573	-22.1059	-17.1906	-22.4709	-17.6971	-22.8904	-18.2165	-23.3473	-18.7386	-23.8273	-19.2564
13.5929	-22.1084	-17.1945	-22.4744	-17.7021	-22.8949	-18.2224	-23.3528	-18.7455	-23.8337	-19.264
13.6129	-22.111	-17.1984	-22.478	-17.7071	-22.8994	-18.2284	-23.3583	-18.7523	-23.8401	-19.2715
13.6329	-22.1136	-17.2023	-22.4815	-17.7121	-22.9039	-18.2344	-23.3638	-18.7591	-23.8465	-19.2791
13.6528	-22.1161	-17.2063	-22.485	-17.7171	-22.9085	-18.2404	-23.3693	-18.7659	-23.8529	-19.2866
13.6728	-22.1187	-17.2102	-22.4885	-17.7221	-22.913	-18.2463	-23.3748	-18.7728	-23.8593	-19.2942
13.6927	-22.1213	-17.2141	-22.4921	-17.7272	-22.9175	-18.2523	-23.3803	-18.7796	-23.8657	-19.3018
13.7127	-22.1239	-17.2181	-22.4956	-17.7322	-22.922	-18.2583	-23.3858	-18.7864	-23.8721	-19.3094
13.7327	-22.1265	-17.2221	-22.4992	-17.7372	-22.9266	-18.2643	-23.3913	-18.7933	-23.8785	-19.3169
13.7526	-22.1291	-17.226	-22.5027	-17.7423	-22.9311	-18.2703	-23.3968	-18.8001	-23.8849	-19.3245
13.7726	-22.1317	-17.23	-22.5063	-17.7473	-22.9357	-18.2764	-23.4023	-18.807	-23.8913	-19.3321
13.7925	-22.1343	-17.234	-22.5098	-17.7524	-22.9402	-18.2824	-23.4078	-18.8138	-23.8978	-19.3397
13.8125	-22.1369	-17.238	-22.5134	-17.7575	-22.9448	-18.2884	-23.4133	-18.8207	-23.9042	-19.3473
13.8325	-22.1395	-17.242	-22.517	-17.7625	-22.9494	-18.2944	-23.4189	-18.8276	-23.9106	-19.3549
13.8524	-22.1421	-17.246	-22.5206	-17.7676	-22.9539	-18.3005	-23.4244	-18.8344	-23.9171	-19.3624
13.8724	-22.1447	-17.25	-22.5241	-17.7727	-22.9585	-18.3065	-23.43	-18.8413	-23.9235	-19.37
13.8923	-22.1474	-17.254	-22.5277	-17.7778	-22.9631	-18.3126	-23.4355	-18.8482	-23.93	-19.3776
13.9123	-22.15	-17.2581	-22.5313	-17.7829	-22.9677	-18.3186	-23.4411	-18.8551	-23.9364	-19.3852
13.9323	-22.1526	-17.2621	-22.5349	-17.788	-22.9723	-18.3247	-23.4466	-18.862	-23.9429	-19.3929
13.9522	-22.1553	-17.2662	-22.5385	-17.7931	-22.9769	-18.3308	-23.4522	-18.8689	-23.9493	-19.4005
13.9722	-22.1579	-17.2702	-22.5421	-17.7983	-22.9815	-18.3368	-23.4578	-18.8758	-23.9558	-19.4081
13.9921	-22.1605	-17.2743	-22.5457	-17.8034	-22.9861	-18.3429	-23.4633	-18.8827	-23.9623	-19.4157
14.0121	-22.1632	-17.2784	-22.5494	-17.8085	-22.9907	-18.349	-23.4689	-18.8896	-23.9687	-19.4233
14.0321	-22.1659	-17.2825	-22.553	-17.8137	-22.9953	-18.3551	-23.4745	-18.8965	-23.9752	-19.4309
14.052	-22.1685	-17.2865	-22.5566	-17.8188	-23	-18.3612	-23.4801	-18.9034	-23.9817	-19.4385
14.072	-22.1712	-17.2906	-22.5603	-17.824	-23.0046	-18.3673	-23.4857	-18.9103	-23.9882	-19.4462
14.0919	-22.1739	-17.2947	-22.5639	-17.8292	-23.0092	-18.3734	-23.4913	-18.9173	-23.9947	-19.4538
14.1119	-22.1765	-17.2989	-22.5675	-17.8343	-23.0139	-18.3795	-23.4969	-18.9242	-24.0012	-19.4614
14.1319	-22.1792	-17.303	-22.5712	-17.8395	-23.0185	-18.3856	-23.5025	-18.9311	-24.0077	-19.4691
