Freq_GHz	Model_dBohm
10.309535	31.078089
10.319515	31.076195
10.329495	31.074299
10.339475	31.072401
10.349455	31.070502
10.359435	31.0686
10.369415	31.066696
10.379395	31.064791
10.389375	31.062884
10.399355	31.060974
10.409335	31.059063
10.419315	31.05715
10.429295	31.055235
10.439275	31.053319
10.449255	31.0514
10.459235	31.049479
10.469215	31.047557
10.479195	31.045632
10.489175	31.043706
10.499155	31.041778
10.509135	31.039848
10.519115	31.037916
10.529095	31.035982
10.539075	31.034046
10.549055	31.032108
10.559035	31.030168
10.569015	31.028227
10.578995	31.026283
10.588975	31.024338
10.598955	31.022391
10.608935	31.020442
10.618915	31.018491
10.628895	31.016538
10.638875	31.014583
10.648855	31.012626
10.658835	31.010668
10.668815	31.008707
10.678795	31.006745
10.688775	31.004781
10.698755	31.002814
10.708735	31.000846
10.718715	30.998876
10.728695	30.996904
10.738675	30.994931
10.748655	30.992955
10.758635	30.990977
10.768615	30.988998
10.778595	30.987016
10.788575	30.985033
10.798555	30.983048
10.808535	30.981061
10.818515	30.979072
10.828495	30.977081
10.838475	30.975088
10.848455	30.973094
10.858435	30.971097
10.868415	30.969099
10.878395	30.967098
10.888375	30.965096
10.898355	30.963092
10.908335	30.961086
10.918315	30.959078
10.928295	30.957068
10.938275	30.955056
10.948255	30.953043
10.958235	30.951027
10.968215	30.94901
10.978195	30.94699
10.988175	30.944969
10.998155	30.942946
11.008135	30.940921
11.018115	30.938894
11.028095	30.936865
11.038075	30.934835
11.048055	30.932802
11.058035	30.930768
11.068015	30.928731
11.077995	30.926693
11.087975	30.924653
11.097955	30.922611
11.107935	30.920567
11.117915	30.918521
11.127895	30.916473
11.137875	30.914423
11.147855	30.912372
11.157835	30.910318
11.167815	30.908263
11.177795	30.906206
11.187775	30.904147
11.197755	30.902086
11.207735	30.900023
11.217715	30.897958
11.227695	30.895891
11.237675	30.893823
11.247655	30.891752
11.257635	30.88968
11.267615	30.887606
11.277595	30.88553
11.287575	30.883452
11.297555	30.881372
11.307535	30.87929
11.317515	30.877206
11.327495	30.87512
11.337475	30.873033
11.347455	30.870943
11.357435	30.868852
11.367415	30.866759
11.377395	30.864664
11.387375	30.862567
11.397355	30.860468
11.407335	30.858367
11.417315	30.856265
11.427295	30.85416
11.437275	30.852054
11.447255	30.849945
11.457235	30.847835
11.467215	30.845723
11.477195	30.843609
11.487175	30.841493
11.497155	30.839376
11.507135	30.837256
11.517115	30.835134
11.527095	30.833011
11.537075	30.830886
11.547055	30.828758
11.557035	30.826629
11.567015	30.824498
11.576995	30.822365
11.586975	30.820231
11.596955	30.818094
11.606935	30.815956
11.616915	30.813815
11.626895	30.811673
11.636875	30.809529
11.646855	30.807383
11.656835	30.805235
11.666815	30.803085
11.676795	30.800933
11.686775	30.798779
11.696755	30.796624
11.706735	30.794466
11.716715	30.792307
11.726695	30.790146
11.736675	30.787983
11.746655	30.785818
11.756635	30.783651
11.766615	30.781482
11.776595	30.779312
11.786575	30.777139
11.796555	30.774965
11.806535	30.772789
11.816515	30.77061
11.826495	30.76843
11.836475	30.766248
11.846455	30.764065
11.856435	30.761879
11.866415	30.759691
11.876395	30.757502
11.886375	30.755311
11.896355	30.753117
11.906335	30.750922
11.916315	30.748725
11.926295	30.746526
11.936275	30.744326
11.946255	30.742123
11.956235	30.739919
11.966215	30.737712
11.976195	30.735504
11.986175	30.733294
11.996155	30.731082
12.006135	30.728868
12.016115	30.726652
12.026095	30.724434
12.036075	30.722215
12.046055	30.719993
12.056035	30.71777
12.066015	30.715545
12.075995	30.713318
12.085975	30.711089
12.095955	30.708858
12.105935	30.706625
12.115915	30.704391
12.125895	30.702154
12.135875	30.699916
12.145855	30.697676
12.155835	30.695434
12.165815	30.69319
12.175795	30.690944
12.185775	30.688696
12.195755	30.686446
12.205735	30.684195
12.215715	30.681942
