Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg
0.01	-15.539295	-179.04326	-17.306021	-179.96456
0.20995	-15.469976	-179.42804	-17.302736	-179.2563
0.4099	-15.428585	-178.69991	-17.293491	-178.54997
0.60985	-15.430092	-178.2552	-17.278318	-177.84743
0.8098	-15.420345	-177.51692	-17.257272	-177.15048
1.00975	-15.402754	-177.13231	-17.230426	-176.46089
1.2097	-15.392506	-176.34668	-17.197875	-175.78035
1.40965	-15.359499	-175.99046	-17.15973	-175.11053
1.6096	-15.340988	-175.37827	-17.116119	-174.453
1.80955	-15.290567	-174.73279	-17.067186	-173.80922
2.0095	-15.252077	-174.21005	-17.013089	-173.1806
2.20945	-15.23738	-173.68317	-16.953999	-172.56843
2.4094	-15.173024	-173.19965	-16.890094	-171.97389
2.60935	-15.147102	-172.49237	-16.821565	-171.39807
2.8093	-15.063987	-172.15776	-16.748607	-170.84194
3.00925	-15.059678	-171.67488	-16.671421	-170.30636
3.2092	-14.95195	-171.27003	-16.590212	-169.79208
3.40915	-14.914118	-170.70114	-16.505186	-169.29976
3.6091	-14.859105	-170.21194	-16.416552	-168.82994
3.80905	-14.785477	-169.86879	-16.324516	-168.38306
4.009	-14.723451	-169.31235	-16.229283	-167.95949
4.20895	-14.642904	-169.08214	-16.131055	-167.55946
4.4089	-14.588585	-168.47882	-16.030029	-167.18317
4.60885	-14.489121	-168.29005	-15.926401	-166.83071
4.8088	-14.438938	-167.6622	-15.820356	-166.5021
5.00875	-14.346267	-167.44943	-15.712079	-166.1973
5.2087	-14.281939	-167.15154	-15.601744	-165.9162
5.40865	-14.199497	-166.69667	-15.48952	-165.65865
5.6086	-14.106486	-166.55911	-15.375571	-165.42443
5.80855	-14.048878	-166.10652	-15.26005	-165.21329
6.0085	-13.91914	-166.0097	-15.143105	-165.02494
6.20845	-13.86245	-165.64781	-15.024878	-164.85905
6.4084	-13.749836	-165.41098	-14.905501	-164.71527
6.60835	-13.7139	-165.24811	-14.785102	-164.59321
6.8083	-13.564105	-165.12413	-14.663798	-164.49247
7.00825	-13.49098	-164.87341	-14.541704	-164.41264
7.2082	-13.401643	-164.56804	-14.418925	-164.35328
7.40815	-13.294899	-164.60251	-14.295561	-164.31395
7.6081	-13.213957	-164.41553	-14.171705	-164.29421
7.80805	-13.08071	-164.33224	-14.047446	-164.29358
8.008	-13.027804	-164.14723	-13.922865	-164.31163
8.20795	-12.894579	-164.0531	-13.798039	-164.34787
8.4079	-12.825514	-164.02367	-13.673041	-164.40187
8.60785	-12.6978	-163.87552	-13.547937	-164.47316
8.8078	-12.609131	-163.97458	-13.42279	-164.56128
9.00775	-12.500487	-163.65016	-13.297658	-164.66579
9.2077	-12.413167	-163.85881	-13.172595	-164.78625
9.40765	-12.298855	-163.89325	-13.047652	-164.92222
9.6076	-12.197523	-163.80785	-12.922876	-165.07327
9.80755	-12.09422	-164.0506	-12.798309	-165.23899
10.0075	-12.005043	-163.77631	-12.673993	-165.41895
10.20745	-11.8976	-164.28723	-12.549966	-165.61277
10.4074	-11.79841	-164.02486	-12.426261	-165.82004
