Freq_GHz	Model_dBm
5.0999778	-9.4266914
5.1099578	-9.4270548
5.1199378	-9.427419
5.1299178	-9.4277839
5.1398978	-9.4281496
5.1498778	-9.428516
5.1598577	-9.4288832
5.1698377	-9.4292512
5.1798177	-9.4296198
5.1897977	-9.4299893
5.1997777	-9.4303595
5.2097577	-9.4307304
5.2197377	-9.4311021
5.2297177	-9.4314745
5.2396977	-9.4318477
5.2496777	-9.4322217
5.2596577	-9.4325964
5.2696377	-9.4329718
5.2796177	-9.433348
5.2895977	-9.433725
5.2995777	-9.4341027
5.3095577	-9.4344811
5.3195377	-9.4348604
5.3295177	-9.4352403
5.3394977	-9.4356211
5.3494777	-9.4360025
5.3594577	-9.4363848
5.3694377	-9.4367678
5.3794176	-9.4371515
5.3893976	-9.437536
5.3993776	-9.4379213
5.4093576	-9.4383073
5.4193376	-9.4386941
5.4293176	-9.4390816
5.4392976	-9.4394699
5.4492776	-9.4398589
5.4592576	-9.4402487
5.4692376	-9.4406393
5.4792176	-9.4410306
5.4891976	-9.4414226
5.4991776	-9.4418155
5.5091576	-9.4422091
5.5191376	-9.4426034
5.5291176	-9.4429985
5.5390976	-9.4433944
5.5490776	-9.443791
5.5590576	-9.4441884
5.5690376	-9.4445865
5.5790176	-9.4449854
5.5889976	-9.4453851
5.5989776	-9.4457855
5.6089575	-9.4461867
5.6189375	-9.4465887
5.6289175	-9.4469914
5.6388975	-9.4473948
5.6488775	-9.4477991
5.6588575	-9.4482041
5.6688375	-9.4486098
5.6788175	-9.4490163
5.6887975	-9.4494236
5.6987775	-9.4498317
5.7087575	-9.4502405
5.7187375	-9.45065
5.7287175	-9.4510604
5.7386975	-9.4514715
5.7486775	-9.4518834
5.7586575	-9.452296
5.7686375	-9.4527094
5.7786175	-9.4531235
5.7885975	-9.4535385
5.7985775	-9.4539542
5.8085575	-9.4543706
5.8185375	-9.4547878
5.8285174	-9.4552058
5.8384974	-9.4556246
5.8484774	-9.4560441
5.8584574	-9.4564644
5.8684374	-9.4568855
5.8784174	-9.4573073
5.8883974	-9.4577299
5.8983774	-9.4581533
5.9083574	-9.4585774
5.9183374	-9.4590023
5.9283174	-9.459428
5.9382974	-9.4598544
5.9482774	-9.4602816
5.9582574	-9.4607096
5.9682374	-9.4611384
5.9782174	-9.4615679
5.9881974	-9.4619982
5.9981774	-9.4624292
6.0081574	-9.4628611
6.0181374	-9.4632937
6.0281174	-9.4637271
6.0380974	-9.4641612
6.0480774	-9.4645961
6.0580573	-9.4650318
6.0680373	-9.4654683
6.0780173	-9.4659056
6.0879973	-9.4663436
6.0979773	-9.4667824
6.1079573	-9.4672219
6.1179373	-9.4676623
6.1279173	-9.4681034
6.1378973	-9.4685453
6.1478773	-9.4689879
6.1578573	-9.4694314
6.1678373	-9.4698756
6.1778173	-9.4703206
6.1877973	-9.4707663
6.1977773	-9.4712129
6.2077573	-9.4716602
6.2177373	-9.4721083
6.2277173	-9.4725572
6.2376973	-9.4730068
6.2476773	-9.4734573
6.2576573	-9.4739085
6.2676373	-9.4743604
6.2776172	-9.4748132
6.2875972	-9.4752668
6.2975772	-9.4757211
6.3075572	-9.4761762
6.3175372	-9.4766321
6.3275172	-9.4770887
6.3374972	-9.4775462
6.3474772	-9.4780044
6.3574572	-9.4784634
6.3674372	-9.4789232
6.3774172	-9.4793838
6.3873972	-9.4798451
6.3973772	-9.4803072
6.4073572	-9.4807702
6.4173372	-9.4812339
6.4273172	-9.4816983
6.4372972	-9.4821636
6.4472772	-9.4826297
6.4572572	-9.4830965
6.4672372	-9.4835641
6.4772172	-9.4840325
6.4871972	-9.4845017
6.4971772	-9.4849717
6.5071571	-9.4854424
6.5171371	-9.485914
6.5271171	-9.4863863
6.5370971	-9.4868594
6.5470771	-9.4873333
6.5570571	-9.487808
6.5670371	-9.4882835
6.5770171	-9.4887597
6.5869971	-9.4892368
6.5969771	-9.4897146
6.6069571	-9.4901932
6.6169371	-9.4906726
6.6269171	-9.4911529
6.6368971	-9.4916338
6.6468771	-9.4921156
6.6568571	-9.4925982
6.6668371	-9.4930816
6.6768171	-9.4935657
6.6867971	-9.4940507
6.6967771	-9.4945364
6.7067571	-9.4950229
6.7167371	-9.4955102
6.726717	-9.4959983
6.736697	-9.4964872
6.746677	-9.4969769
6.756657	-9.4974674
6.766637	-9.4979587
6.776617	-9.4984508
6.786597	-9.4989436
6.796577	-9.4994373
6.806557	-9.4999318
6.816537	-9.500427
6.826517	-9.500923
6.836497	-9.5014199
6.846477	-9.5019175
6.856457	-9.5024159
6.866437	-9.5029152
6.876417	-9.5034152
6.886397	-9.503916
6.896377	-9.5044176
6.906357	-9.5049201
6.916337	-9.5054233
6.926317	-9.5059273
6.936297	-9.5064321
6.946277	-9.5069377
6.9562569	-9.5074441
6.9662369	-9.5079513
6.9762169	-9.5084593
6.9861969	-9.5089681
6.9961769	-9.5094777
7.0061569	-9.5099881
7.0161369	-9.5104993
7.0261169	-9.5110113
7.0360969	-9.5115241
7.0460769	-9.5120378
7.0560569	-9.5125522
7.0660369	-9.5130674
7.0760169	-9.5135834
7.0859969	-9.5141002
7.0959769	-9.5146178
7.1059569	-9.5151363
7.1159369	-9.5156555
7.1259169	-9.5161755
