Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg	Re_S11_meas	Im_S11_meas	Re_S11_fit	Im_S11_fit
0.01	-4.3842621	0.41059342	-4.4369754	-0.076292162	0.60363685	0.0043258607	0.59999944	-0.00079892938
0.20995	-4.3351035	-1.8116938	-4.4371445	-1.601774	0.606775	-0.019192636	0.59975385	-0.016771226
0.4099	-4.3430324	-3.6865528	-4.4376206	-3.1273653	0.60526948	-0.038998374	0.59906191	-0.032731001
0.60985	-4.3459768	-5.5118489	-4.4384028	-4.65317	0.60351557	-0.058237908	0.59792412	-0.048666335
0.8098	-4.3382802	-7.3440447	-4.4394893	-6.1792916	0.60187811	-0.077572682	0.59634131	-0.064565328
1.00975	-4.347456	-9.1087179	-4.4408779	-7.7058331	0.59857118	-0.095968985	0.59431462	-0.080416102
1.2097	-4.3448286	-10.898556	-4.4425657	-9.2328964	0.5954618	-0.11465231	0.59184552	-0.096206812
1.40965	-4.3347507	-12.684372	-4.444549	-10.760582	0.59228645	-0.13330777	0.58893579	-0.11192565
1.6096	-4.3384609	-14.538085	-4.4468235	-12.288991	0.58741331	-0.15233206	0.58558755	-0.12756087
1.80955	-4.3383026	-16.372952	-4.4493843	-13.818219	0.58224522	-0.17106545	0.58180323	-0.14310076
2.0095	-4.3393579	-18.157597	-4.452226	-15.348364	0.57656527	-0.1890923	0.57758557	-0.15853369
2.20945	-4.3421931	-19.995113	-4.4553422	-16.87952	0.57001941	-0.20741504	0.57293764	-0.17384809
2.4094	-4.351613	-21.671944	-4.4587263	-18.411778	0.56309491	-0.22376335	0.56786283	-0.18903248
2.60935	-4.3275661	-23.380749	-4.4623707	-19.945229	0.5577138	-0.24112187	0.56236484	-0.20407548
2.8093	-4.344893	-25.159655	-4.4662672	-21.479959	0.54886394	-0.25780386	0.55644769	-0.21896577
3.00925	-4.3227773	-26.870346	-4.4704073	-23.016053	0.54230219	-0.27477278	0.55011571	-0.23369218
3.2092	-4.3240457	-28.639914	-4.4747815	-24.553591	0.53348071	-0.29134542	0.54337354	-0.24824364
3.40915	-4.3017306	-30.359955	-4.4793798	-26.09265	0.52584457	-0.30801735	0.53622612	-0.26260918
3.6091	-4.2978401	-32.261501	-4.4841917	-27.633306	0.5155652	-0.32544212	0.52867873	-0.276778
3.80905	-4.3121185	-33.98711	-4.4892059	-29.175628	0.50470101	-0.34025995	0.52073692	-0.29073941
4.009	-4.2893929	-35.783566	-4.4944107	-30.719683	0.49507979	-0.35684698	0.51240657	-0.30448289
4.20895	-4.2937913	-37.459278	-4.4997936	-32.265532	0.48418771	-0.37098385	0.50369384	-0.31799807
4.4089	-4.2744379	-39.216	-4.5053416	-33.813232	0.47364151	-0.38651289	0.49460518	-0.33127476
4.60885	-4.2839227	-40.990799	-4.5110413	-35.362838	0.46093994	-0.40055904	0.48514737	-0.34430293
4.8088	-4.2548299	-42.632721	-4.5168784	-36.914397	0.4507808	-0.41498956	0.47532745	-0.35707274
5.00875	-4.2446647	-44.372883	-4.5228382	-38.46795	0.43848383	-0.42898874	0.46515274	-0.36957456
5.2087	-4.2365546	-46.006115	-4.5289057	-40.023537	0.42647693	-0.44172412	0.45463086	-0.38179896
5.40865	-4.2260118	-47.822205	-4.535065	-41.581189	0.41276454	-0.45557054	0.44376971	-0.39373671
5.6086	-4.2185388	-49.523438	-4.5412999	-43.140931	0.39940121	-0.46802629	0.43257743	-0.40537882
5.80855	-4.1913371	-51.146732	-4.5475937	-44.702784	0.38719334	-0.48065563	0.42106246	-0.41671653
6.0085	-4.2083344	-52.90913	-4.5539292	-46.266762	0.37150002	-0.49137381	0.40923349	-0.42774131
6.20845	-4.1814408	-54.527348	-4.5602888	-47.832871	0.35858427	-0.5032245	0.39709944	-0.4384449
6.4084	-4.182672	-56.338753	-4.5666543	-49.401114	0.34244975	-0.51423489	0.38466952	-0.44881929
6.60835	-4.159915	-57.819279	-4.5730073	-50.971483	0.32991229	-0.52428297	0.37195314	-0.45885673
6.8083	-4.1631012	-59.674107	-4.579329	-52.543967	0.31265515	-0.53449051	0.35895997	-0.46854977
7.00825	-4.1476283	-61.214149	-4.5856001	-54.118544	0.29870912	-0.54366785	0.34569988	-0.47789122
7.2082	-4.129355	-62.904293	-4.5918013	-55.695189	0.2831391	-0.55340456	0.33218299	-0.48687422
7.40815	-4.1242266	-64.596619	-4.5979126	-57.273864	0.26682975	-0.56185659	0.3184196	-0.49549219
7.6081	-4.1134195	-66.231606	-4.6039141	-58.85453	0.25100232	-0.56994974	0.30442021	-0.50373885
7.80805	-4.1064301	-67.914597	-4.6097855	-60.437134	0.23434339	-0.57754024	0.29019552	-0.51160827
8.008	-4.0920286	-69.399818	-4.6155063	-62.021621	0.21965925	-0.58438831	0.27575641	-0.51909484
8.20795	-4.0796285	-71.165192	-4.6210559	-63.607922	0.20183985	-0.59172207	0.26111392	-0.52619326
8.4079	-4.0707078	-72.673996	-4.6264138	-65.195966	0.18638082	-0.59744475	0.24627926	-0.53289861
8.60785	-4.0402508	-74.367981	-4.6315591	-66.785669	0.16923048	-0.60481036	0.23126376	-0.53920628
8.8078	-4.0457339	-75.956985	-4.636471	-68.376943	0.15229797	-0.60888602	0.21607892	-0.54511204
9.00775	-4.0167542	-77.524445	-4.6411289	-69.969688	0.13603868	-0.61487217	0.20073633	-0.55061201
9.2077	-4.0163422	-79.061012	-4.6455119	-71.563799	0.11950767	-0.61832827	0.18524773	-0.55570268
9.40765	-3.996732	-80.649872	-4.6495997	-73.15916	0.10254842	-0.6228087	0.16962491	-0.56038092
9.6076	-3.9865627	-82.232033	-4.6533717	-74.75565	0.085413266	-0.6261353	0.15387979	-0.56464395
9.80755	-3.991636	-83.785194	-4.6568079	-76.353138	0.068370884	-0.62785352	0.13802433	-0.56848938
10.0075	-3.9459705	-85.26767	-4.6598882	-77.951485	0.052379333	-0.63273001	0.12207057	-0.57191522
10.20745	-3.9722331	-86.819534	-4.6625931	-79.550545	0.035118294	-0.63200265	0.10603057	-0.57491985
10.4074	-3.93589	-88.345612	-4.6649033	-81.150164	0.018351007	-0.63536667	0.089916457	-0.57750203
10.60735	-3.9495199	-89.955284	-4.6667999	-82.750179	0.00049529538	-0.63463479	0.073740337	-0.57966091
10.8073	-3.9107318	-91.307587	-4.6682647	-84.350422	-0.014547008	-0.63730937	0.05751434	-0.58139605
11.00725	-3.9073236	-92.921333	-4.6692796	-85.950716	-0.032501549	-0.6368968	0.041250576	-0.58270739
11.2072	-3.8990269	-94.311356	-4.6698275	-87.550877	-0.047987706	-0.63652867	0.024961131	-0.58359524
11.40715	-3.8852954	-95.897835	-4.6698915	-89.150716	-0.065695857	-0.63596069	0.0086580466	-0.58406033
11.6071	-3.8718197	-97.534157	-4.6694556	-90.750035	-0.083959289	-0.6348095	-0.0076466894	-0.58410377
11.80705	-3.8369422	-98.738365	-4.6685045	-92.348631	-0.097673218	-0.63545131	-0.023941161	-0.58372703
12.007	-3.8328426	-100.47872	-4.6670235	-93.946295	-0.11698218	-0.63249028	-0.040213539	-0.58293199
12.20695	-3.8201842	-101.59776	-4.6649987	-95.542813	-0.1295008	-0.63100395	-0.056452092	-0.58172091
12.4069	-3.7902803	-103.48395	-4.6624171	-97.137965	-0.15071768	-0.62855993	-0.072645203	-0.58009641
12.60685	-3.7837491	-104.37692	-4.6592665	-98.731527	-0.16061598	-0.6266057	-0.088781386	-0.57806148
12.8068	-3.7723441	-106.3863	-4.6555357	-100.32327	-0.18272773	-0.6214041	-0.10484929	-0.57561948
13.00675	-3.7507699	-107.6153	-4.6512142	-101.91296	-0.19650132	-0.6188772	-0.12083774	-0.57277413
13.2067	-3.7417812	-109.2008	-4.6462927	-103.50036	-0.2137707	-0.61383824	-0.1367357	-0.56952951
13.40665	-3.7170479	-110.60483	-4.6407627	-105.08523	-0.22939938	-0.61015098	-0.15253234	-0.56589001
13.6066	-3.7224026	-111.93374	-4.6346168	-106.66733	-0.2433381	-0.60429404	-0.16821703	-0.56186039
13.80655	-3.6987519	-113.52571	-4.6278485	-108.24641	-0.26074141	-0.59892908	-0.18377932	-0.55744572
14.0065	-3.7070539	-114.7401	-4.6204524	-109.82223	-0.27311509	-0.59270176	-0.199209	-0.55265139
14.20645	-3.6600947	-116.34113	-4.6124242	-111.39454	-0.29113808	-0.58801007	-0.21449609	-0.54748311
14.4064	-3.6718762	-117.56238	-4.6037606	-112.96309	-0.3031928	-0.58088297	-0.22963085	-0.54194687
14.60635	-3.6320477	-119.06564	-4.5944594	-114.52763	-0.31979025	-0.57536138	-0.2446038	-0.53604894
14.8063	-3.6522474	-120.49119	-4.5845193	-116.08791	-0.33322925	-0.56590997	-0.25940571	-0.5297959
15.00625	-3.6146867	-121.91208	-4.5739402	-117.64368	-0.34866395	-0.55988891	-0.27402763	-0.52319456
15.2062	-3.6024115	-123.36337	-4.5627231	-119.19471	-0.36324545	-0.55165774	-0.2884609	-0.516252
15.40615	-3.5817537	-124.60828	-4.5508698	-120.74073	-0.37603834	-0.54493011	-0.30269712	-0.50897552
15.6061	-3.580971	-126.12148	-4.5383834	-122.28151	-0.39033248	-0.53485813	-0.31672823	-0.50137267
15.80605	-3.5796459	-127.45329	-4.5252678	-123.81681	-0.40271984	-0.52572158	-0.33054643	-0.4934512
16.006	-3.5428672	-128.82071	-4.511528	-125.34638	-0.41691243	-0.51815085	-0.34414427	-0.48521906
16.20595	-3.556468	-130.11948	-4.4971698	-126.87	-0.42787914	-0.50777233	-0.35751459	-0.47668439
16.4059	-3.5101836	-131.52971	-4.4822002	-128.38743	-0.44259836	-0.49974404	-0.37065055	-0.4678555
16.60585	-3.5274591	-132.76987	-4.4666268	-129.89844	-0.45241004	-0.48907404	-0.38354566	-0.45874086
16.8058	-3.5084026	-134.14006	-4.4504582	-131.40281	-0.4649945	-0.47916627	-0.39619373	-0.44934908
17.00575	-3.4921052	-135.57568	-4.433704	-132.90033	-0.47774898	-0.46824379	-0.40858893	-0.4396889
17.2057	-3.4731259	-136.77702	-4.4163743	-134.39079	-0.48852738	-0.4591266	-0.42072574	-0.4297692
17.40565	-3.4530544	-138.00148	-4.3984801	-135.87396	-0.49937965	-0.4496201	-0.43259898	-0.41959893
