Freq_GHz	Model_dBm
0.1	-7.3060851
0.10998	-7.306097
0.11995999	-7.3061099
0.12993999	-7.3061241
0.13991998	-7.3061393
0.14989998	-7.3061557
0.15987997	-7.3061732
0.16985997	-7.3061918
0.17983996	-7.3062115
0.18981996	-7.3062324
0.19979996	-7.3062544
0.20977995	-7.3062775
0.21975995	-7.3063018
0.22973994	-7.3063272
0.23971994	-7.3063537
0.24969993	-7.3063813
0.25967993	-7.3064101
0.26965992	-7.30644
0.27963992	-7.306471
0.28961992	-7.3065031
0.29959991	-7.3065364
0.30957991	-7.3065708
0.3195599	-7.3066063
0.3295399	-7.306643
0.33951989	-7.3066808
0.34949989	-7.3067197
0.35947988	-7.3067597
0.36945988	-7.3068009
0.37943988	-7.3068432
0.38941987	-7.3068866
0.39939987	-7.3069312
0.40937986	-7.3069768
0.41935986	-7.3070236
0.42933985	-7.3070716
0.43931985	-7.3071206
0.44929984	-7.3071708
0.45927984	-7.3072221
0.46925984	-7.3072745
0.47923983	-7.3073281
0.48921983	-7.3073828
0.49919982	-7.3074386
0.50917982	-7.3074956
0.51915981	-7.3075536
0.52913981	-7.3076128
0.5391198	-7.3076732
0.5490998	-7.3077346
0.5590798	-7.3077972
0.56905979	-7.3078609
0.57903979	-7.3079258
0.58901978	-7.3079917
0.59899978	-7.3080588
0.60897977	-7.308127
0.61895977	-7.3081964
0.62893976	-7.3082669
0.63891976	-7.3083385
0.64889976	-7.3084112
0.65887975	-7.3084851
0.66885975	-7.30856
0.67883974	-7.3086362
0.68881974	-7.3087134
0.69879973	-7.3087918
0.70877973	-7.3088713
0.71875972	-7.3089519
0.72873972	-7.3090336
0.73871972	-7.3091165
0.74869971	-7.3092005
0.75867971	-7.3092856
0.7686597	-7.3093719
0.7786397	-7.3094593
0.78861969	-7.3095478
0.79859969	-7.3096375
0.80857968	-7.3097282
0.81855968	-7.3098201
0.82853968	-7.3099132
0.83851967	-7.3100073
0.84849967	-7.3101026
0.85847966	-7.310199
0.86845966	-7.3102965
0.87843965	-7.3103952
0.88841965	-7.310495
0.89839964	-7.3105959
0.90837964	-7.310698
0.91835964	-7.3108011
0.92833963	-7.3109055
0.93831963	-7.3110109
0.94829962	-7.3111174
0.95827962	-7.3112251
0.96825961	-7.311334
0.97823961	-7.3114439
0.9882196	-7.311555
0.9981996	-7.3116672
1.0081796	-7.3117805
1.0181596	-7.311895
1.0281396	-7.3120105
1.0381196	-7.3121273
1.0480996	-7.3122451
1.0580796	-7.3123641
1.0680596	-7.3124842
1.0780396	-7.3126054
1.0880196	-7.3127277
1.0979996	-7.3128512
1.1079796	-7.3129758
1.1179595	-7.3131016
1.1279395	-7.3132284
1.1379195	-7.3133564
1.1478995	-7.3134855
1.1578795	-7.3136158
1.1678595	-7.3137472
1.1778395	-7.3138797
1.1878195	-7.3140133
1.1977995	-7.3141481
1.2077795	-7.314284
1.2177595	-7.314421
1.2277395	-7.3145591
1.2377195	-7.3146984
1.2476995	-7.3148388
1.2576795	-7.3149804
1.2676595	-7.315123
1.2776395	-7.3152668
1.2876195	-7.3154117
1.2975995	-7.3155578
1.3075795	-7.3157049
1.3175595	-7.3158533
1.3275395	-7.3160027
1.3375194	-7.3161532
1.3474994	-7.3163049
1.3574794	-7.3164578
1.3674594	-7.3166117
1.3774394	-7.3167668
1.3874194	-7.316923
1.3973994	-7.3170803
1.4073794	-7.3172388
