Freq_GHz	Model_dBohm
11.996155	28.239823
12.006135	28.238986
12.016115	28.238148
12.026095	28.237309
12.036075	28.236469
12.046055	28.235629
12.056035	28.234788
12.066015	28.233946
12.075995	28.233103
12.085975	28.232259
12.095955	28.231414
12.105935	28.230569
12.115915	28.229722
12.125895	28.228875
12.135875	28.228027
12.145855	28.227178
12.155835	28.226329
12.165815	28.225478
12.175795	28.224627
12.185775	28.223774
12.195755	28.222921
12.205735	28.222067
12.215715	28.221212
12.225695	28.220356
12.235675	28.2195
12.245655	28.218642
12.255635	28.217784
12.265615	28.216925
12.275595	28.216065
12.285575	28.215204
12.295555	28.214342
12.305535	28.21348
12.315515	28.212616
12.325495	28.211752
12.335475	28.210887
12.345455	28.210021
12.355435	28.209154
12.365415	28.208286
12.375395	28.207418
12.385375	28.206548
12.395355	28.205678
12.405335	28.204807
12.415315	28.203935
12.425295	28.203062
12.435275	28.202188
12.445255	28.201314
12.455234	28.200438
12.465214	28.199562
12.475194	28.198685
12.485174	28.197806
12.495154	28.196928
12.505134	28.196048
12.515114	28.195167
12.525094	28.194286
12.535074	28.193403
12.545054	28.19252
12.555034	28.191636
12.565014	28.190751
12.574994	28.189865
12.584974	28.188978
12.594954	28.188091
12.604934	28.187202
12.614914	28.186313
12.624894	28.185423
12.634874	28.184532
12.644854	28.18364
12.654834	28.182747
12.664814	28.181853
12.674794	28.180959
12.684774	28.180063
12.694754	28.179167
12.704734	28.17827
12.714714	28.177372
12.724694	28.176473
12.734674	28.175573
12.744654	28.174672
12.754634	28.173771
12.764614	28.172869
12.774594	28.171965
12.784574	28.171061
12.794554	28.170156
12.804534	28.16925
12.814514	28.168344
12.824494	28.167436
12.834474	28.166527
12.844454	28.165618
12.854434	28.164708
12.864414	28.163797
12.874394	28.162885
12.884374	28.161972
12.894354	28.161058
12.904334	28.160143
12.914314	28.159228
12.924294	28.158311
12.934274	28.157394
12.944254	28.156476
12.954234	28.155557
12.964214	28.154637
12.974194	28.153716
12.984174	28.152794
12.994154	28.151872
13.004134	28.150948
13.014114	28.150024
13.024094	28.149099
13.034074	28.148173
13.044054	28.147246
13.054034	28.146318
13.064014	28.145389
13.073994	28.144459
13.083974	28.143529
13.093954	28.142597
13.103934	28.141665
13.113914	28.140732
