Freq_GHz	Model_dBm
10.499155	-17.0666
10.509135	-17.068628
10.519115	-17.070658
10.529095	-17.07269
10.539075	-17.074724
10.549055	-17.07676
10.559035	-17.078799
10.569015	-17.080839
10.578995	-17.082881
10.588975	-17.084926
10.598955	-17.086972
10.608935	-17.08902
10.618915	-17.091071
10.628895	-17.093123
10.638875	-17.095177
10.648855	-17.097234
10.658835	-17.099292
10.668815	-17.101353
10.678795	-17.103415
10.688775	-17.10548
10.698755	-17.107546
10.708735	-17.109615
10.718715	-17.111686
10.728695	-17.113758
10.738675	-17.115833
10.748655	-17.11791
10.758635	-17.119988
10.768615	-17.122069
10.778595	-17.124152
10.788575	-17.126237
10.798555	-17.128323
10.808535	-17.130412
10.818515	-17.132503
10.828495	-17.134596
10.838475	-17.136691
10.848455	-17.138788
10.858435	-17.140887
10.868415	-17.142988
10.878395	-17.145091
10.888375	-17.147196
10.898355	-17.149303
10.908335	-17.151412
10.918315	-17.153523
10.928295	-17.155636
10.938275	-17.157751
10.948255	-17.159868
10.958235	-17.161988
10.968215	-17.164109
10.978195	-17.166232
10.988175	-17.168357
10.998155	-17.170485
11.008135	-17.172614
11.018115	-17.174745
11.028095	-17.176879
11.038075	-17.179014
11.048055	-17.181151
11.058035	-17.183291
11.068015	-17.185432
11.077995	-17.187576
11.087975	-17.189721
11.097955	-17.191869
11.107935	-17.194018
11.117915	-17.19617
11.127895	-17.198323
11.137875	-17.200479
11.147855	-17.202637
11.157835	-17.204796
11.167815	-17.206958
11.177795	-17.209122
11.187775	-17.211287
11.197755	-17.213455
11.207735	-17.215625
11.217715	-17.217797
11.227695	-17.21997
11.237675	-17.222146
11.247655	-17.224324
11.257635	-17.226504
11.267615	-17.228686
11.277595	-17.23087
11.287575	-17.233056
11.297555	-17.235244
11.307535	-17.237434
11.317515	-17.239626
11.327495	-17.24182
11.337475	-17.244016
11.347455	-17.246214
11.357435	-17.248414
11.367415	-17.250616
11.377395	-17.25282
11.387375	-17.255026
11.397355	-17.257235
11.407335	-17.259445
11.417315	-17.261657
11.427295	-17.263871
11.437275	-17.266087
11.447255	-17.268306
11.457235	-17.270526
11.467215	-17.272748
11.477195	-17.274973
11.487175	-17.277199
11.497155	-17.279427
11.507135	-17.281658
11.517115	-17.28389
11.527095	-17.286125
11.537075	-17.288361
11.547055	-17.2906
11.557035	-17.29284
11.567015	-17.295083
11.576995	-17.297327
11.586975	-17.299574
11.596955	-17.301822
11.606935	-17.304073
11.616915	-17.306326
11.626895	-17.30858
11.636875	-17.310837
11.646855	-17.313096
11.656835	-17.315356
11.666815	-17.317619
11.676795	-17.319884
11.686775	-17.322151
11.696755	-17.324419
11.706735	-17.32669
11.716715	-17.328963
11.726695	-17.331238
11.736675	-17.333515
11.746655	-17.335793
11.756635	-17.338074
11.766615	-17.340357
11.776595	-17.342642
11.786575	-17.344929
11.796555	-17.347218
11.806535	-17.349509
11.816515	-17.351802
11.826495	-17.354097
11.836475	-17.356394
11.846455	-17.358693
11.856435	-17.360994
11.866415	-17.363297
11.876395	-17.365602
11.886375	-17.367909
11.896355	-17.370218
11.906335	-17.37253
