Freq_GHz	Model_dBm
0.1	-23.314613
0.10998	-23.31462
0.11995999	-23.314627
0.12993999	-23.314635
0.13991998	-23.314643
0.14989998	-23.314652
0.15987997	-23.314662
0.16985997	-23.314673
0.17983996	-23.314684
0.18981996	-23.314695
0.19979996	-23.314707
0.20977995	-23.31472
0.21975995	-23.314734
0.22973994	-23.314748
0.23971994	-23.314763
0.24969993	-23.314778
0.25967993	-23.314794
0.26965992	-23.314811
0.27963992	-23.314828
0.28961992	-23.314846
0.29959991	-23.314865
0.30957991	-23.314884
0.3195599	-23.314904
0.3295399	-23.314924
0.33951989	-23.314945
0.34949989	-23.314967
0.35947988	-23.314989
0.36945988	-23.315012
0.37943988	-23.315036
0.38941987	-23.31506
0.39939987	-23.315085
0.40937986	-23.31511
0.41935986	-23.315137
0.42933985	-23.315163
0.43931985	-23.315191
0.44929984	-23.315219
0.45927984	-23.315247
0.46925984	-23.315277
0.47923983	-23.315306
0.48921983	-23.315337
0.49919982	-23.315368
0.50917982	-23.3154
0.51915981	-23.315432
0.52913981	-23.315465
0.5391198	-23.315499
0.5490998	-23.315533
0.5590798	-23.315568
0.56905979	-23.315604
0.57903979	-23.31564
0.58901978	-23.315677
0.59899978	-23.315714
0.60897977	-23.315752
0.61895977	-23.315791
0.62893976	-23.31583
0.63891976	-23.31587
0.64889976	-23.315911
0.65887975	-23.315952
0.66885975	-23.315994
0.67883974	-23.316036
0.68881974	-23.316079
0.69879973	-23.316123
0.70877973	-23.316167
0.71875972	-23.316212
0.72873972	-23.316258
0.73871972	-23.316304
0.74869971	-23.316351
0.75867971	-23.316399
0.7686597	-23.316447
0.7786397	-23.316495
0.78861969	-23.316545
0.79859969	-23.316595
0.80857968	-23.316645
0.81855968	-23.316697
0.82853968	-23.316749
0.83851967	-23.316801
0.84849967	-23.316854
0.85847966	-23.316908
0.86845966	-23.316963
0.87843965	-23.317018
0.88841965	-23.317073
0.89839964	-23.31713
0.90837964	-23.317187
0.91835964	-23.317244
0.92833963	-23.317302
0.93831963	-23.317361
0.94829962	-23.317421
0.95827962	-23.317481
0.96825961	-23.317541
0.97823961	-23.317603
0.9882196	-23.317665
0.9981996	-23.317727
1.0081796	-23.31779
1.0181596	-23.317854
1.0281396	-23.317919
1.0381196	-23.317984
1.0480996	-23.31805
1.0580796	-23.318116
1.0680596	-23.318183
1.0780396	-23.318251
1.0880196	-23.318319
1.0979996	-23.318388
1.1079796	-23.318457
1.1179595	-23.318528
