Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg
0.01	-20.553848	-1.697561	-20.827842	-0.13660618
0.20995	-20.617729	-3.1532671	-20.822807	-2.8673539
0.4099	-20.637587	-6.7108517	-20.808646	-5.5943319
0.60985	-20.595375	-9.8499746	-20.785437	-8.313994
0.8098	-20.515047	-13.221498	-20.753308	-11.022878
1.00975	-20.45252	-15.949579	-20.71243	-13.717645
1.2097	-20.365032	-19.25074	-20.663023	-16.39511
1.40965	-20.280479	-22.094978	-20.60534	-19.052276
1.6096	-20.142864	-25.2038	-20.539674	-21.686359
1.80955	-20.024385	-28.377861	-20.466345	-24.294805
2.0095	-19.885355	-31.187044	-20.385698	-26.875309
2.20945	-19.74826	-33.976421	-20.298099	-29.425819
2.4094	-19.638704	-36.74992	-20.203927	-31.944545
2.60935	-19.416901	-39.315407	-20.103574	-34.429954
2.8093	-19.295471	-41.931137	-19.997433	-36.880768
3.00925	-19.104336	-44.248184	-19.8859	-39.295955
3.2092	-18.964174	-46.844391	-19.76937	-41.674714
3.40915	-18.73638	-49.119133	-19.648227	-44.016467
3.6091	-18.542456	-51.526527	-19.522851	-46.320837
3.80905	-18.380014	-53.798622	-19.393607	-48.587636
4.009	-18.159979	-56.055382	-19.260849	-50.816845
4.20895	-17.989161	-58.241127	-19.124916	-53.008596
4.4089	-17.774691	-60.213348	-18.986128	-55.163158
4.60885	-17.598806	-62.264374	-18.844792	-57.280915
4.8088	-17.366264	-64.070641	-18.701197	-59.362355
5.00875	-17.190704	-66.033585	-18.555613	-61.408051
5.2087	-16.98851	-67.740524	-18.408294	-63.41865
5.40865	-16.782099	-69.626991	-18.259478	-65.394857
5.6086	-16.595264	-71.24202	-18.109386	-67.337427
5.80855	-16.393927	-72.845261	-17.958221	-69.24715
6.0085	-16.230654	-74.73912	-17.806172	-71.124845
6.20845	-16.034042	-76.17675	-17.653416	-72.971349
6.4084	-15.82917	-77.943863	-17.500112	-74.787515
6.60835	-15.66134	-79.096794	-17.346408	-76.574196
6.8083	-15.48253	-81.080254	-17.192439	-78.33225
7.00825	-15.297444	-82.322029	-17.038329	-80.062527
7.2082	-15.096404	-83.79435	-16.884191	-81.765871
7.40815	-14.948448	-85.295631	-16.730128	-83.443113
7.6081	-14.768843	-86.680275	-16.576234	-85.095068
7.80805	-14.590231	-88.170815	-16.422594	-86.722538
8.008	-14.429896	-89.298668	-16.269285	-88.326304
8.20795	-14.247375	-90.79908	-16.116377	-89.907126
8.4079	-14.104081	-92.030457	-15.963932	-91.465744
