Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg	Re_S11_meas	Im_S11_meas	Re_S11_fit	Im_S11_fit
0.01	-4.3106275	0.54996759	-4.4369754	-0.064772163	0.60876352	0.0058435454	0.59999959	-0.00067829233
0.20995	-4.2498937	-1.5649314	-4.4371585	-1.3599177	0.61283463	-0.016742642	0.59981833	-0.014239387
0.4099	-4.2617178	-3.2265463	-4.4376741	-2.6552055	0.61125879	-0.034458773	0.5993076	-0.027793058
0.60985	-4.256319	-4.8497338	-4.4385218	-3.9507711	0.61041672	-0.051791752	0.59846759	-0.04133224
0.8098	-4.2550278	-6.502212	-4.4397003	-5.2467497	0.60875982	-0.069383228	0.59729863	-0.054849864
1.00975	-4.2644458	-8.0130043	-4.4412084	-6.5432761	0.60606139	-0.085316652	0.59580118	-0.068338867
1.2097	-4.2609439	-9.625988	-4.4430441	-7.8404848	0.60366307	-0.10238363	0.59397584	-0.081792186
1.40965	-4.2544031	-11.154474	-4.4452052	-9.1385096	0.60116984	-0.11853851	0.59182333	-0.095202764
1.6096	-4.2592101	-12.847212	-4.4476889	-10.437484	0.59707539	-0.13616969	0.5893445	-0.10856355
1.80955	-4.2575645	-14.460075	-4.4504923	-11.737539	0.59311857	-0.15295003	0.58654034	-0.12186749
2.0095	-4.2604728	-16.043968	-4.4536118	-13.038808	0.58846725	-0.16922909	0.58341196	-0.13510755
2.20945	-4.2660232	-17.665081	-4.4570435	-14.34142	0.58307152	-0.18569039	0.57996062	-0.14827669
2.4094	-4.2802577	-19.118826	-4.460783	-15.645504	0.57722616	-0.20009491	0.57618772	-0.16136789
2.60935	-4.2582979	-20.658148	-4.4648255	-16.951189	0.57308977	-0.21607432	0.57209478	-0.17437413
2.8093	-4.2756848	-22.222492	-4.4691659	-18.258601	0.56584363	-0.23117567	0.56768346	-0.18728842
3.00925	-4.2577004	-23.746962	-4.4737986	-19.567864	0.56065283	-0.24665767	0.56295557	-0.20010375
3.2092	-4.2721748	-25.329008	-4.4787174	-20.879103	0.55270748	-0.26160606	0.55791306	-0.21281316
3.40915	-4.2518444	-26.810804	-4.4839158	-22.192439	0.5470366	-0.27645756	0.55255801	-0.22540969
3.6091	-4.2436261	-28.523233	-4.489387	-23.50799	0.53904068	-0.29295828	0.54689266	-0.23788639
3.80905	-4.2619562	-30.069036	-4.4951235	-24.825875	0.52982236	-0.30674486	0.54091939	-0.25023634
4.009	-4.2444201	-31.665543	-4.5011175	-26.146208	0.52212363	-0.32203651	0.53464073	-0.26245266
4.20895	-4.2503409	-33.1745	-4.5073606	-27.469102	0.51311242	-0.3354453	0.52805934	-0.27452846
4.4089	-4.2373366	-34.750389	-4.5138442	-28.794668	0.50444795	-0.34995307	0.52117807	-0.2864569
4.60885	-4.2523713	-36.31728	-4.5205591	-30.123012	0.49383468	-0.36298699	0.51399988	-0.29823118
4.8088	-4.2260327	-37.790764	-4.5274954	-31.45424	0.48580833	-0.37670615	0.50652791	-0.30984451
5.00875	-4.2239623	-39.317875	-4.5346433	-32.788452	0.47570996	-0.38961199	0.49876545	-0.32129014
5.2087	-4.2155776	-40.808636	-4.5419919	-34.125748	0.46586239	-0.40224418	0.49071596	-0.33256139
5.40865	-4.2107196	-42.44215	-4.5495303	-35.466222	0.45446067	-0.41559312	0.48238304	-0.34365158
5.6086	-4.2043543	-43.969551	-4.557247	-36.809965	0.44354648	-0.42787256	0.47377046	-0.35455412
5.80855	-4.1853485	-45.449642	-4.5651299	-38.157066	0.43329379	-0.44014847	0.46488215	-0.36526244
6.0085	-4.2070608	-47.014927	-4.5731665	-39.507608	0.42005768	-0.45069206	0.4557222	-0.37577003
6.20845	-4.1888332	-48.479496	-4.581344	-40.86167	0.40925926	-0.46225001	0.44629489	-0.38607047
6.4084	-4.1925292	-50.131996	-4.5896488	-42.219329	0.39559052	-0.47365822	0.43660463	-0.39615737
6.60835	-4.1687603	-51.448284	-4.5980672	-43.580654	0.38565939	-0.48394305	0.42665602	-0.40602443
6.8083	-4.1824851	-53.133217	-4.6065848	-44.945713	0.37067689	-0.49429184	0.41645383	-0.41566541
7.00825	-4.1720414	-54.521561	-4.6151868	-46.314566	0.3590234	-0.5037331	0.40600299	-0.42507416
7.2082	-4.1546741	-56.037518	-4.623858	-47.687271	0.34626296	-0.51408176	0.39530859	-0.43424462
7.40815	-4.1599278	-57.622734	-4.6325827	-49.063877	0.33170833	-0.5231474	0.38437592	-0.4431708
7.6081	-4.1519041	-59.078152	-4.6413448	-50.44443	0.31860803	-0.53189484	0.37321041	-0.45184684
7.80805	-4.1577811	-60.608784	-4.6501276	-51.828971	0.30408088	-0.53985013	0.36181769	-0.46026696
8.008	-4.1474099	-61.980373	-4.6589144	-53.217533	0.29141941	-0.54762756	0.35020352	-0.46842548
8.20795	-4.1377044	-63.56414	-4.6676876	-54.610145	0.27648128	-0.55609376	0.33837386	-0.47631686
8.4079	-4.1358261	-64.925194	-4.6764297	-56.006827	0.26325151	-0.56262568	0.32633484	-0.48393567
8.60785	-4.1167789	-66.510956	-4.6851223	-57.407595	0.24812453	-0.57094588	0.31409273	-0.49127659
8.8078	-4.1262965	-67.955635	-4.6937471	-58.812458	0.23339524	-0.57638812	0.301654	-0.49833446
9.00775	-4.1071796	-69.410568	-4.7022852	-60.221418	0.21916697	-0.58341097	0.28902525	-0.50510426
9.2077	-4.1082578	-70.801323	-4.7107175	-61.634468	0.20491707	-0.58848543	0.27621326	-0.5115811
9.40765	-4.0933809	-72.265564	-4.7190246	-63.051597	0.19013795	-0.59454697	0.26322498	-0.51776025
9.6076	-4.0898819	-73.684608	-4.7271867	-64.472784	0.17542666	-0.59931467	0.2500675	-0.52363715
9.80755	-4.1027575	-75.146423	-4.735184	-65.898002	0.1598435	-0.60270081	0.23674806	-0.52920741
10.0075	-4.0617266	-76.513573	-4.7429963	-67.327215	0.14610671	-0.609214	0.22327407	-0.53446679
10.2075	-4.0944858	-77.914085	-4.7506051	-68.76074	0.1306794	-0.61029691	0.20964964	-0.53941246
10.4074	-4.0610819	-79.379356	-4.7579843	-70.197448	0.11547399	-0.61580264	0.19589273	-0.54403697
10.6074	-4.081532	-80.872429	-4.7651207	-71.638719	0.099155653	-0.61714764	0.18199741	-0.54834129
10.8073	-4.0454359	-82.122101	-4.7719865	-73.083042	0.086029368	-0.62174177	0.16798552	-0.55231767
11.0073	-4.0462275	-83.608788	-4.7785677	-74.531787	0.069863155	-0.62370764	0.15385113	-0.55596682
11.2072	-4.0466695	-84.920341	-4.7848372	-75.983422	0.055566031	-0.62511152	0.13961658	-0.55928209
11.4072	-4.0404949	-86.399063	-4.7907804	-77.439305	0.039444114	-0.62678267	0.12527596	-0.56226396
11.6071	-4.0364456	-87.923698	-4.7963709	-78.89788	0.022764104	-0.62790291	0.11085202	-0.56490687
11.8071	-4.0029893	-89.0485	-4.8015936	-80.360497	0.0104741	-0.63065326	0.096338883	-0.56721112
12.007	-4.0091467	-90.732536	-4.8064232	-81.825574	-0.0080581839	-0.63024175	0.081759674	-0.56917229
12.207	-3.99106	-91.70285	-4.8108442	-83.29445	-0.018768814	-0.63132817	0.067108527	-0.57079048
12.4069	-3.9725971	-93.552025	-4.8148324	-84.765521	-0.039214375	-0.63173515	0.052408885	-0.57206245
12.6069	-3.972821	-94.328018	-4.8183724	-86.240115	-0.047765275	-0.63112986	0.03765491	-0.57298811
12.8068	-3.9649751	-96.250771	-4.8214413	-87.716604	-0.068976374	-0.62974047	0.022870281	-0.57356542
13.0068	-3.9465168	-97.31675	-4.8240235	-89.196307	-0.080851618	-0.62968498	0.0080491908	-0.57379413
13.2067	-3.9427373	-98.89959	-4.8260981	-90.677574	-0.098256832	-0.62748439	-0.0067845156	-0.57367342
13.4067	-3.9212403	-100.21586	-4.8276493	-92.16171	-0.11292412	-0.62661063	-0.021636614	-0.57320287
13.6066	-3.9318974	-101.41338	-4.8286585	-93.647048	-0.12584059	-0.62334847	-0.036483169	-0.57238292
13.8066	-3.9068749	-102.99113	-4.8291099	-95.13488	-0.14336824	-0.62143499	-0.051329928	-0.57121299
14.0065	-3.9274771	-104.11765	-4.8289872	-96.62352	-0.15518955	-0.61703095	-0.066152939	-0.56969476
14.2065	-3.8765786	-105.68882	-4.8282749	-98.114251	-0.17306051	-0.61614387	-0.080957926	-0.56782753
14.4064	-3.8907509	-106.79916	-4.8269592	-99.605368	-0.18466602	-0.61167578	-0.095720999	-0.56561423
14.6064	-3.8626921	-108.27311	-4.8250251	-101.09814	-0.20098693	-0.60868645	-0.11044786	-0.56305401
14.8063	-3.884089	-109.58724	-4.8224615	-102.59086	-0.21436489	-0.60243108	-0.12511477	-0.56015109
15.0063	-3.8511865	-111.00903	-4.819254	-104.08477	-0.23011668	-0.59919217	-0.13972742	-0.55690446
15.2062	-3.8481789	-112.38738	-4.8153945	-105.57816	-0.24454798	-0.59368901	-0.15426228	-0.5533196
15.4062	-3.8294833	-113.53998	-4.8108691	-107.07227	-0.2569933	-0.58991811	-0.16872504	-0.54939539
15.6061	-3.8312263	-115.01263	-4.8056731	-108.56535	-0.27201458	-0.58300159	-0.18309247	-0.54513852
15.8061	-3.8351393	-116.28878	-4.799793	-110.05866	-0.28480291	-0.57653912	-0.19737027	-0.54054776
16.006	-3.7983797	-117.64959	-4.7932276	-111.55044	-0.29968006	-0.57202867	-0.21153559	-0.53563101
16.206	-3.8101962	-118.85812	-4.7859642	-113.04193	-0.31125448	-0.56481189	-0.22559414	-0.53038694
16.4059	-3.7674689	-120.23672	-4.7780051	-114.53138	-0.32635452	-0.55990751	-0.23952353	-0.52482461
16.6059	-3.7839661	-121.40918	-4.7693383	-116.02	-0.33710207	-0.55206293	-0.25332948	-0.51894257
16.8058	-3.773484	-122.73951	-4.7599696	-117.50605	-0.35025063	-0.54474478	-0.26699013	-0.51275106
17.0058	-3.7656014	-124.11129	-4.7498881	-118.99075	-0.36352108	-0.53669056	-0.28051125	-0.50624847
17.2057	-3.7389629	-125.31288	-4.739103	-120.47234	-0.37584654	-0.53057416	-0.29387157	-0.49944616
17.4057	-3.7166064	-126.47836	-4.7276041	-121.95204	-0.38755694	-0.52416706	-0.30707689	-0.49234241
17.6056	-3.7588263	-127.74537	-4.7154045	-123.42809	-0.39711742	-0.51296988	-0.32010663	-0.48494963
17.8056	-3.7172713	-129.09212	-4.7024947	-124.90172	-0.41102582	-0.5059093	-0.33296662	-0.47726596
18.0055	-3.7317991	-130.347	-4.6888914	-126.37117	-0.42130142	-0.49595627	-0.34563702	-0.46930483
18.2055	-3.7081535	-131.43205	-4.6745858	-127.83766	-0.43179145	-0.48921932	-0.35812372	-0.46106423
18.4054	-3.7127559	-132.845	-4.6595981	-129.29945	-0.44348834	-0.47816997	-0.37040767	-0.45255856
