Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg
0.01	-4.3106275	0.54996759	-4.4369754	-0.064855683
0.20995	-4.2498937	-1.5649314	-4.4371332	-1.3616713
0.4099	-4.2617178	-3.2265463	-4.4375779	-2.6586297
0.60985	-4.256319	-4.8497338	-4.4383087	-3.9558668
0.8098	-4.2550278	-6.502212	-4.4393247	-5.2535183
1.00975	-4.2644458	-8.0130043	-4.4406243	-6.5517195
1.2097	-4.2609439	-9.625988	-4.4422059	-7.8506052
1.40965	-4.2544031	-11.154474	-4.444067	-9.1503096
1.6096	-4.2592101	-12.847212	-4.4462052	-10.450966
1.80955	-4.2575645	-14.460075	-4.4486172	-11.752708
2.0095	-4.2604728	-16.043968	-4.4512997	-13.055666
2.20945	-4.2660232	-17.665081	-4.4542487	-14.359971
2.4094	-4.2802577	-19.118826	-4.45746	-15.665753
2.60935	-4.2582979	-20.658148	-4.4609288	-16.973139
2.8093	-4.2756848	-22.222492	-4.46465	-18.282256
3.00925	-4.2577004	-23.746962	-4.4686179	-19.593229
3.2092	-4.2721748	-25.329008	-4.4728267	-20.906181
3.40915	-4.2518444	-26.810804	-4.4772699	-22.221233
3.6091	-4.2436261	-28.523233	-4.4819407	-23.538505
3.80905	-4.2619562	-30.069036	-4.4868317	-24.858113
4.009	-4.2444201	-31.665543	-4.4919352	-26.180172
4.20895	-4.2503409	-33.1745	-4.4972432	-27.504794
4.4089	-4.2373366	-34.750389	-4.5027468	-28.832089
4.60885	-4.2523713	-36.31728	-4.5084373	-30.162163
4.8088	-4.2260327	-37.790764	-4.5143049	-31.495121
5.00875	-4.2239623	-39.317875	-4.5203399	-32.831061
5.2087	-4.2155776	-40.808636	-4.5265318	-34.170083
5.40865	-4.2107196	-42.44215	-4.5328698	-35.512279
5.6086	-4.2043543	-43.969551	-4.5393426	-36.857739
5.80855	-4.1853485	-45.449642	-4.5459385	-38.20655
6.0085	-4.2070608	-47.014927	-4.5526453	-39.558794
6.20845	-4.1888332	-48.479496	-4.5594505	-40.914549
6.4084	-4.1925292	-50.131996	-4.566341	-42.273888
6.60835	-4.1687603	-51.448284	-4.5733033	-43.63688
6.8083	-4.1824851	-53.133217	-4.5803235	-45.00359
7.00825	-4.1720414	-54.521561	-4.5873873	-46.374076
7.2082	-4.1546741	-56.037518	-4.59448	-47.748392
7.40815	-4.1599278	-57.622734	-4.6015863	-49.126587
7.6081	-4.1519041	-59.078152	-4.6086908	-50.508703
7.80805	-4.1577811	-60.608784	-4.6157775	-51.894779
8.008	-4.1474099	-61.980373	-4.62283	-53.284845
8.20795	-4.1377044	-63.56414	-4.6298319	-54.678925
8.4079	-4.1358261	-64.925194	-4.6367659	-56.07704
8.60785	-4.1167789	-66.510956	-4.6436148	-57.4792
8.8078	-4.1262965	-67.955635	-4.6503609	-58.885411
9.00775	-4.1071796	-69.410568	-4.6569864	-60.295671
9.2077	-4.1082578	-70.801323	-4.6634729	-61.709972
9.40765	-4.0933809	-72.265564	-4.6698021	-63.128298
9.6076	-4.0898819	-73.684608	-4.6759552	-64.550625
9.80755	-4.1027575	-75.146423	-4.6819135	-65.976922
10.0075	-4.0617266	-76.513573	-4.6876579	-67.40715
10.2075	-4.0944858	-77.914085	-4.6931706	-68.841622
10.4074	-4.0610819	-79.379356	-4.6984284	-70.279207
10.6074	-4.081532	-80.872429	-4.7034171	-71.721278
10.8073	-4.0454359	-82.122101	-4.7081125	-73.166325
11.0073	-4.0462275	-83.608788	-4.7124999	-74.615712
11.2072	-4.0466695	-84.920341	-4.7165557	-76.067903
11.4072	-4.0404949	-86.399063	-4.7202648	-77.524256
11.6071	-4.0364456	-87.923698	-4.7236044	-78.983209
11.8071	-4.0029893	-89.0485	-4.7265589	-80.446109
12.007	-4.0091467	-90.732536	-4.7291068	-81.911373
12.207	-3.99106	-91.70285	-4.7312322	-83.380336
12.4069	-3.9725971	-93.552025	-4.7329148	-84.851393
12.6069	-3.972821	-94.328018	-4.7341387	-86.325868
12.8068	-3.9649751	-96.250771	-4.7348853	-87.802132
13.0068	-3.9465168	-97.31675	-4.7351383	-89.281501
13.2067	-3.9427373	-98.89959	-4.7348813	-90.762325
13.4067	-3.9212403	-100.21586	-4.7340979	-92.245906
13.6066	-3.9318974	-101.41338	-4.7327739	-93.730578
13.8066	-3.9068749	-102.99113	-4.7308931	-95.217631
14.0065	-3.9274771	-104.11765	-4.7284435	-96.705379
14.2065	-3.8765786	-105.68882	-4.7254094	-98.195104
14.4064	-3.8907509	-106.79916	-4.7217814	-99.685103
14.6064	-3.8626921	-108.27311	-4.7175439	-101.17665
14.8063	-3.884089	-109.58724	-4.7126906	-102.66802
15.0063	-3.8511865	-111.00903	-4.7072064	-104.16048
15.2062	-3.8481789	-112.38738	-4.7010877	-105.65231
15.4062	-3.8294833	-113.53998	-4.6943203	-107.14474
15.6061	-3.8312263	-115.01263	-4.6869037	-108.63606
