Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg	Re_S11_meas	Im_S11_meas	Re_S11_fit	Im_S11_fit
0.01	-20.553848	-1.697561	-20.827841	-0.14334798	0.093781453	-0.0027793729	0.090908942	-0.00022744504
0.20995	-20.617729	-3.1532671	-20.82213	-3.0087492	0.092994125	-0.0051230951	0.090843614	-0.0047748223
0.4099	-20.637587	-6.7108517	-20.806074	-5.8695723	0.092285795	-0.01085881	0.090659522	-0.0093200928
0.60985	-20.595375	-9.8499746	-20.779773	-8.7215185	0.0919987	-0.015973585	0.090356701	-0.01386125
0.8098	-20.515047	-13.221498	-20.743391	-11.560405	0.091744609	-0.021554824	0.089935208	-0.018396287
1.00975	-20.45252	-15.949579	-20.697154	-14.382218	0.091269368	-0.02608417	0.089395121	-0.022923195
1.2097	-20.365032	-19.25074	-20.641339	-17.183156	0.090523094	-0.031613391	0.088736542	-0.027439965
1.40965	-20.280479	-22.094978	-20.576274	-19.959676	0.089711961	-0.03641909	0.087959595	-0.031944586
1.6096	-20.142864	-25.2038	-20.502331	-22.708517	0.089003856	-0.041889246	0.087064428	-0.036435047
1.80955	-20.024385	-28.377861	-20.419914	-25.426733	0.087736569	-0.047395182	0.08605121	-0.040909333
2.0095	-19.885355	-31.187044	-20.32946	-28.111705	0.086684772	-0.052471376	0.084920135	-0.045365427
2.20945	-19.74826	-33.976421	-20.231423	-30.761149	0.085365367	-0.057528568	0.08367142	-0.049801311
2.4094	-19.638704	-36.74992	-20.126276	-33.373119	0.083528631	-0.062373605	0.082305305	-0.054214964
2.60935	-19.416901	-39.315407	-20.014497	-35.946001	0.082739069	-0.067758305	0.080822055	-0.058604361
2.8093	-19.295471	-41.931137	-19.896567	-38.478502	0.080680639	-0.072469779	0.07922196	-0.062967476
3.00925	-19.104336	-44.248184	-19.772965	-40.969634	0.079413208	-0.077356016	0.077505335	-0.067302277
3.2092	-18.964174	-46.844391	-19.64416	-43.418696	0.07706125	-0.082189411	0.075672518	-0.071606732
3.40915	-18.73638	-49.119133	-19.510611	-45.82525	0.075697744	-0.087446855	0.073723877	-0.075878803
3.6091	-18.542456	-51.526527	-19.372762	-48.189101	0.073582386	-0.092593699	0.071659802	-0.080116451
3.80905	-18.380014	-53.798622	-19.231036	-50.510269	0.07117233	-0.097239749	0.069480713	-0.08431763
4.009	-18.159979	-56.055382	-19.085841	-52.788967	0.069014396	-0.10253169	0.067187057	-0.088480293
4.20895	-17.989161	-58.241127	-18.93756	-55.025576	0.066345726	-0.1071764	0.064779306	-0.092602389
4.4089	-17.774691	-60.213348	-18.786557	-57.220624	0.064183349	-0.11213101	0.062257965	-0.096681863
4.60885	-17.598806	-62.264374	-18.63317	-59.37476	0.061359112	-0.11669553	0.059623565	-0.10071665
4.8088	-17.366264	-64.070641	-18.477719	-61.488737	0.059214655	-0.12178891	0.056876668	-0.1047047
5.00875	-17.190704	-66.033585	-18.320498	-63.563394	0.0561314	-0.12627234	0.054017865	-0.10864394
5.2087	-16.98851	-67.740524	-18.161782	-65.599634	0.053577988	-0.13090027	0.051047782	-0.1125323
5.40865	-16.782099	-69.626991	-18.001822	-67.598417	0.050423976	-0.13578173	0.047967071	-0.11636771
5.6086	-16.595264	-71.24202	-17.840852	-69.560736	0.047589829	-0.14013099	0.044776422	-0.12014809
5.80855	-16.393927	-72.845261	-17.679085	-71.487615	0.044674218	-0.14472369	0.041476556	-0.12387137
6.0085	-16.230654	-74.73912	-17.516715	-73.380093	0.040623466	-0.14889373	0.038068226	-0.12753546
6.20845	-16.034042	-76.17675	-17.353922	-75.239216	0.037719338	-0.15329707	0.034552224	-0.13113828
6.4084	-15.82917	-77.943863	-17.190866	-77.066029	0.033761169	-0.1580721	0.030929374	-0.13467775
6.60835	-15.66134	-79.096794	-17.027696	-78.861572	0.031170247	-0.16181603	0.027200538	-0.13815178
6.8083	-15.48253	-81.080254	-16.864545	-80.626872	0.026082408	-0.16618405	0.023366615	-0.14155828
7.00825	-15.297444	-82.322029	-16.701532	-82.36294	0.022958898	-0.17030078	0.019428543	-0.14489517
7.2082	-15.096404	-83.79435	-16.538767	-84.070764	0.019010564	-0.17483464	0.015387295	-0.14816036
7.40815	-14.948448	-85.295631	-16.376348	-85.751314	0.014671289	-0.17828387	0.011243888	-0.15135176
7.6081	-14.768843	-86.680275	-16.214361	-87.405531	0.010575339	-0.18231755	0.0069993773	-0.15446729
7.80805	-14.590231	-88.170815	-16.052887	-89.034329	0.0059504481	-0.18632327	0.0026548591	-0.15750486
8.008	-14.429896	-89.298668	-15.891995	-90.638597	0.0023243171	-0.18987713	-0.0017885277	-0.1604624
8.20795	-14.247375	-90.79908	-15.731748	-92.219193	-0.0027044864	-0.193905	-0.0063296016	-0.16333782
8.4079	-14.104081	-92.030457	-15.572202	-93.776945	-0.0069851576	-0.19702584	-0.010967138	-0.16612906
8.60785	-13.900273	-93.434021	-15.413407	-95.312653	-0.012089452	-0.20146789	-0.015699866	-0.16883404
8.8078	-13.765073	-94.738052	-15.255407	-96.827088	-0.016932787	-0.20429593	-0.020526473	-0.1714507
9.00775	-13.577674	-95.886841	-15.098241	-98.320991	-0.021483825	-0.20836268	-0.025445597	-0.173977
9.2077	-13.456541	-97.107666	-14.941942	-99.795074	-0.02628227	-0.21077674	-0.030455832	-0.17641089
9.40765	-13.278379	-98.401588	-14.786541	-101.25002	-0.031678333	-0.21448412	-0.035555722	-0.17875033
9.6076	-13.136115	-99.581131	-14.632065	-102.68649	-0.036682798	-0.21731694	-0.040743766	-0.18099329
9.80755	-13.004431	-100.84496	-14.478536	-104.10512	-0.042100516	-0.2197616	-0.046018412	-0.18313776
10.0075	-12.817554	-101.8493	-14.325974	-105.5065	-0.046945302	-0.22375251	-0.051378059	-0.18518174
10.2075	-12.731727	-103.20583	-14.174358	-106.89156	-0.052747841	-0.22478868	-0.056822429	-0.18712372
10.4074	-12.528212	-104.3294	-14.023817	-108.25983	-0.058500281	-0.2290147	-0.062345705	-0.18896032
10.6074	-12.410942	-105.60153	-13.874213	-109.6132	-0.06443432	-0.23075401	-0.067951662	-0.1906914
