Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg	Re_S11_meas	Im_S11_meas	Re_S11_fit	Im_S11_fit
0.01	-4.3106275	0.54996759	-4.4369754	-0.064855683	0.60876352	0.0058435454	0.59999959	-0.00067916695
0.20995	-4.2498937	-1.5649314	-4.4371332	-1.3616713	0.61283463	-0.016742642	0.59981964	-0.014257786
0.4099	-4.2617178	-3.2265463	-4.4375779	-2.6586297	0.61125879	-0.034458773	0.59931258	-0.027829183
0.60985	-4.256319	-4.8497338	-4.4383087	-3.9558668	0.61041672	-0.051791752	0.59847859	-0.04138648
0.8098	-4.2550278	-6.502212	-4.4393247	-5.2535183	0.60875982	-0.069383228	0.59731798	-0.054922801
1.00975	-4.2644458	-8.0130043	-4.4406243	-6.5517195	0.60606139	-0.085316652	0.59583117	-0.068431267
1.2097	-4.2609439	-9.625988	-4.4422059	-7.8506052	0.60366307	-0.10238363	0.59401871	-0.081905005
1.40965	-4.2544031	-11.154474	-4.444067	-9.1503096	0.60116984	-0.11853851	0.59188126	-0.095337139
1.6096	-4.2592101	-12.847212	-4.4462052	-10.450966	0.59707539	-0.13616969	0.58941961	-0.1087208
1.80955	-4.2575645	-14.460075	-4.4486172	-11.752708	0.59311857	-0.15295003	0.58663468	-0.12204911
2.0095	-4.2604728	-16.043968	-4.4512997	-13.055666	0.58846725	-0.16922909	0.58352749	-0.13531521
2.20945	-4.2660232	-17.665081	-4.4542487	-14.359971	0.58307152	-0.18569039	0.5800992	-0.14851224
2.4094	-4.2802577	-19.118826	-4.45746	-15.665753	0.57722616	-0.20009491	0.57635111	-0.16163333
2.60935	-4.2582979	-20.658148	-4.4609288	-16.973139	0.57308977	-0.21607432	0.57228462	-0.17467163
2.8093	-4.2756848	-22.222492	-4.46465	-18.282256	0.56584363	-0.23117567	0.56790127	-0.1876203
3.00925	-4.2577004	-23.746962	-4.4686179	-19.593229	0.56065283	-0.24665767	0.56320275	-0.20047248
3.2092	-4.2721748	-25.329008	-4.4728267	-20.906181	0.55270748	-0.26160606	0.55819085	-0.21322136
3.40915	-4.2518444	-26.810804	-4.4772699	-22.221233	0.5470366	-0.27645756	0.55286752	-0.2258601
3.6091	-4.2436261	-28.523233	-4.4819407	-23.538505	0.53904068	-0.29295828	0.54723483	-0.23838189
3.80905	-4.2619562	-30.069036	-4.4868317	-24.858113	0.52982236	-0.30674486	0.541295	-0.25077995
4.009	-4.2444201	-31.665543	-4.4919352	-26.180172	0.52212363	-0.32203651	0.53505038	-0.26304747
4.20895	-4.2503409	-33.1745	-4.4972432	-27.504794	0.51311242	-0.3354453	0.52850347	-0.2751777
4.4089	-4.2373366	-34.750389	-4.5027468	-28.832089	0.50444795	-0.34995307	0.52165692	-0.2871639
4.60885	-4.2523713	-36.31728	-4.5084373	-30.162163	0.49383468	-0.36298699	0.51451351	-0.29899932
4.8088	-4.2260327	-37.790764	-4.5143049	-31.495121	0.48580833	-0.37670615	0.50707617	-0.31067728
5.00875	-4.2239623	-39.317875	-4.5203399	-32.831061	0.47570996	-0.38961199	0.499348	-0.3221911
5.2087	-4.2155776	-40.808636	-4.5265318	-34.170083	0.46586239	-0.40224418	0.49133223	-0.33353413
5.40865	-4.2107196	-42.44215	-4.5328698	-35.512279	0.45446067	-0.41559312	0.48303227	-0.34469978
5.6086	-4.2043543	-43.969551	-4.5393426	-36.857739	0.44354648	-0.42787256	0.47445165	-0.35568145
5.80855	-4.1853485	-45.449642	-4.5459385	-38.20655	0.43329379	-0.44014847	0.4655941	-0.36647263
6.0085	-4.2070608	-47.014927	-4.5526453	-39.558794	0.42005768	-0.45069206	0.45646348	-0.37706682
6.20845	-4.1888332	-48.479496	-4.5594505	-40.914549	0.40925926	-0.46225001	0.44706383	-0.38745758
6.4084	-4.1925292	-50.131996	-4.566341	-42.273888	0.39559052	-0.47365822	0.43739934	-0.39763854
6.60835	-4.1687603	-51.448284	-4.5733033	-43.63688	0.38565939	-0.48394305	0.42747439	-0.40760337
6.8083	-4.1824851	-53.133217	-4.5803235	-45.00359	0.37067689	-0.49429184	0.41729349	-0.41734579
7.00825	-4.1720414	-54.521561	-4.5873873	-46.374076	0.3590234	-0.5037331	0.40686136	-0.42685961
7.2082	-4.1546741	-56.037518	-4.59448	-47.748392	0.34626296	-0.51408176	0.39618286	-0.43613872
7.40815	-4.1599278	-57.622734	-4.6015863	-49.126587	0.33170833	-0.5231474	0.38526304	-0.44517706
7.6081	-4.1519041	-59.078152	-4.6086908	-50.508703	0.31860803	-0.53189484	0.3741071	-0.45396868
7.80805	-4.1577811	-60.608784	-4.6157775	-51.894779	0.30408088	-0.53985013	0.36272042	-0.4625077
8.008	-4.1474099	-61.980373	-4.62283	-53.284845	0.29141941	-0.54762756	0.35110858	-0.47078835
8.20795	-4.1377044	-63.56414	-4.6298319	-54.678925	0.27648128	-0.55609376	0.33927728	-0.47880496
8.4079	-4.1358261	-64.925194	-4.6367659	-56.07704	0.26325151	-0.56262568	0.32723245	-0.48655196
8.60785	-4.1167789	-66.510956	-4.6436148	-57.4792	0.24812453	-0.57094588	0.31498014	-0.49402391
8.8078	-4.1262965	-67.955635	-4.6503609	-58.885411	0.23339524	-0.57638812	0.3025266	-0.50121548
9.00775	-4.1071796	-69.410568	-4.6569864	-60.295671	0.21916697	-0.58341097	0.28987825	-0.50812147
9.2077	-4.1082578	-70.801323	-4.6634729	-61.709972	0.20491707	-0.58848543	0.27704167	-0.51473682
9.40765	-4.0933809	-72.265564	-4.6698021	-63.128298	0.19013795	-0.59454697	0.26402361	-0.52105661
9.6076	-4.0898819	-73.684608	-4.6759552	-64.550625	0.17542666	-0.59931467	0.25083098	-0.52707608
9.80755	-4.1027575	-75.146423	-4.6819135	-65.976922	0.1598435	-0.60270081	0.23747085	-0.53279061
10.0075	-4.0617266	-76.513573	-4.6876579	-67.40715	0.14610671	-0.609214	0.22395047	-0.53819575
10.2075	-4.0944858	-77.914085	-4.6931706	-68.841622	0.1306794	-0.61029691	0.21027379	-0.54328846
10.4074	-4.0610819	-79.379356	-4.6984284	-70.279207	0.11547399	-0.61580264	0.19645865	-0.54806094
10.6074	-4.081532	-80.872429	-4.7034171	-71.721278	0.099155653	-0.61714764	0.18249895	-0.55251406
10.8073	-4.0454359	-82.122101	-4.7081125	-73.166325	0.086029368	-0.62174177	0.16841647	-0.55663964
11.0073	-4.0462275	-83.608788	-4.7124999	-74.615712	0.069863155	-0.62370764	0.15420509	-0.56043829
11.2072	-4.0466695	-84.920341	-4.7165557	-76.067903	0.055566031	-0.62511152	0.13988715	-0.56390291
11.4072	-4.0404949	-86.399063	-4.7202648	-77.524256	0.039444114	-0.62678267	0.12545655	-0.56703386
11.6071	-4.0364456	-87.923698	-4.7236044	-78.983209	0.022764104	-0.62790291	0.1109361	-0.56982513
11.8071	-4.0029893	-89.0485	-4.7265589	-80.446109	0.0104741	-0.63065326	0.096319731	-0.57227687
12.007	-4.0091467	-90.732536	-4.7291068	-81.911373	-0.0080581839	-0.63024175	0.081630659	-0.57438421
12.207	-3.99106	-91.70285	-4.7312322	-83.380336	-0.018768814	-0.63132817	0.066862877	-0.57614708
12.4069	-3.9725971	-93.552025	-4.7329148	-84.851393	-0.039214375	-0.63173515	0.052039936	-0.5775618
12.6069	-3.972821	-94.328018	-4.7341387	-86.325868	-0.047765275	-0.63112986	0.03715588	-0.5786281
12.8068	-3.9649751	-96.250771	-4.7348853	-87.802132	-0.068976374	-0.62974047	0.022234542	-0.57934349
13.0068	-3.9465168	-97.31675	-4.7351383	-89.281501	-0.080851618	-0.62968498	0.0072700148	-0.57970752
13.2067	-3.9427373	-98.89959	-4.7348813	-90.762325	-0.098256832	-0.62748439	-0.0077136582	-0.57971895
13.4067	-3.9212403	-100.21586	-4.7340979	-92.245906	-0.11292412	-0.62661063	-0.022722333	-0.57937715
13.6066	-3.9318974	-101.41338	-4.7327739	-93.730578	-0.12584059	-0.62334847	-0.03773183	-0.57868214
13.8066	-3.9068749	-102.99113	-4.7308931	-95.217631	-0.14336824	-0.62143499	-0.052747957	-0.57763312
14.0065	-3.9274771	-104.11765	-4.7284435	-96.705379	-0.15518955	-0.61703095	-0.067746475	-0.57623138
14.2065	-3.8765786	-105.68882	-4.7254094	-98.195104	-0.17306051	-0.61614387	-0.082733147	-0.57447601
14.4064	-3.8907509	-106.79916	-4.7217814	-99.685103	-0.18466602	-0.61167578	-0.097683753	-0.57236953
14.6064	-3.8626921	-108.27311	-4.7175439	-101.17665	-0.20098693	-0.60868645	-0.11260402	-0.56991091
14.8063	-3.884089	-109.58724	-4.7126906	-102.66802	-0.21436489	-0.60243108	-0.12746982	-0.56710396
15.0063	-3.8511865	-111.00903	-4.7072064	-104.16048	-0.23011668	-0.59919217	-0.14228686	-0.56394753
15.2062	-3.8481789	-112.38738	-4.7010877	-105.65231	-0.24454798	-0.59368901	-0.15703119	-0.5604467
15.4062	-3.8294833	-113.53998	-4.6943203	-107.14474	-0.2569933	-0.58991811	-0.17170848	-0.5566002
15.6061	-3.8312263	-115.01263	-4.6869037	-108.63606	-0.27201458	-0.58300159	-0.18629506	-0.55241438
15.8061	-3.8351393	-116.28878	-4.6788242	-110.12749	-0.28480291	-0.57653912	-0.20079659	-0.54788785
16.006	-3.7983797	-117.64959	-4.6700847	-111.6173	-0.29968006	-0.57202867	-0.21518972	-0.54302821
16.206	-3.8101962	-118.85812	-4.6606722	-113.10672	-0.31125448	-0.56481189	-0.22948014	-0.53783397
16.4059	-3.7674689	-120.23672	-4.6505929	-114.594	-0.32635452	-0.55990751	-0.24364491	-0.53231396
16.6059	-3.7839661	-121.40918	-4.6398346	-116.08037	-0.33710207	-0.55206293	-0.2576897	-0.52646657
16.8058	-3.773484	-122.73951	-4.628407	-117.56409	-0.35025063	-0.54474478	-0.27159212	-0.52030182
17.0058	-3.7656014	-124.11129	-4.6162986	-119.04637	-0.36352108	-0.53669056	-0.28535784	-0.51381799
17.2057	-3.7389629	-125.31288	-4.6035224	-120.52548	-0.37584654	-0.53057416	-0.29896505	-0.50702627
17.4057	-3.7166064	-126.47836	-4.5900679	-122.00262	-0.38755694	-0.52416706	-0.31241944	-0.49992482
17.6056	-3.7588263	-127.74537	-4.5759515	-123.47605	-0.39711742	-0.51296988	-0.32569985	-0.49252593
17.8056	-3.7172713	-129.09212	-4.5611632	-124.947	-0.41102582	-0.5059093	-0.33881203	-0.48482766
18.0055	-3.7317991	-130.347	-4.545723	-126.41372	-0.42130142	-0.49595627	-0.35173553	-0.47684336
18.2055	-3.7081535	-131.43205	-4.5296215	-127.87743	-0.43179145	-0.48921932	-0.36447614	-0.46857094
18.4054	-3.7127559	-132.845	-4.512882	-129.3364	-0.44348834	-0.47816997	-0.3770142	-0.46002478
18.6054	-3.687428	-133.97856	-4.4954958	-130.79184	-0.45418368	-0.47067331	-0.38935555	-0.45120264
18.8053	-3.6614373	-135.27495	-4.4774892	-132.24205	-0.46610875	-0.46165657	-0.40148139	-0.44211985
19.0053	-3.6875484	-136.37587	-4.4588541	-133.68822	-0.47346729	-0.45125718	-0.4133976	-0.43277403
19.2052	-3.6519384	-137.6535	-4.4396198	-135.12867	-0.48539719	-0.4423981	-0.42508629	-0.42318138
19.4052	-3.6607952	-139.04567	-4.4197785	-136.56459	-0.49549672	-0.4300358	-0.43655341	-0.41333934
19.6051	-3.6235082	-139.95567	-4.3993626	-137.99433	-0.50442475	-0.42392812	-0.447782	-0.40326496
19.8051	-3.628576	-141.57874	-4.3783645	-139.41908	-0.51592865	-0.4092318	-0.45877808	-0.39295548
20.005	-3.6043289	-142.3201	-4.3568189	-140.83718	-0.52263737	-0.40364727	-0.46952569	-0.38242869
20.205	-3.6168556	-143.91144	-4.3347189	-142.24985	-0.53287625	-0.38841709	-0.48003088	-0.37168165
20.4049	-3.5954554	-144.89162	-4.3121013	-143.65545	-0.54077346	-0.38018012	-0.49027875	-0.36073281
20.6049	-3.5730994	-146.18655	-4.2889592	-145.05518	-0.55064243	-0.3688102	-0.5002754	-0.34957901
20.8048	-3.5675688	-147.29779	-4.2653317	-146.44745	-0.55804663	-0.35828997	-0.51000697	-0.33823931
21.0048	-3.587291	-148.39621	-4.2412118	-147.83346	-0.56353145	-0.34673825	-0.51947962	-0.32671031
21.2047	-3.5574865	-149.98689	-4.2166405	-149.21162	-0.57490875	-0.33209914	-0.52868057	-0.31501159
21.4047	-3.5676916	-150.98102	-4.1916106	-150.58314	-0.57990239	-0.32169632	-0.537616	-0.30313951
21.6046	-3.4827943	-152.02328	-4.1661646	-151.94648	-0.59141045	-0.31415035	-0.54627426	-0.29111408
21.8046	-3.5994277	-153.25839	-4.1402952	-153.30283	-0.59006775	-0.29731028	-0.55466154	-0.27893142
22.0045	-3.4924855	-154.66466	-4.1140462	-154.65067	-0.60458461	-0.2862422	-0.56276728	-0.26661187
22.2045	-3.5588274	-155.82982	-4.0874097	-155.99121	-0.60563669	-0.27180514	-0.57059771	-0.25415131
22.4044	-3.4686217	-156.76543	-4.0604309	-157.32297	-0.61636217	-0.26461348	-0.57814336	-0.24157036
22.6044	-3.5477839	-158.32034	-4.0331012	-158.64712	-0.61766048	-0.245543	-0.58541045	-0.22886459
22.8043	-3.4825966	-159.02765	-4.0054667	-159.96224	-0.62531997	-0.23969168	-0.59239064	-0.21605485
23.0043	-3.4670377	-160.58131	-3.9775183	-161.26949	-0.63272126	-0.22304834	-0.5990901	-0.20313642
23.2042	-3.4705522	-161.55156	-3.9493025	-162.56747	-0.63615002	-0.21221645	-0.60550161	-0.19013027
23.4042	-3.4399936	-162.70215	-3.9208096	-163.85737	-0.64253971	-0.20010238	-0.61163129	-0.17703139
23.6041	-3.4734688	-163.8524	-3.8920866	-165.13779	-0.64394063	-0.18644359	-0.61747299	-0.16386081
23.8041	-3.4271016	-164.89581	-3.8631229	-166.40993	-0.65069327	-0.17562157	-0.62303278	-0.1506132
24.004	-3.4410996	-166.18558	-3.8339656	-167.67242	-0.65342755	-0.16067159	-0.62830557	-0.1373096
24.204	-3.4315035	-167.16298	-3.8046036	-168.92645	-0.65679844	-0.14966729	-0.63329734	-0.12394438
24.4039	-3.414871	-168.46268	-3.7750837	-170.1707	-0.66128932	-0.13498946	-0.63800404	-0.11053848
24.6039	-3.431823	-169.62201	-3.745394	-171.40634	-0.66259074	-0.12134507	-0.64243155	-0.097085966
24.8038	-3.3606205	-170.6568	-3.7155812	-172.63207	-0.67014516	-0.11025937	-0.64657682	-0.083607657
25.0038	-3.4089184	-171.75673	-3.6856323	-173.84908	-0.66841119	-0.096834849	-0.65044559	-0.070097307
25.2037	-3.3820376	-172.77853	-3.6555939	-175.0561	-0.67210854	-0.08516294	-0.6540358	-0.056575538
25.4037	-3.4028261	-174.40501	-3.625452	-176.25429	-0.67264318	-0.065893859	-0.65735304	-0.043035802
25.6036	-3.3813481	-175.03127	-3.5952526	-177.44242	-0.67499024	-0.058682806	-0.66039617	-0.029498476
25.8036	-3.3400531	-176.66548	-3.564981	-178.62166	-0.67961263	-0.039597052	-0.66317061	-0.015956712
26.0035	-3.3603995	-177.06949	-3.5346824	-179.7908	-0.67828422	-0.034722519	-0.66567613	-0.0024305956
26.2035	-3.3368416	-178.78627	-3.5043412	179.04901	-0.68086415	-0.014425301	-0.66791795	0.011087014
26.4034	-3.3580463	-179.63168	-3.474002	177.89894	-0.67934238	-0.0043671425	-0.66989669	0.024576366
26.6034	-3.2997751	179.10225	-3.4436483	176.75785	-0.6838454	0.010715841	-0.67161736	0.038044885
26.8033	-3.3236277	178.10466	-3.4133237	175.62688	-0.68168063	0.022558172	-0.67308138	0.051473194
27.0033	-3.2977383	177.34848	-3.3830111	174.50489	-0.68335735	0.031646839	-0.67429353	0.064868987
27.2032	-3.3269532	175.71942	-3.3527531	173.39301	-0.67989082	0.050889507	-0.67525601	0.078213298
27.4032	-3.2910364	175.01147	-3.3225316	172.2901	-0.68202454	0.059531839	-0.67597333	0.091514078
27.6031	-3.2576289	173.96521	-3.2923886	171.19727	-0.68344742	0.072252819	-0.67644842	0.1047528
27.8031	-3.3218668	172.89954	-3.262305	170.11338	-0.67696029	0.084325381	-0.6766855	0.11793765
28.003	-3.2710783	172.04886	-3.2323218	169.03952	-0.6795959	0.094920061	-0.6766882	0.13105058
28.203	-3.2936349	170.537	-3.2024193	167.97457	-0.6750995	0.11252479	-0.67646045	0.1441
28.4029	-3.2517316	170.03583	-3.1726372	166.91956	-0.67734929	0.11899825	-0.67600648	0.15706833
28.6029	-3.2544584	168.31468	-3.1429554	165.87343	-0.67325817	0.13924518	-0.67532995	0.16996419
28.8028	-3.3080194	167.52971	-3.1134126	164.83716	-0.66716063	0.14754304	-0.67443567	0.18277052
29.0028	-3.1686692	166.17393	-3.0839878	163.80969	-0.67421318	0.16592796	-0.67332697	0.19549613
29.2027	-3.3243916	165.39168	-3.0547186	162.792	-0.65994667	0.17200557	-0.67200921	0.20812447
29.4027	-3.159234	164.41687	-3.0255838	161.78303	-0.66953545	0.18672517	-0.67048539	0.2206645
29.6026	-3.334548	162.99271	-2.9966197	160.78374	-0.6514064	0.19924555	-0.66876137	0.23310022
29.8026	-3.2020264	162.1626	-2.9678044	159.79308	-0.65842079	0.21186998	-0.66683981	0.24544074
30.0025	-3.2402043	160.76544	-2.9391735	158.81199	-0.65019494	0.22686167	-0.66472703	0.25767058
30.2025	-3.158885	160.36397	-2.9107045	157.83944	-0.65469013	0.23358867	-0.66242535	0.26979899
30.4024	-3.1900625	159.38756	-2.8824318	156.87634	-0.64828339	0.24383436	-0.65994149	0.28181103
30.6024	-3.2548828	157.75281	-2.8543327	155.92168	-0.63629719	0.26027962	-0.65727742	0.29371604
30.8023	-3.0971751	157.39403	-2.8264405	154.97634	-0.64628341	0.26910083	-0.65444025	0.30549962
31.0023	-3.1030536	156.2072	-2.798732	154.03932	-0.6401376	0.28223824	-0.6514316	0.31717121
31.2022	-3.1670551	157.08327	-2.7712397	153.1115	-0.6396475	0.27041781	-0.6482589	0.32871695
31.4022	-3.2499461	153.84158	-2.7439401	152.19188	-0.61741213	0.30324808	-0.6449234	0.34014634
