Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg
0.01	-20.553848	-1.697561	-20.827845	-0.12920985
0.20995	-20.617729	-3.1532671	-20.824182	-2.7123497
0.4099	-20.637587	-6.7108517	-20.813871	-5.293251
0.60985	-20.595375	-9.8499746	-20.79695	-7.8697992
0.8098	-20.515047	-13.221498	-20.77348	-10.439912
1.00975	-20.45252	-15.949579	-20.743545	-13.001557
1.2097	-20.365032	-19.25074	-20.70725	-15.552762
1.40965	-20.280479	-22.094978	-20.664722	-18.091631
1.6096	-20.142864	-25.2038	-20.616105	-20.616356
1.80955	-20.024385	-28.377861	-20.561563	-23.125226
2.0095	-19.885355	-31.187044	-20.501271	-25.616636
2.20945	-19.74826	-33.976421	-20.435422	-28.089093
2.4094	-19.638704	-36.74992	-20.364218	-30.541223
2.60935	-19.416901	-39.315407	-20.28787	-32.971772
2.8093	-19.295471	-41.931137	-20.2066	-35.379609
3.00925	-19.104336	-44.248184	-20.12063	-37.763726
3.2092	-18.964174	-46.844391	-20.030192	-40.123236
3.40915	-18.73638	-49.119133	-19.935515	-42.457371
3.6091	-18.542456	-51.526527	-19.83683	-44.76548
3.80905	-18.380014	-53.798622	-19.734369	-47.047021
4.009	-18.159979	-56.055382	-19.628359	-49.301558
4.20895	-17.989161	-58.241127	-19.519025	-51.528756
4.4089	-17.774691	-60.213348	-19.406587	-53.728372
4.60885	-17.598806	-62.264374	-19.291259	-55.900252
4.8088	-17.366264	-64.070641	-19.17325	-58.044319
5.00875	-17.190704	-66.033585	-19.052763	-60.160573
5.2087	-16.98851	-67.740524	-18.929992	-62.249078
5.40865	-16.782099	-69.626991	-18.805124	-64.309962
5.6086	-16.595264	-71.24202	-18.678339	-66.343403
5.80855	-16.393927	-72.845261	-18.54981	-68.349629
6.0085	-16.230654	-74.73912	-18.419699	-70.328912
6.20845	-16.034042	-76.17675	-18.288163	-72.281558
6.4084	-15.82917	-77.943863	-18.155351	-74.207906
6.60835	-15.66134	-79.096794	-18.021402	-76.108322
6.8083	-15.48253	-81.080254	-17.88645	-77.983196
7.00825	-15.297444	-82.322029	-17.750621	-79.832935
7.2082	-15.096404	-83.79435	-17.614033	-81.657964
7.40815	-14.948448	-85.295631	-17.476797	-83.458717
7.6081	-14.768843	-86.680275	-17.33902	-85.235639
7.80805	-14.590231	-88.170815	-17.200799	-86.989181
8.008	-14.429896	-89.298668	-17.062229	-88.719799
8.20795	-14.247375	-90.79908	-16.923395	-90.427949
8.4079	-14.104081	-92.030457	-16.78438	-92.114091
8.60785	-13.900273	-93.434021	-16.645259	-93.778678
8.8078	-13.765073	-94.738052	-16.506106	-95.422166
9.00775	-13.577674	-95.886841	-16.366986	-97.045004
9.2077	-13.456541	-97.107666	-16.227962	-98.647636
9.40765	-13.278379	-98.401588	-16.089094	-100.2305
9.6076	-13.136115	-99.581131	-15.950434	-101.79403
9.80755	-13.004431	-100.84496	-15.812036	-103.33865
10.0075	-12.817554	-101.8493	-15.673945	-104.86478
10.2075	-12.731727	-103.20583	-15.536173	-106.37319
10.4074	-12.528212	-104.3294	-15.398864	-107.86318
10.6074	-12.410942	-105.60153	-15.261918	-109.33661
10.8073	-12.2426	-106.53555	-15.12551	-110.7924
11.0073	-12.118037	-107.71514	-14.989536	-112.23239
11.2072	-11.997673	-108.84428	-14.854163	-113.65548
11.4072	-11.850173	-109.99221	-14.719285	-115.06347
11.6071	-11.708006	-111.30508	-14.585063	-116.4553
11.8071	-11.570101	-112.02351	-14.451389	-117.83269
12.007	-11.427025	-113.56669	-14.318419	-119.19459
12.207	-11.308354	-114.15821	-14.186043	-120.5427
12.4069	-11.152659	-115.66003	-14.054413	-121.87596
12.6069	-11.060312	-116.10147	-13.923415	-123.19603
12.8068	-10.920014	-117.82513	-13.793198	-124.50187
13.0068	-10.797815	-118.56228	-13.663648	-125.79507
13.2067	-10.676023	-119.78423	-13.53491	-127.07463
13.4067	-10.535481	-120.74195	-13.406867	-128.3421
13.6066	-10.459529	-121.74188	-13.279662	-129.59646
13.8066	-10.314145	-122.94344	-13.153178	-130.83923
14.0065	-10.236577	-123.79559	-13.027553	-132.06942
14.2065	-10.069528	-124.97506	-12.902672	-133.28849
14.4064	-9.9957905	-125.77248	-12.778667	-134.49546
14.6064	-9.8595276	-126.91409	-12.655424	-135.69178
14.8063	-9.7800579	-127.94819	-12.533073	-136.87645
15.0063	-9.635191	-129.02534	-12.4115	-138.05088
15.2062	-9.5334768	-130.10016	-12.290831	-139.21412
15.4062	-9.4262323	-130.99176	-12.170953	-140.36751
15.6061	-9.3361216	-132.08058	-12.05199	-141.5101
15.8061	-9.2336254	-133.06294	-11.933827	-142.64324
16.006	-9.1083622	-134.11711	-11.816589	-143.76596
16.206	-9.0331678	-135.08203	-11.700159	-144.87958
16.4059	-8.8985014	-136.09254	-11.58466	-145.98315
16.6059	-8.8411493	-137.00285	-11.469977	-147.07795
16.8058	-8.7368708	-138.08408	-11.356229	-148.16304
17.0058	-8.6336956	-139.18655	-11.243303	-149.23968
17.2057	-8.5329533	-140.07281	-11.131314	-150.30694
