Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg	Re_S11_meas	Im_S11_meas	Re_S11_fit	Im_S11_fit
0.01	-20.553848	-1.697561	-20.827845	-0.12920985	0.093781453	-0.0027793729	0.090908947	-0.0002050125
0.20995	-20.617729	-3.1532671	-20.824182	-2.7123497	0.092994125	-0.0051230951	0.09084564	-0.0043037965
0.4099	-20.637587	-6.7108517	-20.813871	-5.293251	0.092285795	-0.01085881	0.090667256	-0.0084001753
0.60985	-20.595375	-9.8499746	-20.79695	-7.8697992	0.0919987	-0.015973585	0.09037386	-0.012491859
0.8098	-20.515047	-13.221498	-20.77348	-10.439912	0.091744609	-0.021554824	0.08996556	-0.01657656
1.00975	-20.45252	-15.949579	-20.743545	-13.001557	0.091269368	-0.02608417	0.089442507	-0.02065199
1.2097	-20.365032	-19.25074	-20.70725	-15.552762	0.090523094	-0.031613391	0.088804893	-0.024715866
1.40965	-20.280479	-22.094978	-20.664722	-18.091631	0.089711961	-0.03641909	0.088052955	-0.028765907
1.6096	-20.142864	-25.2038	-20.616105	-20.616356	0.089003856	-0.041889246	0.087186969	-0.032799835
1.80955	-20.024385	-28.377861	-20.561563	-23.125226	0.087736569	-0.047395182	0.086207255	-0.036815379
2.0095	-19.885355	-31.187044	-20.501271	-25.616636	0.086684772	-0.052471376	0.085114177	-0.040810271
2.20945	-19.74826	-33.976421	-20.435422	-28.089093	0.085365367	-0.057528568	0.083908139	-0.044782249
2.4094	-19.638704	-36.74992	-20.364218	-30.541223	0.083528631	-0.062373605	0.082589587	-0.048729058
2.60935	-19.416901	-39.315407	-20.28787	-32.971772	0.082739069	-0.067758305	0.081159013	-0.05264845
2.8093	-19.295471	-41.931137	-20.2066	-35.379609	0.080680639	-0.072469779	0.079616947	-0.056538185
3.00925	-19.104336	-44.248184	-20.12063	-37.763726	0.079413208	-0.077356016	0.077963964	-0.06039603
3.2092	-18.964174	-46.844391	-20.030192	-40.123236	0.07706125	-0.082189411	0.076200681	-0.064219764
3.40915	-18.73638	-49.119133	-19.935515	-42.457371	0.075697744	-0.087446855	0.074327756	-0.068007174
3.6091	-18.542456	-51.526527	-19.83683	-44.76548	0.073582386	-0.092593699	0.072345891	-0.071756057
3.80905	-18.380014	-53.798622	-19.734369	-47.047021	0.07117233	-0.097239749	0.070255829	-0.075464222
4.009	-18.159979	-56.055382	-19.628359	-49.301558	0.069014396	-0.10253169	0.068058356	-0.079129492
4.20895	-17.989161	-58.241127	-19.519025	-51.528756	0.066345726	-0.1071764	0.0657543	-0.082749698
