Freq_GHz	r_meas	x_meas	r_fit	x_fit	R_meas_ohm	X_meas_ohm	R_fit_ohm	X_fit_ohm
18.2055	0.496645	-0.0571456	0.531796	0.00652752	24.8322	-2.85728	26.5898	0.326376
18.4054	0.491785	-0.0532533	0.52779	0.0088642	24.5893	-2.66267	26.3895	0.44321
18.6054	0.487692	-0.0517759	0.523779	0.0112598	24.3846	-2.58879	26.1889	0.562991
18.8053	0.482137	-0.0488953	0.519767	0.0137118	24.1068	-2.44477	25.9883	0.685591
19.0053	0.480112	-0.0454319	0.515751	0.0162224	24.0056	-2.27159	25.7875	0.811121
19.2052	0.474113	-0.0427653	0.511736	0.0187889	23.7056	-2.13827	25.5868	0.939446
19.4052	0.469647	-0.0380987	0.507719	0.0214137	23.4823	-1.90494	25.386	1.07068
19.6051	0.466498	-0.0372618	0.503706	0.0240937	23.3249	-1.86309	25.1853	1.20469
19.8051	0.460286	-0.0315013	0.499692	0.0268315	23.0143	-1.57507	24.9846	1.34158
20.005	0.457838	-0.0322355	0.495683	0.0296241	22.8919	-1.61178	24.7841	1.4812
20.205	0.453212	-0.0248686	0.491675	0.0324738	22.6606	-1.24343	24.5838	1.62369
20.4049	0.449269	-0.0230977	0.487674	0.0353777	22.4634	-1.15488	24.3837	1.76888
20.6049	0.444828	-0.0186411	0.483677	0.0383381	22.2414	-0.932053	24.1838	1.9169
20.8048	0.440904	-0.0159782	0.479688	0.0413518	22.0452	-0.798908	23.9844	2.06759
21.0048	0.43946	-0.0115053	0.475704	0.0444215	21.973	-0.575266	23.7852	2.22107
21.2047	0.432166	-0.00563712	0.471729	0.0475437	21.6083	-0.281856	23.5865	2.37718
21.4047	0.429717	-0.00243932	0.467762	0.0507211	21.4858	-0.121966	23.3881	2.53605
21.6046	0.422805	-0.000691007	0.463806	0.0539501	21.1402	-0.0345504	23.1903	2.69751
21.8046	0.424711	0.00652655	0.459859	0.0572336	21.2355	0.326327	22.9929	2.86168
22.0045	0.415804	0.0090924	0.455924	0.0605678	20.7902	0.45462	22.7962	3.02839
22.2045	0.415855	0.0158122	0.451999	0.0639557	20.7928	0.79061	22.6	3.19778
22.4044	0.40805	0.0163788	0.448089	0.0673933	20.4025	0.818938	22.4045	3.36966
22.6044	0.407522	0.0245257	0.444191	0.0708836	20.3761	1.22629	22.2095	3.54418
22.8043	0.402056	0.0251032	0.440308	0.0744227	20.1028	1.25516	22.0154	3.72113
23.0043	0.397765	0.0325727	0.436438	0.0780136	19.8883	1.62863	21.8219	3.90068
23.2042	0.395071	0.0365185	0.432586	0.0816522	19.7536	1.82592	21.6293	4.08261
23.4042	0.389826	0.039688	0.428748	0.0853416	19.4913	1.9844	21.4374	4.26708
23.6041	0.389293	0.046039	0.424928	0.0890776	19.4647	2.30195	21.2464	4.45388
23.8041	0.383271	0.0499364	0.421124	0.0928635	19.1636	2.49682	21.0562	4.64317
24.004	0.380776	0.0562188	0.41734	0.0966948	19.0388	2.81094	20.867	4.83474
24.204	0.376918	0.0593693	0.413573	0.100575	18.8459	2.96846	20.6787	5.02874
24.4039	0.373161	0.0653133	0.409827	0.104499	18.6581	3.26567	20.4914	5.22496
24.6039	0.371251	0.0707787	0.406099	0.108471	18.5625	3.53893	20.305	5.42357
24.8038	0.364898	0.0756471	0.402393	0.112487	18.2449	3.78236	20.1197	5.62433
25.0038	0.363977	0.0806944	0.398707	0.116548	18.1989	4.03472	19.9353	5.82742
25.2037	0.36066	0.0855898	0.395043	0.120652	18.033	4.27949	19.7522	6.03261
25.4037	0.357008	0.094106	0.3914	0.124801	17.8504	4.7053	19.57	6.24006
25.6036	0.354699	0.0962821	0.387782	0.128991	17.735	4.81411	19.3891	6.44955
25.8036	0.348954	0.105997	0.384184	0.133225	17.4477	5.29986	19.2092	6.66126
26.0035	0.347247	0.106806	0.380612	0.137499	17.3624	5.34028	19.0306	6.87494
26.2035	0.34339	0.116439	0.377062	0.141815	17.1695	5.82195	18.8531	7.09077
26.4034	0.342089	0.120372	0.373538	0.14617	17.1045	6.01862	18.6769	7.30851
26.6034	0.337747	0.128441	0.370038	0.150567	16.8874	6.42207	18.5019	7.52834
26.8033	0.33525	0.134084	0.366564	0.155	16.7625	6.70422	18.3282	7.75002
27.0033	0.331536	0.136258	0.363114	0.159475	16.5768	6.81291	18.1557	7.97373
27.2032	0.331037	0.146857	0.359692	0.163984	16.5519	7.34285	17.9846	8.19922
27.4032	0.326404	0.14985	0.356295	0.168534	16.3202	7.49251	17.8148	8.42669
27.6031	0.32283	0.156145	0.352926	0.173117	16.1415	7.80723	17.6463	8.65587
27.8031	0.323313	0.16151	0.349583	0.177739	16.1657	8.07551	17.4791	8.88696
28.003	0.318734	0.166406	0.346268	0.182394	15.9367	8.32031	17.3134	9.1197
28.203	0.317766	0.176268	0.34298	0.187086	15.8883	8.81342	17.149	9.3543
28.4029	0.31343	0.177578	0.339721	0.19181	15.6715	8.87891	16.9861	9.59048
28.6029	0.31131	0.189112	0.336489	0.196569	15.5655	9.4556	16.8245	9.82844
28.8028	0.311044	0.194582	0.333288	0.201359	15.5522	9.72908	16.6644	10.0679
29.0028	0.303363	0.201683	0.330113	0.206183	15.1681	10.0841	16.5057	10.3091
29.2027	0.308487	0.208056	0.326969	0.211036	15.4244	10.4028	16.3485	10.5518
29.4027	0.298564	0.213335	0.323853	0.215923	14.9282	10.6668	16.1926	10.7962
29.6026	0.305182	0.222563	0.320767	0.220838	15.2591	11.1282	16.0384	11.0419
29.8026	0.298151	0.227977	0.31771	0.225784	14.9075	11.3988	15.8855	11.2892
30.0025	0.297918	0.236785	0.314685	0.230758	14.8959	11.8392	15.7342	11.5379
30.2025	0.291139	0.23988	0.311687	0.235762	14.557	11.994	15.5844	11.7881
30.4024	0.290136	0.245075	0.308722	0.240792	14.5068	12.2538	15.4361	12.0396
30.6024	0.293184	0.256965	0.305785	0.245851	14.6592	12.8483	15.2892	12.2925
30.8023	0.282739	0.259518	0.30288	0.250934	14.1369	12.9759	15.144	12.5467
31.0023	0.282128	0.266666	0.300004	0.256046	14.1064	13.3333	15.0002	12.8023
31.2022	0.282593	0.263782	0.297161	0.261181	14.1296	13.1891	14.858	13.059
31.4022	0.28531	0.282947	0.294347	0.266343	14.2655	14.1473	14.7173	13.3171
31.6021	0.282818	0.282242	0.291565	0.271526	14.1409	14.1121	14.5782	13.5763
31.8021	0.273487	0.299741	0.288812	0.276736	13.6744	14.9871	14.4406	13.8368
32.002	0.278037	0.291087	0.286092	0.281967	13.9019	14.5543	14.3046	14.0983
32.202	0.278335	0.312867	0.283402	0.287222	13.9167	15.6434	14.1701	14.3611
32.4019	0.272496	0.316386	0.280744	0.292497	13.6248	15.8193	14.0372	14.6248
32.6019	0.271816	0.322256	0.278115	0.297796	13.5908	16.1128	13.9058	14.8898
32.8018	0.26945	0.333064	0.27552	0.303112	13.4725	16.6532	13.776	15.1556
33.0018	0.274497	0.33649	0.272954	0.308452	13.7248	16.8245	13.6477	15.4226
33.2017	0.263315	0.351916	0.27042	0.313809	13.1657	17.5958	13.521	15.6904
33.4017	0.27005	0.353931	0.267917	0.319188	13.5025	17.6965	13.3958	15.9594
33.6016	0.258697	0.362401	0.265446	0.324582	12.9349	18.12	13.2723	16.2291
33.8016	0.267498	0.371319	0.263004	0.329997	13.3749	18.566	13.1502	16.4999
34.0015	0.255778	0.375006	0.260595	0.335428	12.7889	18.7503	13.0298	16.7714
34.2015	0.260819	0.392883	0.258216	0.340877	13.041	19.6441	12.9108	17.0439
34.4014	0.248818	0.385196	0.255869	0.346341	12.4409	19.2598	12.7934	17.3171
34.6014	0.254303	0.398447	0.253551	0.351824	12.7151	19.9223	12.6776	17.5912
34.8013	0.258252	0.404541	0.251266	0.357319	12.9126	20.2271	12.5633	17.8659
35.0013	0.248089	0.420047	0.24901	0.362832	12.4045	21.0023	12.4505	18.1416
35.2012	0.2502	0.428767	0.246786	0.368357	12.51	21.4384	12.3393	18.4178
35.4012	0.231615	0.419788	0.244592	0.373899	11.5808	20.9894	12.2296	18.6949
35.6011	0.260821	0.434806	0.242429	0.379451	13.041	21.7403	12.1215	18.9726
35.8011	0.243252	0.445782	0.240296	0.38502	12.1626	22.2891	12.0148	19.251
36.001	0.248834	0.466161	0.238194	0.390598	12.4417	23.3081	11.9097	19.5299
36.201	0.242851	0.465411	0.236121	0.396192	12.1426	23.2705	11.806	19.8096
36.4009	0.24323	0.481691	0.234079	0.401795	12.1615	24.0846	11.7039	20.0897
36.6009	0.251483	0.488305	0.232066	0.407411	12.5742	24.4153	11.6033	20.3706
36.8008	0.242547	0.501493	0.230084	0.413036	12.1273	25.0747	11.5042	20.6518
37.0008	0.247838	0.510845	0.228131	0.418675	12.3919	25.5422	11.4065	20.9337
37.2007	0.241811	0.516325	0.226208	0.42432	12.0905	25.8163	11.3104	21.216
37.4007	0.242214	0.529297	0.224313	0.429979	12.1107	26.4648	11.2157	21.4989
37.6006	0.250336	0.53422	0.222449	0.435643	12.5168	26.711	11.1225	21.7822
37.8006	0.235363	0.550598	0.220613	0.44132	11.7681	27.5299	11.0307	22.066
38.0005	0.245059	0.552665	0.218807	0.447002	12.2529	27.6332	10.9403	22.3501
38.2005	0.233695	0.565376	0.217029	0.452695	11.6848	28.2688	10.8514	22.6348
38.4004	0.24061	0.574258	0.21528	0.458394	12.0305	28.7129	10.764	22.9197
38.6004	0.237259	0.575156	0.213559	0.464102	11.8629	28.7578	10.6779	23.2051
38.8003	0.23769	0.602425	0.211867	0.469815	11.8845	30.1212	10.5933	23.4908
39.0003	0.240348	0.589525	0.210202	0.475538	12.0174	29.4762	10.5101	23.7769
39.2002	0.241791	0.628788	0.208566	0.481264	12.0896	31.4394	10.4283	24.0632
39.4002	0.240688	0.619495	0.206957	0.486999	12.0344	30.9747	10.3478	24.3499
39.6001	0.24407	0.637092	0.205376	0.492737	12.2035	31.8546	10.2688	24.6368
39.8001	0.2425	0.646232	0.203822	0.498483	12.125	32.3116	10.1911	24.9241
40	0.245762	0.65322	0.202296	0.504231	12.2881	32.661	10.1148	25.2116
