Freq_GHz	r_fit	x_fit	R_fit_ohm	X_fit_ohm	Re_S11	Im_S11	S11_dB	S11_deg
0.01	3.99998	-0.00848175	199.999	-0.424088	0.6	-0.000678544	-4.43698	-0.0647962
0.20995	3.99141	-0.177672	199.571	-8.88359	0.599819	-0.0142447	-4.43715	-1.36042
0.4099	3.96746	-0.344685	198.373	-17.2342	0.599309	-0.0278033	-4.43765	-2.65618
0.60985	3.92869	-0.507533	196.435	-25.3766	0.598471	-0.0413475	-4.43846	-3.95221
0.8098	3.876	-0.664389	193.8	-33.2195	0.597304	-0.0548701	-4.43959	-5.24863
1.00975	3.81055	-0.813648	190.527	-40.6824	0.59581	-0.068364	-4.44104	-6.54557
1.2097	3.73372	-0.953971	186.686	-47.6986	0.593988	-0.0818222	-4.4428	-7.84317
1.40965	3.64704	-1.08431	182.352	-54.2157	0.591841	-0.0952376	-4.44488	-9.14154
1.6096	3.55212	-1.20393	177.606	-60.1966	0.589367	-0.108603	-4.44726	-10.4408
1.80955	3.45057	-1.31238	172.529	-65.6189	0.586569	-0.121912	-4.44995	-11.7411
2.0095	3.34399	-1.40947	167.2	-70.4736	0.583447	-0.135157	-4.45295	-13.0426
2.20945	3.23386	-1.49528	161.693	-74.7638	0.580004	-0.14833	-4.45624	-14.3454
2.4094	3.12156	-1.57005	156.078	-78.5026	0.576239	-0.161426	-4.45983	-15.6495
2.60935	3.00831	-1.63423	150.415	-81.7115	0.572156	-0.174437	-4.46371	-16.9552
2.8093	2.89519	-1.68836	144.76	-84.418	0.567755	-0.187355	-4.46787	-18.2626
3.00925	2.78313	-1.73308	139.156	-86.6538	0.563038	-0.200175	-4.47232	-19.5717
3.2092	2.67288	-1.76907	133.644	-88.4536	0.558008	-0.212889	-4.47704	-20.8826
3.40915	2.56508	-1.79706	128.254	-89.8532	0.552666	-0.22549	-4.48202	-22.1956
3.6091	2.46021	-1.81778	123.01	-90.889	0.547015	-0.237971	-4.48727	-23.5107
3.80905	2.35864	-1.83193	117.932	-91.5964	0.541057	-0.250325	-4.49276	-24.8281
4.009	2.26064	-1.84019	113.032	-92.0095	0.534795	-0.262546	-4.49851	-26.1477
4.20895	2.16639	-1.84322	108.319	-92.1608	0.528231	-0.274626	-4.50449	-27.4698
4.4089	2.076	-1.84161	103.8	-92.0805	0.521368	-0.286559	-4.5107	-28.7945
4.60885	1.9895	-1.83594	99.4751	-91.7969	0.51421	-0.298338	-4.51713	-30.1217
4.8088	1.9069	-1.82671	95.3448	-91.3356	0.506759	-0.309956	-4.52376	-31.4518
5.00875	1.82813	-1.8144	91.4066	-90.7199	0.499019	-0.321406	-4.5306	-32.7846
5.2087	1.75313	-1.79942	87.6565	-89.9712	0.490993	-0.332683	-4.53763	-34.1205
5.40865	1.68179	-1.78217	84.0894	-89.1084	0.482685	-0.343779	-4.54484	-35.4593
5.6086	1.61399	-1.76297	80.6993	-88.1485	0.474099	-0.354687	-4.55222	-36.8012
5.80855	1.54959	-1.74213	77.4795	-87.1066	0.465239	-0.365402	-4.55975	-38.1463
6.0085	1.48846	-1.71992	74.423	-85.9962	0.456108	-0.375916	-4.56742	-39.4947
