Freq_GHz	r_fit	x_fit	R_fit_ohm	X_fit_ohm	Re_S11	Im_S11	S11_dB	S11_deg
1.86894	1.18008	-0.116062	59.0041	-5.80311	0.0851962	-0.0487019	-20.1636	-29.7542
1.87938	1.17986	-0.116682	58.9931	-5.83409	0.0851324	-0.0489703	-20.1567	-29.9086
1.88983	1.17964	-0.117301	58.9821	-5.86505	0.0850681	-0.0492386	-20.1498	-30.0628
1.90027	1.17942	-0.11792	58.971	-5.89599	0.0850035	-0.0495068	-20.1428	-30.2169
1.91071	1.1792	-0.118538	58.9599	-5.9269	0.0849386	-0.049775	-20.1358	-30.3708
1.92116	1.17897	-0.119156	58.9487	-5.95779	0.0848733	-0.0500431	-20.1288	-30.5245
1.9316	1.17875	-0.119773	58.9374	-5.98865	0.0848077	-0.0503112	-20.1217	-30.678
1.94204	1.17852	-0.12039	58.9261	-6.01949	0.0847417	-0.0505792	-20.1147	-30.8314
1.95249	1.1783	-0.121006	58.9148	-6.05031	0.0846754	-0.0508471	-20.1076	-30.9846
1.96293	1.17807	-0.121622	58.9033	-6.0811	0.0846087	-0.0511149	-20.1004	-31.1376
1.97337	1.17784	-0.122237	58.8918	-6.11187	0.0845416	-0.0513827	-20.0933	-31.2904
1.98382	1.17761	-0.122852	58.8803	-6.14261	0.0844742	-0.0516505	-20.0861	-31.4431
1.99426	1.17737	-0.123467	58.8687	-6.17333	0.0844065	-0.0519181	-20.0789	-31.5955
2.0047	1.17714	-0.12408	58.8571	-6.20402	0.0843384	-0.0521857	-20.0717	-31.7478
2.01515	1.17691	-0.124694	58.8454	-6.23469	0.0842699	-0.0524533	-20.0644	-31.8999
2.02559	1.17667	-0.125307	58.8336	-6.26533	0.0842011	-0.0527207	-20.0571	-32.0519
2.03604	1.17644	-0.125919	58.8218	-6.29595	0.0841319	-0.0529881	-20.0498	-32.2036
2.04648	1.1762	-0.126531	58.8099	-6.32654	0.0840624	-0.0532554	-20.0425	-32.3552
2.05692	1.17596	-0.127142	58.798	-6.35711	0.0839926	-0.0535227	-20.0351	-32.5066
2.06737	1.17572	-0.127753	58.786	-6.38765	0.0839223	-0.0537899	-20.0277	-32.6578
2.07781	1.17548	-0.128363	58.7739	-6.41817	0.0838518	-0.054057	-20.0203	-32.8088
2.08825	1.17524	-0.128973	58.7618	-6.44866	0.0837809	-0.054324	-20.0129	-32.9596
2.0987	1.17499	-0.129582	58.7497	-6.47912	0.0837096	-0.054591	-20.0054	-33.1103
2.10914	1.17475	-0.130191	58.7375	-6.50956	0.083638	-0.0548579	-19.998	-33.2608
2.11958	1.1745	-0.130799	58.7252	-6.53997	0.083566	-0.0551248	-19.9905	-33.4111
2.13003	1.17426	-0.131407	58.7129	-6.57036	0.0834937	-0.0553915	-19.9829	-33.5612
2.14047	1.17401	-0.132014	58.7005	-6.60072	0.083421	-0.0556582	-19.9754	-33.7111
2.15091	1.17376	-0.132621	58.6881	-6.63105	0.083348	-0.0559248	-19.9678	-33.8608
2.16136	1.17351	-0.133227	58.6756	-6.66136	0.0832746	-0.0561914	-19.9602	-34.0104
2.1718	1.17326	-0.133833	58.6631	-6.69164	0.0832009	-0.0564579	-19.9525	-34.1598
