Freq_GHz	r_meas	x_meas	r_fit	x_fit	R_meas_ohm	X_meas_ohm	R_fit_ohm	X_fit_ohm
13.8066	0.636591	-0.359299	0.628329	-0.322639	31.8296	-17.965	31.4165	-16.1319
14.0065	0.629978	-0.355917	0.619847	-0.318927	31.4989	-17.7958	30.9923	-15.9464
14.2065	0.618349	-0.352595	0.611477	-0.315089	30.9174	-17.6297	30.5738	-15.7545
14.4064	0.612183	-0.349246	0.603229	-0.311134	30.6092	-17.4623	30.1614	-15.5567
14.6064	0.602086	-0.345062	0.595094	-0.307062	30.1043	-17.2531	29.7547	-15.3531
14.8063	0.594912	-0.340087	0.587081	-0.302883	29.7456	-17.0044	29.354	-15.1441
15.0063	0.584771	-0.336209	0.579181	-0.298596	29.2385	-16.8105	28.959	-14.9298
15.2062	0.576602	-0.331217	0.571401	-0.29421	28.8301	-16.5609	28.57	-14.7105
15.4062	0.568849	-0.327474	0.563734	-0.289726	28.4424	-16.3737	28.1867	-14.4863
15.6061	0.561284	-0.321908	0.556186	-0.285152	28.0642	-16.0954	27.8093	-14.2576
15.8061	0.553561	-0.317225	0.548749	-0.280487	27.678	-15.8613	27.4375	-14.0244
16.006	0.544629	-0.312381	0.541431	-0.275741	27.2314	-15.619	27.0715	-13.787
16.206	0.53833	-0.307073	0.534222	-0.270911	26.9165	-15.3537	26.7111	-13.5456
16.4059	0.529197	-0.30247	0.52713	-0.266008	26.4598	-15.1235	26.3565	-13.3004
16.6059	0.524006	-0.297058	0.520145	-0.261028	26.2003	-14.8529	26.0073	-13.0514
16.8058	0.516221	-0.291195	0.513275	-0.255982	25.811	-14.5597	25.6638	-12.7991
17.0058	0.508507	-0.285055	0.506511	-0.250867	25.4254	-14.2527	25.3256	-12.5433
