Freq_GHz	r_meas	x_meas	r_model	x_model	R_meas_ohm	X_meas_ohm	R_model_ohm	X_model_ohm
0.01	4.04528	0.0550636	3.99997	-0.00998969	202.264	2.75318	199.999	-0.499485
0.20995	4.07406	-0.247656	3.98817	-0.209082	203.703	-12.3828	199.408	-10.4541
0.4099	4.01777	-0.495743	3.95528	-0.404658	200.888	-24.7871	197.764	-20.2329
0.60985	3.9378	-0.725292	3.90237	-0.593563	196.89	-36.2646	195.118	-29.6781
0.8098	3.83984	-0.943027	3.83108	-0.772987	191.992	-47.1513	191.554	-38.6494
1.00975	3.71285	-1.12669	3.74354	-0.940596	185.642	-56.3347	187.177	-47.0298
1.2097	3.57632	-1.297	3.64219	-1.0946	178.816	-64.8499	182.109	-54.7299
1.40965	3.43164	-1.44899	3.5296	-1.23378	171.582	-72.4494	176.48	-61.6888
1.6096	3.26594	-1.57504	3.40842	-1.35747	163.297	-78.7519	170.421	-67.8734
1.80955	3.10001	-1.6789	3.28115	-1.46552	155	-83.9451	164.058	-73.2758
2.0095	2.93796	-1.75857	3.15013	-1.55819	146.898	-87.9283	157.506	-77.9095
2.20945	2.77334	-1.82019	3.01742	-1.6361	138.667	-91.0097	150.871	-81.805
2.4094	2.62643	-1.8573	2.8848	-1.70011	131.321	-92.8648	144.24	-85.0055
2.60935	2.48591	-1.90042	2.75376	-1.75125	124.295	-95.0208	137.688	-87.5627
2.8093	2.34191	-1.90975	2.6255	-1.79066	117.096	-95.4877	131.275	-89.5331
3.00925	2.21206	-1.92832	2.50094	-1.81951	110.603	-96.4158	125.047	-90.9753
3.2092	2.0842	-1.92611	2.38076	-1.83895	104.21	-96.3054	119.038	-91.9474
3.40915	1.96627	-1.92693	2.26544	-1.85011	98.3135	-96.3463	113.272	-92.5054
3.6091	1.84468	-1.91105	2.15529	-1.85404	92.2342	-95.5526	107.765	-92.7021
3.80905	1.74329	-1.88459	2.05047	-1.85173	87.1647	-94.2293	102.523	-92.5864
