Freq_GHz	Norm_dB
0.33	0
0.83	-0.12
1.5	-0.1
2	-0.08
2.33	-0.31
2.83	-0.33
3.42	-0.32
3.75	-0.33
4.42	-0.36
4.92	-0.48
5.42	-0.38
5.75	-0.55
6.5	-0.45
6.83	-0.43
7.33	-0.46
7.83	-0.44
8.5	-0.6
9	-0.85
9.33	-1.09
9.83	-0.81
10.33	-0.9
10.83	-1.04
11.33	-1.12
11.83	-1.16
12.33	-1.31
12.83	-1.36
13.5	-1.38
13.83	-0.91
14.5	-1.16
15	-0.78
15.67	-0.92
16	-0.86
16.5	-1.88
17	-1.79
17.67	-1.69
18	-1.41
18.5	-1.16
19.17	-0.79
19.67	-0.97
20.17	-0.78
20.67	-1.14
21.17	35.75
21.67	-0.58
22.33	-0.52
23	-0.99
23.5	-1.68
24	-1.94
24.5	-1.97
24.83	-2.11
25.33	-1.89
25.83	-2.11
26.5	-1.9
27.08	-2.84
27.58	-2.86
28.08	-3.25
28.58	-2.91
29.08	-2.67
29.58	-2.5
30.25	-3.13
30.75	-3.21
