Freq_GHz	Model_dBm_5mA	Model_Norm_dB
1.81613	-9.34095	-0.00575138
1.82611	-9.34101	-0.00581512
1.83608	-9.34108	-0.00587922
1.84606	-9.34114	-0.00594367
1.85604	-9.34121	-0.00600848
1.86602	-9.34127	-0.00607364
1.87599	-9.34134	-0.00613915
1.88597	-9.3414	-0.00620502
1.89595	-9.34147	-0.00627124
1.90593	-9.34154	-0.00633781
1.9159	-9.3416	-0.00640474
1.92588	-9.34167	-0.00647203
1.93586	-9.34174	-0.00653966
1.94584	-9.34181	-0.00660765
1.95581	-9.34187	-0.006676
1.96579	-9.34194	-0.0067447
1.97577	-9.34201	-0.00681375
1.98575	-9.34208	-0.00688316
1.99572	-9.34215	-0.00695292
2.0057	-9.34222	-0.00702304
2.01568	-9.34229	-0.00709351
2.02566	-9.34236	-0.00716433
2.03563	-9.34243	-0.00723551
2.04561	-9.34251	-0.00730705
2.05559	-9.34258	-0.00737894
2.06557	-9.34265	-0.00745119
2.07554	-9.34272	-0.00752379
2.08552	-9.3428	-0.00759674
2.0955	-9.34287	-0.00767005
2.10548	-9.34294	-0.00774372
2.11545	-9.34302	-0.00781774
2.12543	-9.34309	-0.00789212
2.13541	-9.34317	-0.00796685
2.14539	-9.34324	-0.00804194
2.15536	-9.34332	-0.00811738
2.16534	-9.34339	-0.00819318
2.17532	-9.34347	-0.00826934
2.1853	-9.34354	-0.00834585
2.19527	-9.34362	-0.00842272
2.20525	-9.3437	-0.00849994
2.21523	-9.34378	-0.00857752
2.22521	-9.34385	-0.00865545
2.23518	-9.34393	-0.00873375
2.24516	-9.34401	-0.0088124
2.25514	-9.34409	-0.0088914
2.26512	-9.34417	-0.00897076
2.27509	-9.34425	-0.00905048
2.28507	-9.34433	-0.00913056
2.29505	-9.34441	-0.00921099
2.30503	-9.34449	-0.00929178
2.315	-9.34457	-0.00937292
2.32498	-9.34465	-0.00945442
2.33496	-9.34474	-0.00953628
2.34494	-9.34482	-0.0096185
2.35491	-9.3449	-0.00970108
2.36489	-9.34498	-0.00978401
2.37487	-9.34507	-0.0098673
2.38485	-9.34515	-0.00995094
2.39482	-9.34523	-0.0100349
2.4048	-9.34532	-0.0101193
2.41478	-9.3454	-0.010204
2.42476	-9.34549	-0.0102891
2.43473	-9.34557	-0.0103745
2.44471	-9.34566	-0.0104603
2.45469	-9.34575	-0.0105465
2.46467	-9.34583	-0.010633
2.47464	-9.34592	-0.0107199
2.48462	-9.34601	-0.0108071
2.4946	-9.34609	-0.0108947
2.50458	-9.34618	-0.0109826
2.51455	-9.34627	-0.0110709
2.52453	-9.34636	-0.0111596
2.53451	-9.34645	-0.0112486
2.54449	-9.34654	-0.011338
2.55446	-9.34663	-0.0114277
2.56444	-9.34672	-0.0115178
2.57442	-9.34681	-0.0116083
2.5844	-9.3469	-0.0116991
2.59437	-9.34699	-0.0117903
2.60435	-9.34708	-0.0118818
2.61433	-9.34717	-0.0119737
2.62431	-9.34726	-0.012066
2.63428	-9.34736	-0.0121586
2.64426	-9.34745	-0.0122516
2.65424	-9.34754	-0.0123449
2.66422	-9.34764	-0.0124386
2.67419	-9.34773	-0.0125327
2.68417	-9.34783	-0.0126271
2.69415	-9.34792	-0.0127219
2.70413	-9.34802	-0.012817
2.7141	-9.34811	-0.0129125
2.72408	-9.34821	-0.0130084
2.73406	-9.3483	-0.0131046
2.74404	-9.3484	-0.0132012
2.75401	-9.3485	-0.0132981
2.76399	-9.34859	-0.0133954
2.77397	-9.34869	-0.0134931
2.78395	-9.34879	-0.0135911
2.79392	-9.34889	-0.0136895
2.8039	-9.34899	-0.0137882
2.81388	-9.34909	-0.0138873
2.82386	-9.34919	-0.0139868
2.83383	-9.34929	-0.0140867
2.84381	-9.34939	-0.0141868
2.85379	-9.34949	-0.0142874
2.86377	-9.34959	-0.0143883
2.87374	-9.34969	-0.0144896
2.88372	-9.34979	-0.0145913
2.8937	-9.34989	-0.0146933
2.90368	-9.34999	-0.0147956
2.91365	-9.3501	-0.0148984
2.92363	-9.3502	-0.0150015
2.93361	-9.3503	-0.0151049
2.94359	-9.35041	-0.0152088
2.95356	-9.35051	-0.0153129
2.96354	-9.35062	-0.0154175
2.97352	-9.35072	-0.0155224
2.9835	-9.35083	-0.0156277
2.99347	-9.35093	-0.0157333
3.00345	-9.35104	-0.0158393
3.01343	-9.35114	-0.0159457
3.02341	-9.35125	-0.0160524
3.03338	-9.35136	-0.0161595
3.04336	-9.35147	-0.016267
3.05334	-9.35157	-0.0163748
3.06332	-9.35168	-0.016483
3.07329	-9.35179	-0.0165915
3.08327	-9.3519	-0.0167005
3.09325	-9.35201	-0.0168097
3.10323	-9.35212	-0.0169194
3.1132	-9.35223	-0.0170294
3.12318	-9.35234	-0.0171398
3.13316	-9.35245	-0.0172505
3.14314	-9.35256	-0.0173616
3.15311	-9.35267	-0.0174731
3.16309	-9.35278	-0.0175849
3.17307	-9.3529	-0.0176971
3.18305	-9.35301	-0.0178097
3.19302	-9.35312	-0.0179226
3.203	-9.35323	-0.0180359
3.21298	-9.35335	-0.0181496
3.22296	-9.35346	-0.0182637
3.23293	-9.35358	-0.0183781
3.24291	-9.35369	-0.0184928
3.25289	-9.35381	-0.018608
3.26287	-9.35392	-0.0187235
3.27284	-9.35404	-0.0188393
3.28282	-9.35415	-0.0189556
3.2928	-9.35427	-0.0190722
3.30278	-9.35439	-0.0191891
3.31275	-9.35451	-0.0193065
3.32273	-9.35462	-0.0194242
3.33271	-9.35474	-0.0195422
3.34269	-9.35486	-0.0196607
3.35266	-9.35498	-0.0197795
3.36264	-9.3551	-0.0198987
3.37262	-9.35522	-0.0200182
3.3826	-9.35534	-0.0201381
3.39257	-9.35546	-0.0202584
3.40255	-9.35558	-0.020379
3.41253	-9.3557	-0.0205001
3.42251	-9.35582	-0.0206214
3.43248	-9.35594	-0.0207432
3.44246	-9.35606	-0.0208653
3.45244	-9.35619	-0.0209878
3.46242	-9.35631	-0.0211107
3.47239	-9.35643	-0.0212339
3.48237	-9.35656	-0.0213575
3.49235	-9.35668	-0.0214815
3.50233	-9.3568	-0.0216058
3.5123	-9.35693	-0.0217305
3.52228	-9.35705	-0.0218556
3.53226	-9.35718	-0.021981
3.54224	-9.35731	-0.0221069
3.55221	-9.35743	-0.0222331
3.56219	-9.35756	-0.0223596
3.57217	-9.35769	-0.0224865
3.58215	-9.35781	-0.0226139
3.59212	-9.35794	-0.0227415
3.6021	-9.35807	-0.0228696
3.61208	-9.3582	-0.022998
3.62206	-9.35833	-0.0231268
3.63203	-9.35845	-0.0232559
3.64201	-9.35858	-0.0233855
3.65199	-9.35871	-0.0235154
3.66197	-9.35884	-0.0236456
3.67194	-9.35898	-0.0237763
3.68192	-9.35911	-0.0239073
3.6919	-9.35924	-0.0240387
3.70188	-9.35937	-0.0241704
3.71185	-9.3595	-0.0243026
3.72183	-9.35963	-0.0244351
3.73181	-9.35977	-0.024568
3.74179	-9.3599	-0.0247012
3.75176	-9.36003	-0.0248348
3.76174	-9.36017	-0.0249688
3.77172	-9.3603	-0.0251032
3.7817	-9.36044	-0.025238
3.79167	-9.36057	-0.0253731
3.80165	-9.36071	-0.0255086
3.81163	-9.36084	-0.0256444
3.82161	-9.36098	-0.0257807
3.83158	-9.36112	-0.0259173
3.84156	-9.36125	-0.0260543
3.85154	-9.36139	-0.0261917
3.86152	-9.36153	-0.0263294
3.87149	-9.36167	-0.0264675
3.88147	-9.3618	-0.026606
3.89145	-9.36194	-0.0267449
3.90143	-9.36208	-0.0268841
3.9114	-9.36222	-0.0270237
3.92138	-9.36236	-0.0271637
3.93136	-9.3625	-0.0273041
3.94134	-9.36264	-0.0274448
3.95131	-9.36278	-0.0275859
3.96129	-9.36293	-0.0277274
3.97127	-9.36307	-0.0278693
3.98125	-9.36321	-0.0280116
3.99122	-9.36335	-0.0281542
4.0012	-9.3635	-0.0282972
4.01118	-9.36364	-0.0284406
4.02116	-9.36378	-0.0285843
4.03113	-9.36393	-0.0287284
4.04111	-9.36407	-0.0288729
4.05109	-9.36422	-0.0290178
4.06107	-9.36436	-0.0291631
4.07104	-9.36451	-0.0293087
4.08102	-9.36465	-0.0294548
4.091	-9.3648	-0.0296012
4.10098	-9.36495	-0.0297479
4.11095	-9.36509	-0.0298951
4.12093	-9.36524	-0.0300426
4.13091	-9.36539	-0.0301905
4.14089	-9.36554	-0.0303388
4.15086	-9.36569	-0.0304875
4.16084	-9.36584	-0.0306365
4.17082	-9.36598	-0.030786
4.1808	-9.36613	-0.0309358
4.19077	-9.36628	-0.0310859
4.20075	-9.36644	-0.0312365
4.21073	-9.36659	-0.0313875
4.22071	-9.36674	-0.0315388
4.23068	-9.36689	-0.0316905
4.24066	-9.36704	-0.0318426
4.25064	-9.36719	-0.031995
4.26062	-9.36735	-0.0321479
4.27059	-9.3675	-0.0323011
4.28057	-9.36765	-0.0324547
4.29055	-9.36781	-0.0326087
4.30053	-9.36796	-0.0327631
4.3105	-9.36812	-0.0329178
4.32048	-9.36827	-0.033073
4.33046	-9.36843	-0.0332285
4.34044	-9.36858	-0.0333844
4.35041	-9.36874	-0.0335407
4.36039	-9.3689	-0.0336973
4.37037	-9.36905	-0.0338544
4.38035	-9.36921	-0.0340118
4.39032	-9.36937	-0.0341696
4.4003	-9.36953	-0.0343278
4.41028	-9.36969	-0.0344864
4.42026	-9.36984	-0.0346454
4.43023	-9.37	-0.0348047
4.44021	-9.37016	-0.0349644
4.45019	-9.37032	-0.0351245
4.46017	-9.37048	-0.035285
4.47014	-9.37064	-0.0354459
4.48012	-9.37081	-0.0356072
4.4901	-9.37097	-0.0357688
4.50008	-9.37113	-0.0359309
4.51005	-9.37129	-0.0360933
4.52003	-9.37145	-0.0362561
4.53001	-9.37162	-0.0364193
4.53998	-9.37178	-0.0365829
4.54996	-9.37195	-0.0367468
4.55994	-9.37211	-0.0369112
4.56992	-9.37227	-0.0370759
4.57989	-9.37244	-0.037241
4.58987	-9.37261	-0.0374065
4.59985	-9.37277	-0.0375724
4.60983	-9.37294	-0.0377387
4.6198	-9.3731	-0.0379053
4.62978	-9.37327	-0.0380724
4.63976	-9.37344	-0.0382398
4.64974	-9.37361	-0.0384076
4.65971	-9.37377	-0.0385759
4.66969	-9.37394	-0.0387444
4.67967	-9.37411	-0.0389134
4.68965	-9.37428	-0.0390828
4.69962	-9.37445	-0.0392526
4.7096	-9.37462	-0.0394227
4.71958	-9.37479	-0.0395933
4.72956	-9.37496	-0.0397642
4.73953	-9.37513	-0.0399355
4.74951	-9.37531	-0.0401072
4.75949	-9.37548	-0.0402793
4.76947	-9.37565	-0.0404518
4.77944	-9.37582	-0.0406247
4.78942	-9.376	-0.0407979
4.7994	-9.37617	-0.0409716
4.80938	-9.37634	-0.0411456
4.81935	-9.37652	-0.04132
4.82933	-9.37669	-0.0414949
4.83931	-9.37687	-0.0416701
4.84929	-9.37704	-0.0418457
4.85926	-9.37722	-0.0420217
4.86924	-9.3774	-0.0421981
4.87922	-9.37757	-0.0423748
4.8892	-9.37775	-0.042552
4.89917	-9.37793	-0.0427296
4.90915	-9.37811	-0.0429075
4.91913	-9.37828	-0.0430859
4.92911	-9.37846	-0.0432646
4.93908	-9.37864	-0.0434437
4.94906	-9.37882	-0.0436233
4.95904	-9.379	-0.0438032
4.96902	-9.37918	-0.0439835
4.97899	-9.37936	-0.0441642
4.98897	-9.37954	-0.0443453
4.99895	-9.37973	-0.0445268
5.00893	-9.37991	-0.0447086
5.0189	-9.38009	-0.0448909
5.02888	-9.38027	-0.0450736
5.03886	-9.38046	-0.0452567
5.04884	-9.38064	-0.0454401
5.05881	-9.38082	-0.045624
5.06879	-9.38101	-0.0458082
5.07877	-9.38119	-0.0459929
5.08875	-9.38138	-0.0461779
5.09872	-9.38156	-0.0463633
5.1087	-9.38175	-0.0465492
5.11868	-9.38193	-0.0467354
5.12866	-9.38212	-0.046922
5.13863	-9.38231	-0.047109
5.14861	-9.3825	-0.0472964
5.15859	-9.38268	-0.0474842
5.16857	-9.38287	-0.0476725
5.17854	-9.38306	-0.0478611
5.18852	-9.38325	-0.0480501
5.1985	-9.38344	-0.0482395
5.20848	-9.38363	-0.0484293
5.21845	-9.38382	-0.0486194
5.22843	-9.38401	-0.04881
5.23841	-9.3842	-0.049001
5.24839	-9.38439	-0.0491924
5.25836	-9.38458	-0.0493842
5.26834	-9.38478	-0.0495764
5.27832	-9.38497	-0.049769
5.2883	-9.38516	-0.049962
5.29827	-9.38535	-0.0501553
5.30825	-9.38555	-0.0503491
5.31823	-9.38574	-0.0505433
5.32821	-9.38594	-0.0507379
5.33818	-9.38613	-0.0509329
5.34816	-9.38633	-0.0511283
5.35814	-9.38652	-0.051324
5.36812	-9.38672	-0.0515202
5.37809	-9.38692	-0.0517168
5.38807	-9.38711	-0.0519138
5.39805	-9.38731	-0.0521112
5.40803	-9.38751	-0.052309
5.418	-9.38771	-0.0525072
5.42798	-9.3879	-0.0527058
5.43796	-9.3881	-0.0529047
5.44794	-9.3883	-0.0531041
5.45791	-9.3885	-0.0533039
5.46789	-9.3887	-0.0535041
5.47787	-9.3889	-0.0537048
5.48785	-9.3891	-0.0539058
5.49782	-9.38931	-0.0541072
5.5078	-9.38951	-0.054309
5.51778	-9.38971	-0.0545112
5.52776	-9.38991	-0.0547138
5.53773	-9.39012	-0.0549169
5.54771	-9.39032	-0.0551203
5.55769	-9.39052	-0.0553241
5.56767	-9.39073	-0.0555284
5.57764	-9.39093	-0.055733
5.58762	-9.39114	-0.0559381
5.5976	-9.39134	-0.0561435
5.60758	-9.39155	-0.0563494
5.61755	-9.39175	-0.0565557
5.62753	-9.39196	-0.0567624
5.63751	-9.39217	-0.0569694
5.64749	-9.39238	-0.0571769
5.65746	-9.39258	-0.0573848
5.66744	-9.39279	-0.0575931
5.67742	-9.393	-0.0578018
5.6874	-9.39321	-0.058011
5.69737	-9.39342	-0.0582205
5.70735	-9.39363	-0.0584304
5.71733	-9.39384	-0.0586408
5.72731	-9.39405	-0.0588515
5.73728	-9.39426	-0.0590627
5.74726	-9.39447	-0.0592742
5.75724	-9.39468	-0.0594862
5.76722	-9.3949	-0.0596986
5.77719	-9.39511	-0.0599114
5.78717	-9.39532	-0.0601246
5.79715	-9.39554	-0.0603382
5.80713	-9.39575	-0.0605522
5.8171	-9.39597	-0.0607667
5.82708	-9.39618	-0.0609815
5.83706	-9.3964	-0.0611968
5.84704	-9.39661	-0.0614124
5.85701	-9.39683	-0.0616285
5.86699	-9.39704	-0.061845
5.87697	-9.39726	-0.0620619
5.88695	-9.39748	-0.0622792
5.89692	-9.3977	-0.0624969
5.9069	-9.39791	-0.0627151
5.91688	-9.39813	-0.0629336
5.92686	-9.39835	-0.0631526
5.93683	-9.39857	-0.063372
5.94681	-9.39879	-0.0635917
5.95679	-9.39901	-0.0638119
5.96677	-9.39923	-0.0640326
5.97674	-9.39945	-0.0642536
5.98672	-9.39967	-0.064475
5.9967	-9.3999	-0.0646969
6.00668	-9.40012	-0.0649192
6.01665	-9.40034	-0.0651419
6.02663	-9.40056	-0.065365
6.03661	-9.40079	-0.0655885
6.04659	-9.40101	-0.0658124
6.05656	-9.40124	-0.0660368
6.06654	-9.40146	-0.0662615
6.07652	-9.40169	-0.0664867
6.0865	-9.40191	-0.0667123
6.09647	-9.40214	-0.0669383
6.10645	-9.40236	-0.0671647
6.11643	-9.40259	-0.0673916
6.12641	-9.40282	-0.0676189
6.13638	-9.40305	-0.0678465
6.14636	-9.40327	-0.0680746
6.15634	-9.4035	-0.0683032
6.16632	-9.40373	-0.0685321
6.17629	-9.40396	-0.0687615
6.18627	-9.40419	-0.0689912
6.19625	-9.40442	-0.0692214
6.20623	-9.40465	-0.069452
6.2162	-9.40488	-0.0696831
6.22618	-9.40511	-0.0699145
6.23616	-9.40535	-0.0701464
6.24614	-9.40558	-0.0703787
6.25611	-9.40581	-0.0706114
6.26609	-9.40604	-0.0708445
6.27607	-9.40628	-0.0710781
6.28605	-9.40651	-0.0713121
6.29602	-9.40675	-0.0715464
6.306	-9.40698	-0.0717813
6.31598	-9.40722	-0.0720165
6.32596	-9.40745	-0.0722522
6.33593	-9.40769	-0.0724882
6.34591	-9.40792	-0.0727248
6.35589	-9.40816	-0.0729617
6.36587	-9.4084	-0.073199
6.37584	-9.40864	-0.0734368
6.38582	-9.40887	-0.073675
6.3958	-9.40911	-0.0739136
6.40578	-9.40935	-0.0741527
6.41575	-9.40959	-0.0743922
6.42573	-9.40983	-0.074632
6.43571	-9.41007	-0.0748724
6.44569	-9.41031	-0.0751131
6.45566	-9.41055	-0.0753543
6.46564	-9.41079	-0.0755959
6.47562	-9.41104	-0.0758379
6.4856	-9.41128	-0.0760803
6.49557	-9.41152	-0.0763232
6.50555	-9.41177	-0.0765665
6.51553	-9.41201	-0.0768103
6.52551	-9.41225	-0.0770544
6.53548	-9.4125	-0.077299
6.54546	-9.41274	-0.077544
6.55544	-9.41299	-0.0777894
6.56542	-9.41323	-0.0780353
6.57539	-9.41348	-0.0782816
6.58537	-9.41373	-0.0785283
6.59535	-9.41397	-0.0787755
6.60533	-9.41422	-0.079023
6.6153	-9.41447	-0.0792711
6.62528	-9.41472	-0.0795195
6.63526	-9.41497	-0.0797684
6.64524	-9.41522	-0.0800177
6.65521	-9.41547	-0.0802674
6.66519	-9.41572	-0.0805175
6.67517	-9.41597	-0.0807681
6.68515	-9.41622	-0.0810192
6.69512	-9.41647	-0.0812706
6.7051	-9.41672	-0.0815225
6.71508	-9.41697	-0.0817748
6.72506	-9.41723	-0.0820275
6.73503	-9.41748	-0.0822807
6.74501	-9.41773	-0.0825343
6.75499	-9.41799	-0.0827884
6.76497	-9.41824	-0.0830429
6.77494	-9.4185	-0.0832978
6.78492	-9.41875	-0.0835531
6.7949	-9.41901	-0.0838089
6.80488	-9.41926	-0.0840651
6.81485	-9.41952	-0.0843218
6.82483	-9.41978	-0.0845788
6.83481	-9.42004	-0.0848364
6.84479	-9.42029	-0.0850943
6.85476	-9.42055	-0.0853527
6.86474	-9.42081	-0.0856115
6.87472	-9.42107	-0.0858708
6.8847	-9.42133	-0.0861305
6.89467	-9.42159	-0.0863906
6.90465	-9.42185	-0.0866512
6.91463	-9.42211	-0.0869122
6.92461	-9.42237	-0.0871736
6.93458	-9.42263	-0.0874355
6.94456	-9.4229	-0.0876978
6.95454	-9.42316	-0.0879606
6.96452	-9.42342	-0.0882238
6.97449	-9.42369	-0.0884874
6.98447	-9.42395	-0.0887515
6.99445	-9.42421	-0.089016
7.00443	-9.42448	-0.0892809
7.0144	-9.42475	-0.0895463
7.02438	-9.42501	-0.0898122
7.03436	-9.42528	-0.0900784
7.04434	-9.42554	-0.0903452
7.05431	-9.42581	-0.0906123
7.06429	-9.42608	-0.0908799
7.07427	-9.42635	-0.0911479
7.08425	-9.42662	-0.0914164
7.09422	-9.42688	-0.0916853
7.1042	-9.42715	-0.0919547
7.11418	-9.42742	-0.0922245
7.12416	-9.42769	-0.0924947
7.13413	-9.42796	-0.0927654
7.14411	-9.42824	-0.0930366
7.15409	-9.42851	-0.0933081
7.16407	-9.42878	-0.0935802
7.17404	-9.42905	-0.0938526
7.18402	-9.42932	-0.0941255
7.194	-9.4296	-0.0943989
7.20398	-9.42987	-0.0946727
7.21395	-9.43015	-0.0949469
7.22393	-9.43042	-0.0952216
7.23391	-9.4307	-0.0954967
7.24389	-9.43097	-0.0957723
7.25386	-9.43125	-0.0960484
7.26384	-9.43152	-0.0963248
7.27382	-9.4318	-0.0966017
7.2838	-9.43208	-0.0968791
7.29377	-9.43236	-0.0971569
7.30375	-9.43263	-0.0974352
7.31373	-9.43291	-0.0977139
7.32371	-9.43319	-0.0979931
7.33368	-9.43347	-0.0982727
7.34366	-9.43375	-0.0985527
7.35364	-9.43403	-0.0988332
7.36362	-9.43431	-0.0991142
7.37359	-9.43459	-0.0993956
7.38357	-9.43488	-0.0996774
7.39355	-9.43516	-0.0999597
7.40353	-9.43544	-0.100243
7.4135	-9.43572	-0.100526
7.42348	-9.43601	-0.100809
7.43346	-9.43629	-0.101093
7.44344	-9.43658	-0.101378
7.45341	-9.43686	-0.101663
7.46339	-9.43715	-0.101949
7.47337	-9.43743	-0.102234
7.48335	-9.43772	-0.102521
7.49332	-9.43801	-0.102808
7.5033	-9.43829	-0.103095
7.51328	-9.43858	-0.103383
7.52326	-9.43887	-0.103671
7.53323	-9.43916	-0.103959
7.54321	-9.43945	-0.104249
7.55319	-9.43974	-0.104538
7.56317	-9.44003	-0.104828
7.57314	-9.44032	-0.105119
7.58312	-9.44061	-0.105409
7.5931	-9.4409	-0.105701
7.60308	-9.44119	-0.105993
7.61305	-9.44148	-0.106285
7.62303	-9.44178	-0.106578
7.63301	-9.44207	-0.106871
7.64299	-9.44236	-0.107165
7.65296	-9.44266	-0.107459
7.66294	-9.44295	-0.107753
7.67292	-9.44325	-0.108048
7.6829	-9.44354	-0.108344
7.69287	-9.44384	-0.10864
7.70285	-9.44413	-0.108936
7.71283	-9.44443	-0.109233
7.72281	-9.44473	-0.10953
7.73278	-9.44503	-0.109828
7.74276	-9.44533	-0.110126
7.75274	-9.44562	-0.110425
7.76272	-9.44592	-0.110724
7.77269	-9.44622	-0.111024
7.78267	-9.44652	-0.111324
7.79265	-9.44682	-0.111625
7.80263	-9.44712	-0.111926
7.8126	-9.44743	-0.112227
7.82258	-9.44773	-0.112529
7.83256	-9.44803	-0.112831
7.84254	-9.44833	-0.113134
7.85251	-9.44864	-0.113438
7.86249	-9.44894	-0.113741
