Freq_GHz	r_meas	x_meas	r_fit	x_fit	R_meas_ohm	X_meas_ohm	R_fit_ohm	X_fit_ohm
0.01	4.04528	0.0550636	3.99997	-0.00998224	202.264	2.75318	199.999	-0.499112
0.20995	4.07406	-0.247656	3.98817	-0.208925	203.703	-12.3828	199.408	-10.4463
0.4099	4.01777	-0.495743	3.95528	-0.404353	200.888	-24.7871	197.764	-20.2176
0.60985	3.9378	-0.725292	3.90237	-0.593108	196.89	-36.2646	195.118	-29.6554
0.8098	3.83984	-0.943027	3.83108	-0.772384	191.992	-47.1513	191.554	-38.6192
1.00975	3.71285	-1.12669	3.74354	-0.939844	185.642	-56.3347	187.177	-46.9922
1.2097	3.57632	-1.297	3.64219	-1.0937	178.816	-64.8499	182.109	-54.6848
1.40965	3.43164	-1.44899	3.5296	-1.23273	171.582	-72.4494	176.48	-61.6363
1.6096	3.26594	-1.57504	3.40842	-1.35627	163.297	-78.7519	170.421	-67.8135
1.80955	3.10001	-1.6789	3.28115	-1.46417	155	-83.9451	164.058	-73.2084
2.0095	2.93796	-1.75857	3.15013	-1.55669	146.898	-87.9283	157.506	-77.8347
2.20945	2.77334	-1.82019	3.01742	-1.63445	138.667	-91.0097	150.871	-81.7227
2.4094	2.62643	-1.8573	2.8848	-1.69832	131.321	-92.8648	144.24	-84.9158
2.60935	2.48591	-1.90042	2.75376	-1.74931	124.295	-95.0208	137.688	-87.4655
2.8093	2.34191	-1.90975	2.6255	-1.78857	117.096	-95.4877	131.275	-89.4285
3.00925	2.21206	-1.92832	2.50094	-1.81726	110.603	-96.4158	125.047	-90.8632
3.2092	2.0842	-1.92611	2.38076	-1.83656	104.21	-96.3054	119.038	-91.8279
3.40915	1.96627	-1.92693	2.26544	-1.84757	98.3135	-96.3463	113.272	-92.3784
3.6091	1.84468	-1.91105	2.15529	-1.85135	92.2342	-95.5526	107.765	-92.5677
3.80905	1.74329	-1.88459	2.05047	-1.84889	87.1647	-94.2293	102.523	-92.4446
4.009	1.6416	-1.86692	1.95102	-1.84107	82.0798	-93.346	97.5512	-92.0536
4.20895	1.55548	-1.83796	1.85691	-1.8287	77.7739	-91.8979	92.8455	-91.4348
4.4089	1.46859	-1.81272	1.76802	-1.81248	73.4293	-90.6359	88.4011	-90.6238
4.60885	1.39033	-1.77618	1.6842	-1.79305	69.5167	-88.8092	84.2098	-89.6524
4.8088	1.31807	-1.75154	1.60524	-1.77096	65.9037	-87.5768	80.2621	-88.548
5.00875	1.24907	-1.71825	1.53094	-1.7467	62.4535	-85.9126	76.5471	-87.335
5.2087	1.18882	-1.68581	1.46106	-1.72069	59.4408	-84.2906	73.0532	-86.0343
5.40865	1.12616	-1.64945	1.39537	-1.69327	56.3081	-82.4726	69.7686	-84.6637
5.6086	1.07186	-1.61453	1.33363	-1.66478	53.593	-80.7265	66.6815	-83.239
5.80855	1.02059	-1.58485	1.2756	-1.63547	51.0295	-79.2426	63.7801	-81.7734
6.0085	0.974985	-1.54408	1.22106	-1.60556	48.7493	-77.2041	61.0531	-80.278
6.20845	0.930088	-1.51426	1.16979	-1.57525	46.5044	-75.7128	58.4894	-78.7627
6.4084	0.887316	-1.47597	1.12157	-1.54471	44.3658	-73.7985	56.0786	-77.2353
6.60835	0.851352	-1.44852	1.07621	-1.51406	42.5676	-72.4258	53.8107	-75.7028
6.8083	0.81328	-1.41004	1.03353	-1.48342	40.664	-70.5018	51.6763	-74.1708
7.00825	0.781319	-1.38095	0.993333	-1.45288	39.066	-69.0474	49.6666	-72.6442
7.2082	0.74813	-1.34953	0.955466	-1.42254	37.4065	-67.4763	47.7733	-71.1268
7.40815	0.718593	-1.31702	0.919771	-1.39244	35.9297	-65.8512	45.9885	-69.6218
7.6081	0.691045	-1.2868	0.886103	-1.36264	34.5522	-64.34	44.3052	-68.132
7.80805	0.664864	-1.25582	0.854327	-1.33319	33.2432	-62.7909	42.7164	-66.6594
8.008	0.64206	-1.22972	0.824318	-1.30412	32.103	-61.486	41.2159	-65.2058
8.20795	0.617027	-1.1988	0.795959	-1.27545	30.8513	-59.9398	39.7979	-63.7724
8.4079	0.597028	-1.17271	0.76914	-1.2472	29.8514	-58.6353	38.457	-62.3602
8.60785	0.573467	-1.1455	0.743762	-1.2194	28.6733	-57.2751	37.1881	-60.9701
8.8078	0.556358	-1.1179	0.71973	-1.19205	27.8179	-55.8949	35.9865	-59.6025
9.00775	0.536618	-1.0936	0.696958	-1.16515	26.8309	-54.6798	34.8479	-58.2577
9.2077	0.521242	-1.0683	0.675365	-1.13872	26.0621	-53.4148	33.7682	-56.936
9.40765	0.504138	-1.04383	0.654876	-1.11275	25.2069	-52.1917	32.7438	-55.6374
9.6076	0.488931	-1.01934	0.635422	-1.08724	24.4466	-50.9669	31.7711	-54.3618
9.80755	0.476277	-0.994909	0.616939	-1.06218	23.8139	-49.7454	30.8469	-53.109
10.0075	0.459751	-0.974681	0.599366	-1.03758	22.9875	-48.7341	29.9683	-51.8788
10.2074	0.450487	-0.950077	0.582647	-1.01342	22.5244	-47.5039	29.1324	-50.671
10.4074	0.435867	-0.929357	0.566732	-0.989704	21.7934	-46.4678	28.3366	-49.4852
10.6074	0.42606	-0.905476	0.551571	-0.966419	21.303	-45.2738	27.5785	-48.321
10.8073	0.413541	-0.887946	0.53712	-0.943559	20.677	-44.3973	26.856	-47.1779
11.0073	0.403144	-0.865527	0.523338	-0.921113	20.1572	-43.2764	26.1669	-46.0557
11.2072	0.394113	-0.846759	0.510185	-0.899074	19.7057	-42.338	25.5092	-44.9537
11.4071	0.383883	-0.825841	0.497625	-0.877432	19.1941	-41.292	24.8813	-43.8716
11.6071	0.373882	-0.8046	0.485625	-0.856177	18.6941	-40.23	24.2812	-42.8088
11.8071	0.364684	-0.790026	0.474153	-0.8353	18.2342	-39.5013	23.7076	-41.765
12.007	0.355813	-0.767728	0.463179	-0.814791	17.7907	-38.3864	23.159	-40.7396
12.207	0.349513	-0.753916	0.452677	-0.794641	17.4757	-37.6958	22.6338	-39.7321
12.4069	0.338636	-0.731207	0.44262	-0.774841	16.9318	-36.5604	22.131	-38.742
12.6068	0.334299	-0.720375	0.432984	-0.75538	16.7149	-36.0188	21.6492	-37.769
12.8068	0.325194	-0.696256	0.423748	-0.73625	16.2597	-34.8128	21.1874	-36.8125
13.0068	0.318732	-0.6821	0.414889	-0.717441	15.9366	-34.105	20.7444	-35.8721
13.2067	0.312159	-0.663596	0.406388	-0.698946	15.6079	-33.1798	20.3194	-34.9473
13.4067	0.305298	-0.647819	0.398227	-0.680754	15.2649	-32.391	19.9114	-34.0377
13.6066	0.301202	-0.632417	0.390389	-0.662857	15.0601	-31.6209	19.5194	-33.1429
13.8065	0.294273	-0.614859	0.382856	-0.645248	14.7136	-30.7429	19.1428	-32.2624
14.0065	0.291115	-0.601082	0.375614	-0.627917	14.5557	-30.0541	18.7807	-31.3958
14.2065	0.282932	-0.584273	0.368648	-0.610857	14.1466	-29.2136	18.4324	-30.5429
14.4064	0.280316	-0.570686	0.361945	-0.594061	14.0158	-28.5343	18.0972	-29.703
14.6064	0.273384	-0.55513	0.355492	-0.57752	13.6692	-27.7565	17.7746	-28.876
14.8063	0.271101	-0.539539	0.349277	-0.561228	13.5551	-26.9769	17.4638	-28.0614
15.0062	0.264944	-0.525133	0.343288	-0.545177	13.2472	-26.2566	17.1644	-27.2588
15.2062	0.260651	-0.510141	0.337516	-0.529361	13.0325	-25.5071	16.8758	-26.468
15.4062	0.256409	-0.497555	0.331949	-0.513772	12.8205	-24.8778	16.5975	-25.6886
15.6061	0.253061	-0.48205	0.32658	-0.498405	12.6531	-24.1025	16.329	-24.9203
15.8061	0.250193	-0.468556	0.321397	-0.483253	12.5096	-23.4278	16.0699	-24.1627
16.006	0.245024	-0.455293	0.316394	-0.468311	12.2512	-22.7646	15.8197	-23.4155
16.206	0.243433	-0.442181	0.311561	-0.453571	12.1717	-22.1091	15.5781	-22.6786
16.4059	0.237839	-0.428811	0.306893	-0.43903	11.8919	-21.4406	15.3446	-21.9515
16.6059	0.236784	-0.416466	0.30238	-0.42468	11.8392	-20.8233	15.119	-21.234
16.8058	0.233259	-0.403371	0.298017	-0.410517	11.663	-20.1686	14.9009	-20.5258
17.0057	0.229923	-0.389717	0.293797	-0.396536	11.4962	-19.4858	14.6899	-19.8268
17.2057	0.226887	-0.378425	0.289714	-0.382731	11.3443	-18.9213	14.4857	-19.1366
17.4057	0.223835	-0.366992	0.285763	-0.369098	11.1917	-18.3496	14.2881	-18.4549
17.6056	0.223788	-0.354029	0.281937	-0.355633	11.1894	-17.7015	14.0968	-17.7816
17.8056	0.219518	-0.341749	0.278232	-0.342329	10.9759	-17.0875	13.9116	-17.1165
18.0055	0.218249	-0.329995	0.274642	-0.329185	10.9125	-16.4998	13.7321	-16.4592
18.2054	0.215608	-0.319583	0.271163	-0.316194	10.7804	-15.9791	13.5582	-15.8097
18.4054	0.213885	-0.306368	0.267791	-0.303353	10.6942	-15.3184	13.3895	-15.1676
18.6054	0.211334	-0.295697	0.264521	-0.290658	10.5667	-14.7849	13.226	-14.5329
18.8053	0.208153	-0.284343	0.261349	-0.278105	10.4076	-14.2172	13.0674	-13.9053
19.0053	0.208046	-0.273459	0.258271	-0.265691	10.4023	-13.673	12.9136	-13.2845
19.2052	0.204679	-0.262387	0.255284	-0.253411	10.234	-13.1193	12.7642	-12.6706
19.4051	0.203432	-0.249704	0.252384	-0.241263	10.1716	-12.4852	12.6192	-12.0631
19.6051	0.201203	-0.241499	0.249569	-0.229242	10.0602	-12.0749	12.4784	-11.4621
19.8051	0.199253	-0.227551	0.246833	-0.217347	9.96265	-11.3776	12.3417	-10.8673
20.005	0.197936	-0.220491	0.244176	-0.205573	9.89679	-11.0246	12.2088	-10.2786
20.205	0.196806	-0.206565	0.241593	-0.193917	9.84032	-10.3282	12.0797	-9.69584
20.4049	0.195386	-0.198196	0.239082	-0.182377	9.76929	-9.90979	11.9541	-9.11883
20.6048	0.193749	-0.186661	0.236641	-0.170949	9.68745	-9.33306	11.8321	-8.54744
20.8048	0.192366	-0.176714	0.234267	-0.159631	9.61831	-8.83571	11.7133	-7.98155
21.0048	0.192931	-0.166223	0.231957	-0.14842	9.64655	-8.31117	11.5978	-7.42101
21.2047	0.189824	-0.153683	0.229709	-0.137314	9.49119	-7.68413	11.4854	-6.86569
21.4047	0.189803	-0.144523	0.227521	-0.12631	9.49014	-7.22614	11.3761	-6.31548
21.6046	0.18519	-0.135983	0.225391	-0.115405	9.25949	-6.79917	11.2696	-5.77024
21.8045	0.190093	-0.123973	0.223318	-0.104597	9.50466	-6.19867	11.1659	-5.22985
22.0045	0.184233	-0.113647	0.221298	-0.093884	9.21166	-5.68233	11.0649	-4.6942
22.2045	0.187299	-0.102544	0.21933	-0.0832636	9.36493	-5.12722	10.9665	-4.16318
22.4044	0.182818	-0.0953862	0.217412	-0.0727335	9.14088	-4.76931	10.8706	-3.63668
22.6044	0.185612	-0.0815207	0.215544	-0.0622917	9.28058	-4.07604	10.7772	-3.11459
22.8043	0.182661	-0.0761572	0.213722	-0.0519361	9.13307	-3.80786	10.6861	-2.59681
23.0042	0.180807	-0.0635105	0.211946	-0.0416647	9.04035	-3.17552	10.5973	-2.08324
23.2042	0.181616	-0.054497	0.210213	-0.0314756	9.08081	-2.72485	10.5107	-1.57378
