Freq_GHz	r_meas	x_meas	r_fit	x_fit	R_meas_ohm	X_meas_ohm	R_fit_ohm	X_fit_ohm
23.4042	0.179095	-0.0457447	0.208524	-0.0213669	8.95477	-2.28723	10.4262	-1.06834
23.6041	0.18089	-0.0351427	0.206875	-0.0113367	9.04448	-1.75713	10.3438	-0.566836
23.8041	0.178965	-0.0269347	0.205266	-0.00138338	8.94826	-1.34673	10.2633	-0.069169
24.004	0.179229	-0.0156628	0.203696	0.00849486	8.96147	-0.783142	10.1848	0.424743
24.2039	0.178856	-0.00769761	0.202164	0.0182997	8.94278	-0.384881	10.1082	0.914984
24.4039	0.177842	0.00311796	0.200667	0.0280327	8.89212	0.155898	10.0334	1.40164
24.6039	0.1784	0.0132742	0.199206	0.0376955	8.92	0.663711	9.9603	1.88478
24.8038	0.175083	0.0214055	0.197779	0.0472896	8.75415	1.07028	9.88893	2.36448
25.0038	0.177708	0.0312995	0.196384	0.0568165	8.88541	1.56498	9.8192	2.84083
25.2037	0.176991	0.0395802	0.195022	0.0662777	8.84957	1.97901	9.75108	3.31388
25.4036	0.177161	0.0530131	0.19369	0.0756745	8.85806	2.65065	9.6845	3.78373
25.6036	0.176826	0.058467	0.192389	0.0850083	8.8413	2.92335	9.61943	4.25042
25.8036	0.174186	0.0717933	0.191116	0.0942805	8.70928	3.58967	9.55582	4.71403
26.0035	0.176627	0.0758355	0.189872	0.103492	8.83136	3.79178	9.49362	5.17462
26.2035	0.17478	0.0897605	0.188656	0.112645	8.73901	4.48802	9.43279	5.63226
26.4034	0.176735	0.0974697	0.187466	0.12174	8.83674	4.87349	9.3733	6.087
26.6033	0.174089	0.107753	0.186302	0.130778	8.70444	5.38767	9.3151	6.53892
26.8033	0.1764	0.116252	0.185163	0.139761	8.82002	5.8126	9.25815	6.98805
27.0033	0.175089	0.122384	0.184049	0.148689	8.75444	6.11918	9.20243	7.43447
27.2032	0.176476	0.136363	0.182958	0.157565	8.8238	6.81817	9.1479	7.87823
27.4032	0.17526	0.142653	0.18189	0.166387	8.76298	7.13264	9.09452	8.31937
27.6031	0.174311	0.150491	0.180845	0.175159	8.71553	7.52455	9.04226	8.75796
27.803	0.17765	0.160279	0.179822	0.183881	8.88252	8.01395	8.99108	9.19404
28.003	0.17632	0.167042	0.178819	0.192553	8.81601	8.35208	8.94097	9.62767
28.203	0.17728	0.180532	0.177838	0.201178	8.86398	9.02659	8.89189	10.0589
28.4029	0.1768	0.1846	0.176876	0.209755	8.84002	9.23002	8.84381	10.4877
28.6029	0.176737	0.199332	0.175934	0.218285	8.83684	9.96662	8.79671	10.9143
28.8028	0.180209	0.206817	0.175011	0.226771	9.01046	10.3408	8.75056	11.3385
29.0027	0.173544	0.217549	0.174107	0.235212	8.6772	10.8775	8.70533	11.7606
29.2027	0.183332	0.225512	0.17322	0.243609	9.16661	11.2756	8.66099	12.1804
29.4027	0.175757	0.23324	0.172351	0.251963	8.78785	11.662	8.61754	12.5982
29.6026	0.185459	0.246235	0.171499	0.260275	9.27295	12.3118	8.57493	13.0138
29.8026	0.179457	0.252556	0.170663	0.268546	8.97287	12.6278	8.53316	13.4273
30.0025	0.181701	0.265472	0.169844	0.276777	9.08507	13.2736	8.49219	13.8388
30.2024	0.178217	0.267239	0.16904	0.284967	8.91086	13.362	8.45201	14.2484
30.4024	0.181433	0.276052	0.168252	0.293119	9.07167	13.8026	8.4126	14.656
30.6024	0.18568	0.292299	0.167479	0.301233	9.28401	14.6149	8.37394	15.0616
30.8023	0.178274	0.294116	0.16672	0.309308	8.91372	14.7058	8.33601	15.4654
31.0023	0.179608	0.305264	0.165976	0.317347	8.98042	15.2632	8.29879	15.8674
31.2022	0.183856	0.298386	0.165245	0.32535	9.19281	14.9193	8.26226	16.2675
31.4021	0.189553	0.327181	0.164528	0.333317	9.47764	16.359	8.22641	16.6659
31.6021	0.190174	0.32567	0.163824	0.341249	9.50872	16.2835	8.19121	17.0625
31.8021	0.18009	0.345298	0.163133	0.349147	9.00451	17.2649	8.15666	17.4574
32.002	0.190611	0.334845	0.162455	0.357011	9.53054	16.7423	8.12274	17.8506
32.2019	0.191446	0.362359	0.161789	0.364842	9.57228	18.118	8.08943	18.2421
32.4019	0.190094	0.367469	0.161134	0.37264	9.50469	18.3734	8.05671	18.632
32.6018	0.190928	0.374556	0.160492	0.380407	9.54641	18.7278	8.02458	19.0203
32.8018	0.192287	0.387425	0.15986	0.388142	9.61433	19.3713	7.99302	19.4071
33.0018	0.199908	0.393698	0.15924	0.395846	9.99541	19.6849	7.96201	19.7923
33.2017	0.188321	0.409956	0.158631	0.40352	9.41606	20.4978	7.93155	20.176
33.4016	0.200488	0.414314	0.158032	0.411163	10.0244	20.7157	7.90161	20.5582
33.6016	0.187923	0.422485	0.157444	0.418778	9.39616	21.1243	7.8722	20.9389
33.8015	0.203792	0.43432	0.156866	0.426364	10.1896	21.716	7.84329	21.3182
34.0015	0.189223	0.435739	0.156297	0.433921	9.46117	21.787	7.81487	21.696
34.2015	0.197274	0.458672	0.155739	0.44145	9.8637	22.9336	7.78694	22.0725
34.4014	0.187642	0.450312	0.155189	0.448952	9.38211	22.5156	7.75947	22.4476
34.6013	0.195672	0.46437	0.154649	0.456427	9.78362	23.2185	7.73247	22.8214
34.8013	0.206777	0.470993	0.154118	0.463876	10.3388	23.5497	7.70592	23.1938
35.0012	0.192088	0.489125	0.153596	0.471298	9.6044	24.4563	7.67981	23.5649
35.2012	0.200129	0.499141	0.153083	0.478694	10.0064	24.9571	7.65413	23.9347
35.4012	0.178804	0.484924	0.152577	0.486066	8.94018	24.2462	7.62887	24.3033
35.6011	0.215454	0.506402	0.15208	0.493412	10.7727	25.3201	7.60402	24.6706
35.801	0.197177	0.51482	0.151592	0.500734	9.85887	25.741	7.57958	25.0367
36.001	0.206124	0.545759	0.151111	0.508032	10.3062	27.288	7.55553	25.4016
36.2009	0.203363	0.539686	0.150637	0.515307	10.1682	26.9843	7.53186	25.7653
36.4009	0.204247	0.559082	0.150171	0.522557	10.2124	27.9541	7.50857	26.1279
36.6009	0.217868	0.567657	0.149713	0.529785	10.8934	28.3828	7.48565	26.4893
36.8008	0.20685	0.582856	0.149262	0.536991	10.3425	29.1428	7.46309	26.8495
37.0007	0.216652	0.595126	0.148818	0.544174	10.8326	29.7563	7.44089	27.2087
37.2007	0.20997	0.598457	0.148381	0.551335	10.4985	29.9229	7.41903	27.5668
37.4006	0.213034	0.615096	0.14795	0.558475	10.6517	30.7548	7.39751	27.9237
37.6006	0.225506	0.618029	0.147526	0.565593	11.2753	30.9015	7.37632	28.2797
37.8006	0.208138	0.637524	0.147109	0.572691	10.4069	31.8762	7.35545	28.6345
38.0005	0.223365	0.642733	0.146698	0.579768	11.1683	32.1367	7.33491	28.9884
38.2004	0.209855	0.649926	0.146293	0.586824	10.4927	32.4963	7.31467	29.3412
38.4004	0.220211	0.664284	0.145895	0.593861	11.0106	33.2142	7.29474	29.693
38.6003	0.217056	0.657969	0.145502	0.600878	10.8528	32.8985	7.27511	30.0439
38.8003	0.219983	0.695443	0.145115	0.607875	10.9992	34.7721	7.25577	30.3938
39.0003	0.223959	0.676682	0.144734	0.614854	11.198	33.8341	7.23672	30.7427
39.2002	0.226889	0.725495	0.144359	0.621813	11.3444	36.2748	7.21795	31.0907
39.4001	0.231871	0.713982	0.143989	0.628755	11.5935	35.6991	7.19945	31.4377
39.6001	0.234456	0.739015	0.143624	0.635677	11.7228	36.9507	7.18122	31.7839
39.8	0.238991	0.743565	0.143265	0.642582	11.9495	37.1783	7.16326	32.1291
40	0.242762	0.756467	0.142911	0.649469	12.1381	37.8233	7.14556	32.4735
