Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg
0.01	-23.108999	-1.4869643	-20.827833	-0.17162424
0.20995	-23.48107	-4.896554	-20.818721	-3.6014817
0.4099	-23.468191	-10.155453	-20.793139	-7.0217338
0.60985	-23.331022	-15.016677	-20.751361	-10.423445
0.8098	-23.143728	-19.754824	-20.693825	-13.798078
1.00975	-23.002712	-24.020981	-20.621121	-17.137665
1.2097	-22.767994	-28.686699	-20.533967	-20.43494
1.40965	-22.534935	-32.524986	-20.433191	-23.68345
1.6096	-22.2623	-36.775482	-20.319701	-26.877621
1.80955	-21.965986	-40.714664	-20.194465	-30.012792
2.0095	-21.670815	-44.326099	-20.058483	-33.085216
2.20945	-21.357611	-47.53035	-19.912768	-36.092031
2.4094	-21.072475	-50.734676	-19.758327	-39.031211
2.60935	-20.701883	-53.868988	-19.596141	-41.9015
2.8093	-20.414141	-56.745689	-19.427155	-44.702334
3.00925	-20.107044	-59.287334	-19.252269	-47.433754
3.2092	-19.825569	-62.154266	-19.072326	-50.096325
3.40915	-19.482796	-64.372795	-18.888112	-52.691049
3.6091	-19.146456	-66.845901	-18.700351	-55.21929
3.80905	-18.887388	-69.240776	-18.509706	-57.682696
4.009	-18.535456	-71.34758	-18.316779	-60.083138
4.20895	-18.286425	-73.481003	-18.122112	-62.42265
4.4089	-17.966953	-75.383034	-17.926194	-64.703378
4.60885	-17.706011	-77.437561	-17.729457	-66.927542
4.8088	-17.380516	-79.029945	-17.532288	-69.097394
5.00875	-17.136139	-80.806648	-17.335026	-71.215191
5.2087	-16.872986	-82.477058	-17.13797	-73.283176
5.40865	-16.592836	-84.161987	-16.94138	-75.303549
5.6086	-16.340513	-85.73246	-16.745483	-77.278462
5.80855	-16.082748	-87.149803	-16.550476	-79.210003
6.0085	-15.858174	-89.015045	-16.356526	-81.100189
6.20845	-15.607888	-90.167374	-16.16378	-82.950959
6.4084	-15.379061	-91.753593	-15.972358	-84.764174
6.60835	-15.165409	-92.857239	-15.782365	-86.541612
