Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg
0.01	-4.38426	0.410593	-4.43698	-0.0762593
0.20995	-4.3351	-1.81169	-4.43716	-1.60109
0.4099	-4.34303	-3.68655	-4.43767	-3.12603
0.60985	-4.34598	-5.51185	-4.4385	-4.65122
0.8098	-4.33828	-7.34404	-4.43966	-6.17676
1.00975	-4.34746	-9.10872	-4.44115	-7.70276
1.2097	-4.34483	-10.8986	-4.44295	-9.22935
1.40965	-4.33475	-12.6844	-4.44507	-10.7566
1.6096	-4.33846	-14.5381	-4.44751	-12.2847
1.80955	-4.3383	-16.373	-4.45025	-13.8137
2.0095	-4.33936	-18.1576	-4.45329	-15.3437
2.20945	-4.34219	-19.9951	-4.45663	-16.8749
2.4094	-4.35161	-21.6719	-4.46025	-18.4072
2.60935	-4.32757	-23.3807	-4.46416	-19.9409
2.8093	-4.34489	-25.1597	-4.46833	-21.4761
3.00925	-4.32278	-26.8703	-4.47277	-23.0127
3.2092	-4.32405	-28.6399	-4.47747	-24.551
3.40915	-4.30173	-30.36	-4.4824	-26.0909
3.6091	-4.29784	-32.2615	-4.48757	-27.6327
3.80905	-4.31212	-33.9871	-4.49296	-29.1763
4.009	-4.28939	-35.7836	-4.49855	-30.7219
4.20895	-4.29379	-37.4593	-4.50435	-32.2695
4.4089	-4.27444	-39.216	-4.51032	-33.8192
4.60885	-4.28392	-40.9908	-4.51646	-35.371
4.8088	-4.25483	-42.6327	-4.52276	-36.9251
5.00875	-4.24466	-44.3729	-4.52919	-38.4813
5.2087	-4.23655	-46.0061	-4.53574	-40.0399
5.40865	-4.22601	-47.8222	-4.5424	-41.6009
5.6086	-4.21854	-49.5234	-4.54915	-43.1642
5.80855	-4.19134	-51.1467	-4.55597	-44.7299
6.0085	-4.20833	-52.9091	-4.56285	-46.2981
6.20845	-4.18144	-54.5273	-4.56976	-47.8687
6.4084	-4.18267	-56.3388	-4.57668	-49.4418
6.60835	-4.15991	-57.8193	-4.5836	-51.0173
6.8083	-4.1631	-59.6741	-4.5905	-52.5953
7.00825	-4.14763	-61.2141	-4.59736	-54.1757
7.2082	-4.12935	-62.9043	-4.60415	-55.7585
7.40815	-4.12423	-64.5966	-4.61086	-57.3437
7.6081	-4.11342	-66.2316	-4.61746	-58.9313
7.80805	-4.10643	-67.9146	-4.62394	-60.5211
8.008	-4.09203	-69.3998	-4.63026	-62.1132
8.20795	-4.07963	-71.1652	-4.63642	-63.7075
8.4079	-4.07071	-72.674	-4.64238	-65.3039
8.60785	-4.04025	-74.368	-4.64813	-66.9023
8.8078	-4.04573	-75.957	-4.65364	-68.5027
9.00775	-4.01675	-77.5244	-4.6589	-70.1049
9.2077	-4.01634	-79.061	-4.66387	-71.7088
9.40765	-3.99673	-80.6499	-4.66855	-73.3144
9.6076	-3.98656	-82.232	-4.6729	-74.9215
9.80755	-3.99164	-83.7852	-4.6769	-76.53
10.0075	-3.94597	-85.2677	-4.68054	-78.1396
10.2074	-3.97223	-86.8195	-4.68378	-79.7504
10.4074	-3.93589	-88.3456	-4.68662	-81.3621
10.6074	-3.94952	-89.9553	-4.68904	-82.9745
10.8073	-3.91073	-91.3076	-4.691	-84.5875
11.0073	-3.90732	-92.9213	-4.6925	-86.2009
11.2072	-3.89903	-94.3114	-4.69351	-87.8145
11.4071	-3.8853	-95.8978	-4.69401	-89.4281
11.6071	-3.87182	-97.5342	-4.694	-91.0415
11.8071	-3.83694	-98.7384	-4.69344	-92.6545
12.007	-3.83284	-100.479	-4.69234	-94.2668
12.207	-3.82018	-101.598	-4.69066	-95.8783
12.4069	-3.79028	-103.484	-4.6884	-97.4887
12.6068	-3.78375	-104.377	-4.68555	-99.0978
12.8068	-3.77234	-106.386	-4.68208	-100.705
13.0068	-3.75077	-107.615	-4.678	-102.311
13.2067	-3.74178	-109.201	-4.67328	-103.915
13.4067	-3.71705	-110.605	-4.66793	-105.516
13.6066	-3.7224	-111.934	-4.66193	-107.115
13.8065	-3.69875	-113.526	-4.65528	-108.711
14.0065	-3.70705	-114.74	-4.64796	-110.304
14.2065	-3.66009	-116.341	-4.63998	-111.893
14.4064	-3.67188	-117.562	-4.63134	-113.479
14.6064	-3.63205	-119.066	-4.62202	-115.061
14.8063	-3.65225	-120.491	-4.61203	-116.639
15.0062	-3.61469	-121.912	-4.60136	-118.212
15.2062	-3.60241	-123.363	-4.59002	-119.781
15.4062	-3.58175	-124.608	-4.57802	-121.344
15.6061	-3.58097	-126.121	-4.56535	-122.903
15.8061	-3.57965	-127.453	-4.55201	-124.456
16.006	-3.54287	-128.821	-4.53802	-126.003
16.206	-3.55647	-130.119	-4.52337	-127.545
16.4059	-3.51018	-131.53	-4.50809	-129.08
16.6059	-3.52746	-132.77	-4.49216	-130.609
16.8058	-3.5084	-134.14	-4.47562	-132.131
17.0057	-3.49211	-135.576	-4.45845	-133.646
17.2057	-3.47313	-136.777	-4.44068	-135.154
17.4057	-3.45305	-138.001	-4.42232	-136.654
17.6056	-3.4828	-139.348	-4.40338	-138.147
17.8056	-3.44306	-140.698	-4.38387	-139.633
18.0055	-3.44872	-141.958	-4.36381	-141.11
18.2054	-3.42848	-143.103	-4.34321	-142.579
18.4054	-3.42792	-144.543	-4.32209	-144.039
18.6054	-3.40756	-145.729	-4.30046	-145.491
18.8053	-3.37702	-147.004	-4.27834	-146.935
19.0053	-3.3955	-148.196	-4.25574	-148.369
19.2052	-3.35917	-149.454	-4.23269	-149.794
19.4051	-3.35997	-150.873	-4.20919	-151.211
19.6051	-3.33584	-151.811	-4.18528	-152.617
19.8051	-3.32465	-153.392	-4.16096	-154.015
20.005	-3.31278	-154.2	-4.13625	-155.402
20.205	-3.31341	-155.785	-4.11117	-156.78
20.4049	-3.30036	-156.748	-4.08575	-158.149
20.6048	-3.287	-158.078	-4.05999	-159.507
20.8048	-3.27517	-159.228	-4.03392	-160.855
21.0048	-3.29718	-160.43	-4.00755	-162.193
21.2047	-3.2564	-161.899	-3.98091	-163.521
21.4047	-3.26526	-162.96	-3.954	-164.839
21.6046	-3.19212	-163.98	-3.92686	-166.146
21.8045	-3.28921	-165.35	-3.89949	-167.443
22.0045	-3.19376	-166.587	-3.87191	-168.73
22.2045	-3.25626	-167.872	-3.84415	-170.006
22.4044	-3.18135	-168.732	-3.81622	-171.271
22.6044	-3.2394	-170.35	-3.78812	-172.526
22.8043	-3.1896	-170.992	-3.7599	-173.771
23.0042	-3.16237	-172.488	-3.73154	-175.005
23.2042	-3.1804	-173.55	-3.70309	-176.228
23.4042	-3.13819	-174.589	-3.67454	-177.441
23.6041	-3.1732	-175.839	-3.64591	-178.643
23.8041	-3.14038	-176.812	-3.61722	-179.835
24.004	-3.14671	-178.146	-3.58849	178.984
24.2039	-3.14063	-179.089	-3.55972	177.814
24.4039	-3.12261	179.631	-3.53093	176.654
24.6039	-3.13206	178.429	-3.50213	175.504
24.8038	-3.07168	177.47	-3.47334	174.365
25.0038	-3.11701	176.298	-3.44457	173.237
25.2037	-3.10225	175.321	-3.41583	172.119
25.4036	-3.10123	173.735	-3.38712	171.011
25.6036	-3.09327	173.093	-3.35847	169.913
25.8036	-3.04059	171.533	-3.32988	168.826
26.0035	-3.08217	171.05	-3.30137	167.749
26.2035	-3.04194	169.423	-3.27293	166.682
26.4034	-3.07202	168.513	-3.24459	165.625
26.6033	-3.01848	167.323	-3.21634	164.579
26.8033	-3.05331	166.322	-3.1882	163.542
27.0033	-3.02557	165.615	-3.16018	162.515
27.2032	-3.03862	163.986	-3.13229	161.498
27.4032	-3.01183	163.266	-3.10452	160.49
27.6031	-2.98814	162.368	-3.07689	159.493
27.803	-3.03699	161.221	-3.04941	158.505
28.003	-3.00701	160.454	-3.02208	157.526
28.203	-3.00925	158.905	-2.9949	156.558
28.4029	-2.99645	158.446	-2.96789	155.598
28.6029	-2.97826	156.775	-2.94104	154.648
28.8028	-3.02851	155.901	-2.91436	153.707
29.0027	-2.90137	154.75	-2.88786	152.775
29.2027	-3.05702	153.774	-2.86154	151.852
29.4027	-2.91834	152.979	-2.83541	150.938
29.6026	-3.06314	151.446	-2.80946	150.034
29.8026	-2.95323	150.806	-2.78371	149.138
30.0025	-2.97115	149.364	-2.75815	148.25
30.2024	-2.91066	149.206	-2.73278	147.372
30.4024	-2.95017	148.212	-2.70762	146.502
30.6024	-2.99334	146.406	-2.68266	145.64
30.8023	-2.86938	146.291	-2.6579	144.787
31.0023	-2.87269	145.081	-2.63335	143.943
31.2022	-2.95328	145.771	-2.60901	143.106
31.4021	-2.99418	142.637	-2.58488	142.278
31.6021	-3.00693	142.789	-2.56095	141.457
31.8021	-2.81065	140.852	-2.53724	140.645
32.002	-2.99673	141.817	-2.51375	139.841
32.2019	-2.95663	138.944	-2.49046	139.044
32.4019	-2.92545	138.436	-2.46739	138.255
32.6018	-2.92428	137.7	-2.44454	137.474
32.8018	-2.9191	136.374	-2.4219	136.701
33.0018	-3.02254	135.635	-2.39947	135.935
33.2017	-2.81258	134.169	-2.37726	135.176
33.4016	-2.98634	133.566	-2.35527	134.424
33.6016	-2.78078	132.936	-2.33349	133.68
33.8015	-2.99069	131.549	-2.31192	132.943
34.0015	-2.77237	131.622	-2.29057	132.214
34.2015	-2.84022	129.295	-2.26944	131.491
34.4014	-2.71846	130.234	-2.24851	130.775
34.6013	-2.80437	128.775	-2.2278	130.066
34.8013	-2.94881	127.979	-2.2073	129.363
35.0012	-2.69843	126.5	-2.18701	128.668
35.2012	-2.78875	125.452	-2.16693	127.979
35.4012	-2.51971	127.077	-2.14706	127.296
35.6011	-2.98497	124.541	-2.1274	126.62
35.801	-2.71175	124.06	-2.10794	125.95
36.001	-2.76089	121.147	-2.08869	125.287
36.2009	-2.73825	121.729	-2.06964	124.63
36.4009	-2.70402	120.005	-2.05079	123.979
36.6009	-2.86251	119.038	-2.03215	123.334
36.8008	-2.68119	117.911	-2.0137	122.695
37.0007	-2.77708	116.71	-1.99545	122.063
37.2007	-2.68347	116.538	-1.9774	121.436
37.4006	-2.68141	115.1	-1.95955	120.814
37.6006	-2.83017	114.649	-1.94189	120.199
37.8006	-2.56617	113.342	-1.92442	119.589
38.0005	-2.73964	112.673	-1.90714	118.985
38.2004	-2.55741	112.317	-1.89005	118.387
38.4004	-2.64682	111.009	-1.87315	117.794
38.6003	-2.62475	111.56	-1.85643	117.206
38.8003	-2.56658	108.596	-1.8399	116.624
39.0003	-2.66001	109.976	-1.82354	116.047
39.2002	-2.57055	106.223	-1.80737	115.475
39.4001	-2.65602	106.996	-1.79138	114.908
39.6001	-2.62052	105.103	-1.77556	114.347
39.8	-2.65872	104.695	-1.75992	113.79
40	-2.66607	103.7	-1.74445	113.239
