Freq_GHz	Model_dBm_5mA	Model_Norm_dB
0.93811	-3.98681	-0.00732582
0.948087	-3.98697	-0.00748432
0.958065	-3.98713	-0.0076445
0.968042	-3.98729	-0.00780636
0.97802	-3.98745	-0.0079699
0.987997	-3.98762	-0.00813511
0.997974	-3.98779	-0.00830201
1.00795	-3.98795	-0.00847058
1.01793	-3.98813	-0.00864083
1.02791	-3.9883	-0.00881277
1.03788	-3.98847	-0.00898638
1.04786	-3.98865	-0.00916167
1.05784	-3.98882	-0.00933864
1.06782	-3.989	-0.00951729
1.07779	-3.98918	-0.00969761
1.08777	-3.98936	-0.00987962
1.09775	-3.98955	-0.0100633
1.10773	-3.98973	-0.0102487
1.1177	-3.98992	-0.0104357
1.12768	-3.99011	-0.0106244
1.13766	-3.9903	-0.0108149
1.14764	-3.99049	-0.0110069
1.15761	-3.99068	-0.0112007
1.16759	-3.99088	-0.0113961
1.17757	-3.99108	-0.0115933
1.18755	-3.99128	-0.0117921
1.19752	-3.99148	-0.0119926
1.2075	-3.99168	-0.0121947
1.21748	-3.99188	-0.0123986
1.22746	-3.99209	-0.0126041
1.23743	-3.9923	-0.0128113
1.24741	-3.9925	-0.0130202
1.25739	-3.99272	-0.0132308
1.26737	-3.99293	-0.013443
1.27734	-3.99314	-0.0136569
1.28732	-3.99336	-0.0138725
1.2973	-3.99357	-0.0140898
1.30728	-3.99379	-0.0143088
1.31725	-3.99401	-0.0145295
1.32723	-3.99424	-0.0147518
1.33721	-3.99446	-0.0149758
1.34719	-3.99469	-0.0152015
1.35716	-3.99491	-0.0154289
1.36714	-3.99514	-0.0156579
1.37712	-3.99537	-0.0158887
1.3871	-3.99561	-0.0161211
1.39707	-3.99584	-0.0163552
1.40705	-3.99608	-0.016591
1.41703	-3.99631	-0.0168284
1.42701	-3.99655	-0.0170676
1.43698	-3.99679	-0.0173084
1.44696	-3.99704	-0.0175509
1.45694	-3.99728	-0.0177951
1.46692	-3.99753	-0.018041
1.47689	-3.99777	-0.0182886
1.48687	-3.99802	-0.0185378
1.49685	-3.99827	-0.0187887
1.50683	-3.99853	-0.0190413
1.5168	-3.99878	-0.0192956
1.52678	-3.99904	-0.0195516
1.53676	-3.99929	-0.0198092
1.54674	-3.99955	-0.0200686
1.55671	-3.99981	-0.0203296
1.56669	-4.00008	-0.0205923
1.57667	-4.00034	-0.0208567
1.58665	-4.00061	-0.0211228
1.59662	-4.00087	-0.0213905
1.6066	-4.00114	-0.0216599
1.61658	-4.00142	-0.0219311
1.62656	-4.00169	-0.0222039
1.63653	-4.00196	-0.0224784
1.64651	-4.00224	-0.0227545
1.65649	-4.00252	-0.0230324
1.66647	-4.0028	-0.0233119
1.67644	-4.00308	-0.0235931
1.68642	-4.00336	-0.023876
1.6964	-4.00364	-0.0241606
1.70638	-4.00393	-0.0244469
1.71635	-4.00422	-0.0247349
1.72633	-4.00451	-0.0250245
1.73631	-4.0048	-0.0253158
1.74629	-4.00509	-0.0256088
1.75626	-4.00539	-0.0259035
1.76624	-4.00568	-0.0261999
1.77622	-4.00598	-0.026498
1.7862	-4.00628	-0.0267977
1.79617	-4.00658	-0.0270992
1.80615	-4.00689	-0.0274023
1.81613	-4.00719	-0.0277071
1.82611	-4.0075	-0.0280136
1.83608	-4.00781	-0.0283218
1.84606	-4.00812	-0.0286317
1.85604	-4.00843	-0.0289432
1.86602	-4.00874	-0.0292564
1.87599	-4.00906	-0.0295714
1.88597	-4.00937	-0.029888
1.89595	-4.00969	-0.0302063
1.90593	-4.01001	-0.0305263
1.9159	-4.01033	-0.0308479
1.92588	-4.01066	-0.0311713
1.93586	-4.01098	-0.0314963
1.94584	-4.01131	-0.031823
1.95581	-4.01164	-0.0321515
1.96579	-4.01197	-0.0324816
1.97577	-4.0123	-0.0328134
1.98575	-4.01263	-0.0331468
1.99572	-4.01297	-0.033482
2.0057	-4.0133	-0.0338188
2.01568	-4.01364	-0.0341574
2.02566	-4.01398	-0.0344976
2.03563	-4.01432	-0.0348395
2.04561	-4.01467	-0.0351831
2.05559	-4.01501	-0.0355284
2.06557	-4.01536	-0.0358754
2.07554	-4.01571	-0.0362241
2.08552	-4.01606	-0.0365744
2.0955	-4.01641	-0.0369265
2.10548	-4.01676	-0.0372802
2.11545	-4.01712	-0.0376356
2.12543	-4.01748	-0.0379927
2.13541	-4.01784	-0.0383515
2.14539	-4.0182	-0.038712
2.15536	-4.01856	-0.0390742
2.16534	-4.01892	-0.039438
2.17532	-4.01929	-0.0398036
2.1853	-4.01966	-0.0401708
2.19527	-4.02002	-0.0405398
2.20525	-4.02039	-0.0409104
2.21523	-4.02077	-0.0412827
2.22521	-4.02114	-0.0416567
2.23518	-4.02152	-0.0420324
2.24516	-4.02189	-0.0424098
2.25514	-4.02227	-0.0427889
2.26512	-4.02265	-0.0431696
2.27509	-4.02304	-0.0435521
2.28507	-4.02342	-0.0439362
2.29505	-4.02381	-0.0443221
2.30503	-4.02419	-0.0447096
2.315	-4.02458	-0.0450988
2.32498	-4.02497	-0.0454897
2.33496	-4.02537	-0.0458823
2.34494	-4.02576	-0.0462766
2.35491	-4.02616	-0.0466726
2.36489	-4.02655	-0.0470703
2.37487	-4.02695	-0.0474697
2.38485	-4.02736	-0.0478707
2.39482	-4.02776	-0.0482735
2.4048	-4.02816	-0.0486779
2.41478	-4.02857	-0.0490841
2.42476	-4.02898	-0.0494919
2.43473	-4.02939	-0.0499014
2.44471	-4.0298	-0.0503126
2.45469	-4.03021	-0.0507256
2.46467	-4.03062	-0.0511402
2.47464	-4.03104	-0.0515565
2.48462	-4.03146	-0.0519744
2.4946	-4.03188	-0.0523941
2.50458	-4.0323	-0.0528155
2.51455	-4.03272	-0.0532386
2.52453	-4.03315	-0.0536633
2.53451	-4.03357	-0.0540898
2.54449	-4.034	-0.0545179
2.55446	-4.03443	-0.0549478
2.56444	-4.03486	-0.0553793
2.57442	-4.0353	-0.0558126
2.5844	-4.03573	-0.0562475
2.59437	-4.03617	-0.0566841
2.60435	-4.03661	-0.0571224
2.61433	-4.03705	-0.0575625
2.62431	-4.03749	-0.0580042
2.63428	-4.03793	-0.0584476
2.64426	-4.03838	-0.0588927
2.65424	-4.03882	-0.0593395
2.66422	-4.03927	-0.059788
2.67419	-4.03972	-0.0602382
2.68417	-4.04017	-0.06069
2.69415	-4.04063	-0.0611436
2.70413	-4.04108	-0.0615989
2.7141	-4.04154	-0.0620559
2.72408	-4.042	-0.0625146
2.73406	-4.04246	-0.0629749
2.74404	-4.04292	-0.063437
2.75401	-4.04339	-0.0639008
2.76399	-4.04385	-0.0643662
2.77397	-4.04432	-0.0648334
2.78395	-4.04479	-0.0653022
2.79392	-4.04526	-0.0657728
2.8039	-4.04573	-0.066245
2.81388	-4.0462	-0.066719
2.82386	-4.04668	-0.0671946
2.83383	-4.04716	-0.067672
2.84381	-4.04764	-0.068151
2.85379	-4.04812	-0.0686318
2.86377	-4.0486	-0.0691142
2.87374	-4.04908	-0.0695983
2.88372	-4.04957	-0.0700842
2.8937	-4.05006	-0.0705717
2.90368	-4.05055	-0.071061
2.91365	-4.05104	-0.0715519
2.92363	-4.05153	-0.0720445
2.93361	-4.05202	-0.0725389
2.94359	-4.05252	-0.0730349
2.95356	-4.05302	-0.0735326
2.96354	-4.05352	-0.0740321
2.97352	-4.05402	-0.0745332
2.9835	-4.05452	-0.0750361
2.99347	-4.05502	-0.0755406
3.00345	-4.05553	-0.0760468
3.01343	-4.05604	-0.0765548
3.02341	-4.05655	-0.0770644
3.03338	-4.05706	-0.0775758
3.04336	-4.05757	-0.0780888
3.05334	-4.05809	-0.0786036
3.06332	-4.0586	-0.07912
3.07329	-4.05912	-0.0796382
3.08327	-4.05964	-0.080158
3.09325	-4.06016	-0.0806796
3.10323	-4.06069	-0.0812028
3.1132	-4.06121	-0.0817278
3.12318	-4.06174	-0.0822545
3.13316	-4.06227	-0.0827828
3.14314	-4.0628	-0.0833129
3.15311	-4.06333	-0.0838447
3.16309	-4.06386	-0.0843781
3.17307	-4.0644	-0.0849133
3.18305	-4.06493	-0.0854502
3.19302	-4.06547	-0.0859888
3.203	-4.06601	-0.0865291
3.21298	-4.06656	-0.0870711
3.22296	-4.0671	-0.0876148
3.23293	-4.06764	-0.0881602
3.24291	-4.06819	-0.0887073
3.25289	-4.06874	-0.0892561
3.26287	-4.06929	-0.0898067
3.27284	-4.06984	-0.0903589
3.28282	-4.0704	-0.0909128
3.2928	-4.07095	-0.0914685
3.30278	-4.07151	-0.0920258
3.31275	-4.07207	-0.0925848
3.32273	-4.07263	-0.0931456
3.33271	-4.07319	-0.0937081
3.34269	-4.07376	-0.0942722
3.35266	-4.07432	-0.0948381
3.36264	-4.07489	-0.0954057
3.37262	-4.07546	-0.095975
3.3826	-4.07603	-0.096546
3.39257	-4.0766	-0.0971187
3.40255	-4.07718	-0.0976931
3.41253	-4.07775	-0.0982692
3.42251	-4.07833	-0.098847
3.43248	-4.07891	-0.0994266
3.44246	-4.07949	-0.100008
3.45244	-4.08008	-0.100591
3.46242	-4.08066	-0.101175
3.47239	-4.08125	-0.101762
3.48237	-4.08183	-0.10235
3.49235	-4.08242	-0.10294
3.50233	-4.08302	-0.103531
3.5123	-4.08361	-0.104124
3.52228	-4.0842	-0.104719
3.53226	-4.0848	-0.105316
3.54224	-4.0854	-0.105914
3.55221	-4.086	-0.106514
3.56219	-4.0866	-0.107116
3.57217	-4.0872	-0.10772
3.58215	-4.08781	-0.108325
3.59212	-4.08842	-0.108932
3.6021	-4.08902	-0.10954
3.61208	-4.08963	-0.110151
3.62206	-4.09025	-0.110763
3.63203	-4.09086	-0.111376
3.64201	-4.09148	-0.111992
3.65199	-4.09209	-0.112609
3.66197	-4.09271	-0.113228
3.67194	-4.09333	-0.113848
3.68192	-4.09395	-0.114471
3.6919	-4.09458	-0.115095
3.70188	-4.0952	-0.11572
3.71185	-4.09583	-0.116348
3.72183	-4.09646	-0.116977
3.73181	-4.09709	-0.117608
3.74179	-4.09772	-0.11824
3.75176	-4.09836	-0.118875
3.76174	-4.09899	-0.119511
3.77172	-4.09963	-0.120148
3.7817	-4.10027	-0.120788
3.79167	-4.10091	-0.121429
3.80165	-4.10156	-0.122072
3.81163	-4.1022	-0.122716
3.82161	-4.10285	-0.123363
3.83158	-4.10349	-0.124011
3.84156	-4.10414	-0.12466
3.85154	-4.1048	-0.125312
3.86152	-4.10545	-0.125965
3.87149	-4.1061	-0.12662
3.88147	-4.10676	-0.127276
3.89145	-4.10742	-0.127935
3.90143	-4.10808	-0.128595
3.9114	-4.10874	-0.129256
3.92138	-4.1094	-0.12992
3.93136	-4.11007	-0.130585
3.94134	-4.11074	-0.131252
3.95131	-4.1114	-0.131921
3.96129	-4.11208	-0.132591
3.97127	-4.11275	-0.133263
3.98125	-4.11342	-0.133937
3.99122	-4.1141	-0.134612
4.0012	-4.11477	-0.135289
4.01118	-4.11545	-0.135968
4.02116	-4.11613	-0.136649
4.03113	-4.11682	-0.137331
4.04111	-4.1175	-0.138015
4.05109	-4.11819	-0.138701
4.06107	-4.11887	-0.139389
4.07104	-4.11956	-0.140078
4.08102	-4.12025	-0.140769
4.091	-4.12095	-0.141461
4.10098	-4.12164	-0.142156
4.11095	-4.12234	-0.142852
4.12093	-4.12303	-0.14355
4.13091	-4.12373	-0.144249
4.14089	-4.12443	-0.144951
4.15086	-4.12514	-0.145654
4.16084	-4.12584	-0.146358
4.17082	-4.12655	-0.147065
4.1808	-4.12726	-0.147773
4.19077	-4.12797	-0.148483
4.20075	-4.12868	-0.149194
4.21073	-4.12939	-0.149908
4.22071	-4.13011	-0.150623
4.23068	-4.13082	-0.151339
4.24066	-4.13154	-0.152058
4.25064	-4.13226	-0.152778
4.26062	-4.13298	-0.1535
4.27059	-4.13371	-0.154224
4.28057	-4.13443	-0.154949
4.29055	-4.13516	-0.155676
4.30053	-4.13589	-0.156405
4.3105	-4.13662	-0.157136
4.32048	-4.13735	-0.157868
4.33046	-4.13809	-0.158602
4.34044	-4.13882	-0.159338
4.35041	-4.13956	-0.160075
4.36039	-4.1403	-0.160814
4.37037	-4.14104	-0.161555
4.38035	-4.14178	-0.162298
4.39032	-4.14253	-0.163042
4.4003	-4.14327	-0.163788
4.41028	-4.14402	-0.164536
4.42026	-4.14477	-0.165286
4.43023	-4.14552	-0.166037
4.44021	-4.14627	-0.16679
4.45019	-4.14703	-0.167545
4.46017	-4.14779	-0.168301
4.47014	-4.14854	-0.169059
4.48012	-4.1493	-0.169819
4.4901	-4.15007	-0.170581
4.50008	-4.15083	-0.171344
4.51005	-4.15159	-0.172109
4.52003	-4.15236	-0.172876
4.53001	-4.15313	-0.173645
4.53998	-4.1539	-0.174415
4.54996	-4.15467	-0.175187
4.55994	-4.15544	-0.175961
4.56992	-4.15622	-0.176736
4.57989	-4.157	-0.177513
4.58987	-4.15778	-0.178292
4.59985	-4.15856	-0.179073
4.60983	-4.15934	-0.179855
4.6198	-4.16012	-0.180639
4.62978	-4.16091	-0.181425
4.63976	-4.1617	-0.182213
4.64974	-4.16249	-0.183002
4.65971	-4.16328	-0.183793
4.66969	-4.16407	-0.184586
4.67967	-4.16486	-0.18538
4.68965	-4.16566	-0.186177
4.69962	-4.16646	-0.186975
4.7096	-4.16726	-0.187774
4.71958	-4.16806	-0.188576
4.72956	-4.16886	-0.189379
4.73953	-4.16967	-0.190184
4.74951	-4.17047	-0.190991
4.75949	-4.17128	-0.191799
4.76947	-4.17209	-0.192609
4.77944	-4.17291	-0.193421
4.78942	-4.17372	-0.194234
4.7994	-4.17453	-0.19505
4.80938	-4.17535	-0.195867
4.81935	-4.17617	-0.196685
4.82933	-4.17699	-0.197506
4.83931	-4.17781	-0.198328
4.84929	-4.17864	-0.199152
4.85926	-4.17946	-0.199978
4.86924	-4.18029	-0.200805
4.87922	-4.18112	-0.201635
4.8892	-4.18195	-0.202465
4.89917	-4.18278	-0.203298
4.90915	-4.18362	-0.204133
4.91913	-4.18445	-0.204969
4.92911	-4.18529	-0.205807
4.93908	-4.18613	-0.206646
4.94906	-4.18697	-0.207487
4.95904	-4.18781	-0.208331
4.96902	-4.18866	-0.209175
4.97899	-4.18951	-0.210022
4.98897	-4.19035	-0.21087
4.99895	-4.1912	-0.21172
5.00893	-4.19206	-0.212572
5.0189	-4.19291	-0.213426
5.02888	-4.19377	-0.214281
5.03886	-4.19462	-0.215138
5.04884	-4.19548	-0.215997
5.05881	-4.19634	-0.216857
5.06879	-4.1972	-0.217719
5.07877	-4.19807	-0.218583
5.08875	-4.19893	-0.219449
5.09872	-4.1998	-0.220316
5.1087	-4.20067	-0.221185
5.11868	-4.20154	-0.222056
5.12866	-4.20241	-0.222929
5.13863	-4.20329	-0.223803
5.14861	-4.20416	-0.22468
5.15859	-4.20504	-0.225557
5.16857	-4.20592	-0.226437
5.17854	-4.2068	-0.227318
5.18852	-4.20769	-0.228201
5.1985	-4.20857	-0.229086
5.20848	-4.20946	-0.229973
5.21845	-4.21035	-0.230861
5.22843	-4.21124	-0.231751
5.23841	-4.21213	-0.232643
5.24839	-4.21302	-0.233537
5.25836	-4.21392	-0.234432
5.26834	-4.21481	-0.235329
5.27832	-4.21571	-0.236228
5.2883	-4.21661	-0.237128
5.29827	-4.21751	-0.238031
5.30825	-4.21842	-0.238935
5.31823	-4.21932	-0.23984
5.32821	-4.22023	-0.240748
5.33818	-4.22114	-0.241657
5.34816	-4.22205	-0.242568
5.35814	-4.22297	-0.243481
5.36812	-4.22388	-0.244396
5.37809	-4.2248	-0.245312
5.38807	-4.22571	-0.24623
5.39805	-4.22663	-0.24715
5.40803	-4.22756	-0.248071
5.418	-4.22848	-0.248994
5.42798	-4.2294	-0.249919
5.43796	-4.23033	-0.250846
5.44794	-4.23126	-0.251774
5.45791	-4.23219	-0.252705
5.46789	-4.23312	-0.253637
5.47787	-4.23405	-0.25457
5.48785	-4.23499	-0.255506
5.49782	-4.23593	-0.256443
5.5078	-4.23687	-0.257382
5.51778	-4.23781	-0.258323
5.52776	-4.23875	-0.259265
5.53773	-4.23969	-0.260209
5.54771	-4.24064	-0.261155
5.55769	-4.24159	-0.262103
5.56767	-4.24254	-0.263053
5.57764	-4.24349	-0.264004
5.58762	-4.24444	-0.264957
5.5976	-4.2454	-0.265912
5.60758	-4.24635	-0.266868
5.61755	-4.24731	-0.267826
5.62753	-4.24827	-0.268786
5.63751	-4.24923	-0.269748
5.64749	-4.2502	-0.270711
5.65746	-4.25116	-0.271677
5.66744	-4.25213	-0.272644
5.67742	-4.2531	-0.273612
5.6874	-4.25407	-0.274583
5.69737	-4.25504	-0.275555
5.70735	-4.25601	-0.276529
5.71733	-4.25699	-0.277505
5.72731	-4.25797	-0.278482
5.73728	-4.25895	-0.279462
5.74726	-4.25993	-0.280443
5.75724	-4.26091	-0.281425
5.76722	-4.26189	-0.28241
5.77719	-4.26288	-0.283396
5.78717	-4.26387	-0.284384
5.79715	-4.26486	-0.285374
5.80713	-4.26585	-0.286366
5.8171	-4.26684	-0.287359
5.82708	-4.26784	-0.288354
5.83706	-4.26884	-0.289351
5.84704	-4.26983	-0.290349
5.85701	-4.27083	-0.29135
5.86699	-4.27184	-0.292352
5.87697	-4.27284	-0.293356
5.88695	-4.27385	-0.294361
5.89692	-4.27485	-0.295369
5.9069	-4.27586	-0.296378
5.91688	-4.27687	-0.297389
5.92686	-4.27789	-0.298401
5.93683	-4.2789	-0.299416
5.94681	-4.27992	-0.300432
5.95679	-4.28093	-0.30145
5.96677	-4.28195	-0.302469
5.97674	-4.28297	-0.303491
5.98672	-4.284	-0.304514
5.9967	-4.28502	-0.305539
6.00668	-4.28605	-0.306566
6.01665	-4.28708	-0.307594
6.02663	-4.28811	-0.308624
6.03661	-4.28914	-0.309656
6.04659	-4.29017	-0.31069
6.05656	-4.29121	-0.311725
6.06654	-4.29225	-0.312763
6.07652	-4.29329	-0.313802
6.0865	-4.29433	-0.314842
6.09647	-4.29537	-0.315885
6.10645	-4.29641	-0.316929
6.11643	-4.29746	-0.317975
6.12641	-4.29851	-0.319023
6.13638	-4.29956	-0.320073
6.14636	-4.30061	-0.321124
6.15634	-4.30166	-0.322177
6.16632	-4.30272	-0.323232
6.17629	-4.30377	-0.324289
6.18627	-4.30483	-0.325347
6.19625	-4.30589	-0.326407
6.20623	-4.30695	-0.327469
6.2162	-4.30802	-0.328533
6.22618	-4.30908	-0.329598
6.23616	-4.31015	-0.330666
6.24614	-4.31122	-0.331735
6.25611	-4.31229	-0.332805
6.26609	-4.31336	-0.333878
6.27607	-4.31444	-0.334952
6.28605	-4.31551	-0.336028
6.29602	-4.31659	-0.337106
6.306	-4.31767	-0.338186
6.31598	-4.31875	-0.339267
6.32596	-4.31983	-0.34035
6.33593	-4.32092	-0.341435
6.34591	-4.32201	-0.342522
6.35589	-4.32309	-0.34361
6.36587	-4.32418	-0.3447
6.37584	-4.32528	-0.345792
6.38582	-4.32637	-0.346886
6.3958	-4.32747	-0.347981
6.40578	-4.32856	-0.349079
6.41575	-4.32966	-0.350178
6.42573	-4.33076	-0.351279
6.43571	-4.33187	-0.352381
6.44569	-4.33297	-0.353485
6.45566	-4.33408	-0.354592
6.46564	-4.33518	-0.355699
6.47562	-4.33629	-0.356809
6.4856	-4.3374	-0.35792
6.49557	-4.33852	-0.359034
6.50555	-4.33963	-0.360149
6.51553	-4.34075	-0.361265
6.52551	-4.34187	-0.362384
6.53548	-4.34299	-0.363504
6.54546	-4.34411	-0.364626
6.55544	-4.34523	-0.36575
6.56542	-4.34636	-0.366875
6.57539	-4.34749	-0.368003
6.58537	-4.34862	-0.369132
6.59535	-4.34975	-0.370263
6.60533	-4.35088	-0.371395
6.6153	-4.35201	-0.37253
6.62528	-4.35315	-0.373666
6.63526	-4.35429	-0.374804
6.64524	-4.35543	-0.375944
6.65521	-4.35657	-0.377085
6.66519	-4.35771	-0.378228
6.67517	-4.35886	-0.379373
6.68515	-4.36	-0.38052
6.69512	-4.36115	-0.381669
6.7051	-4.3623	-0.382819
6.71508	-4.36346	-0.383971
6.72506	-4.36461	-0.385125
6.73503	-4.36577	-0.386281
6.74501	-4.36692	-0.387439
6.75499	-4.36808	-0.388598
6.76497	-4.36924	-0.389759
6.77494	-4.37041	-0.390922
6.78492	-4.37157	-0.392086
6.7949	-4.37274	-0.393253
6.80488	-4.3739	-0.394421
6.81485	-4.37507	-0.395591
6.82483	-4.37625	-0.396762
6.83481	-4.37742	-0.397936
6.84479	-4.3786	-0.399111
6.85476	-4.37977	-0.400288
6.86474	-4.38095	-0.401467
6.87472	-4.38213	-0.402647
6.8847	-4.38331	-0.40383
6.89467	-4.3845	-0.405014
6.90465	-4.38568	-0.4062
6.91463	-4.38687	-0.407387
6.92461	-4.38806	-0.408577
6.93458	-4.38925	-0.409768
6.94456	-4.39045	-0.410961
6.95454	-4.39164	-0.412156
6.96452	-4.39284	-0.413352
6.97449	-4.39404	-0.414551
6.98447	-4.39524	-0.415751
6.99445	-4.39644	-0.416953
7.00443	-4.39764	-0.418156
7.0144	-4.39885	-0.419362
7.02438	-4.40005	-0.420569
7.03436	-4.40126	-0.421778
7.04434	-4.40247	-0.422989
7.05431	-4.40369	-0.424202
7.06429	-4.4049	-0.425416
7.07427	-4.40612	-0.426632
7.08425	-4.40733	-0.42785
7.09422	-4.40855	-0.42907
7.1042	-4.40978	-0.430291
7.11418	-4.411	-0.431515
7.12416	-4.41222	-0.43274
7.13413	-4.41345	-0.433966
7.14411	-4.41468	-0.435195
7.15409	-4.41591	-0.436425
7.16407	-4.41714	-0.437658
7.17404	-4.41838	-0.438892
7.18402	-4.41961	-0.440127
7.194	-4.42085	-0.441365
7.20398	-4.42209	-0.442604
7.21395	-4.42333	-0.443845
7.22393	-4.42457	-0.445088
7.23391	-4.42582	-0.446333
7.24389	-4.42706	-0.447579
7.25386	-4.42831	-0.448827
7.26384	-4.42956	-0.450077
7.27382	-4.43081	-0.451329
7.2838	-4.43207	-0.452583
7.29377	-4.43332	-0.453838
7.30375	-4.43458	-0.455095
7.31373	-4.43584	-0.456354
7.32371	-4.4371	-0.457615
7.33368	-4.43836	-0.458878
7.34366	-4.43963	-0.460142
7.35364	-4.44089	-0.461408
7.36362	-4.44216	-0.462676
7.37359	-4.44343	-0.463945
7.38357	-4.4447	-0.465217
7.39355	-4.44597	-0.46649
7.40353	-4.44725	-0.467765
7.4135	-4.44853	-0.469042
7.42348	-4.4498	-0.470321
7.43346	-4.45109	-0.471601
7.44344	-4.45237	-0.472883
7.45341	-4.45365	-0.474167
7.46339	-4.45494	-0.475453
7.47337	-4.45622	-0.47674
7.48335	-4.45751	-0.47803
7.49332	-4.4588	-0.479321
7.5033	-4.4601	-0.480614
7.51328	-4.46139	-0.481908
7.52326	-4.46269	-0.483205
7.53323	-4.46399	-0.484503
7.54321	-4.46529	-0.485803
7.55319	-4.46659	-0.487105
7.56317	-4.46789	-0.488409
7.57314	-4.4692	-0.489714
7.58312	-4.47051	-0.491021
7.5931	-4.47181	-0.49233
7.60308	-4.47313	-0.493641
7.61305	-4.47444	-0.494954
7.62303	-4.47575	-0.496268
7.63301	-4.47707	-0.497584
7.64299	-4.47839	-0.498902
7.65296	-4.47971	-0.500222
7.66294	-4.48103	-0.501543
7.67292	-4.48235	-0.502867
7.6829	-4.48368	-0.504192
7.69287	-4.485	-0.505519
7.70285	-4.48633	-0.506847
7.71283	-4.48766	-0.508178
7.72281	-4.48899	-0.50951
7.73278	-4.49033	-0.510844
7.74276	-4.49166	-0.51218
7.75274	-4.493	-0.513518
7.76272	-4.49434	-0.514857
7.77269	-4.49568	-0.516198
7.78267	-4.49703	-0.517541
7.79265	-4.49837	-0.518886
7.80263	-4.49972	-0.520233
7.8126	-4.50107	-0.521581
7.82258	-4.50242	-0.522931
7.83256	-4.50377	-0.524283
7.84254	-4.50512	-0.525637
7.85251	-4.50648	-0.526993
7.86249	-4.50783	-0.52835
7.87247	-4.50919	-0.529709
7.88245	-4.51055	-0.53107
7.89242	-4.51192	-0.532433
7.9024	-4.51328	-0.533798
7.91238	-4.51465	-0.535164
7.92236	-4.51602	-0.536532
7.93233	-4.51739	-0.537902
7.94231	-4.51876	-0.539274
7.95229	-4.52013	-0.540648
7.96227	-4.52151	-0.542023
7.97224	-4.52288	-0.5434
7.98222	-4.52426	-0.544779
7.9922	-4.52564	-0.54616
8.00218	-4.52703	-0.547542
8.01215	-4.52841	-0.548926
8.02213	-4.5298	-0.550313
8.03211	-4.53118	-0.551701
8.04209	-4.53257	-0.55309
8.05206	-4.53397	-0.554482
8.06204	-4.53536	-0.555875
8.07202	-4.53675	-0.55727
8.082	-4.53815	-0.558667
8.09197	-4.53955	-0.560066
