Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg	Re_S11_meas	Im_S11_meas	Re_S11_fit	Im_S11_fit
0.01	-15.539295	-179.04326	-17.306022	-179.96848	-0.16709933	-0.0027905279	-0.13636372	-7.5029293e-05
0.20995	-15.469976	-179.42804	-17.303209	-179.33841	-0.16845331	-0.0016816554	-0.13639881	-0.0015750512
0.4099	-15.428585	-178.69991	-17.295291	-178.70987	-0.16922282	-0.003840469	-0.13649771	-0.003074043
0.60985	-15.430092	-178.2552	-17.28229	-178.08428	-0.16915857	-0.005152895	-0.1366604	-0.0045710234
0.8098	-15.420345	-177.51692	-17.264246	-177.46307	-0.16926797	-0.007340318	-0.13688688	-0.0060650102
1.00975	-15.402754	-177.13231	-17.241213	-176.84762	-0.16955793	-0.0084935751	-0.13717712	-0.0075550199
1.2097	-15.392506	-176.34668	-17.213258	-176.2393	-0.16962555	-0.010830424	-0.13753111	-0.0090400674
1.40965	-15.359499	-175.99046	-17.180461	-175.6394	-0.17020048	-0.011930055	-0.13794881	-0.010519166
1.6096	-15.340988	-175.37827	-17.142918	-175.04919	-0.17042611	-0.013777216	-0.13843019	-0.011991325
1.80955	-15.290567	-174.73279	-17.100732	-174.46987	-0.17125131	-0.01578766	-0.13897521	-0.013455554
2.0095	-15.252077	-174.21005	-17.054019	-173.90258	-0.17186003	-0.01742645	-0.13958383	-0.014910857
2.20945	-15.23738	-173.68317	-17.002907	-173.34838	-0.17198328	-0.019038266	-0.14025601	-0.016356234
2.4094	-15.173024	-173.19965	-16.947527	-172.80828	-0.17309425	-0.020641312	-0.14099167	-0.017790684
2.60935	-15.147102	-172.49237	-16.888023	-172.2832	-0.17334282	-0.022844499	-0.14179076	-0.019213198
2.8093	-15.063987	-172.15776	-16.82454	-171.77398	-0.17487181	-0.024085811	-0.14265321	-0.020622766
3.00925	-15.059678	-171.67488	-16.757233	-171.2814	-0.17474928	-0.025571413	-0.14357894	-0.02201837
3.2092	-14.95195	-171.27003	-16.686257	-170.80614	-0.17674277	-0.027140067	-0.14456788	-0.023398988
3.40915	-14.914118	-170.70114	-16.611771	-170.34882	-0.17723487	-0.029019702	-0.14561993	-0.024763593
3.6091	-14.859105	-170.21194	-16.533938	-169.90997	-0.17810512	-0.030725875	-0.14673499	-0.026111151
3.80905	-14.785477	-169.86879	-16.452919	-169.49005	-0.17943248	-0.032062644	-0.14791295	-0.027440623
4.009	-14.723451	-169.31235	-16.368875	-169.08945	-0.18039627	-0.034045958	-0.14915371	-0.028750961
4.20895	-14.642904	-169.08214	-16.281969	-168.70849	-0.18193738	-0.035094436	-0.15045714	-0.030041113
4.4089	-14.588585	-168.47882	-16.192359	-168.34743	-0.18269673	-0.037240405	-0.1518231	-0.031310018
4.60885	-14.489121	-168.29005	-16.100203	-168.00644	-0.18467574	-0.038277954	-0.15325145	-0.032556607
4.8088	-14.438938	-167.6622	-16.005655	-167.68566	-0.18531277	-0.040532806	-0.15474205	-0.033779807
5.00875	-14.346267	-167.44943	-15.908866	-167.38515	-0.18714706	-0.041662835	-0.15629472	-0.034978532
5.2087	-14.281939	-167.15154	-15.809983	-167.10495	-0.18831745	-0.042952206	-0.15790929	-0.036151692
5.40865	-14.199497	-166.69667	-15.709148	-166.84502	-0.18976314	-0.04486975	-0.15958558	-0.037298188
5.6086	-14.106486	-166.55911	-15.6065	-166.60529	-0.19169666	-0.045813182	-0.16132339	-0.03841691
5.80855	-14.048878	-166.10652	-15.502172	-166.38565	-0.19260197	-0.047640911	-0.1631225	-0.039506743
6.0085	-13.91914	-166.0097	-15.396294	-166.18594	-0.1954184	-0.048688139	-0.1649827	-0.04056656
6.20845	-13.86245	-165.64781	-15.288988	-166.00599	-0.19638454	-0.050248343	-0.16690374	-0.041595228
6.4084	-13.749836	-165.41098	-15.180372	-165.84559	-0.19873517	-0.051725967	-0.16888536	-0.042591604
6.60835	-13.7139	-165.24811	-15.070561	-165.7045	-0.19941064	-0.052507475	-0.17092731	-0.043554534
6.8083	-13.564105	-165.12413	-14.959662	-165.58245	-0.20276339	-0.053859738	-0.17302929	-0.044482859
7.00825	-13.49098	-164.87341	-14.847779	-165.47918	-0.20423799	-0.055209337	-0.175191	-0.045375407
7.2082	-13.401643	-164.56804	-14.735008	-165.39438	-0.20604926	-0.056879097	-0.17741214	-0.046231
7.40815	-13.294899	-164.60251	-14.621444	-165.32773	-0.2086317	-0.057456912	-0.17969235	-0.047048448
7.6081	-13.213957	-164.41553	-14.507175	-165.27893	-0.2103946	-0.05868176	-0.18203129	-0.047826555
7.80805	-13.08071	-164.33224	-14.392284	-165.24764	-0.21356022	-0.059899428	-0.18442857	-0.048564115
8.008	-13.027804	-164.14723	-14.27685	-165.23351	-0.21466927	-0.060958882	-0.18688382	-0.049259912
8.20795	-12.894579	-164.0531	-14.160948	-165.23621	-0.21788528	-0.062259125	-0.1893966	-0.049912724
8.4079	-12.825514	-164.02367	-14.044648	-165.25537	-0.21959242	-0.062868948	-0.19196649	-0.050521318
8.60785	-12.6978	-163.87552	-13.928017	-165.29065	-0.22267936	-0.064376176	-0.19459302	-0.051084454
8.8078	-12.609131	-163.97458	-13.811118	-165.3417	-0.22507631	-0.064647676	-0.19727572	-0.051600885
9.00775	-12.500487	-163.65016	-13.694008	-165.40816	-0.22753496	-0.066750785	-0.20001406	-0.052069356
9.2077	-12.413167	-163.85881	-13.576745	-165.48967	-0.23007794	-0.066587806	-0.20280753	-0.052488602
9.40765	-12.298855	-163.89325	-13.459379	-165.58589	-0.23316644	-0.067329795	-0.20565557	-0.052857356
9.6076	-12.197523	-163.80785	-13.34196	-165.69647	-0.23580076	-0.068471422	-0.20855759	-0.053174341
9.80755	-12.09422	-164.0506	-13.224534	-165.82107	-0.23891336	-0.068279019	-0.21151297	-0.053438274
10.0075	-12.005043	-163.77631	-13.107143	-165.95933	-0.24104588	-0.070138392	-0.21452109	-0.053647868
10.20745	-11.8976	-164.28723	-12.989828	-166.11094	-0.24466961	-0.068832369	-0.21758127	-0.053801831
10.4074	-11.79841	-164.02486	-12.872627	-166.27556	-0.24715826	-0.070755448	-0.22069281	-0.053898865
10.60735	-11.679164	-164.37704	-12.755576	-166.45286	-0.25101101	-0.070191973	-0.22385499	-0.053937669
10.8073	-11.600778	-164.1151	-12.638707	-166.64252	-0.25296006	-0.071985499	-0.22706705	-0.05391694
11.00725	-11.485544	-164.43439	-12.522052	-166.84425	-0.25674092	-0.071517267	-0.23032818	-0.053835371
11.2072	-11.396329	-164.64665	-12.40564	-167.05771	-0.25965746	-0.07129418	-0.23363758	-0.053691654
