Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg	Re_S11_meas	Im_S11_meas	Re_S11_fit	Im_S11_fit
0.01	-4.3842621	0.41059342	-4.4369753	-0.076375682	0.60363685	0.0043258607	0.59999945	-0.00079980401
0.20995	-4.3351035	-1.8116938	-4.4371147	-1.6035275	0.606775	-0.019192636	0.59975539	-0.016789639
0.4099	-4.3430324	-3.6865528	-4.4375072	-3.1307886	0.60526948	-0.038998374	0.59906777	-0.032767221
0.60985	-4.3459768	-5.5118489	-4.4381519	-4.6582628	0.60351557	-0.058237908	0.59793706	-0.048720889
0.8098	-4.3382802	-7.3440447	-4.4390471	-6.1860535	0.60187811	-0.077572682	0.59636405	-0.064638997
1.00975	-4.347456	-9.1087179	-4.4401906	-7.7142634	0.59857118	-0.095968985	0.59434981	-0.080509917
1.2097	-4.3448286	-10.898556	-4.4415795	-9.2429943	0.5954618	-0.11465231	0.59189575	-0.096322054
1.40965	-4.3347507	-12.684372	-4.4432104	-10.772347	0.59228645	-0.13330777	0.58900356	-0.11206384
1.6096	-4.3384609	-14.538085	-4.4450792	-12.30242	0.58741331	-0.15233206	0.58567524	-0.12772377
1.80955	-4.3383026	-16.372952	-4.4471811	-13.833312	0.58224522	-0.17106545	0.5819131	-0.14329035
2.0095	-4.3393579	-18.157597	-4.4495108	-15.365118	0.57656527	-0.1890923	0.57771975	-0.15875219
2.20945	-4.3421931	-19.995113	-4.4520623	-16.897932	0.57001941	-0.20741504	0.57309812	-0.17409793
2.4094	-4.351613	-21.671944	-4.454829	-18.431846	0.56309491	-0.22376335	0.56805141	-0.18931629
2.60935	-4.3275661	-23.380749	-4.4578037	-19.966948	0.5577138	-0.24112187	0.56258317	-0.20439608
2.8093	-4.344893	-25.159655	-4.4609787	-21.503326	0.54886394	-0.25780386	0.5566972	-0.21932619
3.00925	-4.3227773	-26.870346	-4.4643455	-23.041061	0.54230219	-0.27477278	0.55039764	-0.23409559
3.2092	-4.3240457	-28.639914	-4.4678951	-24.580234	0.53348071	-0.29134542	0.54368892	-0.24869338
3.40915	-4.3017306	-30.359955	-4.471618	-26.120923	0.52584457	-0.30801735	0.53657576	-0.26310876
3.6091	-4.2978401	-32.261501	-4.4755039	-27.663198	0.5155652	-0.32544212	0.52906318	-0.27733103
3.80905	-4.3121185	-33.98711	-4.4795421	-29.207131	0.50470101	-0.34025995	0.5211565	-0.29134965
4.009	-4.2893929	-35.783566	-4.4837214	-30.752785	0.49507979	-0.35684698	0.51286134	-0.30515419
4.20895	-4.2937913	-37.459278	-4.4880297	-32.300222	0.48418771	-0.37098385	0.5041836	-0.31873437
4.4089	-4.2744379	-39.216	-4.4924547	-33.849497	0.47364151	-0.38651289	0.49512947	-0.33208007
4.60885	-4.2839227	-40.990799	-4.4969834	-35.400661	0.46093994	-0.40055904	0.48570544	-0.34518133
4.8088	-4.2548299	-42.632721	-4.5016023	-36.953761	0.4507808	-0.41498956	0.47591828	-0.35802834
5.00875	-4.2446647	-44.372883	-4.5062975	-38.508837	0.43848383	-0.42898874	0.46577504	-0.3706115
5.2087	-4.2365546	-46.006115	-4.5110543	-40.065925	0.42647693	-0.44172412	0.45528303	-0.38292138
5.40865	-4.2260118	-47.822205	-4.5158579	-41.625055	0.41276454	-0.45557054	0.44444986	-0.39494874
5.6086	-4.2185388	-49.523438	-4.5206927	-43.18625	0.39940121	-0.46802629	0.4332834	-0.40668457
5.80855	-4.1913371	-51.146732	-4.5255429	-44.749529	0.38719334	-0.48065563	0.42179179	-0.41812005
6.0085	-4.2083344	-52.90913	-4.5303922	-46.314902	0.37150002	-0.49137381	0.40998342	-0.4292466
6.20845	-4.1814408	-54.527348	-4.5352239	-47.882374	0.35858427	-0.5032245	0.39786695	-0.44005587
6.4084	-4.182672	-56.338753	-4.5400208	-49.451945	0.34244975	-0.51423489	0.38545129	-0.45053975
6.60835	-4.159915	-57.819279	-4.5447655	-51.023604	0.32991229	-0.52428297	0.37274557	-0.46069038
6.8083	-4.1631012	-59.674107	-4.5494403	-52.597337	0.31265515	-0.53449051	0.35975919	-0.47050017
7.00825	-4.1476283	-61.214149	-4.554027	-54.173121	0.29870912	-0.54366785	0.34650176	-0.47996179
7.2082	-4.129355	-62.904293	-4.5585074	-55.750925	0.2831391	-0.55340456	0.33298312	-0.48906819
7.40815	-4.1242266	-64.596619	-4.5628629	-57.330712	0.26682975	-0.56185659	0.31921333	-0.49781262
7.6081	-4.1134195	-66.231606	-4.5670746	-58.912436	0.25100232	-0.56994974	0.30520266	-0.50618861
7.80805	-4.1064301	-67.914597	-4.5711236	-60.496045	0.23434339	-0.57754024	0.29096157	-0.51419
8.008	-4.0920286	-69.399818	-4.574991	-62.081477	0.21965925	-0.58438831	0.27650071	-0.52181095
8.20795	-4.0796285	-71.165192	-4.5786574	-63.668663	0.20183985	-0.59172207	0.26183091	-0.52904593
8.4079	-4.0707078	-72.673996	-4.5821037	-65.257527	0.18638082	-0.59744475	0.24696319	-0.53588974
8.60785	-4.0402508	-74.367981	-4.5853106	-66.847985	0.16923048	-0.60481036	0.23190871	-0.54233751
8.8078	-4.0457339	-75.956985	-4.5882589	-68.439942	0.15229797	-0.60888602	0.21667878	-0.54838474
9.00775	-4.0167542	-77.524445	-4.5909295	-70.033299	0.13603868	-0.61487217	0.20128486	-0.55402725
9.2077	-4.0163422	-79.061012	-4.5933033	-71.627945	0.11950767	-0.61832827	0.18573854	-0.55926122
9.40765	-3.996732	-80.649872	-4.5953616	-73.223765	0.10254842	-0.6228087	0.1700515	-0.56408321
9.6076	-3.9865627	-82.232033	-4.5970855	-74.820633	0.085413266	-0.6261353	0.15423554	-0.56849012
9.80755	-3.991636	-83.785194	-4.5984568	-76.418416	0.068370884	-0.62785352	0.13830255	-0.57247925
10.0075	-3.9459705	-85.26767	-4.5994572	-78.016972	0.052379333	-0.63273001	0.1222645	-0.57604825
10.20745	-3.9722331	-86.819534	-4.6000691	-79.616155	0.035118294	-0.63200265	0.1061334	-0.57919516
10.4074	-3.93589	-88.345612	-4.600275	-81.215807	0.018351007	-0.63536667	0.08992135	-0.58191842
10.60735	-3.9495199	-89.955284	-4.6000581	-82.815765	0.00049529538	-0.63463479	0.073640445	-0.58421682
10.8073	-3.9107318	-91.307587	-4.5994018	-84.415857	-0.014547008	-0.63730937	0.057302822	-0.58608958
11.00725	-3.9073236	-92.921333	-4.5982903	-86.015908	-0.032501549	-0.6368968	0.040920621	-0.58753628
11.2072	-3.8990269	-94.311356	-4.5967082	-87.615731	-0.047987706	-0.63652867	0.024505973	-0.5885569
11.40715	-3.8852954	-95.897835	-4.5946407	-89.215135	-0.065695857	-0.63596069	0.0080709875	-0.58915181
11.6071	-3.8718197	-97.534157	-4.5920739	-90.813924	-0.083959289	-0.6348095	-0.0083722624	-0.58932177
11.80705	-3.8369422	-98.738365	-4.5889943	-92.411894	-0.097673218	-0.63545131	-0.024811756	-0.58906793
12.007	-3.8328426	-100.47872	-4.5853892	-94.008835	-0.11698218	-0.63249028	-0.041235541	-0.58839184
12.20695	-3.8201842	-101.59776	-4.581247	-95.604534	-0.1295008	-0.63100395	-0.057631744	-0.58729541
12.4069	-3.7902803	-103.48395	-4.5765564	-97.198772	-0.15071768	-0.62855993	-0.07398859	-0.58578094
12.60685	-3.7837491	-104.37692	-4.5713074	-98.791325	-0.16061598	-0.6266057	-0.090294414	-0.58385113
12.8068	-3.7723441	-106.3863	-4.5654906	-100.38196	-0.18272773	-0.6214041	-0.10653768	-0.58150903
13.00675	-3.7507699	-107.6153	-4.5590975	-101.97046	-0.19650132	-0.6188772	-0.12270698	-0.57875806
13.2067	-3.7417812	-109.2008	-4.5521207	-103.55657	-0.2137707	-0.61383824	-0.13879108	-0.57560201
13.40665	-3.7170479	-110.60483	-4.5445537	-105.14007	-0.22939938	-0.61015098	-0.15477889	-0.57204502
13.6066	-3.7224026	-111.93374	-4.5363908	-106.72071	-0.2433381	-0.60429404	-0.17065952	-0.56809159
13.80655	-3.6987519	-113.52571	-4.5276274	-108.29825	-0.26074141	-0.59892908	-0.18642227	-0.56374654
14.0065	-3.7070539	-114.7401	-4.51826	-109.87245	-0.27311509	-0.59270176	-0.20205665	-0.55901504
14.20645	-3.6600947	-116.34113	-4.5082859	-111.44306	-0.29113808	-0.58801007	-0.21755237	-0.55390257
14.4064	-3.6718762	-117.56238	-4.4977034	-113.00983	-0.3031928	-0.58088297	-0.2328994	-0.54841493
14.60635	-3.6320477	-119.06564	-4.4865119	-114.57253	-0.31979025	-0.57536138	-0.24808794	-0.54255823
14.8063	-3.6522474	-120.49119	-4.4747119	-116.1309	-0.33322925	-0.56590997	-0.26310844	-0.53633886
15.00625	-3.6146867	-121.91208	-4.4623046	-117.6847	-0.34866395	-0.55988891	-0.27795162	-0.52976349
15.2062	-3.6024115	-123.36337	-4.4492924	-119.23369	-0.36324545	-0.55165774	-0.29260848	-0.52283907
15.40615	-3.5817537	-124.60828	-4.4356787	-120.77763	-0.37603834	-0.54493011	-0.30707029	-0.51557279
15.6061	-3.580971	-126.12148	-4.4214676	-122.31628	-0.39033248	-0.53485813	-0.32132863	-0.50797211
15.80605	-3.5796459	-127.45329	-4.4066644	-123.84939	-0.40271984	-0.52572158	-0.33537536	-0.50004469
16.006	-3.5428672	-128.82071	-4.3912751	-125.37675	-0.41691243	-0.51815085	-0.34920267	-0.49179843
