Freq_GHz	Model_dBm_5mA	Model_Norm_dB
17.3112	-8.61961	-1.31354
17.3212	-8.62126	-1.3152
17.3311	-8.62292	-1.31685
17.3411	-8.62458	-1.31851
17.3511	-8.62624	-1.32017
17.3611	-8.6279	-1.32184
17.371	-8.62957	-1.3235
17.381	-8.63123	-1.32516
17.391	-8.63289	-1.32683
17.401	-8.63456	-1.32849
17.411	-8.63623	-1.33016
17.4209	-8.6379	-1.33183
17.4309	-8.63957	-1.3335
17.4409	-8.64124	-1.33517
17.4509	-8.64291	-1.33684
17.4608	-8.64459	-1.33852
17.4708	-8.64626	-1.34019
17.4808	-8.64794	-1.34187
17.4908	-8.64961	-1.34355
17.5008	-8.65129	-1.34522
17.5107	-8.65297	-1.3469
17.5207	-8.65465	-1.34859
17.5307	-8.65633	-1.35027
17.5407	-8.65802	-1.35195
17.5506	-8.6597	-1.35363
17.5606	-8.66139	-1.35532
17.5706	-8.66307	-1.35701
17.5806	-8.66476	-1.3587
17.5905	-8.66645	-1.36038
17.6005	-8.66814	-1.36208
17.6105	-8.66983	-1.36377
17.6205	-8.67153	-1.36546
17.6305	-8.67322	-1.36715
17.6404	-8.67492	-1.36885
17.6504	-8.67661	-1.37055
17.6604	-8.67831	-1.37224
17.6704	-8.68001	-1.37394
17.6803	-8.68171	-1.37564
17.6903	-8.68341	-1.37734
17.7003	-8.68511	-1.37905
17.7103	-8.68682	-1.38075
17.7203	-8.68852	-1.38246
17.7302	-8.69023	-1.38416
17.7402	-8.69194	-1.38587
17.7502	-8.69364	-1.38758
17.7602	-8.69535	-1.38929
17.7701	-8.69707	-1.391
17.7801	-8.69878	-1.39271
17.7901	-8.70049	-1.39442
17.8001	-8.70221	-1.39614
17.8101	-8.70392	-1.39785
17.82	-8.70564	-1.39957
17.83	-8.70736	-1.40129
17.84	-8.70908	-1.40301
17.85	-8.7108	-1.40473
17.8599	-8.71252	-1.40645
17.8699	-8.71424	-1.40817
17.8799	-8.71597	-1.4099
17.8899	-8.71769	-1.41162
17.8998	-8.71942	-1.41335
17.9098	-8.72115	-1.41508
17.9198	-8.72287	-1.41681
17.9298	-8.72461	-1.41854
17.9398	-8.72634	-1.42027
17.9497	-8.72807	-1.422
17.9597	-8.7298	-1.42374
17.9697	-8.73154	-1.42547
17.9797	-8.73327	-1.42721
17.9896	-8.73501	-1.42895
17.9996	-8.73675	-1.43068
18.0096	-8.73849	-1.43242
18.0196	-8.74023	-1.43416
18.0296	-8.74197	-1.43591
18.0395	-8.74372	-1.43765
18.0495	-8.74546	-1.4394
18.0595	-8.74721	-1.44114
18.0695	-8.74896	-1.44289
18.0794	-8.7507	-1.44464
18.0894	-8.75245	-1.44639
18.0994	-8.7542	-1.44814
18.1094	-8.75596	-1.44989
18.1194	-8.75771	-1.45164
18.1293	-8.75946	-1.4534
18.1393	-8.76122	-1.45515
18.1493	-8.76298	-1.45691
18.1593	-8.76474	-1.45867
18.1692	-8.76649	-1.46043
18.1792	-8.76826	-1.46219
18.1892	-8.77002	-1.46395
18.1992	-8.77178	-1.46571
18.2092	-8.77354	-1.46748
18.2191	-8.77531	-1.46924
18.2291	-8.77708	-1.47101
18.2391	-8.77884	-1.47278
18.2491	-8.78061	-1.47455
18.259	-8.78238	-1.47632
18.269	-8.78415	-1.47809
18.279	-8.78593	-1.47986
18.289	-8.7877	-1.48163
18.2989	-8.78948	-1.48341
18.3089	-8.79125	-1.48518
18.3189	-8.79303	-1.48696
18.3289	-8.79481	-1.48874
18.3389	-8.79659	-1.49052
18.3488	-8.79837	-1.4923
18.3588	-8.80015	-1.49408
18.3688	-8.80194	-1.49587
18.3788	-8.80372	-1.49765
18.3887	-8.80551	-1.49944
18.3987	-8.80729	-1.50123
18.4087	-8.80908	-1.50301
18.4187	-8.81087	-1.5048
18.4287	-8.81266	-1.50659
18.4386	-8.81445	-1.50839
18.4486	-8.81625	-1.51018
18.4586	-8.81804	-1.51197
18.4686	-8.81984	-1.51377
18.4785	-8.82163	-1.51557
18.4885	-8.82343	-1.51736
18.4985	-8.82523	-1.51916
18.5085	-8.82703	-1.52096
18.5185	-8.82883	-1.52277
18.5284	-8.83064	-1.52457
18.5384	-8.83244	-1.52637
18.5484	-8.83425	-1.52818
18.5584	-8.83605	-1.52999
18.5683	-8.83786	-1.53179
18.5783	-8.83967	-1.5336
18.5883	-8.84148	-1.53541
18.5983	-8.84329	-1.53722
18.6083	-8.8451	-1.53904
18.6182	-8.84692	-1.54085
18.6282	-8.84873	-1.54266
18.6382	-8.85055	-1.54448
18.6482	-8.85237	-1.5463
18.6581	-8.85418	-1.54812
18.6681	-8.856	-1.54994
18.6781	-8.85783	-1.55176
18.6881	-8.85965	-1.55358
18.698	-8.86147	-1.5554
18.708	-8.8633	-1.55723
18.718	-8.86512	-1.55906
18.728	-8.86695	-1.56088
18.738	-8.86878	-1.56271
18.7479	-8.87061	-1.56454
18.7579	-8.87244	-1.56637
18.7679	-8.87427	-1.5682
18.7779	-8.8761	-1.57004
18.7878	-8.87794	-1.57187
18.7978	-8.87977	-1.57371
18.8078	-8.88161	-1.57554
18.8178	-8.88345	-1.57738
18.8278	-8.88529	-1.57922
18.8377	-8.88713	-1.58106
18.8477	-8.88897	-1.5829
18.8577	-8.89081	-1.58475
18.8677	-8.89266	-1.58659
18.8776	-8.8945	-1.58844
18.8876	-8.89635	-1.59028
18.8976	-8.8982	-1.59213
18.9076	-8.90005	-1.59398
18.9176	-8.9019	-1.59583
18.9275	-8.90375	-1.59768
18.9375	-8.9056	-1.59953
18.9475	-8.90745	-1.60139
18.9575	-8.90931	-1.60324
18.9674	-8.91117	-1.6051
18.9774	-8.91302	-1.60696
18.9874	-8.91488	-1.60882
18.9974	-8.91674	-1.61068
19.0074	-8.9186	-1.61254
19.0173	-8.92047	-1.6144
19.0273	-8.92233	-1.61626
19.0373	-8.92419	-1.61813
19.0473	-8.92606	-1.61999
19.0572	-8.92793	-1.62186
19.0672	-8.9298	-1.62373
19.0772	-8.93167	-1.6256
19.0872	-8.93354	-1.62747
19.0971	-8.93541	-1.62934
19.1071	-8.93728	-1.63122
19.1171	-8.93916	-1.63309
19.1271	-8.94103	-1.63497
19.1371	-8.94291	-1.63684
19.147	-8.94479	-1.63872
19.157	-8.94667	-1.6406
19.167	-8.94855	-1.64248
19.177	-8.95043	-1.64436
19.1869	-8.95231	-1.64625
19.1969	-8.9542	-1.64813
19.2069	-8.95608	-1.65002
19.2169	-8.95797	-1.6519
19.2269	-8.95986	-1.65379
19.2368	-8.96175	-1.65568
19.2468	-8.96364	-1.65757
19.2568	-8.96553	-1.65946
19.2668	-8.96742	-1.66135
19.2767	-8.96931	-1.66325
19.2867	-8.97121	-1.66514
19.2967	-8.97311	-1.66704
19.3067	-8.975	-1.66894
19.3167	-8.9769	-1.67084
19.3266	-8.9788	-1.67274
19.3366	-8.9807	-1.67464
19.3466	-8.98261	-1.67654
19.3566	-8.98451	-1.67844
19.3665	-8.98642	-1.68035
19.3765	-8.98832	-1.68225
19.3865	-8.99023	-1.68416
19.3965	-8.99214	-1.68607
19.4065	-8.99405	-1.68798
19.4164	-8.99596	-1.68989
19.4264	-8.99787	-1.6918
19.4364	-8.99978	-1.69372
19.4464	-9.0017	-1.69563
19.4563	-9.00361	-1.69755
19.4663	-9.00553	-1.69946
19.4763	-9.00745	-1.70138
19.4863	-9.00937	-1.7033
19.4962	-9.01129	-1.70522
19.5062	-9.01321	-1.70715
19.5162	-9.01514	-1.70907
19.5262	-9.01706	-1.71099
19.5362	-9.01899	-1.71292
19.5461	-9.02091	-1.71485
19.5561	-9.02284	-1.71677
19.5661	-9.02477	-1.7187
19.5761	-9.0267	-1.72063
19.586	-9.02863	-1.72256
19.596	-9.03056	-1.7245
19.606	-9.0325	-1.72643
19.616	-9.03443	-1.72837
19.626	-9.03637	-1.7303
19.6359	-9.03831	-1.73224
19.6459	-9.04025	-1.73418
19.6559	-9.04219	-1.73612
19.6659	-9.04413	-1.73806
19.6758	-9.04607	-1.74
19.6858	-9.04802	-1.74195
19.6958	-9.04996	-1.74389
19.7058	-9.05191	-1.74584
19.7158	-9.05385	-1.74779
19.7257	-9.0558	-1.74974
19.7357	-9.05775	-1.75169
19.7457	-9.0597	-1.75364
19.7557	-9.06166	-1.75559
19.7656	-9.06361	-1.75754
19.7756	-9.06556	-1.7595
19.7856	-9.06752	-1.76145
19.7956	-9.06948	-1.76341
19.8056	-9.07144	-1.76537
19.8155	-9.0734	-1.76733
19.8255	-9.07536	-1.76929
19.8355	-9.07732	-1.77125
19.8455	-9.07928	-1.77321
19.8554	-9.08125	-1.77518
19.8654	-9.08321	-1.77714
19.8754	-9.08518	-1.77911
19.8854	-9.08715	-1.78108
19.8953	-9.08912	-1.78305
19.9053	-9.09109	-1.78502
19.9153	-9.09306	-1.78699
19.9253	-9.09503	-1.78896
19.9353	-9.09701	-1.79094
19.9452	-9.09898	-1.79291
19.9552	-9.10096	-1.79489
19.9652	-9.10294	-1.79687
19.9752	-9.10491	-1.79885
19.9851	-9.10689	-1.80083
19.9951	-9.10888	-1.80281
20.0051	-9.11086	-1.80479
20.0151	-9.11284	-1.80678
20.0251	-9.11483	-1.80876
20.035	-9.11681	-1.81075
20.045	-9.1188	-1.81273
20.055	-9.12079	-1.81472
20.065	-9.12278	-1.81671
20.0749	-9.12477	-1.8187
20.0849	-9.12676	-1.8207
20.0949	-9.12876	-1.82269
20.1049	-9.13075	-1.82468
20.1149	-9.13275	-1.82668
20.1248	-9.13475	-1.82868
20.1348	-9.13674	-1.83068
20.1448	-9.13874	-1.83268
20.1548	-9.14074	-1.83468
20.1647	-9.14275	-1.83668
20.1747	-9.14475	-1.83868
20.1847	-9.14675	-1.84069
20.1947	-9.14876	-1.84269
20.2047	-9.15077	-1.8447
20.2146	-9.15277	-1.84671
20.2246	-9.15478	-1.84872
20.2346	-9.15679	-1.85073
20.2446	-9.15881	-1.85274
20.2545	-9.16082	-1.85475
20.2645	-9.16283	-1.85677
20.2745	-9.16485	-1.85878
20.2845	-9.16687	-1.8608
20.2944	-9.16888	-1.86282
20.3044	-9.1709	-1.86484
20.3144	-9.17292	-1.86686
20.3244	-9.17494	-1.86888
20.3344	-9.17697	-1.8709
20.3443	-9.17899	-1.87292
20.3543	-9.18102	-1.87495
20.3643	-9.18304	-1.87698
20.3743	-9.18507	-1.879
20.3842	-9.1871	-1.88103
20.3942	-9.18913	-1.88306
20.4042	-9.19116	-1.88509
20.4142	-9.19319	-1.88713
20.4242	-9.19523	-1.88916
20.4341	-9.19726	-1.89119
20.4441	-9.1993	-1.89323
20.4541	-9.20133	-1.89527
20.4641	-9.20337	-1.89731
20.474	-9.20541	-1.89934
20.484	-9.20745	-1.90139
20.494	-9.20949	-1.90343
20.504	-9.21154	-1.90547
20.514	-9.21358	-1.90752
20.5239	-9.21563	-1.90956
20.5339	-9.21768	-1.91161
20.5439	-9.21972	-1.91366
20.5539	-9.22177	-1.91571
20.5638	-9.22382	-1.91776
20.5738	-9.22587	-1.91981
20.5838	-9.22793	-1.92186
20.5938	-9.22998	-1.92391
20.6038	-9.23204	-1.92597
20.6137	-9.23409	-1.92803
20.6237	-9.23615	-1.93008
20.6337	-9.23821	-1.93214
20.6437	-9.24027	-1.9342
20.6536	-9.24233	-1.93626
20.6636	-9.24439	-1.93833
20.6736	-9.24646	-1.94039
20.6836	-9.24852	-1.94246
20.6935	-9.25059	-1.94452
20.7035	-9.25266	-1.94659
20.7135	-9.25473	-1.94866
20.7235	-9.2568	-1.95073
20.7335	-9.25887	-1.9528
20.7434	-9.26094	-1.95487
20.7534	-9.26301	-1.95695
20.7634	-9.26509	-1.95902
20.7734	-9.26716	-1.9611
20.7833	-9.26924	-1.96317
20.7933	-9.27132	-1.96525
20.8033	-9.2734	-1.96733
20.8133	-9.27548	-1.96941
20.8233	-9.27756	-1.97149
20.8332	-9.27964	-1.97358
20.8432	-9.28173	-1.97566
20.8532	-9.28381	-1.97775
20.8632	-9.2859	-1.97983
20.8731	-9.28799	-1.98192
20.8831	-9.29008	-1.98401
20.8931	-9.29217	-1.9861
20.9031	-9.29426	-1.98819
20.9131	-9.29635	-1.99029
20.923	-9.29845	-1.99238
20.933	-9.30054	-1.99447
20.943	-9.30264	-1.99657
20.953	-9.30474	-1.99867
20.9629	-9.30683	-2.00077
20.9729	-9.30893	-2.00287
20.9829	-9.31104	-2.00497
20.9929	-9.31314	-2.00707
21.0029	-9.31524	-2.00917
21.0128	-9.31735	-2.01128
21.0228	-9.31945	-2.01339
21.0328	-9.32156	-2.01549
21.0428	-9.32367	-2.0176
21.0527	-9.32578	-2.01971
21.0627	-9.32789	-2.02182
21.0727	-9.33	-2.02393
21.0827	-9.33211	-2.02605
21.0926	-9.33423	-2.02816
21.1026	-9.33634	-2.03028
21.1126	-9.33846	-2.03239
21.1226	-9.34058	-2.03451
21.1326	-9.3427	-2.03663
21.1425	-9.34482	-2.03875
21.1525	-9.34694	-2.04087
21.1625	-9.34906	-2.043
21.1725	-9.35119	-2.04512
21.1824	-9.35331	-2.04725
21.1924	-9.35544	-2.04937
21.2024	-9.35757	-2.0515
21.2124	-9.3597	-2.05363
21.2224	-9.36183	-2.05576
21.2323	-9.36396	-2.05789
21.2423	-9.36609	-2.06002
21.2523	-9.36822	-2.06216
21.2623	-9.37036	-2.06429
21.2722	-9.37249	-2.06643
21.2822	-9.37463	-2.06856
21.2922	-9.37677	-2.0707
21.3022	-9.37891	-2.07284
21.3122	-9.38105	-2.07498
21.3221	-9.38319	-2.07713
21.3321	-9.38534	-2.07927
21.3421	-9.38748	-2.08141
21.3521	-9.38963	-2.08356
21.362	-9.39177	-2.08571
21.372	-9.39392	-2.08785
21.382	-9.39607	-2.09
21.392	-9.39822	-2.09215
21.402	-9.40037	-2.0943
21.4119	-9.40253	-2.09646
21.4219	-9.40468	-2.09861
21.4319	-9.40683	-2.10077
21.4419	-9.40899	-2.10292
21.4518	-9.41115	-2.10508
21.4618	-9.41331	-2.10724
21.4718	-9.41547	-2.1094
21.4818	-9.41763	-2.11156
21.4917	-9.41979	-2.11372
21.5017	-9.42195	-2.11589
21.5117	-9.42412	-2.11805
21.5217	-9.42629	-2.12022
21.5317	-9.42845	-2.12239
21.5416	-9.43062	-2.12455
21.5516	-9.43279	-2.12672
21.5616	-9.43496	-2.12889
21.5716	-9.43713	-2.13107
21.5815	-9.43931	-2.13324
21.5915	-9.44148	-2.13541
21.6015	-9.44366	-2.13759
21.6115	-9.44583	-2.13977
21.6215	-9.44801	-2.14194
21.6314	-9.45019	-2.14412
21.6414	-9.45237	-2.1463
21.6514	-9.45455	-2.14849
21.6614	-9.45674	-2.15067
21.6713	-9.45892	-2.15285
21.6813	-9.4611	-2.15504
21.6913	-9.46329	-2.15722
21.7013	-9.46548	-2.15941
21.7113	-9.46767	-2.1616
21.7212	-9.46986	-2.16379
21.7312	-9.47205	-2.16598
21.7412	-9.47424	-2.16817
21.7512	-9.47643	-2.17037
21.7611	-9.47863	-2.17256
21.7711	-9.48082	-2.17476
21.7811	-9.48302	-2.17695
21.7911	-9.48522	-2.17915
21.8011	-9.48742	-2.18135
21.811	-9.48962	-2.18355
21.821	-9.49182	-2.18575
21.831	-9.49402	-2.18796
21.841	-9.49623	-2.19016
21.8509	-9.49843	-2.19237
21.8609	-9.50064	-2.19457
21.8709	-9.50285	-2.19678
21.8809	-9.50506	-2.19899
21.8908	-9.50727	-2.2012
21.9008	-9.50948	-2.20341
21.9108	-9.51169	-2.20562
21.9208	-9.51391	-2.20784
21.9308	-9.51612	-2.21005
21.9407	-9.51834	-2.21227
21.9507	-9.52055	-2.21449
21.9607	-9.52277	-2.2167
21.9707	-9.52499	-2.21892
21.9806	-9.52721	-2.22115
21.9906	-9.52943	-2.22337
22.0006	-9.53166	-2.22559
22.0106	-9.53388	-2.22782
22.0206	-9.53611	-2.23004
22.0305	-9.53833	-2.23227
22.0405	-9.54056	-2.2345
22.0505	-9.54279	-2.23672
22.0605	-9.54502	-2.23895
22.0704	-9.54725	-2.24119
22.0804	-9.54949	-2.24342
22.0904	-9.55172	-2.24565
22.1004	-9.55396	-2.24789
22.1104	-9.55619	-2.25012
22.1203	-9.55843	-2.25236
22.1303	-9.56067	-2.2546
22.1403	-9.56291	-2.25684
22.1503	-9.56515	-2.25908
22.1602	-9.56739	-2.26132
22.1702	-9.56963	-2.26357
22.1802	-9.57188	-2.26581
22.1902	-9.57412	-2.26806
22.2002	-9.57637	-2.2703
22.2101	-9.57862	-2.27255
22.2201	-9.58087	-2.2748
22.2301	-9.58312	-2.27705
22.2401	-9.58537	-2.2793
22.25	-9.58762	-2.28156
22.26	-9.58988	-2.28381
22.27	-9.59213	-2.28607
22.28	-9.59439	-2.28832
22.2899	-9.59665	-2.29058
22.2999	-9.5989	-2.29284
22.3099	-9.60116	-2.2951
22.3199	-9.60343	-2.29736
22.3299	-9.60569	-2.29962
22.3398	-9.60795	-2.30188
22.3498	-9.61022	-2.30415
22.3598	-9.61248	-2.30641
22.3698	-9.61475	-2.30868
22.3797	-9.61702	-2.31095
22.3897	-9.61929	-2.31322
22.3997	-9.62156	-2.31549
22.4097	-9.62383	-2.31776
22.4197	-9.6261	-2.32003
22.4296	-9.62838	-2.32231
22.4396	-9.63065	-2.32458
22.4496	-9.63293	-2.32686
22.4596	-9.6352	-2.32914
22.4695	-9.63748	-2.33142
22.4795	-9.63976	-2.3337
22.4895	-9.64204	-2.33598
22.4995	-9.64433	-2.33826
22.5095	-9.64661	-2.34054
22.5194	-9.64889	-2.34283
22.5294	-9.65118	-2.34511
22.5394	-9.65347	-2.3474
22.5494	-9.65576	-2.34969
22.5593	-9.65804	-2.35198
22.5693	-9.66034	-2.35427
22.5793	-9.66263	-2.35656
22.5893	-9.66492	-2.35885
22.5992	-9.66721	-2.36115
22.6092	-9.66951	-2.36344
22.6192	-9.6718	-2.36574
22.6292	-9.6741	-2.36804
22.6392	-9.6764	-2.37033
22.6491	-9.6787	-2.37263
22.6591	-9.681	-2.37493
22.6691	-9.6833	-2.37724
22.6791	-9.68561	-2.37954
22.689	-9.68791	-2.38184
22.699	-9.69022	-2.38415
22.709	-9.69252	-2.38646
22.719	-9.69483	-2.38877
22.729	-9.69714	-2.39107
22.7389	-9.69945	-2.39338
22.7489	-9.70176	-2.3957
22.7589	-9.70408	-2.39801
22.7689	-9.70639	-2.40032
22.7788	-9.70871	-2.40264
22.7888	-9.71102	-2.40495
22.7988	-9.71334	-2.40727
22.8088	-9.71566	-2.40959
22.8188	-9.71798	-2.41191
22.8287	-9.7203	-2.41423
22.8387	-9.72262	-2.41655
22.8487	-9.72494	-2.41888
22.8587	-9.72727	-2.4212
22.8686	-9.72959	-2.42353
22.8786	-9.73192	-2.42585
22.8886	-9.73425	-2.42818
22.8986	-9.73658	-2.43051
22.9086	-9.73891	-2.43284
22.9185	-9.74124	-2.43517
22.9285	-9.74357	-2.4375
22.9385	-9.7459	-2.43984
22.9485	-9.74824	-2.44217
22.9584	-9.75057	-2.44451
22.9684	-9.75291	-2.44684
22.9784	-9.75525	-2.44918
22.9884	-9.75759	-2.45152
22.9983	-9.75993	-2.45386
23.0083	-9.76227	-2.45621
23.0183	-9.76462	-2.45855
23.0283	-9.76696	-2.46089
23.0383	-9.7693	-2.46324
23.0482	-9.77165	-2.46558
23.0582	-9.774	-2.46793
23.0682	-9.77635	-2.47028
23.0782	-9.7787	-2.47263
23.0881	-9.78105	-2.47498
23.0981	-9.7834	-2.47733
23.1081	-9.78575	-2.47969
23.1181	-9.78811	-2.48204
23.1281	-9.79046	-2.4844
23.138	-9.79282	-2.48675
23.148	-9.79518	-2.48911
23.158	-9.79754	-2.49147
23.168	-9.7999	-2.49383
23.1779	-9.80226	-2.49619
23.1879	-9.80462	-2.49856
23.1979	-9.80699	-2.50092
23.2079	-9.80935	-2.50328
23.2179	-9.81172	-2.50565
23.2278	-9.81408	-2.50802
23.2378	-9.81645	-2.51039
23.2478	-9.81882	-2.51276
23.2578	-9.82119	-2.51513
23.2677	-9.82357	-2.5175
23.2777	-9.82594	-2.51987
23.2877	-9.82831	-2.52225
23.2977	-9.83069	-2.52462
23.3077	-9.83306	-2.527
23.3176	-9.83544	-2.52937
23.3276	-9.83782	-2.53175
23.3376	-9.8402	-2.53413
23.3476	-9.84258	-2.53651
23.3575	-9.84496	-2.5389
23.3675	-9.84735	-2.54128
23.3775	-9.84973	-2.54366
23.3875	-9.85212	-2.54605
23.3974	-9.8545	-2.54844
23.4074	-9.85689	-2.55082
23.4174	-9.85928	-2.55321
23.4274	-9.86167	-2.5556
23.4374	-9.86406	-2.558
23.4473	-9.86646	-2.56039
23.4573	-9.86885	-2.56278
23.4673	-9.87124	-2.56518
23.4773	-9.87364	-2.56757
23.4872	-9.87604	-2.56997
23.4972	-9.87844	-2.57237
23.5072	-9.88083	-2.57477
23.5172	-9.88323	-2.57717
23.5272	-9.88564	-2.57957
23.5371	-9.88804	-2.58197
23.5471	-9.89044	-2.58438
23.5571	-9.89285	-2.58678
23.5671	-9.89525	-2.58919
23.577	-9.89766	-2.5916
23.587	-9.90007	-2.594
23.597	-9.90248	-2.59641
23.607	-9.90489	-2.59882
23.617	-9.9073	-2.60124
23.6269	-9.90972	-2.60365
23.6369	-9.91213	-2.60606
23.6469	-9.91455	-2.60848
23.6569	-9.91696	-2.6109
23.6668	-9.91938	-2.61331
23.6768	-9.9218	-2.61573
23.6868	-9.92422	-2.61815
23.6968	-9.92664	-2.62057
23.7068	-9.92906	-2.623
23.7167	-9.93149	-2.62542
23.7267	-9.93391	-2.62784
23.7367	-9.93634	-2.63027
23.7467	-9.93876	-2.6327
23.7566	-9.94119	-2.63512
23.7666	-9.94362	-2.63755
23.7766	-9.94605	-2.63998
23.7866	-9.94848	-2.64241
23.7965	-9.95091	-2.64485
23.8065	-9.95335	-2.64728
23.8165	-9.95578	-2.64971
23.8265	-9.95822	-2.65215
23.8365	-9.96065	-2.65459
23.8464	-9.96309	-2.65703
23.8564	-9.96553	-2.65946
23.8664	-9.96797	-2.66191
23.8764	-9.97041	-2.66435
23.8863	-9.97286	-2.66679
23.8963	-9.9753	-2.66923
23.9063	-9.97775	-2.67168
23.9163	-9.98019	-2.67412
23.9263	-9.98264	-2.67657
23.9362	-9.98509	-2.67902
23.9462	-9.98754	-2.68147
23.9562	-9.98999	-2.68392
23.9662	-9.99244	-2.68637
23.9761	-9.99489	-2.68882
23.9861	-9.99735	-2.69128
23.9961	-9.9998	-2.69373
24.0061	-10.0023	-2.69619
24.0161	-10.0047	-2.69865
24.026	-10.0072	-2.7011
24.036	-10.0096	-2.70356
24.046	-10.0121	-2.70603
24.056	-10.0146	-2.70849
24.0659	-10.017	-2.71095
24.0759	-10.0195	-2.71341
24.0859	-10.0219	-2.71588
24.0959	-10.0244	-2.71835
24.1059	-10.0269	-2.72081
24.1158	-10.0293	-2.72328
24.1258	-10.0318	-2.72575
24.1358	-10.0343	-2.72822
24.1458	-10.0368	-2.73069
24.1557	-10.0392	-2.73317
24.1657	-10.0417	-2.73564
24.1757	-10.0442	-2.73812
24.1857	-10.0467	-2.74059
24.1956	-10.0491	-2.74307
24.2056	-10.0516	-2.74555
24.2156	-10.0541	-2.74803
24.2256	-10.0566	-2.75051
24.2356	-10.0591	-2.75299
24.2455	-10.0615	-2.75547
24.2555	-10.064	-2.75796
24.2655	-10.0665	-2.76044
24.2755	-10.069	-2.76293
24.2854	-10.0715	-2.76542
24.2954	-10.074	-2.76791
24.3054	-10.0765	-2.7704
24.3154	-10.079	-2.77289
24.3254	-10.0814	-2.77538
24.3353	-10.0839	-2.77787
24.3453	-10.0864	-2.78037
24.3553	-10.0889	-2.78286
24.3653	-10.0914	-2.78536
24.3752	-10.0939	-2.78786
24.3852	-10.0964	-2.79035
24.3952	-10.0989	-2.79285
24.4052	-10.1014	-2.79536
24.4152	-10.1039	-2.79786
24.4251	-10.1064	-2.80036
24.4351	-10.1089	-2.80287
24.4451	-10.1114	-2.80537
24.4551	-10.1139	-2.80788
24.465	-10.1165	-2.81038
24.475	-10.119	-2.81289
24.485	-10.1215	-2.8154
24.495	-10.124	-2.81791
24.505	-10.1265	-2.82043
24.5149	-10.129	-2.82294
24.5249	-10.1315	-2.82545
24.5349	-10.134	-2.82797
24.5449	-10.1366	-2.83049
24.5548	-10.1391	-2.833
24.5648	-10.1416	-2.83552
24.5748	-10.1441	-2.83804
24.5848	-10.1466	-2.84056
24.5947	-10.1492	-2.84308
24.6047	-10.1517	-2.84561
24.6147	-10.1542	-2.84813
24.6247	-10.1567	-2.85066
24.6347	-10.1592	-2.85318
24.6446	-10.1618	-2.85571
24.6546	-10.1643	-2.85824
24.6646	-10.1668	-2.86077
24.6746	-10.1694	-2.8633
24.6845	-10.1719	-2.86583
24.6945	-10.1744	-2.86836
24.7045	-10.177	-2.8709
24.7145	-10.1795	-2.87343
24.7245	-10.182	-2.87597
24.7344	-10.1846	-2.87851
24.7444	-10.1871	-2.88105
24.7544	-10.1897	-2.88358
24.7644	-10.1922	-2.88613
24.7743	-10.1947	-2.88867
24.7843	-10.1973	-2.89121
24.7943	-10.1998	-2.89375
24.8043	-10.2024	-2.8963
24.8143	-10.2049	-2.89884
24.8242	-10.2075	-2.90139
24.8342	-10.21	-2.90394
24.8442	-10.2126	-2.90649
24.8542	-10.2151	-2.90904
24.8641	-10.2177	-2.91159
24.8741	-10.2202	-2.91414
24.8841	-10.2228	-2.9167
24.8941	-10.2253	-2.91925
24.9041	-10.2279	-2.92181
24.914	-10.2304	-2.92437
24.924	-10.233	-2.92692
24.934	-10.2356	-2.92948
24.944	-10.2381	-2.93204
24.9539	-10.2407	-2.9346
24.9639	-10.2432	-2.93717
24.9739	-10.2458	-2.93973
24.9839	-10.2484	-2.9423
24.9938	-10.2509	-2.94486
25.0038	-10.2535	-2.94743
25.0138	-10.2561	-2.95
25.0238	-10.2586	-2.95256
25.0338	-10.2612	-2.95514
25.0437	-10.2638	-2.95771
25.0537	-10.2663	-2.96028
25.0637	-10.2689	-2.96285
25.0737	-10.2715	-2.96543
25.0836	-10.2741	-2.968
25.0936	-10.2766	-2.97058
25.1036	-10.2792	-2.97316
25.1136	-10.2818	-2.97573
25.1236	-10.2844	-2.97831
25.1335	-10.287	-2.9809
25.1435	-10.2895	-2.98348
25.1535	-10.2921	-2.98606
25.1635	-10.2947	-2.98864
25.1734	-10.2973	-2.99123
25.1834	-10.2999	-2.99382
25.1934	-10.3025	-2.9964
25.2034	-10.3051	-2.99899
25.2134	-10.3076	-3.00158
25.2233	-10.3102	-3.00417
25.2333	-10.3128	-3.00676
25.2433	-10.3154	-3.00936
25.2533	-10.318	-3.01195
25.2632	-10.3206	-3.01454
25.2732	-10.3232	-3.01714
25.2832	-10.3258	-3.01974
25.2932	-10.3284	-3.02234
25.3032	-10.331	-3.02493
25.3131	-10.3336	-3.02753
25.3231	-10.3362	-3.03014
25.3331	-10.3388	-3.03274
25.3431	-10.3414	-3.03534
25.353	-10.344	-3.03795
25.363	-10.3466	-3.04055
25.373	-10.3492	-3.04316
25.383	-10.3518	-3.04577
25.3929	-10.3544	-3.04837
25.4029	-10.3571	-3.05098
25.4129	-10.3597	-3.0536
25.4229	-10.3623	-3.05621
25.4329	-10.3649	-3.05882
25.4428	-10.3675	-3.06143
25.4528	-10.3701	-3.06405
25.4628	-10.3727	-3.06667
25.4728	-10.3754	-3.06928
25.4827	-10.378	-3.0719
25.4927	-10.3806	-3.07452
25.5027	-10.3832	-3.07714
25.5127	-10.3858	-3.07976
25.5227	-10.3885	-3.08239
25.5326	-10.3911	-3.08501
25.5426	-10.3937	-3.08763
25.5526	-10.3963	-3.09026
25.5626	-10.399	-3.09289
