Freq_GHz	r_meas	x_meas	r_fit	x_fit	R_meas_ohm	X_meas_ohm	R_fit_ohm	X_fit_ohm
0.01	1.15027	-0.00419409	1.2	-0.000650016	57.5135	-0.209704	60	-0.0325008
0.20995	1.14294	-0.0131277	1.19971	-0.0136425	57.1468	-0.656387	59.9855	-0.682127
0.4099	1.14105	-0.0271134	1.19889	-0.0266103	57.0525	-1.35567	59.9447	-1.33052
0.60985	1.14015	-0.0404511	1.19755	-0.0395299	57.0075	-2.02256	59.8777	-1.9765
0.8098	1.1389	-0.0538708	1.19569	-0.052378	56.9452	-2.69354	59.7847	-2.6189
1.00975	1.1362	-0.0657958	1.19332	-0.0651318	56.8098	-3.28979	59.6659	-3.25659
1.2097	1.1333	-0.079531	1.19043	-0.0777686	56.665	-3.97655	59.5217	-3.88843
1.40965	1.1305	-0.0913055	1.18705	-0.0902665	56.525	-4.56527	59.3523	-4.51332
1.6096	1.12644	-0.10457	1.18317	-0.102604	56.3222	-5.22851	59.1583	-5.1302
1.80955	1.12216	-0.117489	1.1788	-0.11476	56.108	-5.87447	58.9402	-5.73802
2.0095	1.11749	-0.129723	1.17397	-0.126716	55.8747	-6.48615	58.6985	-6.33579
2.20945	1.11311	-0.141487	1.16868	-0.138451	55.6553	-7.07434	58.4338	-6.92255
2.4094	1.10744	-0.152756	1.16293	-0.149948	55.3718	-7.63778	58.1467	-7.49738
2.60935	1.10198	-0.165598	1.15676	-0.161188	55.0991	-8.27991	57.838	-8.05942
2.8093	1.0955	-0.176293	1.15017	-0.172157	54.7751	-8.81466	57.5084	-8.60786
3.00925	1.08954	-0.186873	1.14317	-0.182839	54.4772	-9.34366	57.1587	-9.14193
3.2092	1.08141	-0.197169	1.13579	-0.193219	54.0703	-9.85847	56.7897	-9.66093
3.40915	1.07535	-0.208155	1.12804	-0.203284	53.7675	-10.4078	56.4022	-10.1642
3.6091	1.06745	-0.219231	1.11994	-0.213023	53.3724	-10.9615	55.9971	-10.6511
3.80905	1.05871	-0.227999	1.11151	-0.222424	52.9354	-11.3999	55.5753	-11.1212
4.009	1.05083	-0.239048	1.10275	-0.231479	52.5414	-11.9524	55.1376	-11.5739
