Freq_GHz	r_meas	x_meas	r_model	x_model	R_meas_ohm	X_meas_ohm	R_model_ohm	X_model_ohm
0.01	0.71364	-0.0040973	0.76	-0.000116205	35.682	-0.204865	38	-0.00581027
0.20995	0.711661	-0.00246345	0.759942	-0.00243928	35.583	-0.123172	37.9971	-0.121964
0.4099	0.710519	-0.00561843	0.759779	-0.00475992	35.526	-0.280922	37.989	-0.237996
0.60985	0.710599	-0.00753921	0.759512	-0.00707579	35.5299	-0.376961	37.9756	-0.35379
0.8098	0.710404	-0.0107374	0.75914	-0.00938458	35.5202	-0.536871	37.957	-0.469229
1.00975	0.709958	-0.0124181	0.758663	-0.011684	35.4979	-0.620904	37.9332	-0.584198
1.2097	0.709802	-0.0158323	0.758083	-0.0139716	35.4901	-0.791616	37.9041	-0.698582
1.40965	0.708931	-0.0174224	0.757398	-0.0162453	35.4466	-0.871118	37.8699	-0.812267
1.6096	0.708543	-0.0201114	0.75661	-0.0185027	35.4271	-1.00557	37.8305	-0.925137
1.80955	0.707265	-0.0230128	0.755719	-0.0207416	35.3633	-1.15064	37.786	-1.03708
2.0095	0.706311	-0.0253741	0.754726	-0.0229597	35.3156	-1.26871	37.7363	-1.14798
2.20945	0.706059	-0.027714	0.753631	-0.0251547	35.3029	-1.3857	37.6816	-1.25774
2.4094	0.704365	-0.0299893	0.752435	-0.0273245	35.2183	-1.49947	37.6218	-1.36622
2.60935	0.703886	-0.033174	0.751139	-0.0294668	35.1943	-1.6587	37.5569	-1.47334
2.8093	0.701598	-0.0348841	0.749742	-0.0315796	35.0799	-1.74421	37.4871	-1.57898
3.00925	0.701685	-0.0370415	0.748247	-0.0336606	35.0842	-1.85208	37.4124	-1.68303
3.2092	0.698703	-0.0391784	0.746654	-0.0357078	34.9352	-1.95892	37.3327	-1.78539
3.40915	0.697865	-0.0418536	0.744964	-0.037719	34.8932	-2.09268	37.2482	-1.88595
3.6091	0.696487	-0.0442457	0.743178	-0.0396922	34.8244	-2.21228	37.1589	-1.98461
3.80905	0.694479	-0.0460641	0.741297	-0.0416254	34.7239	-2.3032	37.0649	-2.08127
4.009	0.692938	-0.0488291	0.739322	-0.0435165	34.6469	-2.44146	36.9661	-2.17583
4.20895	0.690646	-0.0501992	0.737255	-0.0453638	34.5323	-2.50996	36.8627	-2.26819
4.4089	0.689376	-0.0531946	0.735096	-0.0471651	34.4688	-2.65973	36.7548	-2.35826
4.60885	0.686465	-0.0544912	0.732846	-0.0489187	34.3233	-2.72456	36.6423	-2.44594
4.8088	0.685348	-0.0576319	0.730508	-0.0506227	34.2674	-2.8816	36.5254	-2.53114
5.00875	0.682639	-0.0590521	0.728081	-0.0522754	34.1319	-2.9526	36.4041	-2.61377
5.2087	0.680856	-0.0607552	0.725569	-0.0538749	34.0428	-3.03776	36.2784	-2.69374
5.40865	0.678619	-0.0633061	0.722972	-0.0554196	33.931	-3.1653	36.1486	-2.77098
5.6086	0.675803	-0.064424	0.720291	-0.0569077	33.7901	-3.2212	36.0145	-2.84539
5.80855	0.674334	-0.0668847	0.717528	-0.0583377	33.7167	-3.34423	35.8764	-2.91689
6.0085	0.670284	-0.0680289	0.714685	-0.0597081	33.5142	-3.40145	35.7342	-2.9854
6.20845	0.66876	-0.0700882	0.711762	-0.0610172	33.438	-3.50441	35.5881	-3.05086
6.4084	0.665324	-0.0718595	0.708763	-0.0622636	33.2662	-3.59298	35.4382	-3.11318
6.60835	0.664296	-0.0728591	0.705688	-0.0634458	33.2148	-3.64296	35.2844	-3.17229
6.8083	0.65951	-0.0743128	0.702539	-0.0645626	32.9755	-3.71564	35.1269	-3.22813
7.00825	0.657318	-0.0759812	0.699318	-0.0656125	32.8659	-3.79906	34.9659	-3.28063
7.2082	0.654627	-0.0780347	0.696026	-0.0665943	32.7313	-3.90173	34.8013	-3.32972
7.40815	0.651033	-0.0784881	0.692665	-0.0675068	32.5516	-3.92441	34.6332	-3.37534
7.6081	0.648479	-0.0799208	0.689237	-0.0683488	32.424	-3.99604	34.4619	-3.41744
7.80805	0.644038	-0.0811471	0.685744	-0.0691191	32.2019	-4.05736	34.2872	-3.45596
8.008	0.642402	-0.0824249	0.682187	-0.0698168	32.1201	-4.12125	34.1094	-3.49084
8.20795	0.63791	-0.0837311	0.678569	-0.0704407	31.8955	-4.18655	33.9284	-3.52204
8.4079	0.635546	-0.084311	0.674891	-0.07099	31.7773	-4.21555	33.7445	-3.5495
8.60785	0.63123	-0.0858871	0.671154	-0.0714637	31.5615	-4.29435	33.5577	-3.57318
8.8078	0.628018	-0.085911	0.667362	-0.0718609	31.4009	-4.29555	33.3681	-3.59305
9.00775	0.624478	-0.0883357	0.663515	-0.072181	31.2239	-4.41679	33.1758	-3.60905
9.2077	0.621163	-0.0877584	0.659616	-0.072423	31.0581	-4.38792	32.9808	-3.62115
9.40765	0.617021	-0.0882879	0.655666	-0.0725864	30.851	-4.41439	32.7833	-3.62932
9.6076	0.613431	-0.0893946	0.651668	-0.0726704	30.6715	-4.46973	32.5834	-3.63352
9.80755	0.60943	-0.0886989	0.647623	-0.0726745	30.4715	-4.43495	32.3811	-3.63373
10.0075	0.606413	-0.0907873	0.643533	-0.0725982	30.3207	-4.53937	32.1766	-3.62991
10.2074	0.601953	-0.0885907	0.6394	-0.0724409	30.0976	-4.42954	31.97	-3.62205
10.4074	0.598501	-0.0906883	0.635226	-0.0722023	29.925	-4.53441	31.7613	-3.61011
10.6074	0.59369	-0.0894191	0.631013	-0.0718819	29.6845	-4.47095	31.5506	-3.59409
10.8073	0.590969	-0.0914049	0.626762	-0.0714794	29.5484	-4.57024	31.3381	-3.57397
11.0073	0.586281	-0.0902704	0.622476	-0.0709946	29.314	-4.51352	31.1238	-3.54973
11.2072	0.582663	-0.0895757	0.618156	-0.0704271	29.1332	-4.47878	30.9078	-3.52135
11.4071	0.577785	-0.0896467	0.613805	-0.0697768	28.8893	-4.48234	30.6903	-3.48884
11.6071	0.572346	-0.0892857	0.609424	-0.0690436	28.6173	-4.46429	30.4712	-3.45218
11.8071	0.570595	-0.0903317	0.605015	-0.0682274	28.5297	-4.51659	30.2508	-3.41137
12.007	0.563205	-0.088577	0.60058	-0.0673281	28.1602	-4.42885	30.029	-3.3664
12.207	0.562471	-0.0893153	0.59612	-0.0663457	28.1235	-4.46577	29.806	-3.31729
12.4069	0.554405	-0.0879947	0.591638	-0.0652803	27.7202	-4.39973	29.5819	-3.26402
12.6068	0.555096	-0.0880705	0.587135	-0.064132	27.7548	-4.40353	29.3568	-3.2066
12.8068	0.546616	-0.0848791	0.582613	-0.0629009	27.3308	-4.24396	29.1307	-3.14504
13.0068	0.544004	-0.0850135	0.578074	-0.0615871	27.2002	-4.25067	28.9037	-3.07935
13.2067	0.538486	-0.0831597	0.573519	-0.0601909	26.9243	-4.15798	28.676	-3.00954
13.4067	0.534527	-0.0822858	0.568951	-0.0587125	26.7264	-4.11429	28.4475	-2.93563
13.6066	0.531554	-0.0804839	0.56437	-0.0571523	26.5777	-4.0242	28.2185	-2.85761
13.8065	0.525516	-0.0793173	0.559779	-0.0555105	26.2758	-3.96587	27.9889	-2.77552
14.0065	0.523027	-0.076575	0.555179	-0.0537875	26.1514	-3.82875	27.7589	-2.68937
14.2065	0.515901	-0.0766159	0.550572	-0.0519837	25.795	-3.83079	27.5286	-2.59919
14.4064	0.514283	-0.0739831	0.545959	-0.0500996	25.7141	-3.69915	27.2979	-2.50498
14.6064	0.508562	-0.0729067	0.541342	-0.0481357	25.4281	-3.64534	27.0671	-2.40678
14.8063	0.505045	-0.0691825	0.536723	-0.0460923	25.2522	-3.45913	26.8361	-2.30462
15.0062	0.499329	-0.0687233	0.532102	-0.0439702	24.9665	-3.43616	26.6051	-2.19851
15.2062	0.494504	-0.0658286	0.527482	-0.0417697	24.7252	-3.29143	26.3741	-2.08849
15.4062	0.49087	-0.064246	0.522864	-0.0394916	24.5435	-3.2123	26.1432	-1.97458
15.6061	0.48634	-0.0612291	0.51825	-0.0371365	24.317	-3.06146	25.9125	-1.85682
15.8061	0.482496	-0.058538	0.51364	-0.0347049	24.1248	-2.9269	25.682	-1.73524
16.006	0.477233	-0.0568133	0.509036	-0.0321976	23.8616	-2.84067	25.4518	-1.60988
16.206	0.474007	-0.0531511	0.50444	-0.0296152	23.7003	-2.65755	25.222	-1.48076
16.4059	0.467714	-0.0514566	0.499853	-0.0269586	23.3857	-2.57283	24.9926	-1.34793
16.6059	0.46497	-0.0485381	0.495275	-0.0242284	23.2485	-2.42691	24.7638	-1.21142
16.8058	0.460254	-0.0455192	0.490709	-0.0214254	23.0127	-2.27596	24.5355	-1.07127
17.0057	0.455116	-0.0417139	0.486156	-0.0185503	22.7558	-2.08569	24.3078	-0.927515
17.2057	0.451091	-0.039638	0.481617	-0.0156041	22.5545	-1.9819	24.0808	-0.780203
17.4057	0.446814	-0.0375742	0.477092	-0.0125874	22.3407	-1.87871	23.8546	-0.62937
17.6056	0.443592	-0.0324831	0.472583	-0.00950121	22.1796	-1.62416	23.6292	-0.475061
17.8056	0.438414	-0.0303704	0.468092	-0.00634632	21.9207	-1.51852	23.4046	-0.317316
18.0055	0.434233	-0.0265301	0.463618	-0.0031236	21.7117	-1.3265	23.1809	-0.15618
18.2054	0.430509	-0.0242824	0.459164	0.000166054	21.5255	-1.21412	22.9582	0.0083027
18.4054	0.4259	-0.01935	0.454731	0.00352175	21.295	-0.967501	22.7365	0.176088
18.6054	0.421318	-0.0168452	0.450318	0.00694259	21.0659	-0.842259	22.5159	0.347129
18.8053	0.416383	-0.0132144	0.445928	0.0104276	20.8192	-0.66072	22.2964	0.521382
19.0053	0.413701	-0.00912908	0.441561	0.013976	20.6851	-0.456454	22.078	0.698799
19.2052	0.408593	-0.0058275	0.437217	0.0175867	20.4296	-0.291375	21.8609	0.879333
19.4051	0.404127	-0.000789357	0.432899	0.0212587	20.2064	-0.0394679	21.645	1.06294
19.6051	0.400656	0.00122817	0.428606	0.0249913	20.0328	0.0614086	21.4303	1.24956
19.8051	0.395102	0.00785664	0.42434	0.0287833	19.7551	0.392832	21.217	1.43916
20.005	0.392463	0.00829648	0.420101	0.0326338	19.6232	0.414824	21.005	1.63169
20.205	0.387764	0.0157813	0.41589	0.0365419	19.3882	0.789064	20.7945	1.82709
20.4049	0.384029	0.0185601	0.411707	0.0405065	19.2014	0.928007	20.5854	2.02533
20.6048	0.37992	0.0238796	0.407554	0.0445268	18.996	1.19398	20.3777	2.22634
20.8048	0.375838	0.0272854	0.403431	0.0486016	18.7919	1.36427	20.1715	2.43008
21.0048	0.374409	0.0327151	0.399338	0.0527301	18.7204	1.63575	19.9669	2.63651
21.2047	0.367702	0.0388699	0.395277	0.0569113	18.3851	1.9435	19.7638	2.84556
21.4047	0.365399	0.0428298	0.391247	0.0611441	18.27	2.14149	19.5624	3.0572
21.6046	0.358701	0.045706	0.38725	0.0654276	17.935	2.2853	19.3625	3.27138
21.8045	0.360499	0.053772	0.383285	0.0697608	18.025	2.6886	19.1643	3.48804
22.0045	0.352246	0.0568739	0.379354	0.0741427	17.6123	2.8437	18.9677	3.70714
22.2045	0.351986	0.0642927	0.375456	0.0785724	17.5993	3.21464	18.7728	3.92862
22.4044	0.345151	0.0655919	0.371593	0.0830489	17.2575	3.27959	18.5796	4.15245
22.6044	0.344394	0.0747589	0.367764	0.0875712	17.2197	3.73794	18.3882	4.37856
22.8043	0.339323	0.0763304	0.36397	0.0921383	16.9661	3.81652	18.1985	4.60692
23.0042	0.334811	0.0845043	0.360212	0.0967494	16.7406	4.22521	18.0106	4.83747
23.2042	0.332704	0.0892325	0.356489	0.101403	16.6352	4.46162	17.8245	5.07017
23.4042	0.328311	0.0926977	0.352802	0.106099	16.4155	4.63489	17.6401	5.30496
23.6041	0.327613	0.100194	0.349152	0.110836	16.3807	5.00972	17.4576	5.54181
23.8041	0.322833	0.104618	0.345538	0.115613	16.1416	5.23089	17.2769	5.78066
24.004	0.319939	0.11182	0.341961	0.12043	15.997	5.59101	17.098	6.02148
24.2039	0.317076	0.115879	0.33842	0.125284	15.8538	5.79396	16.921	6.2642
24.4039	0.312988	0.122591	0.334918	0.130176	15.6494	6.12956	16.7459	6.50879
24.6039	0.311483	0.128756	0.331452	0.135104	15.5741	6.43778	16.5726	6.7552
24.8038	0.305496	0.134391	0.328024	0.140068	15.2748	6.71953	16.4012	7.00339
25.0038	0.304679	0.140518	0.324634	0.145066	15.234	7.0259	16.2317	7.25331
25.2037	0.302217	0.145988	0.321282	0.150098	15.1109	7.29939	16.0641	7.50492
25.4036	0.298624	0.154952	0.317968	0.155163	14.9312	7.7476	15.8984	7.75817
25.6036	0.296285	0.158698	0.314691	0.16026	14.8143	7.9349	15.7346	8.01302
25.8036	0.291082	0.168057	0.311453	0.165389	14.5541	8.40286	15.5727	8.26943
26.0035	0.291006	0.17029	0.308253	0.170547	14.5503	8.51451	15.4127	8.52736
26.2035	0.286505	0.180246	0.305092	0.175735	14.3253	9.01231	15.2546	8.78676
26.4034	0.285795	0.185525	0.301969	0.180952	14.2898	9.27623	15.0984	9.04759
26.6033	0.281093	0.193622	0.298884	0.186196	14.0547	9.6811	14.9442	9.30982
26.8033	0.279864	0.199658	0.295837	0.191468	13.9932	9.98289	14.7918	9.5734
27.0033	0.277069	0.203338	0.292829	0.196766	13.8535	10.1669	14.6414	9.8383
