Freq_GHz	Norm_dB_model_vE
0.938488	-0.00230784
0.94847	-0.00235697
0.958452	-0.00240663
0.968434	-0.0024568
0.978416	-0.00250749
0.988398	-0.00255871
0.99838	-0.00261044
1.00836	-0.0026627
1.01834	-0.00271548
1.02833	-0.00276877
1.03831	-0.00282259
1.04829	-0.00287693
1.05827	-0.00293179
1.06825	-0.00298717
1.07824	-0.00304307
1.08822	-0.00309949
1.0982	-0.00315643
1.10818	-0.00321389
1.11816	-0.00327187
1.12815	-0.00333038
1.13813	-0.0033894
1.14811	-0.00344894
1.15809	-0.00350901
1.16807	-0.0035696
1.17806	-0.0036307
1.18804	-0.00369233
1.19802	-0.00375448
1.208	-0.00381715
1.21798	-0.00388034
1.22797	-0.00394405
1.23795	-0.00400829
1.24793	-0.00407304
1.25791	-0.00413831
1.26789	-0.00420411
1.27788	-0.00427043
1.28786	-0.00433727
1.29784	-0.00440462
1.30782	-0.00447251
1.3178	-0.00454091
1.32779	-0.00460983
1.33777	-0.00467927
1.34775	-0.00474924
1.35773	-0.00481973
1.36771	-0.00489073
1.3777	-0.00496226
1.38768	-0.00503431
1.39766	-0.00510688
1.40764	-0.00517998
1.41762	-0.00525359
1.42761	-0.00532773
1.43759	-0.00540239
1.44757	-0.00547757
1.45755	-0.00555327
1.46753	-0.00562949
1.47752	-0.00570623
1.4875	-0.0057835
1.49748	-0.00586129
1.50746	-0.0059396
1.51744	-0.00601843
1.52743	-0.00609778
1.53741	-0.00617765
1.54739	-0.00625805
1.55737	-0.00633897
1.56735	-0.00642041
1.57734	-0.00650237
1.58732	-0.00658485
1.5973	-0.00666786
1.60728	-0.00675138
1.61726	-0.00683543
1.62725	-0.00692001
1.63723	-0.0070051
1.64721	-0.00709072
1.65719	-0.00717685
1.66717	-0.00726351
1.67716	-0.0073507
1.68714	-0.0074384
1.69712	-0.00752663
1.7071	-0.00761538
1.71708	-0.00770465
1.72707	-0.00779444
1.73705	-0.00788476
1.74703	-0.0079756
1.75701	-0.00806696
1.76699	-0.00815884
1.77698	-0.00825125
1.78696	-0.00834418
1.79694	-0.00843763
1.80692	-0.0085316
1.8169	-0.0086261
1.82689	-0.00872112
1.83687	-0.00881666
1.84685	-0.00891272
1.85683	-0.00900931
1.86681	-0.00910642
1.8768	-0.00920406
1.88678	-0.00930221
1.89676	-0.00940089
1.90674	-0.00950009
1.91672	-0.00959982
1.92671	-0.00970007
1.93669	-0.00980084
1.94667	-0.00990213
1.95665	-0.010004
1.96663	-0.0101063
1.97662	-0.0102092
1.9866	-0.0103125
1.99658	-0.0104165
2.00656	-0.0105209
2.01654	-0.0106258
2.02653	-0.0107313
2.03651	-0.0108373
2.04649	-0.0109439
2.05647	-0.0110509
2.06645	-0.0111585
2.07644	-0.0112666
2.08642	-0.0113752
2.0964	-0.0114844
2.10638	-0.011594
2.11636	-0.0117042
2.12635	-0.0118149
2.13633	-0.0119262
2.14631	-0.0120379
2.15629	-0.0121502
2.16627	-0.0122631
2.17626	-0.0123764
2.18624	-0.0124903
2.19622	-0.0126046
2.2062	-0.0127195
2.21618	-0.012835
2.22617	-0.0129509
2.23615	-0.0130674
2.24613	-0.0131844
2.25611	-0.013302
2.26609	-0.01342
2.27608	-0.0135386
2.28606	-0.0136577
2.29604	-0.0137773
2.30602	-0.0138975
2.316	-0.0140182
2.32599	-0.0141394
2.33597	-0.0142611
2.34595	-0.0143834
2.35593	-0.0145061
2.36591	-0.0146294
2.3759	-0.0147533
2.38588	-0.0148776
2.39586	-0.0150025
2.40584	-0.0151279
2.41582	-0.0152538
2.42581	-0.0153803
2.43579	-0.0155073
2.44577	-0.0156348
2.45575	-0.0157628
2.46573	-0.0158913
2.47572	-0.0160204
2.4857	-0.01615
2.49568	-0.0162802
2.50566	-0.0164108
2.51564	-0.016542
2.52563	-0.0166737
2.53561	-0.0168059
2.54559	-0.0169387
2.55557	-0.017072
2.56555	-0.0172058
2.57554	-0.0173401
2.58552	-0.017475
2.5955	-0.0176104
2.60548	-0.0177463
2.61546	-0.0178827
2.62545	-0.0180197
2.63543	-0.0181572
2.64541	-0.0182952
2.65539	-0.0184338
2.66537	-0.0185728
2.67536	-0.0187124
2.68534	-0.0188526
2.69532	-0.0189932
2.7053	-0.0191344
2.71528	-0.0192761
2.72527	-0.0194183
2.73525	-0.0195611
2.74523	-0.0197044
2.75521	-0.0198482
2.76519	-0.0199925
2.77518	-0.0201374
2.78516	-0.0202828
2.79514	-0.0204287
2.80512	-0.0205751
2.8151	-0.0207221
2.82509	-0.0208696
2.83507	-0.0210176
2.84505	-0.0211662
2.85503	-0.0213153
2.86501	-0.0214649
2.87499	-0.021615
2.88498	-0.0217657
2.89496	-0.0219169
2.90494	-0.0220686
2.91492	-0.0222208
2.9249	-0.0223736
2.93489	-0.0225269
2.94487	-0.0226807
2.95485	-0.0228351
2.96483	-0.02299
2.97481	-0.0231454
2.9848	-0.0233014
2.99478	-0.0234578
3.00476	-0.0236148
3.01474	-0.0237724
3.02472	-0.0239304
3.03471	-0.024089
3.04469	-0.0242481
3.05467	-0.0244077
3.06465	-0.0245679
3.07463	-0.0247286
3.08462	-0.0248898
3.0946	-0.0250516
3.10458	-0.0252139
3.11456	-0.0253767
3.12454	-0.02554
3.13453	-0.0257039
3.14451	-0.0258683
3.15449	-0.0260332
3.16447	-0.0261987
3.17445	-0.0263647
3.18444	-0.0265312
3.19442	-0.0266983
3.2044	-0.0268658
3.21438	-0.0270339
3.22436	-0.0272026
3.23435	-0.0273717
3.24433	-0.0275414
3.25431	-0.0277117
3.26429	-0.0278824
3.27427	-0.0280537
3.28426	-0.0282255
3.29424	-0.0283979
3.30422	-0.0285707
3.3142	-0.0287441
3.32418	-0.0289181
3.33417	-0.0290925
3.34415	-0.0292675
3.35413	-0.0294431
3.36411	-0.0296191
3.37409	-0.0297957
3.38408	-0.0299728
3.39406	-0.0301505
3.40404	-0.0303287
3.41402	-0.0305074
3.424	-0.0306866
3.43399	-0.0308664
3.44397	-0.0310467
3.45395	-0.0312275
3.46393	-0.0314089
3.47391	-0.0315908
3.4839	-0.0317732
3.49388	-0.0319562
3.50386	-0.0321397
3.51384	-0.0323237
3.52382	-0.0325082
3.53381	-0.0326933
3.54379	-0.0328789
3.55377	-0.0330651
3.56375	-0.0332518
3.57373	-0.033439
3.58372	-0.0336267
3.5937	-0.033815
3.60368	-0.0340038
3.61366	-0.0341931
3.62364	-0.034383
3.63363	-0.0345734
3.64361	-0.0347643
3.65359	-0.0349558
3.66357	-0.0351478
3.67355	-0.0353404
3.68354	-0.0355334
3.69352	-0.035727
3.7035	-0.0359212
3.71348	-0.0361158
3.72346	-0.036311
3.73345	-0.0365068
3.74343	-0.036703
3.75341	-0.0368998
3.76339	-0.0370972
3.77337	-0.037295
3.78336	-0.0374934
3.79334	-0.0376923
3.80332	-0.0378918
3.8133	-0.0380918
3.82328	-0.0382923
3.83327	-0.0384934
3.84325	-0.038695
3.85323	-0.0388971
3.86321	-0.0390998
3.87319	-0.039303
3.88318	-0.0395068
3.89316	-0.039711
3.90314	-0.0399158
3.91312	-0.0401212
3.9231	-0.0403271
3.93309	-0.0405335
3.94307	-0.0407404
3.95305	-0.0409479
3.96303	-0.0411559
3.97301	-0.0413644
3.983	-0.0415735
3.99298	-0.0417831
4.00296	-0.0419933
4.01294	-0.042204
4.02292	-0.0424152
4.03291	-0.042627
4.04289	-0.0428393
4.05287	-0.0430521
4.06285	-0.0432655
4.07283	-0.0434794
4.08282	-0.0436938
4.0928	-0.0439088
4.10278	-0.0441243
4.11276	-0.0443403
4.12274	-0.0445569
4.13273	-0.044774
4.14271	-0.0449917
4.15269	-0.0452099
4.16267	-0.0454286
4.17265	-0.0456479
4.18264	-0.0458677
4.19262	-0.046088
4.2026	-0.0463089
4.21258	-0.0465303
4.22256	-0.0467522
4.23255	-0.0469747
4.24253	-0.0471977
4.25251	-0.0474213
4.26249	-0.0476454
4.27247	-0.04787
4.28246	-0.0480952
4.29244	-0.0483209
4.30242	-0.0485472
4.3124	-0.0487739
4.32238	-0.0490013
4.33237	-0.0492291
4.34235	-0.0494575
4.35233	-0.0496865
4.36231	-0.0499159
4.37229	-0.0501459
4.38228	-0.0503765
4.39226	-0.0506076
4.40224	-0.0508392
4.41222	-0.0510714
4.4222	-0.0513041
4.43219	-0.0515373
4.44217	-0.0517711
4.45215	-0.0520054
4.46213	-0.0522403
4.47211	-0.0524757
4.4821	-0.0527116
4.49208	-0.0529481
4.50206	-0.0531851
4.51204	-0.0534227
4.52202	-0.0536608
4.53201	-0.0538994
4.54199	-0.0541386
4.55197	-0.0543783
4.56195	-0.0546186
4.57193	-0.0548594
4.58192	-0.0551007
4.5919	-0.0553426
4.60188	-0.055585
4.61186	-0.0558279
4.62184	-0.0560714
4.63183	-0.0563155
4.64181	-0.0565601
4.65179	-0.0568052
4.66177	-0.0570508
4.67175	-0.057297
4.68174	-0.0575438
4.69172	-0.0577911
4.7017	-0.0580389
4.71168	-0.0582873
4.72166	-0.0585362
4.73165	-0.0587856
4.74163	-0.0590356
4.75161	-0.0592861
4.76159	-0.0595372
4.77157	-0.0597888
4.78156	-0.060041
4.79154	-0.0602937
4.80152	-0.0605469
4.8115	-0.0608007
4.82148	-0.061055
4.83147	-0.0613099
4.84145	-0.0615653
4.85143	-0.0618213
4.86141	-0.0620778
4.87139	-0.0623348
4.88138	-0.0625924
4.89136	-0.0628505
4.90134	-0.0631092
4.91132	-0.0633684
4.9213	-0.0636282
4.93129	-0.0638885
4.94127	-0.0641493
4.95125	-0.0644107
4.96123	-0.0646726
4.97121	-0.0649351
4.9812	-0.0651981
4.99118	-0.0654617
5.00116	-0.0657258
5.01114	-0.0659905
5.02112	-0.0662557
5.03111	-0.0665214
5.04109	-0.0667877
5.05107	-0.0670545
5.06105	-0.0673219
5.07103	-0.0675898
5.08102	-0.0678583
5.091	-0.0681273
5.10098	-0.0683969
5.11096	-0.068667
5.12094	-0.0689376
5.13093	-0.0692088
5.14091	-0.0694805
5.15089	-0.0697528
5.16087	-0.0700257
5.17085	-0.070299
5.18084	-0.070573
5.19082	-0.0708474
5.2008	-0.0711224
5.21078	-0.071398
5.22076	-0.0716741
5.23075	-0.0719508
5.24073	-0.072228
5.25071	-0.0725057
5.26069	-0.072784
5.27067	-0.0730629
5.28066	-0.0733423
5.29064	-0.0736222
5.30062	-0.0739027
5.3106	-0.0741837
5.32058	-0.0744653
5.33057	-0.0747474
5.34055	-0.0750301
5.35053	-0.0753133
5.36051	-0.0755971
5.37049	-0.0758814
5.38048	-0.0761663
5.39046	-0.0764517
5.40044	-0.0767377
5.41042	-0.0770242
5.4204	-0.0773112
5.43039	-0.0775988
5.44037	-0.077887
5.45035	-0.0781757
5.46033	-0.078465
5.47031	-0.0787548
5.4803	-0.0790451
5.49028	-0.0793361
5.50026	-0.0796275
5.51024	-0.0799195
5.52022	-0.0802121
5.53021	-0.0805052
5.54019	-0.0807988
5.55017	-0.081093
5.56015	-0.0813878
5.57013	-0.0816831
5.58012	-0.081979
5.5901	-0.0822754
5.60008	-0.0825723
5.61006	-0.0828698
5.62004	-0.0831679
5.63003	-0.0834665
5.64001	-0.0837657
5.64999	-0.0840654
5.65997	-0.0843657
5.66995	-0.0846665
5.67994	-0.0849679
5.68992	-0.0852698
5.6999	-0.0855723
5.70988	-0.0858753
5.71986	-0.0861789
5.72985	-0.086483
5.73983	-0.0867877
5.74981	-0.0870929
5.75979	-0.0873987
5.76977	-0.087705
5.77976	-0.0880119
5.78974	-0.0883194
5.79972	-0.0886274
5.8097	-0.0889359
5.81968	-0.0892451
5.82967	-0.0895547
5.83965	-0.0898649
5.84963	-0.0901757
5.85961	-0.090487
5.86959	-0.0907989
5.87958	-0.0911113
5.88956	-0.0914243
5.89954	-0.0917379
5.90952	-0.092052
5.9195	-0.0923666
5.92949	-0.0926818
5.93947	-0.0929976
5.94945	-0.0933139
5.95943	-0.0936307
5.96941	-0.0939482
5.9794	-0.0942662
5.98938	-0.0945847
5.99936	-0.0949038
6.00934	-0.0952234
6.01932	-0.0955436
6.02931	-0.0958644
6.03929	-0.0961857
6.04927	-0.0965076
6.05925	-0.09683
6.06923	-0.097153
6.07922	-0.0974765
6.0892	-0.0978006
6.09918	-0.0981253
6.10916	-0.0984505
6.11914	-0.0987763
6.12913	-0.0991026
6.13911	-0.0994295
6.14909	-0.0997569
6.15907	-0.100085
6.16905	-0.100413
6.17904	-0.100743
6.18902	-0.101072
6.199	-0.101403
6.20898	-0.101733
6.21896	-0.102065
6.22895	-0.102397
6.23893	-0.102729
6.24891	-0.103062
6.25889	-0.103396
6.26887	-0.10373
6.27886	-0.104064
6.28884	-0.1044
6.29882	-0.104736
6.3088	-0.105072
6.31878	-0.105409
6.32877	-0.105746
6.33875	-0.106084
6.34873	-0.106423
6.35871	-0.106762
6.36869	-0.107102
6.37868	-0.107442
6.38866	-0.107783
6.39864	-0.108125
6.40862	-0.108467
6.4186	-0.108809
6.42859	-0.109152
6.43857	-0.109496
6.44855	-0.10984
6.45853	-0.110185
6.46851	-0.11053
6.4785	-0.110876
6.48848	-0.111223
6.49846	-0.11157
6.50844	-0.111917
6.51842	-0.112266
6.52841	-0.112614
6.53839	-0.112964
6.54837	-0.113313
6.55835	-0.113664
6.56833	-0.114015
6.57832	-0.114366
6.5883	-0.114718
6.59828	-0.115071
6.60826	-0.115424
6.61824	-0.115778
6.62823	-0.116133
6.63821	-0.116487
6.64819	-0.116843
6.65817	-0.117199
6.66815	-0.117556
6.67814	-0.117913
6.68812	-0.118271
6.6981	-0.118629
6.70808	-0.118988
6.71806	-0.119347
6.72805	-0.119707
6.73803	-0.120068
6.74801	-0.120429
6.75799	-0.120791
6.76797	-0.121153
6.77796	-0.121516
6.78794	-0.121879
6.79792	-0.122243
6.8079	-0.122608
6.81788	-0.122973
6.82787	-0.123339
6.83785	-0.123705
6.84783	-0.124072
6.85781	-0.124439
6.86779	-0.124807
6.87778	-0.125175
6.88776	-0.125545
6.89774	-0.125914
6.90772	-0.126284
6.9177	-0.126655
6.92769	-0.127027
6.93767	-0.127399
6.94765	-0.127771
6.95763	-0.128144
6.96761	-0.128518
6.9776	-0.128892
6.98758	-0.129267
6.99756	-0.129642
7.00754	-0.130018
7.01752	-0.130394
7.02751	-0.130771
7.03749	-0.131149
7.04747	-0.131527
7.05745	-0.131906
7.06743	-0.132285
7.07742	-0.132665
7.0874	-0.133046
7.09738	-0.133427
7.10736	-0.133808
7.11734	-0.134191
7.12733	-0.134573
7.13731	-0.134957
7.14729	-0.135341
7.15727	-0.135725
7.16725	-0.13611
7.17724	-0.136496
7.18722	-0.136882
7.1972	-0.137269
7.20718	-0.137656
7.21716	-0.138044
7.22715	-0.138433
7.23713	-0.138822
7.24711	-0.139211
7.25709	-0.139601
7.26707	-0.139992
7.27706	-0.140384
7.28704	-0.140776
7.29702	-0.141168
7.307	-0.141561
7.31698	-0.141955
7.32697	-0.142349
7.33695	-0.142744
7.34693	-0.143139
7.35691	-0.143535
7.36689	-0.143932
7.37688	-0.144329
7.38686	-0.144726
7.39684	-0.145125
7.40682	-0.145524
7.4168	-0.145923
7.42679	-0.146323
7.43677	-0.146723
7.44675	-0.147125
7.45673	-0.147526
7.46671	-0.147929
7.4767	-0.148332
7.48668	-0.148735
7.49666	-0.149139
7.50664	-0.149544
7.51662	-0.149949
7.52661	-0.150355
7.53659	-0.150761
7.54657	-0.151168
7.55655	-0.151575
7.56653	-0.151983
7.57652	-0.152392
7.5865	-0.152801
7.59648	-0.153211
7.60646	-0.153621
7.61644	-0.154032
7.62643	-0.154444
7.63641	-0.154856
7.64639	-0.155269
7.65637	-0.155682
7.66635	-0.156096
7.67634	-0.15651
7.68632	-0.156925
7.6963	-0.157341
7.70628	-0.157757
7.71626	-0.158174
7.72625	-0.158591
7.73623	-0.159009
7.74621	-0.159428
7.75619	-0.159847
7.76617	-0.160267
7.77616	-0.160687
7.78614	-0.161108
7.79612	-0.161529
7.8061	-0.161951
7.81608	-0.162374
7.82607	-0.162797
7.83605	-0.163221
7.84603	-0.163645
7.85601	-0.16407
7.86599	-0.164496
7.87598	-0.164922
7.88596	-0.165348
7.89594	-0.165776
7.90592	-0.166204
7.9159	-0.166632
7.92589	-0.167061
7.93587	-0.167491
7.94585	-0.167921
7.95583	-0.168352
7.96581	-0.168783
7.9758	-0.169215
7.98578	-0.169647
7.99576	-0.170081
8.00574	-0.170514
8.01572	-0.170949
8.02571	-0.171383
8.03569	-0.171819
8.04567	-0.172255
8.05565	-0.172692
8.06563	-0.173129
8.07562	-0.173567
8.0856	-0.174005
8.09558	-0.174444
8.10556	-0.174884
8.11554	-0.175324
8.12553	-0.175765
8.13551	-0.176206
8.14549	-0.176648
8.15547	-0.177091
8.16545	-0.177534
8.17544	-0.177977
8.18542	-0.178422
8.1954	-0.178867
8.20538	-0.179312
8.21536	-0.179758
8.22535	-0.180205
8.23533	-0.180652
8.24531	-0.1811
8.25529	-0.181548
8.26527	-0.181997
8.27526	-0.182447
8.28524	-0.182897
8.29522	-0.183348
8.3052	-0.183799
8.31518	-0.184251
8.32517	-0.184704
8.33515	-0.185157
8.34513	-0.185611
8.35511	-0.186065
8.36509	-0.18652
8.37508	-0.186976
8.38506	-0.187432
8.39504	-0.187889
8.40502	-0.188346
8.415	-0.188804
8.42498	-0.189262
8.43497	-0.189721
8.44495	-0.190181
8.45493	-0.190641
8.46491	-0.191102
8.47489	-0.191564
8.48488	-0.192026
8.49486	-0.192489
8.50484	-0.192952
8.51482	-0.193416
8.5248	-0.19388
8.53479	-0.194345
8.54477	-0.194811
8.55475	-0.195277
8.56473	-0.195744
8.57471	-0.196212
8.5847	-0.19668
8.59468	-0.197148
8.60466	-0.197617
8.61464	-0.198087
8.62462	-0.198558
8.63461	-0.199029
8.64459	-0.1995
8.65457	-0.199973
8.66455	-0.200446
8.67453	-0.200919
8.68452	-0.201393
8.6945	-0.201868
8.70448	-0.202343
8.71446	-0.202819
8.72444	-0.203295
8.73443	-0.203772
8.74441	-0.20425
8.75439	-0.204728
8.76437	-0.205207
8.77435	-0.205686
8.78434	-0.206166
8.79432	-0.206647
8.8043	-0.207128
8.81428	-0.20761
8.82426	-0.208093
8.83425	-0.208576
8.84423	-0.209059
8.85421	-0.209544
8.86419	-0.210028
8.87417	-0.210514
8.88416	-0.211
8.89414	-0.211487
8.90412	-0.211974
8.9141	-0.212462
8.92408	-0.21295
8.93407	-0.213439
8.94405	-0.213929
8.95403	-0.214419
8.96401	-0.21491
8.97399	-0.215402
8.98398	-0.215894
8.99396	-0.216387
9.00394	-0.21688
9.01392	-0.217374
9.0239	-0.217868
9.03389	-0.218364
9.04387	-0.218859
9.05385	-0.219356
9.06383	-0.219853
9.07381	-0.22035
9.0838	-0.220848
9.09378	-0.221347
9.10376	-0.221847
9.11374	-0.222347
9.12372	-0.222847
9.13371	-0.223348
9.14369	-0.22385
9.15367	-0.224353
9.16365	-0.224856
9.17363	-0.225359
9.18362	-0.225864
9.1936	-0.226369
9.20358	-0.226874
9.21356	-0.22738
9.22354	-0.227887
9.23353	-0.228394
9.24351	-0.228902
9.25349	-0.229411
9.26347	-0.22992
9.27345	-0.23043
9.28344	-0.23094
9.29342	-0.231451
9.3034	-0.231963
9.31338	-0.232475
9.32336	-0.232988
9.33335	-0.233501
9.34333	-0.234015
9.35331	-0.23453
9.36329	-0.235045
9.37327	-0.235561
9.38326	-0.236078
9.39324	-0.236595
9.40322	-0.237113
9.4132	-0.237631
9.42318	-0.23815
9.43317	-0.23867
9.44315	-0.23919
9.45313	-0.239711
9.46311	-0.240232
9.47309	-0.240754
9.48308	-0.241277
9.49306	-0.2418
9.50304	-0.242324
9.51302	-0.242848
9.523	-0.243374
9.53299	-0.243899
9.54297	-0.244426
9.55295	-0.244953
9.56293	-0.24548
9.57291	-0.246009
9.5829	-0.246537
9.59288	-0.247067
9.60286	-0.247597
9.61284	-0.248128
9.62282	-0.248659
9.63281	-0.249191
9.64279	-0.249724
9.65277	-0.250257
9.66275	-0.250791
9.67273	-0.251325
9.68272	-0.25186
9.6927	-0.252396
9.70268	-0.252932
9.71266	-0.253469
9.72264	-0.254007
9.73263	-0.254545
9.74261	-0.255084
9.75259	-0.255623
9.76257	-0.256163
9.77255	-0.256704
9.78254	-0.257245
9.79252	-0.257787
9.8025	-0.258329
9.81248	-0.258873
9.82246	-0.259416
9.83245	-0.259961
9.84243	-0.260506
9.85241	-0.261051
9.86239	-0.261598
9.87237	-0.262145
9.88236	-0.262692
9.89234	-0.26324
9.90232	-0.263789
9.9123	-0.264338
9.92228	-0.264889
9.93227	-0.265439
9.94225	-0.26599
9.95223	-0.266542
9.96221	-0.267095
9.97219	-0.267648
9.98218	-0.268202
9.99216	-0.268756
10.0021	-0.269311
10.0121	-0.269867
10.0221	-0.270423
10.0321	-0.27098
10.0421	-0.271538
10.0521	-0.272096
10.062	-0.272655
10.072	-0.273215
10.082	-0.273775
10.092	-0.274335
10.102	-0.274897
10.1119	-0.275459
10.1219	-0.276021
10.1319	-0.276585
10.1419	-0.277148
10.1519	-0.277713
10.1619	-0.278278
10.1718	-0.278844
10.1818	-0.27941
10.1918	-0.279977
10.2018	-0.280545
10.2118	-0.281113
10.2217	-0.281682
10.2317	-0.282252
10.2417	-0.282822
10.2517	-0.283393
10.2617	-0.283965
10.2717	-0.284537
10.2816	-0.28511
10.2916	-0.285683
10.3016	-0.286257
10.3116	-0.286832
10.3216	-0.287407
10.3315	-0.287983
10.3415	-0.28856
10.3515	-0.289137
10.3615	-0.289715
10.3715	-0.290293
10.3815	-0.290872
10.3914	-0.291452
10.4014	-0.292032
10.4114	-0.292614
10.4214	-0.293195
10.4314	-0.293778
10.4413	-0.294361
10.4513	-0.294944
10.4613	-0.295528
10.4713	-0.296113
10.4813	-0.296699
10.4913	-0.297285
10.5012	-0.297872
10.5112	-0.298459
10.5212	-0.299047
10.5312	-0.299636
10.5412	-0.300226
10.5512	-0.300816
10.5611	-0.301406
10.5711	-0.301998
10.5811	-0.30259
10.5911	-0.303182
10.6011	-0.303775
10.611	-0.304369
10.621	-0.304964
10.631	-0.305559
10.641	-0.306155
10.651	-0.306751
10.661	-0.307348
10.6709	-0.307946
10.6809	-0.308545
10.6909	-0.309144
10.7009	-0.309743
10.7109	-0.310344
10.7208	-0.310945
10.7308	-0.311546
10.7408	-0.312149
10.7508	-0.312752
10.7608	-0.313355
10.7708	-0.31396
10.7807	-0.314564
10.7907	-0.31517
10.8007	-0.315776
10.8107	-0.316383
10.8207	-0.31699
10.8306	-0.317599
10.8406	-0.318207
10.8506	-0.318817
10.8606	-0.319427
10.8706	-0.320038
10.8806	-0.320649
10.8905	-0.321261
10.9005	-0.321874
10.9105	-0.322487
10.9205	-0.323101
10.9305	-0.323716
10.9404	-0.324331
10.9504	-0.324947
10.9604	-0.325564
10.9704	-0.326181
10.9804	-0.326799
10.9904	-0.327418
11.0003	-0.328037
11.0103	-0.328657
11.0203	-0.329277
11.0303	-0.329898
11.0403	-0.33052
11.0503	-0.331143
11.0602	-0.331766
11.0702	-0.33239
11.0802	-0.333014
11.0902	-0.333639
11.1002	-0.334265
11.1101	-0.334892
11.1201	-0.335519
11.1301	-0.336147
11.1401	-0.336775
11.1501	-0.337404
11.1601	-0.338034
11.17	-0.338664
11.18	-0.339295
11.19	-0.339927
11.2	-0.340559
11.21	-0.341193
11.2199	-0.341826
11.2299	-0.342461
11.2399	-0.343096
11.2499	-0.343731
11.2599	-0.344368
11.2699	-0.345005
11.2798	-0.345642
11.2898	-0.346281
11.2998	-0.34692
11.3098	-0.347559
11.3198	-0.3482
11.3297	-0.348841
11.3397	-0.349483
11.3497	-0.350125
11.3597	-0.350768
11.3697	-0.351412
11.3797	-0.352056
11.3896	-0.352701
11.3996	-0.353347
11.4096	-0.353993
11.4196	-0.35464
11.4296	-0.355288
11.4395	-0.355936
11.4495	-0.356585
11.4595	-0.357235
11.4695	-0.357885
11.4795	-0.358536
11.4895	-0.359188
11.4994	-0.35984
11.5094	-0.360493
11.5194	-0.361147
11.5294	-0.361801
11.5394	-0.362456
11.5493	-0.363112
11.5593	-0.363768
11.5693	-0.364425
11.5793	-0.365083
11.5893	-0.365741
11.5993	-0.3664
11.6092	-0.36706
11.6192	-0.36772
11.6292	-0.368381
11.6392	-0.369043
11.6492	-0.369706
11.6592	-0.370369
11.6691	-0.371032
11.6791	-0.371697
11.6891	-0.372362
11.6991	-0.373028
11.7091	-0.373694
11.719	-0.374361
11.729	-0.375029
11.739	-0.375698
11.749	-0.376367
11.759	-0.377037
11.769	-0.377707
11.7789	-0.378379
11.7889	-0.37905
11.7989	-0.379723
11.8089	-0.380396
11.8189	-0.38107
11.8288	-0.381745
11.8388	-0.38242
11.8488	-0.383096
11.8588	-0.383773
11.8688	-0.38445
11.8788	-0.385128
11.8887	-0.385807
11.8987	-0.386486
11.9087	-0.387166
11.9187	-0.387847
11.9287	-0.388528
11.9386	-0.38921
11.9486	-0.389893
11.9586	-0.390576
11.9686	-0.391261
11.9786	-0.391945
11.9886	-0.392631
11.9985	-0.393317
12.0085	-0.394004
12.0185	-0.394692
12.0285	-0.39538
12.0385	-0.396069
12.0484	-0.396758
12.0584	-0.397449
12.0684	-0.39814
12.0784	-0.398831
12.0884	-0.399524
12.0984	-0.400217
12.1083	-0.400911
12.1183	-0.401605
12.1283	-0.4023
12.1383	-0.402996
12.1483	-0.403692
12.1583	-0.40439
12.1682	-0.405088
12.1782	-0.405786
12.1882	-0.406485
12.1982	-0.407185
12.2082	-0.407886
12.2181	-0.408587
12.2281	-0.409289
12.2381	-0.409992
12.2481	-0.410695
12.2581	-0.4114
