Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg
10000000	-17.427933	-177.78883	-17.306025	-179.989
2.0995e+08	-17.350817	-179.36699	-17.30445	-179.76926
4.099e+08	-17.304142	-178.60423	-17.300015	-179.55008
6.0985e+08	-17.299564	-178.01639	-17.292727	-179.33203
8.098e+08	-17.29138	-177.08931	-17.282598	-179.11564
1.00975e+09	-17.285036	-176.63605	-17.269643	-178.90145
1.2097e+09	-17.277536	-175.73172	-17.253884	-178.68998
1.40965e+09	-17.215466	-175.34143	-17.235346	-178.48175
1.6096e+09	-17.212065	-174.59863	-17.214058	-178.27727
1.80955e+09	-17.137722	-173.81602	-17.190054	-178.07704
2.0095e+09	-17.099874	-173.23543	-17.16337	-177.88152
2.20945e+09	-17.087053	-172.69055	-17.134047	-177.69117
2.4094e+09	-17.010839	-171.93224	-17.10213	-177.50646
2.60935e+09	-16.974995	-171.24838	-17.067666	-177.32779
2.8093e+09	-16.89382	-170.70804	-17.030706	-177.15557
3.00925e+09	-16.884378	-170.19724	-16.991302	-176.99019
3.2092e+09	-16.756676	-169.7529	-16.949511	-176.83201
3.40915e+09	-16.730165	-169.09709	-16.905389	-176.68137
3.6091e+09	-16.663357	-168.47868	-16.858997	-176.53859
3.80905e+09	-16.584997	-168.13596	-16.810397	-176.40396
4.009e+09	-16.510239	-167.36838	-16.759652	-176.27777
4.20895e+09	-16.41069	-167.11989	-16.706825	-176.16025
4.4089e+09	-16.360403	-166.40825	-16.651982	-176.05164
4.60885e+09	-16.261627	-166.20303	-16.595189	-175.95213
4.8088e+09	-16.204079	-165.47118	-16.536513	-175.86192
5.00875e+09	-16.106384	-165.18791	-16.47602	-175.78117
5.2087e+09	-16.032507	-164.84407	-16.413778	-175.71
5.40865e+09	-15.921911	-164.30743	-16.349853	-175.64854
5.6086e+09	-15.845021	-164.06171	-16.284312	-175.59689
5.80855e+09	-15.772372	-163.59979	-16.217221	-175.55513
6.0085e+09	-15.634723	-163.36426	-16.148646	-175.5233
6.20845e+09	-15.584273	-162.98863	-16.078652	-175.50147
6.4084e+09	-15.450788	-162.67738	-16.007303	-175.48964
6.60835e+09	-15.420479	-162.42632	-15.934662	-175.48783
6.8083e+09	-15.256091	-162.20834	-15.860791	-175.49603
7.00825e+09	-15.181181	-161.94446	-15.785752	-175.51422
7.2082e+09	-15.077091	-161.49875	-15.709603	-175.54236
7.40815e+09	-14.975417	-161.59509	-15.632404	-175.58039
7.6081e+09	-14.878313	-161.38921	-15.554212	-175.62827
7.80805e+09	-14.730887	-161.1167	-15.475081	-175.68592
8.008e+09	-14.674653	-160.92055	-15.395067	-175.75325
8.20795e+09	-14.529219	-160.76529	-15.314222	-175.83018
8.4079e+09	-14.472864	-160.77892	-15.232598	-175.91659
8.60785e+09	-14.313023	-160.5226	-15.150244	-176.01239
8.8078e+09	-14.239074	-160.59729	-15.067209	-176.11746
9.00775e+09	-14.120217	-160.21045	-14.983539	-176.23167
9.2077e+09	-14.033386	-160.36339	-14.899279	-176.35489
9.40765e+09	-13.905294	-160.31483	-14.814474	-176.487
9.6076e+09	-13.804749	-160.17664	-14.729166	-176.62785
9.80755e+09	-13.695829	-160.38988	-14.643395	-176.77729
1.00075e+10	-13.60491	-160.0957	-14.557201	-176.93519
1.02075e+10	-13.494461	-160.64612	-14.470599	-177.10144
1.04074e+10	-13.380438	-160.2525	-14.383693	-177.27575
1.06074e+10	-13.252077	-160.5708	-14.296429	-177.45815
1.08073e+10	-13.166287	-160.26555	-14.208929	-177.6483
1.10073e+10	-13.048253	-160.58383	-14.121138	-177.84623
1.12072e+10	-12.958525	-160.76825	-14.033175	-178.05159
1.14072e+10	-12.828773	-160.82686	-13.944982	-178.26443
1.16071e+10	-12.684865	-160.95239	-13.856675	-178.48436
1.18071e+10	-12.633934	-160.7867	-13.768196	-178.71146
1.2007e+10	-12.448009	-161.34514	-13.679657	-178.94535
1.2207e+10	-12.437675	-161.10652	-13.590996	-179.18609
1.24069e+10	-12.215332	-161.50824	-13.502327	-179.43329
1.26069e+10	-12.241683	-161.29927	-13.413583	-179.68704
1.28068e+10	-12.043386	-162.06729	-13.324877	-179.94693
1.30068e+10	-11.978368	-162.05797	-13.23614	179.78692
1.32067e+10	-11.852296	-162.44078	-13.147482	179.51495
1.34067e+10	-11.752309	-162.53249	-13.058834	179.23702
