Freq_GHz	Model_Norm_dB	Model_dBm_5mA
0.688672	-0.00192021	-7.30799
0.69865	-0.00197747	-7.30805
0.708627	-0.00203556	-7.30811
0.718605	-0.00209447	-7.30816
0.728582	-0.00215421	-7.30822
0.73856	-0.00221477	-7.30828
0.748537	-0.00227616	-7.30835
0.758515	-0.00233837	-7.30841
0.768492	-0.00240141	-7.30847
0.77847	-0.00246527	-7.30854
0.788447	-0.00252995	-7.3086
0.798425	-0.00259546	-7.30867
0.808402	-0.0026618	-7.30873
0.81838	-0.00272896	-7.3088
0.828357	-0.00279694	-7.30887
0.838335	-0.00286575	-7.30894
0.848312	-0.00293539	-7.30901
0.85829	-0.00300585	-7.30908
0.868267	-0.00307714	-7.30915
0.878245	-0.00314925	-7.30922
0.888222	-0.00322218	-7.30929
0.8982	-0.00329594	-7.30937
0.908177	-0.00337053	-7.30944
0.918155	-0.00344594	-7.30952
0.928132	-0.00352218	-7.30959
0.93811	-0.00359924	-7.30967
0.948087	-0.00367713	-7.30975
0.958065	-0.00375584	-7.30983
0.968042	-0.00383538	-7.30991
0.97802	-0.00391575	-7.30999
0.987997	-0.00399694	-7.31007
0.997974	-0.00407895	-7.31015
1.00795	-0.0041618	-7.31023
1.01793	-0.00424546	-7.31032
1.02791	-0.00432996	-7.3104
1.03788	-0.00441528	-7.31049
1.04786	-0.00450142	-7.31057
1.05784	-0.00458839	-7.31066
1.06782	-0.00467619	-7.31075
1.07779	-0.00476482	-7.31083
1.08777	-0.00485427	-7.31092
1.09775	-0.00494454	-7.31101
1.10773	-0.00503564	-7.31111
1.1177	-0.00512757	-7.3112
1.12768	-0.00522033	-7.31129
1.13766	-0.00531391	-7.31138
1.14764	-0.00540832	-7.31148
1.15761	-0.00550355	-7.31157
1.16759	-0.00559961	-7.31167
1.17757	-0.0056965	-7.31177
1.18755	-0.00579422	-7.31186
1.19752	-0.00589276	-7.31196
1.2075	-0.00599213	-7.31206
1.21748	-0.00609232	-7.31216
1.22746	-0.00619335	-7.31226
1.23743	-0.0062952	-7.31237
1.24741	-0.00639787	-7.31247
1.25739	-0.00650138	-7.31257
1.26737	-0.00660571	-7.31268
1.27734	-0.00671086	-7.31278
1.28732	-0.00681685	-7.31289
1.2973	-0.00692366	-7.31299
1.30728	-0.0070313	-7.3131
1.31725	-0.00713977	-7.31321
1.32723	-0.00724907	-7.31332
1.33721	-0.00735919	-7.31343
1.34719	-0.00747014	-7.31354
1.35716	-0.00758192	-7.31365
1.36714	-0.00769453	-7.31376
1.37712	-0.00780796	-7.31388
1.3871	-0.00792223	-7.31399
1.39707	-0.00803732	-7.31411
1.40705	-0.00815324	-7.31422
1.41703	-0.00826998	-7.31434
1.42701	-0.00838756	-7.31446
1.43698	-0.00850596	-7.31458
1.44696	-0.00862519	-7.3147
1.45694	-0.00874526	-7.31482
1.46692	-0.00886614	-7.31494
1.47689	-0.00898786	-7.31506
1.48687	-0.00911041	-7.31518
1.49685	-0.00923379	-7.3153
1.50683	-0.00935799	-7.31543
1.5168	-0.00948302	-7.31555
1.52678	-0.00960889	-7.31568
1.53676	-0.00973558	-7.31581
1.54674	-0.0098631	-7.31593
1.55671	-0.00999145	-7.31606
1.56669	-0.0101206	-7.31619
1.57667	-0.0102506	-7.31632
1.58665	-0.0103815	-7.31645
1.59662	-0.0105131	-7.31658
1.6066	-0.0106456	-7.31672
1.61658	-0.010779	-7.31685
1.62656	-0.0109131	-7.31698
1.63653	-0.0110481	-7.31712
1.64651	-0.0111839	-7.31725
1.65649	-0.0113206	-7.31739
1.66647	-0.0114581	-7.31753
1.67644	-0.0115964	-7.31767
1.68642	-0.0117355	-7.31781
1.6964	-0.0118755	-7.31795
1.70638	-0.0120163	-7.31809
1.71635	-0.0121579	-7.31823
1.72633	-0.0123004	-7.31837
1.73631	-0.0124436	-7.31851
1.74629	-0.0125878	-7.31866
1.75626	-0.0127327	-7.3188
1.76624	-0.0128785	-7.31895
1.77622	-0.0130251	-7.31909
1.7862	-0.0131726	-7.31924
1.79617	-0.0133208	-7.31939
1.80615	-0.0134699	-7.31954
1.81613	-0.0136199	-7.31969
1.82611	-0.0137707	-7.31984
1.83608	-0.0139223	-7.31999
1.84606	-0.0140747	-7.32014
1.85604	-0.014228	-7.3203
1.86602	-0.014382	-7.32045
1.87599	-0.014537	-7.32061
1.88597	-0.0146927	-7.32076
1.89595	-0.0148493	-7.32092
1.90593	-0.0150068	-7.32108
1.9159	-0.015165	-7.32123
1.92588	-0.0153241	-7.32139
1.93586	-0.015484	-7.32155
1.94584	-0.0156448	-7.32171
1.95581	-0.0158064	-7.32188
1.96579	-0.0159688	-7.32204
1.97577	-0.0161321	-7.3222
1.98575	-0.0162961	-7.32237
1.99572	-0.0164611	-7.32253
2.0057	-0.0166268	-7.3227
2.01568	-0.0167934	-7.32286
2.02566	-0.0169608	-7.32303
2.03563	-0.0171291	-7.3232
2.04561	-0.0172982	-7.32337
2.05559	-0.0174681	-7.32354
2.06557	-0.0176388	-7.32371
2.07554	-0.0178104	-7.32388
2.08552	-0.0179829	-7.32405
2.0955	-0.0181561	-7.32423
2.10548	-0.0183302	-7.3244
2.11545	-0.0185051	-7.32457
2.12543	-0.0186809	-7.32475
2.13541	-0.0188575	-7.32493
2.14539	-0.0190349	-7.3251
2.15536	-0.0192132	-7.32528
2.16534	-0.0193923	-7.32546
2.17532	-0.0195722	-7.32564
2.1853	-0.019753	-7.32582
2.19527	-0.0199346	-7.326
2.20525	-0.020117	-7.32619
2.21523	-0.0203003	-7.32637
2.22521	-0.0204844	-7.32655
2.23518	-0.0206693	-7.32674
2.24516	-0.0208551	-7.32693
2.25514	-0.0210417	-7.32711
2.26512	-0.0212292	-7.3273
2.27509	-0.0214175	-7.32749
2.28507	-0.0216066	-7.32768
2.29505	-0.0217966	-7.32787
2.30503	-0.0219874	-7.32806
2.315	-0.022179	-7.32825
2.32498	-0.0223715	-7.32844
2.33496	-0.0225648	-7.32863
2.34494	-0.0227589	-7.32883
2.35491	-0.0229539	-7.32902
2.36489	-0.0231497	-7.32922
2.37487	-0.0233464	-7.32942
2.38485	-0.0235439	-7.32961
2.39482	-0.0237422	-7.32981
2.4048	-0.0239414	-7.33001
2.41478	-0.0241414	-7.33021
2.42476	-0.0243422	-7.33041
2.43473	-0.0245439	-7.33061
2.44471	-0.0247464	-7.33082
2.45469	-0.0249498	-7.33102
2.46467	-0.025154	-7.33122
2.47464	-0.025359	-7.33143
2.48462	-0.0255649	-7.33163
2.4946	-0.0257716	-7.33184
2.50458	-0.0259792	-7.33205
2.51455	-0.0261876	-7.33226
2.52453	-0.0263968	-7.33247
2.53451	-0.0266068	-7.33268
2.54449	-0.0268178	-7.33289
2.55446	-0.0270295	-7.3331
2.56444	-0.0272421	-7.33331
2.57442	-0.0274555	-7.33353
2.5844	-0.0276698	-7.33374
2.59437	-0.0278849	-7.33395
2.60435	-0.0281008	-7.33417
2.61433	-0.0283176	-7.33439
2.62431	-0.0285352	-7.33461
2.63428	-0.0287537	-7.33482
2.64426	-0.028973	-7.33504
2.65424	-0.0291932	-7.33526
2.66422	-0.0294141	-7.33548
2.67419	-0.029636	-7.33571
2.68417	-0.0298586	-7.33593
2.69415	-0.0300821	-7.33615
2.70413	-0.0303065	-7.33638
2.7141	-0.0305317	-7.3366
2.72408	-0.0307577	-7.33683
2.73406	-0.0309846	-7.33705
2.74404	-0.0312123	-7.33728
2.75401	-0.0314409	-7.33751
2.76399	-0.0316703	-7.33774
2.77397	-0.0319005	-7.33797
2.78395	-0.0321316	-7.3382
2.79392	-0.0323635	-7.33843
2.8039	-0.0325963	-7.33867
2.81388	-0.0328299	-7.3389
2.82386	-0.0330644	-7.33913
2.83383	-0.0332997	-7.33937
2.84381	-0.0335358	-7.33961
2.85379	-0.0337728	-7.33984
2.86377	-0.0340107	-7.34008
2.87374	-0.0342493	-7.34032
2.88372	-0.0344888	-7.34056
2.8937	-0.0347292	-7.3408
2.90368	-0.0349704	-7.34104
2.91365	-0.0352125	-7.34128
2.92363	-0.0354554	-7.34153
2.93361	-0.0356991	-7.34177
2.94359	-0.0359437	-7.34201
2.95356	-0.0361891	-7.34226
2.96354	-0.0364354	-7.34251
2.97352	-0.0366825	-7.34275
2.9835	-0.0369305	-7.343
2.99347	-0.0371793	-7.34325
3.00345	-0.0374289	-7.3435
3.01343	-0.0376794	-7.34375
3.02341	-0.0379308	-7.344
3.03338	-0.038183	-7.34425
3.04336	-0.038436	-7.34451
3.05334	-0.0386899	-7.34476
3.06332	-0.0389446	-7.34501
3.07329	-0.0392002	-7.34527
3.08327	-0.0394566	-7.34553
3.09325	-0.0397139	-7.34578
3.10323	-0.039972	-7.34604
3.1132	-0.040231	-7.3463
3.12318	-0.0404908	-7.34656
3.13316	-0.0407514	-7.34682
3.14314	-0.0410129	-7.34708
3.15311	-0.0412753	-7.34735
3.16309	-0.0415385	-7.34761
3.17307	-0.0418026	-7.34787
3.18305	-0.0420675	-7.34814
3.19302	-0.0423332	-7.3484
3.203	-0.0425998	-7.34867
3.21298	-0.0428672	-7.34894
3.22296	-0.0431355	-7.34921
3.23293	-0.0434047	-7.34947
3.24291	-0.0436747	-7.34974
3.25289	-0.0439455	-7.35002
3.26287	-0.0442172	-7.35029
3.27284	-0.0444897	-7.35056
3.28282	-0.0447631	-7.35083
3.2928	-0.0450374	-7.35111
3.30278	-0.0453124	-7.35138
3.31275	-0.0455884	-7.35166
3.32273	-0.0458652	-7.35194
3.33271	-0.0461428	-7.35221
3.34269	-0.0464213	-7.35249
3.35266	-0.0467006	-7.35277
3.36264	-0.0469808	-7.35305
3.37262	-0.0472619	-7.35333
3.3826	-0.0475438	-7.35361
3.39257	-0.0478265	-7.3539
3.40255	-0.0481101	-7.35418
3.41253	-0.0483946	-7.35446
3.42251	-0.0486799	-7.35475
3.43248	-0.048966	-7.35504
3.44246	-0.049253	-7.35532
3.45244	-0.0495409	-7.35561
3.46242	-0.0498296	-7.3559
3.47239	-0.0501192	-7.35619
3.48237	-0.0504096	-7.35648
3.49235	-0.0507009	-7.35677
3.50233	-0.050993	-7.35706
3.5123	-0.051286	-7.35736
3.52228	-0.0515798	-7.35765
3.53226	-0.0518745	-7.35794
3.54224	-0.05217	-7.35824
3.55221	-0.0524664	-7.35854
3.56219	-0.0527637	-7.35883
3.57217	-0.0530618	-7.35913
3.58215	-0.0533607	-7.35943
3.59212	-0.0536605	-7.35973
3.6021	-0.0539612	-7.36003
3.61208	-0.0542627	-7.36033
3.62206	-0.0545651	-7.36063
3.63203	-0.0548683	-7.36094
3.64201	-0.0551724	-7.36124
3.65199	-0.0554774	-7.36155
3.66197	-0.0557832	-7.36185
3.67194	-0.0560898	-7.36216
3.68192	-0.0563973	-7.36247
3.6919	-0.0567057	-7.36278
3.70188	-0.0570149	-7.36308
3.71185	-0.057325	-7.36339
3.72183	-0.057636	-7.36371
3.73181	-0.0579478	-7.36402
3.74179	-0.0582604	-7.36433
3.75176	-0.0585739	-7.36464
3.76174	-0.0588883	-7.36496
3.77172	-0.0592035	-7.36527
3.7817	-0.0595196	-7.36559
3.79167	-0.0598366	-7.36591
3.80165	-0.0601544	-7.36622
3.81163	-0.060473	-7.36654
3.82161	-0.0607925	-7.36686
3.83158	-0.0611129	-7.36718
3.84156	-0.0614342	-7.3675
3.85154	-0.0617563	-7.36783
3.86152	-0.0620792	-7.36815
3.87149	-0.0624031	-7.36847
3.88147	-0.0627277	-7.3688
3.89145	-0.0630533	-7.36912
3.90143	-0.0633797	-7.36945
3.9114	-0.0637069	-7.36978
3.92138	-0.0640351	-7.3701
3.93136	-0.064364	-7.37043
3.94134	-0.0646939	-7.37076
3.95131	-0.0650246	-7.37109
3.96129	-0.0653562	-7.37143
3.97127	-0.0656886	-7.37176
3.98125	-0.0660219	-7.37209
3.99122	-0.066356	-7.37243
4.0012	-0.0666911	-7.37276
4.01118	-0.0670269	-7.3731
4.02116	-0.0673637	-7.37343
4.03113	-0.0677013	-7.37377
4.04111	-0.0680397	-7.37411
4.05109	-0.0683791	-7.37445
4.06107	-0.0687193	-7.37479
4.07104	-0.0690603	-7.37513
4.08102	-0.0694023	-7.37547
4.091	-0.069745	-7.37581
4.10098	-0.0700887	-7.37616
4.11095	-0.0704332	-7.3765
4.12093	-0.0707786	-7.37685
4.13091	-0.0711248	-7.37719
4.14089	-0.0714719	-7.37754
4.15086	-0.0718199	-7.37789
4.16084	-0.0721687	-7.37824
4.17082	-0.0725185	-7.37859
4.1808	-0.072869	-7.37894
4.19077	-0.0732205	-7.37929
4.20075	-0.0735728	-7.37964
4.21073	-0.0739259	-7.38
4.22071	-0.07428	-7.38035
4.23068	-0.0746349	-7.3807
4.24066	-0.0749906	-7.38106
4.25064	-0.0753473	-7.38142
4.26062	-0.0757048	-7.38177
4.27059	-0.0760632	-7.38213
4.28057	-0.0764224	-7.38249
4.29055	-0.0767825	-7.38285
4.30053	-0.0771435	-7.38321
4.3105	-0.0775053	-7.38358
4.32048	-0.0778681	-7.38394
4.33046	-0.0782316	-7.3843
4.34044	-0.0785961	-7.38467
4.35041	-0.0789614	-7.38503
4.36039	-0.0793276	-7.3854
4.37037	-0.0796947	-7.38576
4.38035	-0.0800626	-7.38613
4.39032	-0.0804314	-7.3865
4.4003	-0.0808011	-7.38687
4.41028	-0.0811716	-7.38724
4.42026	-0.081543	-7.38761
4.43023	-0.0819153	-7.38799
4.44021	-0.0822885	-7.38836
4.45019	-0.0826625	-7.38873
4.46017	-0.0830374	-7.38911
4.47014	-0.0834131	-7.38948
4.48012	-0.0837898	-7.38986
4.4901	-0.0841673	-7.39024
4.50008	-0.0845457	-7.39062
4.51005	-0.0849249	-7.39099
4.52003	-0.0853051	-7.39137
4.53001	-0.0856861	-7.39176
4.53998	-0.086068	-7.39214
4.54996	-0.0864507	-7.39252
4.55994	-0.0868343	-7.3929
4.56992	-0.0872188	-7.39329
4.57989	-0.0876042	-7.39367
4.58987	-0.0879904	-7.39406
4.59985	-0.0883776	-7.39445
4.60983	-0.0887656	-7.39484
4.6198	-0.0891544	-7.39522
4.62978	-0.0895442	-7.39561
4.63976	-0.0899348	-7.396
4.64974	-0.0903263	-7.3964
4.65971	-0.0907187	-7.39679
4.66969	-0.0911119	-7.39718
4.67967	-0.0915061	-7.39758
4.68965	-0.0919011	-7.39797
4.69962	-0.0922969	-7.39837
4.7096	-0.0926937	-7.39876
4.71958	-0.0930913	-7.39916
4.72956	-0.0934898	-7.39956
4.73953	-0.0938892	-7.39996
4.74951	-0.0942895	-7.40036
4.75949	-0.0946906	-7.40076
4.76947	-0.0950927	-7.40116
4.77944	-0.0954956	-7.40157
4.78942	-0.0958993	-7.40197
4.7994	-0.096304	-7.40237
4.80938	-0.0967095	-7.40278
4.81935	-0.0971159	-7.40319
4.82933	-0.0975232	-7.40359
4.83931	-0.0979314	-7.404
4.84929	-0.0983405	-7.40441
4.85926	-0.0987504	-7.40482
4.86924	-0.0991612	-7.40523
4.87922	-0.0995729	-7.40564
4.8892	-0.0999855	-7.40606
4.89917	-0.100399	-7.40647
4.90915	-0.100813	-7.40688
4.91913	-0.101229	-7.4073
4.92911	-0.101645	-7.40771
4.93908	-0.102062	-7.40813
4.94906	-0.102479	-7.40855
4.95904	-0.102898	-7.40897
4.96902	-0.103318	-7.40939
4.97899	-0.103738	-7.40981
4.98897	-0.10416	-7.41023
4.99895	-0.104582	-7.41065
5.00893	-0.105005	-7.41108
5.0189	-0.105429	-7.4115
5.02888	-0.105854	-7.41192
5.03886	-0.10628	-7.41235
5.04884	-0.106707	-7.41278
5.05881	-0.107134	-7.4132
5.06879	-0.107563	-7.41363
5.07877	-0.107992	-7.41406
5.08875	-0.108422	-7.41449
5.09872	-0.108854	-7.41492
5.1087	-0.109286	-7.41536
5.11868	-0.109719	-7.41579
5.12866	-0.110152	-7.41622
5.13863	-0.110587	-7.41666
5.14861	-0.111023	-7.41709
5.15859	-0.111459	-7.41753
5.16857	-0.111896	-7.41797
5.17854	-0.112335	-7.4184
5.18852	-0.112774	-7.41884
5.1985	-0.113214	-7.41928
5.20848	-0.113655	-7.41972
5.21845	-0.114096	-7.42017
5.22843	-0.114539	-7.42061
5.23841	-0.114983	-7.42105
5.24839	-0.115427	-7.4215
5.25836	-0.115872	-7.42194
5.26834	-0.116319	-7.42239
5.27832	-0.116766	-7.42284
5.2883	-0.117214	-7.42328
5.29827	-0.117663	-7.42373
5.30825	-0.118112	-7.42418
5.31823	-0.118563	-7.42463
5.32821	-0.119015	-7.42508
5.33818	-0.119467	-7.42554
5.34816	-0.119921	-7.42599
5.35814	-0.120375	-7.42644
5.36812	-0.12083	-7.4269
5.37809	-0.121286	-7.42736
5.38807	-0.121743	-7.42781
5.39805	-0.122201	-7.42827
5.40803	-0.122659	-7.42873
5.418	-0.123119	-7.42919
5.42798	-0.12358	-7.42965
5.43796	-0.124041	-7.43011
5.44794	-0.124503	-7.43057
5.45791	-0.124966	-7.43104
5.46789	-0.12543	-7.4315
5.47787	-0.125895	-7.43197
5.48785	-0.126361	-7.43243
5.49782	-0.126828	-7.4329
5.5078	-0.127296	-7.43337
5.51778	-0.127764	-7.43383
5.52776	-0.128234	-7.4343
5.53773	-0.128704	-7.43477
5.54771	-0.129175	-7.43525
5.55769	-0.129647	-7.43572
5.56767	-0.130121	-7.43619
5.57764	-0.130594	-7.43666
5.58762	-0.131069	-7.43714
5.5976	-0.131545	-7.43761
5.60758	-0.132022	-7.43809
5.61755	-0.132499	-7.43857
5.62753	-0.132978	-7.43905
5.63751	-0.133457	-7.43953
5.64749	-0.133937	-7.44001
5.65746	-0.134418	-7.44049
5.66744	-0.1349	-7.44097
5.67742	-0.135383	-7.44145
5.6874	-0.135867	-7.44194
5.69737	-0.136352	-7.44242
5.70735	-0.136837	-7.44291
5.71733	-0.137324	-7.44339
5.72731	-0.137811	-7.44388
5.73728	-0.1383	-7.44437
5.74726	-0.138789	-7.44486
5.75724	-0.139279	-7.44535
5.76722	-0.13977	-7.44584
5.77719	-0.140262	-7.44633
5.78717	-0.140755	-7.44682
5.79715	-0.141249	-7.44732
5.80713	-0.141743	-7.44781
5.8171	-0.142239	-7.44831
5.82708	-0.142735	-7.44881
5.83706	-0.143233	-7.4493
5.84704	-0.143731	-7.4498
5.85701	-0.14423	-7.4503
5.86699	-0.14473	-7.4508
5.87697	-0.145231	-7.4513
5.88695	-0.145733	-7.4518
5.89692	-0.146236	-7.45231
5.9069	-0.14674	-7.45281
5.91688	-0.147244	-7.45331
5.92686	-0.14775	-7.45382
5.93683	-0.148256	-7.45433
5.94681	-0.148764	-7.45483
5.95679	-0.149272	-7.45534
5.96677	-0.149781	-7.45585
5.97674	-0.150291	-7.45636
5.98672	-0.150802	-7.45687
5.9967	-0.151314	-7.45738
6.00668	-0.151827	-7.4579
6.01665	-0.15234	-7.45841
6.02663	-0.152855	-7.45892
6.03661	-0.15337	-7.45944
6.04659	-0.153887	-7.45996
6.05656	-0.154404	-7.46047
6.06654	-0.154922	-7.46099
6.07652	-0.155442	-7.46151
6.0865	-0.155962	-7.46203
6.09647	-0.156483	-7.46255
6.10645	-0.157005	-7.46307
6.11643	-0.157527	-7.4636
6.12641	-0.158051	-7.46412
6.13638	-0.158576	-7.46465
6.14636	-0.159101	-7.46517
6.15634	-0.159628	-7.4657
6.16632	-0.160155	-7.46622
6.17629	-0.160683	-7.46675
6.18627	-0.161212	-7.46728
6.19625	-0.161743	-7.46781
6.20623	-0.162274	-7.46834
6.2162	-0.162806	-7.46888
6.22618	-0.163338	-7.46941
6.23616	-0.163872	-7.46994
6.24614	-0.164407	-7.47048
6.25611	-0.164942	-7.47101
6.26609	-0.165479	-7.47155
6.27607	-0.166016	-7.47209
6.28605	-0.166555	-7.47262
6.29602	-0.167094	-7.47316
6.306	-0.167634	-7.4737
6.31598	-0.168175	-7.47425
6.32596	-0.168717	-7.47479
6.33593	-0.16926	-7.47533
6.34591	-0.169804	-7.47587
6.35589	-0.170349	-7.47642
6.36587	-0.170894	-7.47696
6.37584	-0.171441	-7.47751
6.38582	-0.171989	-7.47806
6.3958	-0.172537	-7.47861
6.40578	-0.173086	-7.47916
6.41575	-0.173637	-7.47971
6.42573	-0.174188	-7.48026
6.43571	-0.17474	-7.48081
6.44569	-0.175293	-7.48136
6.45566	-0.175847	-7.48192
6.46564	-0.176402	-7.48247
6.47562	-0.176958	-7.48303
6.4856	-0.177514	-7.48358
6.49557	-0.178072	-7.48414
6.50555	-0.178631	-7.4847
6.51553	-0.17919	-7.48526
6.52551	-0.179751	-7.48582
6.53548	-0.180312	-7.48638
6.54546	-0.180874	-7.48694
6.55544	-0.181437	-7.48751
6.56542	-0.182001	-7.48807
6.57539	-0.182566	-7.48864
6.58537	-0.183132	-7.4892
6.59535	-0.183699	-7.48977
6.60533	-0.184267	-7.49034
6.6153	-0.184836	-7.49091
6.62528	-0.185406	-7.49148
6.63526	-0.185976	-7.49205
6.64524	-0.186548	-7.49262
6.65521	-0.18712	-7.49319
6.66519	-0.187694	-7.49376
6.67517	-0.188268	-7.49434
6.68515	-0.188843	-7.49491
6.69512	-0.189419	-7.49549
6.7051	-0.189996	-7.49607
6.71508	-0.190574	-7.49664
6.72506	-0.191153	-7.49722
6.73503	-0.191733	-7.4978
6.74501	-0.192314	-7.49838
6.75499	-0.192896	-7.49897
6.76497	-0.193478	-7.49955
6.77494	-0.194062	-7.50013
6.78492	-0.194647	-7.50072
6.7949	-0.195232	-7.5013
6.80488	-0.195818	-7.50189
6.81485	-0.196406	-7.50248
6.82483	-0.196994	-7.50306
6.83481	-0.197583	-7.50365
6.84479	-0.198173	-7.50424
6.85476	-0.198764	-7.50483
6.86474	-0.199356	-7.50543
6.87472	-0.199949	-7.50602
6.8847	-0.200543	-7.50661
6.89467	-0.201138	-7.50721
6.90465	-0.201734	-7.5078
6.91463	-0.20233	-7.5084
6.92461	-0.202928	-7.509
6.93458	-0.203526	-7.5096
6.94456	-0.204126	-7.5102
6.95454	-0.204726	-7.5108
6.96452	-0.205328	-7.5114
6.97449	-0.20593	-7.512
6.98447	-0.206533	-7.5126
6.99445	-0.207137	-7.51321
7.00443	-0.207742	-7.51381
7.0144	-0.208348	-7.51442
7.02438	-0.208955	-7.51503
7.03436	-0.209563	-7.51563
7.04434	-0.210172	-7.51624
7.05431	-0.210782	-7.51685
7.06429	-0.211392	-7.51746
7.07427	-0.212004	-7.51807
7.08425	-0.212617	-7.51869
7.09422	-0.21323	-7.5193
7.1042	-0.213845	-7.51991
7.11418	-0.21446	-7.52053
7.12416	-0.215076	-7.52115
7.13413	-0.215694	-7.52176
7.14411	-0.216312	-7.52238
7.15409	-0.216931	-7.523
7.16407	-0.217551	-7.52362
7.17404	-0.218172	-7.52424
7.18402	-0.218794	-7.52486
7.194	-0.219417	-7.52549
7.20398	-0.220041	-7.52611
7.21395	-0.220666	-7.52674
7.22393	-0.221292	-7.52736
7.23391	-0.221919	-7.52799
7.24389	-0.222546	-7.52862
7.25386	-0.223175	-7.52924
7.26384	-0.223804	-7.52987
7.27382	-0.224435	-7.5305
7.2838	-0.225066	-7.53114
7.29377	-0.225699	-7.53177
7.30375	-0.226332	-7.5324
7.31373	-0.226966	-7.53304
7.32371	-0.227602	-7.53367
7.33368	-0.228238	-7.53431
7.34366	-0.228875	-7.53494
7.35364	-0.229513	-7.53558
7.36362	-0.230152	-7.53622
7.37359	-0.230792	-7.53686
7.38357	-0.231433	-7.5375
7.39355	-0.232075	-7.53814
7.40353	-0.232718	-7.53879
7.4135	-0.233361	-7.53943
7.42348	-0.234006	-7.54008
7.43346	-0.234652	-7.54072
7.44344	-0.235299	-7.54137
7.45341	-0.235946	-7.54202
7.46339	-0.236595	-7.54266
7.47337	-0.237244	-7.54331
7.48335	-0.237895	-7.54396
7.49332	-0.238546	-7.54462
7.5033	-0.239198	-7.54527
7.51328	-0.239852	-7.54592
7.52326	-0.240506	-7.54658
7.53323	-0.241161	-7.54723
7.54321	-0.241817	-7.54789
7.55319	-0.242474	-7.54854
7.56317	-0.243132	-7.5492
7.57314	-0.243791	-7.54986
7.58312	-0.244451	-7.55052
7.5931	-0.245112	-7.55118
7.60308	-0.245774	-7.55184
7.61305	-0.246437	-7.55251
7.62303	-0.247101	-7.55317
7.63301	-0.247766	-7.55384
7.64299	-0.248431	-7.5545
7.65296	-0.249098	-7.55517
7.66294	-0.249766	-7.55584
7.67292	-0.250434	-7.5565
7.6829	-0.251104	-7.55717
7.69287	-0.251774	-7.55784
7.70285	-0.252446	-7.55852
7.71283	-0.253118	-7.55919
7.72281	-0.253791	-7.55986
7.73278	-0.254466	-7.56054
7.74276	-0.255141	-7.56121
7.75274	-0.255817	-7.56189
7.76272	-0.256495	-7.56256
7.77269	-0.257173	-7.56324
7.78267	-0.257852	-7.56392
7.79265	-0.258532	-7.5646
7.80263	-0.259213	-7.56528
7.8126	-0.259895	-7.56597
7.82258	-0.260578	-7.56665
7.83256	-0.261262	-7.56733
7.84254	-0.261947	-7.56802
7.85251	-0.262633	-7.5687
7.86249	-0.26332	-7.56939
7.87247	-0.264008	-7.57008
7.88245	-0.264696	-7.57077
7.89242	-0.265386	-7.57146
7.9024	-0.266077	-7.57215
7.91238	-0.266768	-7.57284
7.92236	-0.267461	-7.57353
7.93233	-0.268155	-7.57422
7.94231	-0.268849	-7.57492
7.95229	-0.269545	-7.57561
7.96227	-0.270241	-7.57631
7.97224	-0.270939	-7.57701
7.98222	-0.271637	-7.57771
7.9922	-0.272337	-7.57841
8.00218	-0.273037	-7.57911
8.01215	-0.273738	-7.57981
