Freq_GHz	Model_Norm_dB	Model_dBm_5mA
11.9034	-1.67536	-3.71668
11.9134	-1.67812	-3.71944
11.9233	-1.68089	-3.72221
11.9333	-1.68365	-3.72497
11.9433	-1.68642	-3.72774
11.9533	-1.68919	-3.73051
11.9632	-1.69197	-3.73328
11.9732	-1.69474	-3.73606
11.9832	-1.69752	-3.73884
11.9932	-1.7003	-3.74161
12.0032	-1.70308	-3.7444
12.0131	-1.70586	-3.74718
12.0231	-1.70864	-3.74996
12.0331	-1.71143	-3.75275
12.0431	-1.71422	-3.75554
12.053	-1.71701	-3.75833
12.063	-1.71981	-3.76112
12.073	-1.7226	-3.76392
12.083	-1.7254	-3.76672
12.0929	-1.7282	-3.76952
12.1029	-1.731	-3.77232
12.1129	-1.7338	-3.77512
12.1229	-1.73661	-3.77793
12.1329	-1.73942	-3.78073
12.1428	-1.74222	-3.78354
12.1528	-1.74504	-3.78636
12.1628	-1.74785	-3.78917
12.1728	-1.75067	-3.79198
12.1827	-1.75348	-3.7948
12.1927	-1.7563	-3.79762
12.2027	-1.75913	-3.80044
12.2127	-1.76195	-3.80327
12.2227	-1.76478	-3.80609
12.2326	-1.7676	-3.80892
12.2426	-1.77043	-3.81175
12.2526	-1.77327	-3.81458
12.2626	-1.7761	-3.81742
12.2725	-1.77894	-3.82026
12.2825	-1.78177	-3.82309
12.2925	-1.78462	-3.82593
12.3025	-1.78746	-3.82878
12.3125	-1.7903	-3.83162
12.3224	-1.79315	-3.83447
12.3324	-1.796	-3.83732
12.3424	-1.79885	-3.84017
12.3524	-1.8017	-3.84302
12.3623	-1.80455	-3.84587
12.3723	-1.80741	-3.84873
12.3823	-1.81027	-3.85159
12.3923	-1.81313	-3.85445
12.4023	-1.81599	-3.85731
12.4122	-1.81886	-3.86018
12.4222	-1.82172	-3.86304
12.4322	-1.82459	-3.86591
12.4422	-1.82746	-3.86878
12.4521	-1.83034	-3.87166
12.4621	-1.83321	-3.87453
12.4721	-1.83609	-3.87741
12.4821	-1.83897	-3.88029
12.492	-1.84185	-3.88317
12.502	-1.84473	-3.88605
12.512	-1.84762	-3.88893
12.522	-1.8505	-3.89182
12.532	-1.85339	-3.89471
12.5419	-1.85628	-3.8976
12.5519	-1.85918	-3.90049
12.5619	-1.86207	-3.90339
12.5719	-1.86497	-3.90629
12.5818	-1.86787	-3.90919
12.5918	-1.87077	-3.91209
12.6018	-1.87367	-3.91499
12.6118	-1.87658	-3.9179
12.6218	-1.87948	-3.9208
12.6317	-1.88239	-3.92371
12.6417	-1.8853	-3.92662
12.6517	-1.88822	-3.92954
12.6617	-1.89113	-3.93245
12.6716	-1.89405	-3.93537
12.6816	-1.89697	-3.93829
12.6916	-1.89989	-3.94121
12.7016	-1.90281	-3.94413
12.7116	-1.90574	-3.94706
12.7215	-1.90866	-3.94998
12.7315	-1.91159	-3.95291
12.7415	-1.91452	-3.95584
12.7515	-1.91746	-3.95878
12.7614	-1.92039	-3.96171
12.7714	-1.92333	-3.96465
12.7814	-1.92627	-3.96759
12.7914	-1.92921	-3.97053
12.8014	-1.93215	-3.97347
12.8113	-1.9351	-3.97642
12.8213	-1.93804	-3.97936
12.8313	-1.94099	-3.98231
12.8413	-1.94394	-3.98526
12.8512	-1.9469	-3.98822
12.8612	-1.94985	-3.99117
12.8712	-1.95281	-3.99413
12.8812	-1.95577	-3.99709
12.8911	-1.95873	-4.00005
12.9011	-1.96169	-4.00301
12.9111	-1.96466	-4.00598
12.9211	-1.96762	-4.00894
12.9311	-1.97059	-4.01191
12.941	-1.97356	-4.01488
12.951	-1.97654	-4.01786
12.961	-1.97951	-4.02083
12.971	-1.98249	-4.02381
12.9809	-1.98547	-4.02679
12.9909	-1.98845	-4.02977
13.0009	-1.99143	-4.03275
13.0109	-1.99441	-4.03573
13.0209	-1.9974	-4.03872
13.0308	-2.00039	-4.04171
13.0408	-2.00338	-4.0447
13.0508	-2.00637	-4.04769
13.0608	-2.00937	-4.05069
13.0707	-2.01236	-4.05368
13.0807	-2.01536	-4.05668
13.0907	-2.01836	-4.05968
13.1007	-2.02136	-4.06268
13.1107	-2.02437	-4.06569
13.1206	-2.02737	-4.06869
13.1306	-2.03038	-4.0717
13.1406	-2.03339	-4.07471
13.1506	-2.0364	-4.07772
13.1605	-2.03942	-4.08074
13.1705	-2.04243	-4.08375
13.1805	-2.04545	-4.08677
13.1905	-2.04847	-4.08979
13.2005	-2.05149	-4.09281
13.2104	-2.05452	-4.09584
13.2204	-2.05754	-4.09886
13.2304	-2.06057	-4.10189
13.2404	-2.0636	-4.10492
13.2503	-2.06663	-4.10795
13.2603	-2.06966	-4.11098
13.2703	-2.0727	-4.11402
13.2803	-2.07574	-4.11706
13.2902	-2.07878	-4.1201
13.3002	-2.08182	-4.12314
13.3102	-2.08486	-4.12618
13.3202	-2.08791	-4.12922
13.3302	-2.09095	-4.13227
13.3401	-2.094	-4.13532
13.3501	-2.09705	-4.13837
13.3601	-2.10011	-4.14142
13.3701	-2.10316	-4.14448
13.38	-2.10622	-4.14754
13.39	-2.10927	-4.15059
13.4	-2.11234	-4.15365
13.41	-2.1154	-4.15672
13.42	-2.11846	-4.15978
13.4299	-2.12153	-4.16285
13.4399	-2.1246	-4.16592
13.4499	-2.12767	-4.16899
13.4599	-2.13074	-4.17206
13.4698	-2.13381	-4.17513
13.4798	-2.13689	-4.17821
13.4898	-2.13997	-4.18128
13.4998	-2.14305	-4.18436
13.5098	-2.14613	-4.18745
13.5197	-2.14921	-4.19053
13.5297	-2.1523	-4.19361
13.5397	-2.15538	-4.1967
13.5497	-2.15847	-4.19979
13.5596	-2.16156	-4.20288
13.5696	-2.16466	-4.20598
13.5796	-2.16775	-4.20907
13.5896	-2.17085	-4.21217
13.5995	-2.17395	-4.21527
13.6095	-2.17705	-4.21837
13.6195	-2.18015	-4.22147
13.6295	-2.18325	-4.22457
13.6395	-2.18636	-4.22768
13.6494	-2.18947	-4.23079
13.6594	-2.19258	-4.2339
13.6694	-2.19569	-4.23701
13.6794	-2.19881	-4.24012
13.6893	-2.20192	-4.24324
13.6993	-2.20504	-4.24636
13.7093	-2.20816	-4.24948
13.7193	-2.21128	-4.2526
13.7293	-2.2144	-4.25572
13.7392	-2.21753	-4.25885
13.7492	-2.22066	-4.26197
13.7592	-2.22378	-4.2651
13.7692	-2.22692	-4.26823
13.7791	-2.23005	-4.27137
13.7891	-2.23318	-4.2745
13.7991	-2.23632	-4.27764
13.8091	-2.23946	-4.28078
13.8191	-2.2426	-4.28392
13.829	-2.24574	-4.28706
13.839	-2.24888	-4.2902
13.849	-2.25203	-4.29335
13.859	-2.25518	-4.2965
13.8689	-2.25833	-4.29965
13.8789	-2.26148	-4.3028
13.8889	-2.26463	-4.30595
13.8989	-2.26779	-4.30911
13.9089	-2.27095	-4.31226
13.9188	-2.2741	-4.31542
13.9288	-2.27727	-4.31858
13.9388	-2.28043	-4.32175
13.9488	-2.28359	-4.32491
13.9587	-2.28676	-4.32808
13.9687	-2.28993	-4.33125
13.9787	-2.2931	-4.33442
13.9887	-2.29627	-4.33759
13.9986	-2.29944	-4.34076
14.0086	-2.30262	-4.34394
14.0186	-2.3058	-4.34712
14.0286	-2.30898	-4.3503
14.0386	-2.31216	-4.35348
14.0485	-2.31534	-4.35666
14.0585	-2.31853	-4.35985
14.0685	-2.32171	-4.36303
14.0785	-2.3249	-4.36622
14.0884	-2.32809	-4.36941
14.0984	-2.33129	-4.3726
14.1084	-2.33448	-4.3758
14.1184	-2.33768	-4.37899
14.1284	-2.34087	-4.38219
14.1383	-2.34407	-4.38539
14.1483	-2.34728	-4.38859
14.1583	-2.35048	-4.3918
14.1683	-2.35368	-4.395
14.1782	-2.35689	-4.39821
14.1882	-2.3601	-4.40142
14.1982	-2.36331	-4.40463
14.2082	-2.36652	-4.40784
14.2182	-2.36974	-4.41106
14.2281	-2.37296	-4.41427
14.2381	-2.37617	-4.41749
14.2481	-2.37939	-4.42071
14.2581	-2.38262	-4.42393
14.268	-2.38584	-4.42716
14.278	-2.38906	-4.43038
14.288	-2.39229	-4.43361
14.298	-2.39552	-4.43684
14.308	-2.39875	-4.44007
14.3179	-2.40198	-4.4433
14.3279	-2.40522	-4.44654
14.3379	-2.40846	-4.44977
14.3479	-2.41169	-4.45301
14.3578	-2.41493	-4.45625
14.3678	-2.41818	-4.45949
14.3778	-2.42142	-4.46274
14.3878	-2.42466	-4.46598
14.3977	-2.42791	-4.46923
14.4077	-2.43116	-4.47248
14.4177	-2.43441	-4.47573
14.4277	-2.43766	-4.47898
14.4377	-2.44092	-4.48224
14.4476	-2.44418	-4.48549
14.4576	-2.44743	-4.48875
14.4676	-2.45069	-4.49201
14.4776	-2.45396	-4.49527
14.4875	-2.45722	-4.49854
14.4975	-2.46048	-4.5018
14.5075	-2.46375	-4.50507
14.5175	-2.46702	-4.50834
14.5275	-2.47029	-4.51161
14.5374	-2.47356	-4.51488
14.5474	-2.47684	-4.51816
14.5574	-2.48011	-4.52143
14.5674	-2.48339	-4.52471
14.5773	-2.48667	-4.52799
14.5873	-2.48995	-4.53127
14.5973	-2.49324	-4.53455
14.6073	-2.49652	-4.53784
14.6173	-2.49981	-4.54113
14.6272	-2.5031	-4.54442
14.6372	-2.50639	-4.54771
14.6472	-2.50968	-4.551
14.6572	-2.51297	-4.55429
14.6671	-2.51627	-4.55759
14.6771	-2.51957	-4.56089
14.6871	-2.52287	-4.56418
14.6971	-2.52617	-4.56749
14.7071	-2.52947	-4.57079
14.717	-2.53277	-4.57409
14.727	-2.53608	-4.5774
14.737	-2.53939	-4.58071
14.747	-2.5427	-4.58402
14.7569	-2.54601	-4.58733
14.7669	-2.54932	-4.59064
14.7769	-2.55264	-4.59396
14.7869	-2.55596	-4.59727
14.7968	-2.55927	-4.60059
14.8068	-2.56259	-4.60391
14.8168	-2.56592	-4.60724
14.8268	-2.56924	-4.61056
14.8368	-2.57257	-4.61389
14.8467	-2.57589	-4.61721
14.8567	-2.57922	-4.62054
14.8667	-2.58255	-4.62387
14.8767	-2.58589	-4.62721
14.8866	-2.58922	-4.63054
14.8966	-2.59256	-4.63388
14.9066	-2.5959	-4.63721
14.9166	-2.59924	-4.64055
14.9266	-2.60258	-4.6439
14.9365	-2.60592	-4.64724
14.9465	-2.60927	-4.65058
14.9565	-2.61261	-4.65393
14.9665	-2.61596	-4.65728
14.9764	-2.61931	-4.66063
14.9864	-2.62266	-4.66398
14.9964	-2.62602	-4.66734
15.0064	-2.62937	-4.67069
15.0164	-2.63273	-4.67405
15.0263	-2.63609	-4.67741
15.0363	-2.63945	-4.68077
15.0463	-2.64281	-4.68413
15.0563	-2.64618	-4.68749
15.0662	-2.64954	-4.69086
15.0762	-2.65291	-4.69423
15.0862	-2.65628	-4.6976
15.0962	-2.65965	-4.70097
15.1062	-2.66302	-4.70434
15.1161	-2.6664	-4.70771
15.1261	-2.66977	-4.71109
15.1361	-2.67315	-4.71447
15.1461	-2.67653	-4.71785
15.156	-2.67991	-4.72123
15.166	-2.68329	-4.72461
15.176	-2.68668	-4.728
15.186	-2.69007	-4.73138
15.1959	-2.69345	-4.73477
15.2059	-2.69684	-4.73816
15.2159	-2.70024	-4.74155
15.2259	-2.70363	-4.74495
15.2359	-2.70702	-4.74834
15.2458	-2.71042	-4.75174
15.2558	-2.71382	-4.75514
15.2658	-2.71722	-4.75854
15.2758	-2.72062	-4.76194
15.2857	-2.72402	-4.76534
15.2957	-2.72743	-4.76875
15.3057	-2.73084	-4.77215
15.3157	-2.73424	-4.77556
15.3257	-2.73765	-4.77897
15.3356	-2.74107	-4.78239
15.3456	-2.74448	-4.7858
15.3556	-2.7479	-4.78921
15.3656	-2.75131	-4.79263
15.3755	-2.75473	-4.79605
15.3855	-2.75815	-4.79947
15.3955	-2.76157	-4.80289
15.4055	-2.765	-4.80632
15.4155	-2.76842	-4.80974
15.4254	-2.77185	-4.81317
15.4354	-2.77528	-4.8166
15.4454	-2.77871	-4.82003
15.4554	-2.78214	-4.82346
