Freq_GHz	S11_meas_dB	S11_meas_deg	S11_fit_dB	S11_fit_deg
10000000	-4.3106275	0.54996759	-4.4369753	-0.067173122
2.0995e+08	-4.2498937	-1.5649314	-4.4371263	-1.4103226
4.099e+08	-4.2617178	-3.2265463	-4.4375516	-2.7535968
6.0985e+08	-4.256319	-4.8497338	-4.4382505	-4.0971145
8.098e+08	-4.2550278	-6.502212	-4.4392219	-5.440994
1.00975e+09	-4.2644458	-8.0130043	-4.4404642	-6.7853533
1.2097e+09	-4.2609439	-9.625988	-4.4419755	-8.1303099
1.40965e+09	-4.2544031	-11.154474	-4.4437534	-9.4759805
1.6096e+09	-4.2592101	-12.847212	-4.445795	-10.822481
1.80955e+09	-4.2575645	-14.460075	-4.4480969	-12.169927
2.0095e+09	-4.2604728	-16.043968	-4.4506555	-13.518431
2.20945e+09	-4.2660232	-17.665081	-4.4534666	-14.868107
2.4094e+09	-4.2802577	-19.118826	-4.4565256	-16.219065
2.60935e+09	-4.2582979	-20.658148	-4.4598274	-17.571415
2.8093e+09	-4.2756848	-22.222492	-4.4633665	-18.925266
3.00925e+09	-4.2577004	-23.746962	-4.4671369	-20.280724
3.2092e+09	-4.2721748	-25.329008	-4.4711323	-21.637892
3.40915e+09	-4.2518444	-26.810804	-4.4753459	-22.996874
3.6091e+09	-4.2436261	-28.523233	-4.4797702	-24.357768
3.80905e+09	-4.2619562	-30.069036	-4.4843977	-25.720672
4.009e+09	-4.2444201	-31.665543	-4.4892201	-27.085681
4.20895e+09	-4.2503409	-33.1745	-4.4942289	-28.452886
4.4089e+09	-4.2373366	-34.750389	-4.4994149	-29.822378
4.60885e+09	-4.2523713	-36.31728	-4.5047686	-31.194242
4.8088e+09	-4.2260327	-37.790764	-4.5102801	-32.568561
5.00875e+09	-4.2239623	-39.317875	-4.515939	-33.945413
5.2087e+09	-4.2155776	-40.808636	-4.5217344	-35.324876
5.40865e+09	-4.2107196	-42.44215	-4.5276552	-36.70702
5.6086e+09	-4.2043543	-43.969551	-4.5336895	-38.091914
5.80855e+09	-4.1853485	-45.449642	-4.5398252	-39.479622
6.0085e+09	-4.2070608	-47.014927	-4.5460499	-40.870204
6.20845e+09	-4.1888332	-48.479496	-4.5523505	-42.263714
6.4084e+09	-4.1925292	-50.131996	-4.5587137	-43.660204
6.60835e+09	-4.1687603	-51.448284	-4.5651257	-45.059718
6.8083e+09	-4.1824851	-53.133217	-4.5715723	-46.462298
7.00825e+09	-4.1720414	-54.521561	-4.5780391	-47.867979
7.2082e+09	-4.1546741	-56.037518	-4.584511	-49.276792
7.40815e+09	-4.1599278	-57.622734	-4.590973	-50.68876
7.6081e+09	-4.1519041	-59.078152	-4.5974092	-52.103904
7.80805e+09	-4.1577811	-60.608784	-4.6038039	-53.522235
8.008e+09	-4.1474099	-61.980373	-4.6101408	-54.943762
8.20795e+09	-4.1377044	-63.56414	-4.6164034	-56.368485
8.4079e+09	-4.1358261	-64.925194	-4.6225748	-57.796399
8.60785e+09	-4.1167789	-66.510956	-4.628638	-59.227492
8.8078e+09	-4.1262965	-67.955635	-4.6345758	-60.661745
9.00775e+09	-4.1071796	-69.410568	-4.6403707	-62.099133
9.2077e+09	-4.1082578	-70.801323	-4.646005	-63.539623
9.40765e+09	-4.0933809	-72.265564	-4.6514609	-64.983178
9.6076e+09	-4.0898819	-73.684608	-4.6567205	-66.42975
9.80755e+09	-4.1027575	-75.146423	-4.6617658	-67.879285
1.00075e+10	-4.0617266	-76.513573	-4.6665787	-69.331724
1.02075e+10	-4.0944858	-77.914085	-4.6711421	-70.787362
1.04074e+10	-4.0610819	-79.379356	-4.6754347	-72.245031
1.06074e+10	-4.081532	-80.872429	-4.6794427	-73.706106
1.08073e+10	-4.0454359	-82.122101	-4.683144	-75.169035
1.10073e+10	-4.0462275	-83.608788	-4.6865246	-76.635185
1.12072e+10	-4.0466695	-84.920341	-4.6895633	-78.102982
1.14072e+10	-4.0404949	-86.399063	-4.6922455	-79.573784
1.16071e+10	-4.0364456	-87.923698	-4.6945514	-81.045999
1.18071e+10	-4.0029893	-89.0485	-4.6964662	-82.520971
1.2007e+10	-4.0091467	-90.732536	-4.6979713	-83.997091
1.2207e+10	-3.99106	-91.70285	-4.6990517	-85.475692
1.24069e+10	-3.9725971	-93.552025	-4.6996905	-86.955148
1.26069e+10	-3.972821	-94.328018	-4.6998727	-88.436781
1.28068e+10	-3.9649751	-96.250771	-4.6995831	-89.918948
