Freq_GHz	Re_S11_meas	Im_S11_meas	Re_S11_fit	Im_S11_fit	S11_meas_dB	S11_fit_dB
10000000	0.60876352	0.0058435454	0.59999956	-0.0007034351	-4.3106275	-4.4369753
2.0995e+08	0.61283463	-0.016742642	0.59980779	-0.014767115	-4.2498937	-4.4371263
4.099e+08	0.61125879	-0.034458773	0.59926744	-0.028822586	-4.2617178	-4.4375516
6.0985e+08	0.61041672	-0.051791752	0.59837875	-0.042862032	-4.256319	-4.4382505
8.098e+08	0.60875982	-0.069383228	0.59714214	-0.056877641	-4.2550278	-4.4392219
1.00975e+09	0.60606139	-0.085316652	0.59555815	-0.070861606	-4.2644458	-4.4404642
1.2097e+09	0.60366307	-0.10238363	0.59362753	-0.084806128	-4.2609439	-4.4419755
1.40965e+09	0.60116984	-0.11853851	0.59135116	-0.098703416	-4.2544031	-4.4437534
1.6096e+09	0.59707539	-0.13616969	0.58873007	-0.11254569	-4.2592101	-4.445795
1.80955e+09	0.59311857	-0.15295003	0.58576548	-0.12632519	-4.2575645	-4.4480969
2.0095e+09	0.58846725	-0.16922909	0.58245875	-0.14003415	-4.2604728	-4.4506555
2.20945e+09	0.58307152	-0.18569039	0.57881142	-0.15366486	-4.2660232	-4.4534666
2.4094e+09	0.57722616	-0.20009491	0.57482518	-0.16720959	-4.2802577	-4.4565256
2.60935e+09	0.57308977	-0.21607432	0.57050188	-0.18066065	-4.2582979	-4.4598274
2.8093e+09	0.56584363	-0.23117567	0.56584356	-0.19401037	-4.2756848	-4.4633665
3.00925e+09	0.56065283	-0.24665767	0.5608524	-0.20725113	-4.2577004	-4.4671369
3.2092e+09	0.55270748	-0.26160606	0.55553076	-0.22037529	-4.2721748	-4.4711323
3.40915e+09	0.5470366	-0.27645756	0.54988117	-0.2333753	-4.2518444	-4.4753459
3.6091e+09	0.53904068	-0.29295828	0.54390632	-0.2462436	-4.2436261	-4.4797702
3.80905e+09	0.52982236	-0.30674486	0.53760907	-0.2589727	-4.2619562	-4.4843977
4.009e+09	0.52212363	-0.32203651	0.53099246	-0.27155513	-4.2444201	-4.4892201
4.20895e+09	0.51311242	-0.3354453	0.5240597	-0.28398349	-4.2503409	-4.4942289
4.4089e+09	0.50444795	-0.34995307	0.51681418	-0.29625039	-4.2373366	-4.4994149
4.60885e+09	0.49383468	-0.36298699	0.50925945	-0.30834854	-4.2523713	-4.5047686
4.8088e+09	0.48580833	-0.37670615	0.50139925	-0.32027068	-4.2260327	-4.5102801
5.00875e+09	0.47570996	-0.38961199	0.49323747	-0.3320096	-4.2239623	-4.515939
5.2087e+09	0.46586239	-0.40224418	0.48477821	-0.34355819	-4.2155776	-4.5217344
5.40865e+09	0.45446067	-0.41559312	0.47602574	-0.35490939	-4.2107196	-4.5276552
5.6086e+09	0.44354648	-0.42787256	0.46698448	-0.3660562	-4.2043543	-4.5336895
5.80855e+09	0.43329379	-0.44014847	0.45765907	-0.37699173	-4.1853485	-4.5398252
6.0085e+09	0.42005768	-0.45069206	0.4480543	-0.38770915	-4.2070608	-4.5460499
