Freq_GHz	r_meas	x_meas	r_model	x_model	R_meas_ohm	X_meas_ohm	R_model_ohm	X_model_ohm
22.0045	0.104347	-0.194734	0.108743	-0.136885	5.21737	-9.73669	5.43714	-6.84427
22.2045	0.106475	-0.183881	0.108739	-0.125841	5.32376	-9.19403	5.43694	-6.29203
22.4044	0.105833	-0.172765	0.108735	-0.114905	5.29166	-8.63823	5.43674	-5.74524
22.6044	0.108196	-0.161232	0.108731	-0.104075	5.40981	-8.0616	5.43654	-5.20377
22.8043	0.108202	-0.150903	0.108727	-0.0933494	5.41009	-7.54514	5.43634	-4.66747
23.0042	0.109231	-0.139201	0.108723	-0.0827243	5.46157	-6.96006	5.43613	-4.13621
23.2042	0.110523	-0.128491	0.108718	-0.0721973	5.52616	-6.42453	5.43592	-3.60986
23.4042	0.110748	-0.11811	0.108714	-0.0617659	5.53742	-5.90551	5.43571	-3.0883
23.6041	0.112873	-0.106864	0.10871	-0.0514278	5.64366	-5.34321	5.4355	-2.57139
23.8041	0.113347	-0.0970182	0.108706	-0.0411805	5.66734	-4.85091	5.43529	-2.05903
24.004	0.114294	-0.0856153	0.108701	-0.0310219	5.71468	-4.28077	5.43507	-1.55109
24.2039	0.115136	-0.0752956	0.108697	-0.0209497	5.75681	-3.76478	5.43485	-1.04748
24.4039	0.116315	-0.0643361	0.108693	-0.0109617	5.81574	-3.21681	5.43464	-0.548085
24.6039	0.117343	-0.054044	0.108688	-0.00105599	5.86714	-2.7022	5.43441	-0.0527995
24.8038	0.117789	-0.0439167	0.108684	0.00876949	5.88943	-2.19584	5.43419	0.438474
25.0038	0.119408	-0.0333809	0.108679	0.0185167	5.97041	-1.66904	5.43397	0.925833
25.2037	0.12006	-0.0233317	0.108675	0.0281874	6.00301	-1.16659	5.43374	1.40937
25.4036	0.121548	-0.0118551	0.10867	0.0377834	6.07742	-0.592757	5.43351	1.88917
25.6036	0.122633	-0.00251072	0.108666	0.0473066	6.13167	-0.125536	5.43328	2.36533
25.8036	0.123494	0.0089379	0.108661	0.0567586	6.17469	0.446895	5.43305	2.83793
26.0035	0.124755	0.0176309	0.108656	0.066141	6.23774	0.881543	5.43282	3.30705
26.2035	0.125181	0.0290354	0.108652	0.0754554	6.25905	1.45177	5.43259	3.77277
26.4034	0.126991	0.038865	0.108647	0.0847034	6.34957	1.94325	5.43235	4.23517
26.6033	0.127285	0.049207	0.108642	0.0938865	6.36424	2.46035	5.43211	4.69433
26.8033	0.129318	0.0590425	0.108637	0.103006	6.46588	2.95213	5.43187	5.15031
27.0033	0.129717	0.0677187	0.108633	0.112064	6.48585	3.38594	5.43163	5.60318
27.2032	0.132022	0.0794463	0.108628	0.121061	6.60111	3.97232	5.43138	6.05303
