V,lab,Rm,Cpd,Cpd_CV,L1,Lm,L2,rms,f_RC
-7,38,42.52385943293988,181.6807814592569,227.60000000000002,9.440646574632132e-24,229.89489283501808,149.60430133727212,0.12800315415359098,34.6537330326558
-7,100,107.54213960347053,181.6807814592569,227.60000000000002,192.70607442845892,1.386289002914239e-28,94.57976835913024,0.11577873417558193,22.532597296993412
-7,140,142.52653410946385,181.6807814592569,227.60000000000002,196.96942572051682,1.4736324878141797e-27,74.36226597739025,0.11875894489386953,21.301667626056
-7,WO,13943.63029034255,181.6807814592569,227.60000000000002,126.92042071151093,0.0,163.39967945983136,0.15392579921196753,16.317804552645235
-5,WO,58279.610725825885,229.94982417014648,274.6000000000001,131.68966410715836,0.0,160.69119225512122,0.15655766439572372,12.799239742243957
-7,80,80.34907342646851,181.6807814592569,227.60000000000002,191.65215460175085,2.377452524721447e-28,96.18735380732396,0.11304337262538394,24.116105524082077
-5,80,77.17008451359483,229.94982417014648,274.6000000000001,185.68191426120646,9.476303229347702e-30,103.63863490187683,0.12138409380741602,19.973863897568645
