V,lab,Rm,Rs,Cpd,Cpd_CV,L1,Lm,L2,rms,rms_locked,f_RC
-7,38,42.52385943293988,25.728647420560552,186.67383382217238,227.60000000000002,2.8602801239140616e-10,315.45488118480205,144.38049705936817,0.06337936050130225,0.22134455285858456,28.298633098685123
-7,100,107.54213960347053,11.411074874741468,199.48318127226494,227.60000000000002,186.29841073686202,2.9146079968807184e-15,89.47163210206696,0.11117305189721224,0.11940016130536991,21.631569605654374
-7,140,142.52653410946385,10.42882156998263,187.1202602746048,227.60000000000002,200.81937083028055,6.9418154190285e-15,65.2805397397592,0.11304792545610645,0.1290991892621853,21.851235686717377
-7,WO,13943.63029034255,12.82796421492159,198.43016141436263,227.60000000000002,120.98966650144801,0.0,157.9221384308289,0.14933239768455864,0.1673174419666527,15.065208984233124
-5,WO,58279.610725825885,12.200402271931557,239.4117639637598,274.6000000000001,124.99942266273897,0.0,161.63572447513238,0.15436081735748264,0.17007112644299635,12.562997961039688
-7,80,80.34907342646851,13.453647175143246,179.94631685670385,227.60000000000002,192.79112473753707,9.401623860158527e-20,95.7544486134373,0.11293517088598778,0.1319312007274774,24.414636218552342
-5,80,77.17008451359483,12.037052660142727,212.20951860381115,274.6000000000001,194.41798063211002,5.977754990364333e-16,101.57479027295707,0.11793077621500692,0.13562075675424323,22.023503449124714
