BEGIN DS_DATA
% freq(real)  db_value(real)
500000000	        -16.22
1170000000	-16.45
1670000000	-16.77
2330000000	-16.36
2670000000	-16.73
3250000000	-16.87
3750000000	-16.49
4250000000	-16.60
4750000000	-16.40
5250000000	-16.70
5750000000	-17.36
6500000000	-16.96
7000000000	-16.88
7500000000	-17.12
8000000000	-16.76
8330000000	-16.92
9000000000	-17.22
9500000000	-17.95
10000000000	-17.49
10500000000	-17.73
11000000000	-17.85
11330000000	-17.83
12000000000	-16.93
12330000000	-17.97
13000000000	-18.05
13500000000	-18.37
14000000000	-17.88
14670000000	-18.28
15170000000	-17.72
15670000000	-17.18
16170000000	-16.96
16670000000	-19.18
17170000000	-18.72
17670000000	-18.99
18170000000	-18.65
18670000000	-18.23
19170000000	-17.46
19670000000	-17.01
20170000000	-18.23
20670000000	-17.82
21170000000	-17.62
21670000000	-18.01
22170000000	-18.26
22670000000	-17.84
23170000000	-17.79
23670000000	-18.65
24170000000	-19.11
24830000000	-19.28
25170000000	-19.64
25670000000	-19.10
26170000000	-20.09
26670000000	-19.12
27420000000	-19.90
27920000000	-20.37
28420000000	-20.87
28920000000	-20.40
29580000000	-20.08
29920000000	-19.71
30580000000	-21.76
31080000000	-21.24
END
