BEGIN DS_DATA
% freq(real)  db_value(real)
500000000		-7.41
1170000000	-7.34
1500000000	-7.44
2000000000	-7.39
2670000000	-7.53
3080000000	-7.78
3750000000	-8.95
4250000000	-9.36
4750000000	-8.13
5080000000	-7.82
5750000000	-7.84
6500000000	-7.66
7000000000	-7.60
7500000000	-7.60
7830000000	-7.70
8500000000	-7.72
9000000000	-7.70
9500000000	-7.66
10170000000	-7.65
10830000000	-7.53
11330000000	-7.50
11830000000	-7.55
12330000000	-7.66
12670000000	-7.70
13500000000	-7.73
13830000000	-7.67
14500000000	-7.62
15000000000	-7.44
15500000000	-7.65
16000000000	-7.60
16500000000	-8.02
17000000000	-7.78
17670000000	-8.00
18330000000	-7.72
18670000000	-7.62
19330000000	-7.62
19670000000	-8.02
20330000000	-7.86
20830000000	-8.35
21330000000	-7.83
22000000000	-8.00
22500000000	-7.85
23170000000	-7.78
23670000000	-8.09
24170000000	-8.22
24670000000	-8.42
25170000000	-8.61
25830000000	-8.13
26330000000	-8.19
27080000000	-8.67
27750000000	-8.84
28250000000	-9.25
23670000000	-8.05
24170000000	-8.10
24830000000	-8.16
25330000000	-8.41
25830000000	-8.04
26330000000	-8.18
26830000000	-8.40
27580000000	-8.60
27920000000	-9.29
28580000000	-9.24
29080000000	-8.79
29580000000	-8.99
30080000000	-8.67
30580000000	-9.78
31080000000	-9.58
31830000000	-9.74
32330000000	-9.99
32830000000	-9.94
33330000000	-9.50
33830000000	-9.91
34330000000	-10.43
34830000000	-11.30
35330000000	-12.07
35830000000	-11.72
36500000000	-11.18
41830000000	-12.18
37670000000	-12.25
47000000000	-10.77
END
