BEGIN DS_DATA
% freq(real)  db_value(real)
500000000		-22.83
1000000000	-22.99
1500000000	-22.93
2000000000	-22.86
2500000000	-23.10
2920000000	-23.34
3580000000	-24.26
4080000000	-25.22
4580000000	-23.73
5080000000	-23.50
5580000000	-23.51
6080000000	-23.30
6670000000	-23.23
7170000000	-23.24
7830000000	-23.32
8330000000	-23.38
8830000000	-23.40
9330000000	-23.45
9830000000	-23.32
10500000000	-23.22
11000000000	-23.23
11500000000	-23.19
12000000000	-23.33
12500000000	-23.38
13000000000	-23.48
13670000000	-23.49
14170000000	-23.36
14830000000	-23.22
15330000000	-23.28
15830000000	-23.37
16330000000	-23.71
16830000000	-23.61
17500000000	-23.82
18000000000	-23.44
18670000000	-23.39
19170000000	-23.53
19670000000	-23.72
20170000000	-23.75
20670000000	-24.01
21170000000	-23.83
21670000000	-24.07
22330000000	-23.58
22830000000	-23.69
23330000000	-23.79
23830000000	-24.22
24330000000	-24.37
24830000000	-24.32
25500000000	-24.15
26170000000	-24.29
26670000000	-24.08
27250000000	-24.78
27750000000	-25.16
28420000000	-25.10
28920000000	-24.88
24330000000	-24.16
24830000000	-24.20
25500000000	-24.17
26000000000	-24.11
26500000000	-24.04
27000000000	-24.56
27580000000	-24.56
28080000000	-25.25
28580000000	-25.15
29250000000	-24.84
29750000000	-24.82
30250000000	-24.91
30920000000	-25.17
31330000000	-26.20
32000000000	-25.74
32500000000	-26.00
33000000000	-25.45
33500000000	-26.04
34000000000	-25.90
34500000000	-26.80
35000000000	-27.03
35670000000	-27.81
36170000000	-27.01
36830000000	-27.00
37170000000	-26.80
37830000000	-27.67
END
