Freq_GHz	Norm_dB_model	Model_dBm_5mA
8.11193	-0.876298	-2.91763
8.12191	-0.87845	-2.91978
8.13188	-0.880606	-2.92194
8.14186	-0.882764	-2.9241
8.15184	-0.884925	-2.92626
8.16182	-0.887088	-2.92842
8.17179	-0.889254	-2.93059
8.18177	-0.891422	-2.93275
8.19175	-0.893593	-2.93493
8.20173	-0.895767	-2.9371
8.2117	-0.897943	-2.93928
8.22168	-0.900122	-2.94145
8.23166	-0.902303	-2.94364
8.24164	-0.904487	-2.94582
8.25161	-0.906674	-2.94801
8.26159	-0.908863	-2.9502
8.27157	-0.911055	-2.95239
8.28155	-0.913249	-2.95458
8.29152	-0.915446	-2.95678
8.3015	-0.917646	-2.95898
8.31148	-0.919848	-2.96118
8.32146	-0.922053	-2.96339
8.33143	-0.92426	-2.96559
8.34141	-0.92647	-2.9678
8.35139	-0.928682	-2.97002
8.36137	-0.930898	-2.97223
8.37134	-0.933115	-2.97445
8.38132	-0.935336	-2.97667
8.3913	-0.937558	-2.97889
8.40128	-0.939784	-2.98112
8.41125	-0.942012	-2.98334
8.42123	-0.944243	-2.98558
8.43121	-0.946476	-2.98781
8.44119	-0.948712	-2.99004
8.45116	-0.95095	-2.99228
8.46114	-0.953191	-2.99452
8.47112	-0.955435	-2.99677
8.4811	-0.957681	-2.99901
8.49107	-0.95993	-3.00126
8.50105	-0.962181	-3.00351
8.51103	-0.964435	-3.00577
8.52101	-0.966691	-3.00802
8.53098	-0.96895	-3.01028
8.54096	-0.971212	-3.01255
8.55094	-0.973476	-3.01481
8.56092	-0.975743	-3.01708
8.57089	-0.978013	-3.01935
8.58087	-0.980285	-3.02162
8.59085	-0.982559	-3.02389
8.60083	-0.984836	-3.02617
8.6108	-0.987116	-3.02845
8.62078	-0.989398	-3.03073
8.63076	-0.991683	-3.03302
8.64074	-0.993971	-3.0353
8.65071	-0.996261	-3.03759
8.66069	-0.998554	-3.03989
8.67067	-1.00085	-3.04218
8.68065	-1.00315	-3.04448
8.69062	-1.00545	-3.04678
8.7006	-1.00775	-3.04908
8.71058	-1.01006	-3.05139
8.72056	-1.01236	-3.0537
8.73053	-1.01467	-3.05601
8.74051	-1.01699	-3.05832
8.75049	-1.0193	-3.06064
8.76047	-1.02162	-3.06295
8.77044	-1.02394	-3.06528
8.78042	-1.02627	-3.0676
8.7904	-1.02859	-3.06993
8.80038	-1.03092	-3.07225
8.81035	-1.03325	-3.07459
8.82033	-1.03559	-3.07692
8.83031	-1.03792	-3.07926
8.84029	-1.04026	-3.08159
8.85026	-1.0426	-3.08394
8.86024	-1.04495	-3.08628
8.87022	-1.04729	-3.08863
8.8802	-1.04964	-3.09098
8.89017	-1.05199	-3.09333
8.90015	-1.05435	-3.09568
8.91013	-1.05671	-3.09804
8.92011	-1.05907	-3.1004
8.93008	-1.06143	-3.10276
8.94006	-1.06379	-3.10513
8.95004	-1.06616	-3.10749
8.96002	-1.06853	-3.10986
8.96999	-1.0709	-3.11223
8.97997	-1.07328	-3.11461
8.98995	-1.07565	-3.11699
8.99992	-1.07803	-3.11937
9.0099	-1.08042	-3.12175
9.01988	-1.0828	-3.12413
9.02986	-1.08519	-3.12652
9.03983	-1.08758	-3.12891
9.04981	-1.08997	-3.13131
9.05979	-1.09237	-3.1337
9.06977	-1.09477	-3.1361
9.07974	-1.09717	-3.1385
9.08972	-1.09957	-3.1409
9.0997	-1.10198	-3.14331
9.10968	-1.10438	-3.14572
9.11965	-1.10679	-3.14813
9.12963	-1.10921	-3.15054
9.13961	-1.11162	-3.15296
9.14959	-1.11404	-3.15537
9.15956	-1.11646	-3.1578
9.16954	-1.11889	-3.16022
9.17952	-1.12131	-3.16265
9.1895	-1.12374	-3.16507
9.19947	-1.12617	-3.16751
9.20945	-1.12861	-3.16994
9.21943	-1.13104	-3.17238
9.22941	-1.13348	-3.17481
9.23938	-1.13592	-3.17726
9.24936	-1.13837	-3.1797
9.25934	-1.14081	-3.18215
9.26932	-1.14326	-3.1846
9.27929	-1.14571	-3.18705
9.28927	-1.14817	-3.1895
9.29925	-1.15062	-3.19196
9.30923	-1.15308	-3.19442
9.3192	-1.15555	-3.19688
9.32918	-1.15801	-3.19934
9.33916	-1.16048	-3.20181
9.34914	-1.16295	-3.20428
9.35911	-1.16542	-3.20675
9.36909	-1.16789	-3.20923
9.37907	-1.17037	-3.2117
9.38905	-1.17285	-3.21418
9.39902	-1.17533	-3.21667
9.409	-1.17782	-3.21915
9.41898	-1.1803	-3.22164
9.42896	-1.18279	-3.22413
9.43893	-1.18529	-3.22662
9.44891	-1.18778	-3.22911
9.45889	-1.19028	-3.23161
9.46887	-1.19278	-3.23411
9.47884	-1.19528	-3.23661
9.48882	-1.19779	-3.23912
9.4988	-1.20029	-3.24163
9.50878	-1.2028	-3.24414
9.51875	-1.20532	-3.24665
9.52873	-1.20783	-3.24916
9.53871	-1.21035	-3.25168
9.54869	-1.21287	-3.2542
9.55866	-1.21539	-3.25673
9.56864	-1.21792	-3.25925
9.57862	-1.22045	-3.26178
9.5886	-1.22298	-3.26431
9.59857	-1.22551	-3.26684
9.60855	-1.22804	-3.26938
9.61853	-1.23058	-3.27192
9.62851	-1.23312	-3.27446
9.63848	-1.23567	-3.277
9.64846	-1.23821	-3.27954
9.65844	-1.24076	-3.28209
9.66842	-1.24331	-3.28464
9.67839	-1.24586	-3.2872
9.68837	-1.24842	-3.28975
9.69835	-1.25098	-3.29231
9.70833	-1.25354	-3.29487
9.7183	-1.2561	-3.29743
9.72828	-1.25867	-3.3
9.73826	-1.26124	-3.30257
9.74824	-1.26381	-3.30514
9.75821	-1.26638	-3.30771
9.76819	-1.26896	-3.31029
9.77817	-1.27153	-3.31287
9.78815	-1.27412	-3.31545
9.79812	-1.2767	-3.31803
9.8081	-1.27928	-3.32062
9.81808	-1.28187	-3.32321
9.82806	-1.28446	-3.3258
9.83803	-1.28706	-3.32839
9.84801	-1.28965	-3.33099
9.85799	-1.29225	-3.33359
9.86797	-1.29485	-3.33619
9.87794	-1.29746	-3.33879
9.88792	-1.30006	-3.3414
9.8979	-1.30267	-3.34401
9.90788	-1.30528	-3.34662
9.91785	-1.3079	-3.34923
9.92783	-1.31051	-3.35185
9.93781	-1.31313	-3.35446
9.94779	-1.31575	-3.35709
9.95776	-1.31838	-3.35971
9.96774	-1.321	-3.36234
9.97772	-1.32363	-3.36496
9.9877	-1.32626	-3.3676
9.99767	-1.3289	-3.37023
10.0077	-1.33153	-3.37287
10.0176	-1.33417	-3.37551
10.0276	-1.33681	-3.37815
10.0376	-1.33946	-3.38079
10.0476	-1.3421	-3.38344
10.0575	-1.34475	-3.38609
10.0675	-1.3474	-3.38874
10.0775	-1.35006	-3.39139
10.0875	-1.35271	-3.39405
10.0974	-1.35537	-3.39671
10.1074	-1.35803	-3.39937
10.1174	-1.3607	-3.40203
10.1274	-1.36336	-3.4047
10.1374	-1.36603	-3.40737
10.1473	-1.3687	-3.41004
10.1573	-1.37138	-3.41271
10.1673	-1.37405	-3.41539
10.1773	-1.37673	-3.41807
10.1872	-1.37942	-3.42075
10.1972	-1.3821	-3.42343
10.2072	-1.38479	-3.42612
10.2172	-1.38747	-3.42881
10.2272	-1.39017	-3.4315
10.2371	-1.39286	-3.43419
10.2471	-1.39556	-3.43689
10.2571	-1.39825	-3.43959
10.2671	-1.40096	-3.44229
10.277	-1.40366	-3.44499
10.287	-1.40637	-3.4477
10.297	-1.40907	-3.45041
10.307	-1.41179	-3.45312
10.317	-1.4145	-3.45583
10.3269	-1.41722	-3.45855
10.3369	-1.41993	-3.46127
10.3469	-1.42266	-3.46399
10.3569	-1.42538	-3.46671
10.3668	-1.42811	-3.46944
10.3768	-1.43083	-3.47217
10.3868	-1.43357	-3.4749
10.3968	-1.4363	-3.47763
10.4068	-1.43904	-3.48037
10.4167	-1.44177	-3.48311
10.4267	-1.44452	-3.48585
10.4367	-1.44726	-3.48859
10.4467	-1.45001	-3.49134
10.4566	-1.45275	-3.49409
10.4666	-1.4555	-3.49684
10.4766	-1.45826	-3.49959
10.4866	-1.46101	-3.50235
10.4965	-1.46377	-3.50511
10.5065	-1.46653	-3.50787
10.5165	-1.4693	-3.51063
10.5265	-1.47206	-3.5134
10.5365	-1.47483	-3.51616
10.5464	-1.4776	-3.51894
10.5564	-1.48038	-3.52171
10.5664	-1.48315	-3.52448
10.5764	-1.48593	-3.52726
10.5863	-1.48871	-3.53004
10.5963	-1.49149	-3.53283
10.6063	-1.49428	-3.53561
10.6163	-1.49707	-3.5384
10.6263	-1.49986	-3.54119
10.6362	-1.50265	-3.54398
10.6462	-1.50545	-3.54678
10.6562	-1.50825	-3.54958
10.6662	-1.51105	-3.55238
10.6761	-1.51385	-3.55518
10.6861	-1.51665	-3.55799
10.6961	-1.51946	-3.56079
10.7061	-1.52227	-3.56361
10.7161	-1.52509	-3.56642
10.726	-1.5279	-3.56923
10.736	-1.53072	-3.57205
10.746	-1.53354	-3.57487
10.756	-1.53636	-3.57769
10.7659	-1.53919	-3.58052
10.7759	-1.54201	-3.58335
10.7859	-1.54484	-3.58618
10.7959	-1.54768	-3.58901
10.8059	-1.55051	-3.59184
10.8158	-1.55335	-3.59468
10.8258	-1.55619	-3.59752
10.8358	-1.55903	-3.60036
10.8458	-1.56188	-3.60321
10.8557	-1.56472	-3.60606
10.8657	-1.56757	-3.60891
10.8757	-1.57042	-3.61176
10.8857	-1.57328	-3.61461
10.8956	-1.57614	-3.61747
10.9056	-1.579	-3.62033
10.9156	-1.58186	-3.62319
10.9256	-1.58472	-3.62605
10.9356	-1.58759	-3.62892
10.9455	-1.59046	-3.63179
10.9555	-1.59333	-3.63466
10.9655	-1.5962	-3.63754
10.9755	-1.59908	-3.64041
10.9854	-1.60196	-3.64329
10.9954	-1.60484	-3.64617
11.0054	-1.60772	-3.64906
11.0154	-1.61061	-3.65194
11.0254	-1.6135	-3.65483
11.0353	-1.61639	-3.65772
11.0453	-1.61928	-3.66062
11.0553	-1.62218	-3.66351
11.0653	-1.62508	-3.66641
11.0752	-1.62798	-3.66931
11.0852	-1.63088	-3.67222
11.0952	-1.63379	-3.67512
11.1052	-1.6367	-3.67803
11.1152	-1.63961	-3.68094
11.1251	-1.64252	-3.68385
11.1351	-1.64544	-3.68677
11.1451	-1.64836	-3.68969
11.1551	-1.65128	-3.69261
11.165	-1.6542	-3.69553
11.175	-1.65712	-3.69846
11.185	-1.66005	-3.70138
11.195	-1.66298	-3.70432
11.205	-1.66591	-3.70725
11.2149	-1.66885	-3.71018
11.2249	-1.67179	-3.71312
11.2349	-1.67473	-3.71606
11.2449	-1.67767	-3.719
11.2548	-1.68061	-3.72195
11.2648	-1.68356	-3.72489
11.2748	-1.68651	-3.72784
11.2848	-1.68946	-3.7308
11.2947	-1.69242	-3.73375
11.3047	-1.69537	-3.73671
11.3147	-1.69833	-3.73967
11.3247	-1.70129	-3.74263
11.3347	-1.70426	-3.74559
11.3446	-1.70723	-3.74856
11.3546	-1.71019	-3.75153
11.3646	-1.71317	-3.7545
11.3746	-1.71614	-3.75747
11.3845	-1.71912	-3.76045
11.3945	-1.72209	-3.76343
11.4045	-1.72507	-3.76641
11.4145	-1.72806	-3.76939
11.4245	-1.73104	-3.77238
11.4344	-1.73403	-3.77536
11.4444	-1.73702	-3.77836
11.4544	-1.74002	-3.78135
11.4644	-1.74301	-3.78434
11.4743	-1.74601	-3.78734
11.4843	-1.74901	-3.79034
11.4943	-1.75201	-3.79334
11.5043	-1.75502	-3.79635
11.5143	-1.75802	-3.79936
11.5242	-1.76103	-3.80237
11.5342	-1.76405	-3.80538
11.5442	-1.76706	-3.80839
11.5542	-1.77008	-3.81141
11.5641	-1.7731	-3.81443
11.5741	-1.77612	-3.81745
11.5841	-1.77914	-3.82048
11.5941	-1.78217	-3.8235
11.6041	-1.7852	-3.82653
11.614	-1.78823	-3.82956
11.624	-1.79126	-3.8326
11.634	-1.7943	-3.83563
11.644	-1.79734	-3.83867
11.6539	-1.80038	-3.84171
11.6639	-1.80342	-3.84476
11.6739	-1.80647	-3.8478
11.6839	-1.80952	-3.85085
11.6938	-1.81257	-3.8539
11.7038	-1.81562	-3.85695
11.7138	-1.81867	-3.86001
11.7238	-1.82173	-3.86307
11.7338	-1.82479	-3.86613
11.7437	-1.82785	-3.86919
11.7537	-1.83092	-3.87225
11.7637	-1.83399	-3.87532
11.7737	-1.83706	-3.87839
11.7836	-1.84013	-3.88146
11.7936	-1.8432	-3.88454
11.8036	-1.84628	-3.88761
11.8136	-1.84936	-3.89069
11.8236	-1.85244	-3.89377
11.8335	-1.85552	-3.89686
11.8435	-1.85861	-3.89994
11.8535	-1.8617	-3.90303
11.8635	-1.86479	-3.90612
11.8734	-1.86788	-3.90921
11.8834	-1.87098	-3.91231
11.8934	-1.87408	-3.91541
11.9034	-1.87718	-3.91851
11.9134	-1.88028	-3.92161
11.9233	-1.88338	-3.92472
11.9333	-1.88649	-3.92782
11.9433	-1.8896	-3.93093
11.9533	-1.89271	-3.93405
11.9632	-1.89583	-3.93716
11.9732	-1.89894	-3.94028
11.9832	-1.90206	-3.9434
11.9932	-1.90519	-3.94652
12.0032	-1.90831	-3.94964
12.0131	-1.91144	-3.95277
12.0231	-1.91456	-3.9559
12.0331	-1.9177	-3.95903
12.0431	-1.92083	-3.96216
12.053	-1.92396	-3.9653
12.063	-1.9271	-3.96844
12.073	-1.93024	-3.97158
12.083	-1.93339	-3.97472
12.0929	-1.93653	-3.97786
12.1029	-1.93968	-3.98101
12.1129	-1.94283	-3.98416
12.1229	-1.94598	-3.98731
12.1329	-1.94914	-3.99047
12.1428	-1.95229	-3.99363
12.1528	-1.95545	-3.99678
12.1628	-1.95861	-3.99995
12.1728	-1.96178	-4.00311
12.1827	-1.96494	-4.00628
12.1927	-1.96811	-4.00945
12.2027	-1.97128	-4.01262
12.2127	-1.97446	-4.01579
12.2227	-1.97763	-4.01897
12.2326	-1.98081	-4.02214
12.2426	-1.98399	-4.02532
12.2526	-1.98717	-4.02851
12.2626	-1.99036	-4.03169
12.2725	-1.99355	-4.03488
12.2825	-1.99674	-4.03807
12.2925	-1.99993	-4.04126
12.3025	-2.00312	-4.04445
12.3125	-2.00632	-4.04765
12.3224	-2.00952	-4.05085
12.3324	-2.01272	-4.05405
12.3424	-2.01592	-4.05726
12.3524	-2.01913	-4.06046
12.3623	-2.02234	-4.06367
12.3723	-2.02555	-4.06688
12.3823	-2.02876	-4.07009
12.3923	-2.03198	-4.07331
12.4023	-2.03519	-4.07653
12.4122	-2.03841	-4.07975
12.4222	-2.04164	-4.08297
12.4322	-2.04486	-4.08619
12.4422	-2.04809	-4.08942
12.4521	-2.05132	-4.09265
12.4621	-2.05455	-4.09588
12.4721	-2.05778	-4.09911
12.4821	-2.06102	-4.10235
12.492	-2.06426	-4.10559
12.502	-2.0675	-4.10883
12.512	-2.07074	-4.11207
12.522	-2.07399	-4.11532
12.532	-2.07723	-4.11857
12.5419	-2.08048	-4.12182
12.5519	-2.08374	-4.12507
12.5619	-2.08699	-4.12832
12.5719	-2.09025	-4.13158
12.5818	-2.09351	-4.13484
12.5918	-2.09677	-4.1381
12.6018	-2.10003	-4.14136
12.6118	-2.1033	-4.14463
12.6218	-2.10657	-4.1479
12.6317	-2.10984	-4.15117
12.6417	-2.11311	-4.15444
12.6517	-2.11639	-4.15772
12.6617	-2.11966	-4.161
12.6716	-2.12294	-4.16428
12.6816	-2.12623	-4.16756
12.6916	-2.12951	-4.17084
12.7016	-2.1328	-4.17413
12.7116	-2.13609	-4.17742
12.7215	-2.13938	-4.18071
12.7315	-2.14267	-4.184
12.7415	-2.14597	-4.1873
12.7515	-2.14926	-4.1906
12.7614	-2.15257	-4.1939
12.7714	-2.15587	-4.1972
12.7814	-2.15917	-4.20051
12.7914	-2.16248	-4.20381
12.8014	-2.16579	-4.20712
12.8113	-2.1691	-4.21044
12.8213	-2.17242	-4.21375
12.8313	-2.17573	-4.21707
12.8413	-2.17905	-4.22038
12.8512	-2.18237	-4.22371
12.8612	-2.1857	-4.22703
12.8712	-2.18902	-4.23036
12.8812	-2.19235	-4.23368
12.8911	-2.19568	-4.23701
12.9011	-2.19901	-4.24035
12.9111	-2.20235	-4.24368
12.9211	-2.20568	-4.24702
12.9311	-2.20902	-4.25036
12.941	-2.21237	-4.2537
12.951	-2.21571	-4.25704
12.961	-2.21906	-4.26039
12.971	-2.2224	-4.26374
12.9809	-2.22575	-4.26709
12.9909	-2.22911	-4.27044
13.0009	-2.23246	-4.27379
13.0109	-2.23582	-4.27715
13.0209	-2.23918	-4.28051
13.0308	-2.24254	-4.28387
13.0408	-2.24591	-4.28724
13.0508	-2.24927	-4.2906
13.0608	-2.25264	-4.29397
13.0707	-2.25601	-4.29734
13.0807	-2.25938	-4.30072
13.0907	-2.26276	-4.30409
13.1007	-2.26614	-4.30747
13.1107	-2.26952	-4.31085
13.1206	-2.2729	-4.31423
13.1306	-2.27628	-4.31762
13.1406	-2.27967	-4.321
13.1506	-2.28306	-4.32439
13.1605	-2.28645	-4.32778
13.1705	-2.28984	-4.33118
13.1805	-2.29324	-4.33457
13.1905	-2.29664	-4.33797
13.2005	-2.30004	-4.34137
13.2104	-2.30344	-4.34477
13.2204	-2.30685	-4.34818
13.2304	-2.31025	-4.35159
13.2404	-2.31366	-4.35499
13.2503	-2.31707	-4.35841
13.2603	-2.32049	-4.36182
13.2703	-2.3239	-4.36524
13.2803	-2.32732	-4.36865
13.2902	-2.33074	-4.37207
13.3002	-2.33416	-4.3755
13.3102	-2.33759	-4.37892
13.3202	-2.34101	-4.38235
13.3302	-2.34444	-4.38578
13.3401	-2.34788	-4.38921
13.3501	-2.35131	-4.39264
13.3601	-2.35475	-4.39608
13.3701	-2.35818	-4.39952
13.38	-2.36162	-4.40296
13.39	-2.36507	-4.4064
13.4	-2.36851	-4.40984
13.41	-2.37196	-4.41329
13.42	-2.37541	-4.41674
13.4299	-2.37886	-4.42019
13.4399	-2.38231	-4.42365
13.4499	-2.38577	-4.4271
13.4599	-2.38923	-4.43056
13.4698	-2.39269	-4.43402
13.4798	-2.39615	-4.43748
13.4898	-2.39961	-4.44095
13.4998	-2.40308	-4.44441
13.5098	-2.40655	-4.44788
13.5197	-2.41002	-4.45135
13.5297	-2.41349	-4.45483
13.5397	-2.41697	-4.4583
13.5497	-2.42045	-4.46178
13.5596	-2.42393	-4.46526
13.5696	-2.42741	-4.46874
13.5796	-2.4309	-4.47223
13.5896	-2.43438	-4.47572
13.5995	-2.43787	-4.4792
13.6095	-2.44136	-4.4827
13.6195	-2.44486	-4.48619
13.6295	-2.44835	-4.48968
13.6395	-2.45185	-4.49318
13.6494	-2.45535	-4.49668
13.6594	-2.45885	-4.50018
13.6694	-2.46236	-4.50369
13.6794	-2.46586	-4.5072
13.6893	-2.46937	-4.5107
13.6993	-2.47288	-4.51421
13.7093	-2.47639	-4.51773
13.7193	-2.47991	-4.52124
13.7293	-2.48343	-4.52476
13.7392	-2.48695	-4.52828
13.7492	-2.49047	-4.5318
13.7592	-2.49399	-4.53533
13.7692	-2.49752	-4.53885
13.7791	-2.50105	-4.54238
13.7891	-2.50458	-4.54591
13.7991	-2.50811	-4.54944
13.8091	-2.51165	-4.55298
13.8191	-2.51518	-4.55652
13.829	-2.51872	-4.56006
13.839	-2.52226	-4.5636
13.849	-2.52581	-4.56714
13.859	-2.52935	-4.57069
13.8689	-2.5329	-4.57423
13.8789	-2.53645	-4.57778
13.8889	-2.54	-4.58134
13.8989	-2.54356	-4.58489
13.9089	-2.54711	-4.58845
13.9188	-2.55067	-4.59201
13.9288	-2.55423	-4.59557
13.9388	-2.5578	-4.59913
13.9488	-2.56136	-4.6027
13.9587	-2.56493	-4.60626
13.9687	-2.5685	-4.60983
13.9787	-2.57207	-4.6134
13.9887	-2.57564	-4.61698
13.9986	-2.57922	-4.62055
14.0086	-2.5828	-4.62413
14.0186	-2.58638	-4.62771
14.0286	-2.58996	-4.63129
14.0386	-2.59355	-4.63488
14.0485	-2.59713	-4.63847
14.0585	-2.60072	-4.64205
14.0685	-2.60431	-4.64565
14.0785	-2.60791	-4.64924
14.0884	-2.6115	-4.65283
14.0984	-2.6151	-4.65643
14.1084	-2.6187	-4.66003
14.1184	-2.6223	-4.66363
14.1284	-2.6259	-4.66724
14.1383	-2.62951	-4.67084
14.1483	-2.63312	-4.67445
14.1583	-2.63673	-4.67806
14.1683	-2.64034	-4.68167
14.1782	-2.64396	-4.68529
14.1882	-2.64757	-4.68891
14.1982	-2.65119	-4.69252
14.2082	-2.65481	-4.69615
14.2182	-2.65844	-4.69977
14.2281	-2.66206	-4.70339
14.2381	-2.66569	-4.70702
14.2481	-2.66932	-4.71065
14.2581	-2.67295	-4.71428
14.268	-2.67658	-4.71792
14.278	-2.68022	-4.72155
14.288	-2.68386	-4.72519
14.298	-2.6875	-4.72883
14.308	-2.69114	-4.73247
14.3179	-2.69478	-4.73612
14.3279	-2.69843	-4.73976
14.3379	-2.70208	-4.74341
14.3479	-2.70573	-4.74706
14.3578	-2.70938	-4.75072
14.3678	-2.71304	-4.75437
14.3778	-2.71669	-4.75803
14.3878	-2.72035	-4.76169
14.3977	-2.72401	-4.76535
14.4077	-2.72768	-4.76901
14.4177	-2.73134	-4.77268
14.4277	-2.73501	-4.77634
14.4377	-2.73868	-4.78001
14.4476	-2.74235	-4.78369
14.4576	-2.74603	-4.78736
14.4676	-2.7497	-4.79104
14.4776	-2.75338	-4.79471
14.4875	-2.75706	-4.79839
14.4975	-2.76074	-4.80208
14.5075	-2.76443	-4.80576
14.5175	-2.76811	-4.80945
14.5275	-2.7718	-4.81314
14.5374	-2.77549	-4.81683
14.5474	-2.77919	-4.82052
14.5574	-2.78288	-4.82421
14.5674	-2.78658	-4.82791
14.5773	-2.79028	-4.83161
14.5873	-2.79398	-4.83531
14.5973	-2.79768	-4.83901
14.6073	-2.80139	-4.84272
14.6173	-2.80509	-4.84643
14.6272	-2.8088	-4.85014
14.6372	-2.81251	-4.85385
14.6472	-2.81623	-4.85756
14.6572	-2.81994	-4.86128
14.6671	-2.82366	-4.86499
14.6771	-2.82738	-4.86871
14.6871	-2.8311	-4.87244
14.6971	-2.83483	-4.87616
14.7071	-2.83855	-4.87989
14.717	-2.84228	-4.88361
14.727	-2.84601	-4.88734
14.737	-2.84974	-4.89108
14.747	-2.85348	-4.89481
14.7569	-2.85721	-4.89855
14.7669	-2.86095	-4.90229
14.7769	-2.86469	-4.90603
14.7869	-2.86844	-4.90977
14.7968	-2.87218	-4.91351
14.8068	-2.87593	-4.91726
14.8168	-2.87968	-4.92101
14.8268	-2.88343	-4.92476
14.8368	-2.88718	-4.92851
14.8467	-2.89093	-4.93227
14.8567	-2.89469	-4.93602
14.8667	-2.89845	-4.93978
14.8767	-2.90221	-4.94354
14.8866	-2.90597	-4.94731
14.8966	-2.90974	-4.95107
14.9066	-2.91351	-4.95484
14.9166	-2.91728	-4.95861
14.9266	-2.92105	-4.96238
14.9365	-2.92482	-4.96615
14.9465	-2.9286	-4.96993
14.9565	-2.93237	-4.97371
14.9665	-2.93615	-4.97748
14.9764	-2.93993	-4.98127
14.9864	-2.94372	-4.98505
14.9964	-2.9475	-4.98884
15.0064	-2.95129	-4.99262
15.0164	-2.95508	-4.99641
15.0263	-2.95887	-5.0002
15.0363	-2.96266	-5.004
15.0463	-2.96646	-5.00779
15.0563	-2.97026	-5.01159
15.0662	-2.97406	-5.01539
15.0762	-2.97786	-5.01919
15.0862	-2.98166	-5.023
15.0962	-2.98547	-5.0268
15.1062	-2.98928	-5.03061
15.1161	-2.99309	-5.03442
15.1261	-2.9969	-5.03823
15.1361	-3.00071	-5.04205
15.1461	-3.00453	-5.04586
15.156	-3.00835	-5.04968
15.166	-3.01217	-5.0535
15.176	-3.01599	-5.05732
15.186	-3.01981	-5.06115
15.1959	-3.02364	-5.06497
15.2059	-3.02747	-5.0688
15.2159	-3.0313	-5.07263
15.2259	-3.03513	-5.07646
15.2359	-3.03896	-5.0803
15.2458	-3.0428	-5.08413
15.2558	-3.04664	-5.08797
15.2658	-3.05048	-5.09181
15.2758	-3.05432	-5.09565
15.2857	-3.05816	-5.0995
15.2957	-3.06201	-5.10334
15.3057	-3.06586	-5.10719
15.3157	-3.06971	-5.11104
15.3257	-3.07356	-5.11489
15.3356	-3.07741	-5.11875
15.3456	-3.08127	-5.1226
15.3556	-3.08513	-5.12646
15.3656	-3.08899	-5.13032
15.3755	-3.09285	-5.13418
15.3855	-3.09671	-5.13805
15.3955	-3.10058	-5.14191
15.4055	-3.10445	-5.14578
15.4155	-3.10832	-5.14965
15.4254	-3.11219	-5.15352
15.4354	-3.11606	-5.1574
15.4454	-3.11994	-5.16127
15.4554	-3.12382	-5.16515
15.4653	-3.1277	-5.16903
15.4753	-3.13158	-5.17291
15.4853	-3.13546	-5.17679
15.4953	-3.13935	-5.18068
15.5053	-3.14323	-5.18457
15.5152	-3.14712	-5.18846
15.5252	-3.15102	-5.19235
15.5352	-3.15491	-5.19624
15.5452	-3.15881	-5.20014
15.5551	-3.1627	-5.20404
15.5651	-3.1666	-5.20794
15.5751	-3.1705	-5.21184
15.5851	-3.17441	-5.21574
15.595	-3.17831	-5.21965
15.605	-3.18222	-5.22355
15.615	-3.18613	-5.22746
15.625	-3.19004	-5.23137
15.635	-3.19395	-5.23529
15.6449	-3.19787	-5.2392
15.6549	-3.20179	-5.24312
15.6649	-3.20571	-5.24704
15.6749	-3.20963	-5.25096
15.6848	-3.21355	-5.25488
15.6948	-3.21747	-5.25881
15.7048	-3.2214	-5.26273
15.7148	-3.22533	-5.26666
15.7248	-3.22926	-5.27059
15.7347	-3.23319	-5.27453
15.7447	-3.23713	-5.27846
15.7547	-3.24106	-5.2824
15.7647	-3.245	-5.28634
15.7746	-3.24894	-5.29028
15.7846	-3.25289	-5.29422
15.7946	-3.25683	-5.29816
15.8046	-3.26078	-5.30211
15.8146	-3.26472	-5.30606
15.8245	-3.26867	-5.31001
15.8345	-3.27263	-5.31396
15.8445	-3.27658	-5.31791
15.8545	-3.28054	-5.32187
15.8644	-3.28449	-5.32583
15.8744	-3.28845	-5.32979
15.8844	-3.29242	-5.33375
15.8944	-3.29638	-5.33771
15.9044	-3.30035	-5.34168
15.9143	-3.30431	-5.34565
15.9243	-3.30828	-5.34962
15.9343	-3.31225	-5.35359
15.9443	-3.31623	-5.35756
15.9542	-3.3202	-5.36153
15.9642	-3.32418	-5.36551
15.9742	-3.32816	-5.36949
15.9842	-3.33214	-5.37347
15.9941	-3.33612	-5.37745
16.0041	-3.34011	-5.38144
16.0141	-3.34409	-5.38543
16.0241	-3.34808	-5.38941
16.0341	-3.35207	-5.3934
16.044	-3.35606	-5.3974
16.054	-3.36006	-5.40139
16.064	-3.36405	-5.40539
16.074	-3.36805	-5.40938
16.0839	-3.37205	-5.41338
16.0939	-3.37605	-5.41739
16.1039	-3.38006	-5.42139
16.1139	-3.38406	-5.4254
16.1239	-3.38807	-5.4294
16.1338	-3.39208	-5.43341
16.1438	-3.39609	-5.43742
16.1538	-3.4001	-5.44144
16.1638	-3.40412	-5.44545
16.1737	-3.40814	-5.44947
16.1837	-3.41215	-5.45349
16.1937	-3.41618	-5.45751
16.2037	-3.4202	-5.46153
16.2137	-3.42422	-5.46556
16.2236	-3.42825	-5.46958
16.2336	-3.43228	-5.47361
16.2436	-3.43631	-5.47764
16.2536	-3.44034	-5.48167
16.2635	-3.44437	-5.48571
16.2735	-3.44841	-5.48974
16.2835	-3.45245	-5.49378
16.2935	-3.45649	-5.49782
16.3035	-3.46053	-5.50186
16.3134	-3.46457	-5.5059
16.3234	-3.46861	-5.50995
16.3334	-3.47266	-5.51399
16.3434	-3.47671	-5.51804
