Freq_GHz	Norm_dB_model	Model_dBm_5mA
1.22746	-0.015653	-3.99516
1.23743	-0.0159103	-3.99541
1.24741	-0.0161696	-3.99567
1.25739	-0.0164311	-3.99594
1.26737	-0.0166946	-3.9962
1.27734	-0.0169603	-3.99646
1.28732	-0.017228	-3.99673
1.2973	-0.0174978	-3.997
1.30728	-0.0177697	-3.99727
1.31725	-0.0180436	-3.99755
1.32723	-0.0183197	-3.99782
1.33721	-0.0185978	-3.9981
1.34719	-0.0188781	-3.99838
1.35716	-0.0191604	-3.99867
1.36714	-0.0194448	-3.99895
1.37712	-0.0197313	-3.99924
1.3871	-0.0200199	-3.99952
1.39707	-0.0203105	-3.99982
1.40705	-0.0206033	-4.00011
1.41703	-0.0208981	-4.0004
1.42701	-0.021195	-4.0007
1.43698	-0.021494	-4.001
1.44696	-0.0217951	-4.0013
1.45694	-0.0220983	-4.0016
1.46692	-0.0224036	-4.00191
1.47689	-0.0227109	-4.00222
1.48687	-0.0230204	-4.00253
1.49685	-0.0233319	-4.00284
1.50683	-0.0236455	-4.00315
1.5168	-0.0239612	-4.00347
1.52678	-0.024279	-4.00378
1.53676	-0.0245989	-4.0041
1.54674	-0.0249208	-4.00443
1.55671	-0.0252449	-4.00475
1.56669	-0.025571	-4.00508
1.57667	-0.0258993	-4.0054
1.58665	-0.0262296	-4.00573
1.59662	-0.026562	-4.00607
1.6066	-0.0268965	-4.0064
1.61658	-0.027233	-4.00674
1.62656	-0.0275717	-4.00708
1.63653	-0.0279125	-4.00742
1.64651	-0.0282553	-4.00776
1.65649	-0.0286002	-4.0081
1.66647	-0.0289472	-4.00845
1.67644	-0.0292963	-4.0088
1.68642	-0.0296475	-4.00915
1.6964	-0.0300008	-4.00951
1.70638	-0.0303562	-4.00986
1.71635	-0.0307136	-4.01022
1.72633	-0.0310732	-4.01058
1.73631	-0.0314348	-4.01094
1.74629	-0.0317986	-4.0113
1.75626	-0.0321644	-4.01167
1.76624	-0.0325323	-4.01204
1.77622	-0.0329023	-4.01241
1.7862	-0.0332743	-4.01278
1.79617	-0.0336485	-4.01315
1.80615	-0.0340248	-4.01353
1.81613	-0.0344031	-4.01391
1.82611	-0.0347836	-4.01429
1.83608	-0.0351661	-4.01467
1.84606	-0.0355507	-4.01506
1.85604	-0.0359374	-4.01544
1.86602	-0.0363262	-4.01583
1.87599	-0.0367171	-4.01622
1.88597	-0.0371101	-4.01661
1.89595	-0.0375051	-4.01701
1.90593	-0.0379023	-4.01741
1.9159	-0.0383015	-4.01781
1.92588	-0.0387029	-4.01821
1.93586	-0.0391063	-4.01861
1.94584	-0.0395118	-4.01902
1.95581	-0.0399194	-4.01942
1.96579	-0.0403291	-4.01983
1.97577	-0.0407409	-4.02025
1.98575	-0.0411548	-4.02066
1.99572	-0.0415708	-4.02108
2.0057	-0.0419888	-4.02149
2.01568	-0.042409	-4.02191
2.02566	-0.0428312	-4.02234
2.03563	-0.0432556	-4.02276
2.04561	-0.043682	-4.02319
2.05559	-0.0441105	-4.02362
2.06557	-0.0445411	-4.02405
2.07554	-0.0449738	-4.02448
2.08552	-0.0454086	-4.02491
2.0955	-0.0458455	-4.02535
2.10548	-0.0462845	-4.02579
2.11545	-0.0467255	-4.02623
2.12543	-0.0471687	-4.02667
2.13541	-0.0476139	-4.02712
2.14539	-0.0480613	-4.02757
2.15536	-0.0485107	-4.02802
2.16534	-0.0489623	-4.02847
2.17532	-0.0494159	-4.02892
2.1853	-0.0498716	-4.02938
2.19527	-0.0503294	-4.02983
2.20525	-0.0507893	-4.03029
2.21523	-0.0512513	-4.03076
2.22521	-0.0517154	-4.03122
2.23518	-0.0521816	-4.03169
2.24516	-0.0526498	-4.03215
2.25514	-0.0531202	-4.03262
2.26512	-0.0535927	-4.0331
2.27509	-0.0540672	-4.03357
2.28507	-0.0545439	-4.03405
2.29505	-0.0550226	-4.03453
2.30503	-0.0555034	-4.03501
2.315	-0.0559864	-4.03549
2.32498	-0.0564714	-4.03598
2.33496	-0.0569585	-4.03646
2.34494	-0.0574477	-4.03695
2.35491	-0.057939	-4.03744
2.36489	-0.0584324	-4.03794
2.37487	-0.0589279	-4.03843
2.38485	-0.0594255	-4.03893
2.39482	-0.0599252	-4.03943
2.4048	-0.060427	-4.03993
2.41478	-0.0609308	-4.04044
2.42476	-0.0614368	-4.04094
2.43473	-0.0619449	-4.04145
2.44471	-0.062455	-4.04196
2.45469	-0.0629673	-4.04247
2.46467	-0.0634816	-4.04299
2.47464	-0.0639981	-4.0435
2.48462	-0.0645166	-4.04402
2.4946	-0.0650372	-4.04454
2.50458	-0.06556	-4.04506
2.51455	-0.0660848	-4.04559
2.52453	-0.0666117	-4.04612
2.53451	-0.0671407	-4.04665
2.54449	-0.0676719	-4.04718
2.55446	-0.0682051	-4.04771
2.56444	-0.0687404	-4.04825
2.57442	-0.0692778	-4.04878
2.5844	-0.0698173	-4.04932
2.59437	-0.0703589	-4.04986
2.60435	-0.0709026	-4.05041
2.61433	-0.0714484	-4.05095
2.62431	-0.0719963	-4.0515
2.63428	-0.0725463	-4.05205
2.64426	-0.0730984	-4.0526
2.65424	-0.0736525	-4.05316
2.66422	-0.0742088	-4.05371
2.67419	-0.0747672	-4.05427
2.68417	-0.0753277	-4.05483
2.69415	-0.0758903	-4.05539
2.70413	-0.0764549	-4.05596
2.7141	-0.0770217	-4.05653
2.72408	-0.0775906	-4.0571
2.73406	-0.0781615	-4.05767
2.74404	-0.0787346	-4.05824
2.75401	-0.0793098	-4.05881
2.76399	-0.079887	-4.05939
2.77397	-0.0804664	-4.05997
2.78395	-0.0810479	-4.06055
2.79392	-0.0816314	-4.06114
2.8039	-0.0822171	-4.06172
2.81388	-0.0828048	-4.06231
2.82386	-0.0833947	-4.0629
2.83383	-0.0839867	-4.06349
2.84381	-0.0845807	-4.06409
2.85379	-0.0851769	-4.06468
2.86377	-0.0857751	-4.06528
2.87374	-0.0863755	-4.06588
2.88372	-0.086978	-4.06648
2.8937	-0.0875825	-4.06709
2.90368	-0.0881892	-4.06769
2.91365	-0.0887979	-4.0683
2.92363	-0.0894088	-4.06891
2.93361	-0.0900218	-4.06953
2.94359	-0.0906368	-4.07014
2.95356	-0.091254	-4.07076
2.96354	-0.0918733	-4.07138
2.97352	-0.0924946	-4.072
2.9835	-0.0931181	-4.07262
2.99347	-0.0937437	-4.07325
3.00345	-0.0943713	-4.07388
3.01343	-0.0950011	-4.07451
3.02341	-0.095633	-4.07514
3.03338	-0.096267	-4.07577
3.04336	-0.096903	-4.07641
3.05334	-0.0975412	-4.07705
3.06332	-0.0981815	-4.07769
3.07329	-0.0988239	-4.07833
3.08327	-0.0994684	-4.07897
3.09325	-0.100115	-4.07962
3.10323	-0.100764	-4.08027
3.1132	-0.101414	-4.08092
3.12318	-0.102067	-4.08157
3.13316	-0.102722	-4.08223
3.14314	-0.103379	-4.08288
3.15311	-0.104039	-4.08354
3.16309	-0.1047	-4.0842
3.17307	-0.105363	-4.08487
3.18305	-0.106029	-4.08553
3.19302	-0.106697	-4.0862
3.203	-0.107366	-4.08687
3.21298	-0.108038	-4.08754
3.22296	-0.108712	-4.08822
3.23293	-0.109388	-4.08889
3.24291	-0.110066	-4.08957
3.25289	-0.110747	-4.09025
3.26287	-0.111429	-4.09093
3.27284	-0.112113	-4.09162
3.28282	-0.1128	-4.0923
3.2928	-0.113489	-4.09299
3.30278	-0.114179	-4.09368
3.31275	-0.114872	-4.09438
3.32273	-0.115567	-4.09507
3.33271	-0.116264	-4.09577
3.34269	-0.116964	-4.09647
3.35266	-0.117665	-4.09717
3.36264	-0.118368	-4.09787
3.37262	-0.119074	-4.09858
3.3826	-0.119781	-4.09929
3.39257	-0.120491	-4.1
3.40255	-0.121203	-4.10071
3.41253	-0.121917	-4.10142
3.42251	-0.122633	-4.10214
3.43248	-0.123351	-4.10286
3.44246	-0.124071	-4.10358
3.45244	-0.124794	-4.1043
3.46242	-0.125518	-4.10502
3.47239	-0.126245	-4.10575
3.48237	-0.126974	-4.10648
3.49235	-0.127704	-4.10721
3.50233	-0.128437	-4.10794
3.5123	-0.129172	-4.10868
3.52228	-0.12991	-4.10941
3.53226	-0.130649	-4.11015
3.54224	-0.13139	-4.11089
3.55221	-0.132134	-4.11164
3.56219	-0.132879	-4.11238
3.57217	-0.133627	-4.11313
3.58215	-0.134377	-4.11388
3.59212	-0.135129	-4.11463
3.6021	-0.135883	-4.11539
3.61208	-0.136639	-4.11614
3.62206	-0.137397	-4.1169
3.63203	-0.138157	-4.11766
3.64201	-0.13892	-4.11842
3.65199	-0.139684	-4.11919
3.66197	-0.140451	-4.11996
3.67194	-0.14122	-4.12072
3.68192	-0.141991	-4.1215
3.6919	-0.142764	-4.12227
3.70188	-0.143539	-4.12304
3.71185	-0.144316	-4.12382
3.72183	-0.145095	-4.1246
3.73181	-0.145877	-4.12538
3.74179	-0.14666	-4.12616
3.75176	-0.147446	-4.12695
3.76174	-0.148234	-4.12774
3.77172	-0.149024	-4.12853
3.7817	-0.149816	-4.12932
3.79167	-0.15061	-4.13011
3.80165	-0.151406	-4.13091
3.81163	-0.152204	-4.13171
3.82161	-0.153005	-4.13251
3.83158	-0.153807	-4.13331
3.84156	-0.154612	-4.13412
3.85154	-0.155419	-4.13492
3.86152	-0.156228	-4.13573
3.87149	-0.157039	-4.13654
3.88147	-0.157852	-4.13736
3.89145	-0.158667	-4.13817
3.90143	-0.159484	-4.13899
3.9114	-0.160304	-4.13981
3.92138	-0.161125	-4.14063
3.93136	-0.161949	-4.14145
3.94134	-0.162775	-4.14228
3.95131	-0.163603	-4.14311
3.96129	-0.164433	-4.14394
3.97127	-0.165265	-4.14477
3.98125	-0.166099	-4.1456
3.99122	-0.166936	-4.14644
4.0012	-0.167774	-4.14728
4.01118	-0.168615	-4.14812
4.02116	-0.169458	-4.14896
4.03113	-0.170302	-4.14981
4.04111	-0.171149	-4.15065
4.05109	-0.171999	-4.1515
4.06107	-0.17285	-4.15235
4.07104	-0.173703	-4.15321
4.08102	-0.174558	-4.15406
4.091	-0.175416	-4.15492
4.10098	-0.176276	-4.15578
4.11095	-0.177137	-4.15664
4.12093	-0.178001	-4.15751
4.13091	-0.178867	-4.15837
4.14089	-0.179736	-4.15924
4.15086	-0.180606	-4.16011
4.16084	-0.181478	-4.16098
4.17082	-0.182353	-4.16186
4.1808	-0.183229	-4.16273
4.19077	-0.184108	-4.16361
4.20075	-0.184989	-4.16449
4.21073	-0.185872	-4.16538
4.22071	-0.186757	-4.16626
4.23068	-0.187644	-4.16715
4.24066	-0.188533	-4.16804
4.25064	-0.189425	-4.16893
4.26062	-0.190318	-4.16982
4.27059	-0.191214	-4.17072
4.28057	-0.192112	-4.17162
4.29055	-0.193012	-4.17252
4.30053	-0.193914	-4.17342
4.3105	-0.194818	-4.17432
4.32048	-0.195724	-4.17523
4.33046	-0.196633	-4.17614
4.34044	-0.197543	-4.17705
4.35041	-0.198456	-4.17796
4.36039	-0.19937	-4.17888
4.37037	-0.200287	-4.17979
4.38035	-0.201206	-4.18071
4.39032	-0.202127	-4.18163
4.4003	-0.203051	-4.18256
4.41028	-0.203976	-4.18348
4.42026	-0.204903	-4.18441
4.43023	-0.205833	-4.18534
4.44021	-0.206765	-4.18627
4.45019	-0.207699	-4.1872
4.46017	-0.208635	-4.18814
4.47014	-0.209573	-4.18908
4.48012	-0.210513	-4.19002
4.4901	-0.211455	-4.19096
4.50008	-0.2124	-4.1919
4.51005	-0.213346	-4.19285
4.52003	-0.214295	-4.1938
4.53001	-0.215246	-4.19475
4.53998	-0.216199	-4.1957
4.54996	-0.217154	-4.19666
4.55994	-0.218111	-4.19762
4.56992	-0.21907	-4.19857
4.57989	-0.220032	-4.19954
4.58987	-0.220995	-4.2005
4.59985	-0.221961	-4.20147
4.60983	-0.222929	-4.20243
4.6198	-0.223899	-4.2034
4.62978	-0.224871	-4.20438
4.63976	-0.225845	-4.20535
4.64974	-0.226821	-4.20633
4.65971	-0.2278	-4.2073
4.66969	-0.22878	-4.20828
4.67967	-0.229763	-4.20927
4.68965	-0.230748	-4.21025
4.69962	-0.231735	-4.21124
4.7096	-0.232724	-4.21223
4.71958	-0.233715	-4.21322
4.72956	-0.234708	-4.21421
4.73953	-0.235704	-4.21521
4.74951	-0.236701	-4.21621
4.75949	-0.237701	-4.21721
4.76947	-0.238703	-4.21821
4.77944	-0.239707	-4.21921
4.78942	-0.240713	-4.22022
4.7994	-0.241721	-4.22123
4.80938	-0.242731	-4.22224
4.81935	-0.243744	-4.22325
4.82933	-0.244758	-4.22426
4.83931	-0.245775	-4.22528
4.84929	-0.246794	-4.2263
4.85926	-0.247815	-4.22732
4.86924	-0.248838	-4.22834
4.87922	-0.249863	-4.22937
4.8892	-0.25089	-4.23039
4.89917	-0.25192	-4.23142
4.90915	-0.252951	-4.23246
4.91913	-0.253985	-4.23349
4.92911	-0.255021	-4.23453
4.93908	-0.256059	-4.23556
4.94906	-0.257099	-4.2366
4.95904	-0.258141	-4.23765
4.96902	-0.259186	-4.23869
4.97899	-0.260232	-4.23974
4.98897	-0.261281	-4.24079
4.99895	-0.262332	-4.24184
5.00893	-0.263385	-4.24289
5.0189	-0.26444	-4.24394
5.02888	-0.265497	-4.245
5.03886	-0.266556	-4.24606
5.04884	-0.267617	-4.24712
5.05881	-0.268681	-4.24819
5.06879	-0.269747	-4.24925
5.07877	-0.270815	-4.25032
5.08875	-0.271884	-4.25139
5.09872	-0.272957	-4.25246
5.1087	-0.274031	-4.25354
5.11868	-0.275107	-4.25461
5.12866	-0.276186	-4.25569
5.13863	-0.277266	-4.25677
5.14861	-0.278349	-4.25785
5.15859	-0.279434	-4.25894
5.16857	-0.280521	-4.26003
5.17854	-0.28161	-4.26111
5.18852	-0.282701	-4.26221
5.1985	-0.283795	-4.2633
5.20848	-0.28489	-4.26439
5.21845	-0.285988	-4.26549
5.22843	-0.287088	-4.26659
5.23841	-0.28819	-4.26769
5.24839	-0.289294	-4.2688
5.25836	-0.2904	-4.2699
5.26834	-0.291508	-4.27101
5.27832	-0.292619	-4.27212
5.2883	-0.293731	-4.27324
5.29827	-0.294846	-4.27435
5.30825	-0.295963	-4.27547
5.31823	-0.297082	-4.27659
5.32821	-0.298203	-4.27771
5.33818	-0.299326	-4.27883
5.34816	-0.300452	-4.27996
5.35814	-0.301579	-4.28108
5.36812	-0.302709	-4.28221
5.37809	-0.303841	-4.28335
5.38807	-0.304975	-4.28448
5.39805	-0.306111	-4.28562
5.40803	-0.307249	-4.28675
5.418	-0.308389	-4.28789
5.42798	-0.309532	-4.28904
5.43796	-0.310677	-4.29018
5.44794	-0.311823	-4.29133
5.45791	-0.312972	-4.29248
5.46789	-0.314123	-4.29363
5.47787	-0.315276	-4.29478
5.48785	-0.316432	-4.29594
5.49782	-0.317589	-4.29709
5.5078	-0.318749	-4.29825
5.51778	-0.319911	-4.29942
5.52776	-0.321074	-4.30058
5.53773	-0.32224	-4.30175
5.54771	-0.323409	-4.30291
5.55769	-0.324579	-4.30408
5.56767	-0.325751	-4.30526
5.57764	-0.326926	-4.30643
5.58762	-0.328103	-4.30761
5.5976	-0.329281	-4.30879
5.60758	-0.330462	-4.30997
5.61755	-0.331646	-4.31115
5.62753	-0.332831	-4.31234
5.63751	-0.334018	-4.31352
5.64749	-0.335208	-4.31471
5.65746	-0.336399	-4.3159
5.66744	-0.337593	-4.3171
5.67742	-0.338789	-4.31829
5.6874	-0.339987	-4.31949
5.69737	-0.341188	-4.32069
5.70735	-0.34239	-4.32189
5.71733	-0.343594	-4.3231
5.72731	-0.344801	-4.32431
5.73728	-0.34601	-4.32551
5.74726	-0.347221	-4.32673
5.75724	-0.348434	-4.32794
5.76722	-0.349649	-4.32915
5.77719	-0.350867	-4.33037
5.78717	-0.352086	-4.33159
5.79715	-0.353308	-4.33281
5.80713	-0.354532	-4.33404
5.8171	-0.355757	-4.33526
5.82708	-0.356986	-4.33649
5.83706	-0.358216	-4.33772
5.84704	-0.359448	-4.33895
5.85701	-0.360683	-4.34019
5.86699	-0.361919	-4.34142
5.87697	-0.363158	-4.34266
5.88695	-0.364399	-4.3439
5.89692	-0.365642	-4.34515
5.9069	-0.366887	-4.34639
5.91688	-0.368135	-4.34764
5.92686	-0.369384	-4.34889
5.93683	-0.370636	-4.35014
5.94681	-0.37189	-4.35139
5.95679	-0.373146	-4.35265
5.96677	-0.374404	-4.35391
5.97674	-0.375664	-4.35517
5.98672	-0.376926	-4.35643
5.9967	-0.378191	-4.3577
6.00668	-0.379457	-4.35896
6.01665	-0.380726	-4.36023
6.02663	-0.381997	-4.3615
6.03661	-0.38327	-4.36277
6.04659	-0.384546	-4.36405
6.05656	-0.385823	-4.36533
6.06654	-0.387102	-4.36661
6.07652	-0.388384	-4.36789
6.0865	-0.389668	-4.36917
6.09647	-0.390954	-4.37046
6.10645	-0.392242	-4.37175
6.11643	-0.393532	-4.37304
6.12641	-0.394825	-4.37433
6.13638	-0.396119	-4.37562
6.14636	-0.397416	-4.37692
6.15634	-0.398715	-4.37822
6.16632	-0.400016	-4.37952
6.17629	-0.401319	-4.38082
6.18627	-0.402624	-4.38213
6.19625	-0.403932	-4.38344
6.20623	-0.405241	-4.38475
6.2162	-0.406553	-4.38606
6.22618	-0.407867	-4.38737
6.23616	-0.409183	-4.38869
6.24614	-0.410501	-4.39001
6.25611	-0.411821	-4.39133
6.26609	-0.413144	-4.39265
6.27607	-0.414469	-4.39397
6.28605	-0.415795	-4.3953
6.29602	-0.417124	-4.39663
6.306	-0.418455	-4.39796
6.31598	-0.419789	-4.39929
6.32596	-0.421124	-4.40063
6.33593	-0.422461	-4.40197
6.34591	-0.423801	-4.40331
6.35589	-0.425143	-4.40465
6.36587	-0.426487	-4.40599
6.37584	-0.427833	-4.40734
6.38582	-0.429181	-4.40869
6.3958	-0.430532	-4.41004
6.40578	-0.431884	-4.41139
6.41575	-0.433239	-4.41274
6.42573	-0.434596	-4.4141
6.43571	-0.435955	-4.41546
6.44569	-0.437316	-4.41682
6.45566	-0.438679	-4.41818
6.46564	-0.440045	-4.41955
6.47562	-0.441412	-4.42092
6.4856	-0.442782	-4.42229
6.49557	-0.444154	-4.42366
6.50555	-0.445528	-4.42503
6.51553	-0.446904	-4.42641
6.52551	-0.448283	-4.42779
6.53548	-0.449663	-4.42917
6.54546	-0.451046	-4.43055
6.55544	-0.452431	-4.43194
6.56542	-0.453818	-4.43332
6.57539	-0.455207	-4.43471
6.58537	-0.456598	-4.4361
6.59535	-0.457991	-4.4375
6.60533	-0.459387	-4.43889
6.6153	-0.460785	-4.44029
6.62528	-0.462185	-4.44169
6.63526	-0.463587	-4.44309
6.64524	-0.464991	-4.4445
6.65521	-0.466397	-4.4459
6.66519	-0.467806	-4.44731
6.67517	-0.469216	-4.44872
6.68515	-0.470629	-4.45013
6.69512	-0.472044	-4.45155
6.7051	-0.473461	-4.45297
6.71508	-0.474881	-4.45439
6.72506	-0.476302	-4.45581
6.73503	-0.477726	-4.45723
6.74501	-0.479151	-4.45866
6.75499	-0.480579	-4.46008
6.76497	-0.482009	-4.46151
6.77494	-0.483441	-4.46295
6.78492	-0.484876	-4.46438
6.7949	-0.486312	-4.46582
6.80488	-0.487751	-4.46726
6.81485	-0.489192	-4.4687
6.82483	-0.490635	-4.47014
6.83481	-0.49208	-4.47158
6.84479	-0.493527	-4.47303
6.85476	-0.494977	-4.47448
6.86474	-0.496428	-4.47593
6.87472	-0.497882	-4.47739
6.8847	-0.499338	-4.47884
6.89467	-0.500796	-4.4803
6.90465	-0.502256	-4.48176
6.91463	-0.503719	-4.48322
6.92461	-0.505183	-4.48469
6.93458	-0.50665	-4.48615
6.94456	-0.508119	-4.48762
6.95454	-0.50959	-4.48909
6.96452	-0.511063	-4.49057
6.97449	-0.512538	-4.49204
6.98447	-0.514015	-4.49352
6.99445	-0.515495	-4.495
7.00443	-0.516977	-4.49648
7.0144	-0.518461	-4.49797
7.02438	-0.519947	-4.49945
7.03436	-0.521435	-4.50094
7.04434	-0.522926	-4.50243
7.05431	-0.524418	-4.50392
7.06429	-0.525913	-4.50542
7.07427	-0.52741	-4.50691
7.08425	-0.528909	-4.50841
7.09422	-0.53041	-4.50991
7.1042	-0.531913	-4.51142
7.11418	-0.533419	-4.51292
7.12416	-0.534927	-4.51443
7.13413	-0.536436	-4.51594
7.14411	-0.537948	-4.51745
7.15409	-0.539462	-4.51897
7.16407	-0.540979	-4.52048
7.17404	-0.542497	-4.522
7.18402	-0.544018	-4.52352
7.194	-0.545541	-4.52505
7.20398	-0.547066	-4.52657
7.21395	-0.548593	-4.5281
7.22393	-0.550122	-4.52963
7.23391	-0.551653	-4.53116
7.24389	-0.553187	-4.53269
7.25386	-0.554723	-4.53423
7.26384	-0.556261	-4.53577
7.27382	-0.557801	-4.53731
7.2838	-0.559343	-4.53885
7.29377	-0.560887	-4.54039
7.30375	-0.562434	-4.54194
7.31373	-0.563982	-4.54349
7.32371	-0.565533	-4.54504
7.33368	-0.567086	-4.54659
7.34366	-0.568642	-4.54815
7.35364	-0.570199	-4.5497
7.36362	-0.571758	-4.55126
7.37359	-0.57332	-4.55282
7.38357	-0.574884	-4.55439
7.39355	-0.57645	-4.55595
7.40353	-0.578018	-4.55752
7.4135	-0.579588	-4.55909
7.42348	-0.581161	-4.56067
7.43346	-0.582735	-4.56224
7.44344	-0.584312	-4.56382
7.45341	-0.585891	-4.5654
7.46339	-0.587472	-4.56698
7.47337	-0.589055	-4.56856
7.48335	-0.590641	-4.57015
7.49332	-0.592228	-4.57173
7.5033	-0.593818	-4.57332
7.51328	-0.59541	-4.57491
7.52326	-0.597004	-4.57651
7.53323	-0.5986	-4.57811
7.54321	-0.600199	-4.5797
7.55319	-0.601799	-4.5813
7.56317	-0.603402	-4.58291
7.57314	-0.605007	-4.58451
7.58312	-0.606614	-4.58612
7.5931	-0.608223	-4.58773
7.60308	-0.609835	-4.58934
7.61305	-0.611448	-4.59095
7.62303	-0.613064	-4.59257
7.63301	-0.614682	-4.59419
7.64299	-0.616302	-4.59581
7.65296	-0.617924	-4.59743
7.66294	-0.619548	-4.59905
7.67292	-0.621175	-4.60068
7.6829	-0.622803	-4.60231
7.69287	-0.624434	-4.60394
7.70285	-0.626067	-4.60557
7.71283	-0.627702	-4.60721
7.72281	-0.62934	-4.60884
7.73278	-0.630979	-4.61048
7.74276	-0.632621	-4.61213
7.75274	-0.634265	-4.61377
7.76272	-0.635911	-4.61542
7.77269	-0.637559	-4.61706
7.78267	-0.639209	-4.61871
7.79265	-0.640862	-4.62037
7.80263	-0.642516	-4.62202
7.8126	-0.644173	-4.62368
7.82258	-0.645832	-4.62534
7.83256	-0.647493	-4.627
7.84254	-0.649156	-4.62866
7.85251	-0.650822	-4.63033
7.86249	-0.65249	-4.63199
7.87247	-0.654159	-4.63366
7.88245	-0.655831	-4.63534
7.89242	-0.657505	-4.63701
7.9024	-0.659182	-4.63869
7.91238	-0.66086	-4.64036
7.92236	-0.662541	-4.64205
7.93233	-0.664224	-4.64373
7.94231	-0.665908	-4.64541
7.95229	-0.667596	-4.6471
7.96227	-0.669285	-4.64879
7.97224	-0.670976	-4.65048
7.98222	-0.67267	-4.65217
7.9922	-0.674366	-4.65387
8.00218	-0.676064	-4.65557
8.01215	-0.677764	-4.65727
8.02213	-0.679466	-4.65897
8.03211	-0.68117	-4.66067
8.04209	-0.682877	-4.66238
8.05206	-0.684586	-4.66409
8.06204	-0.686297	-4.6658
8.07202	-0.68801	-4.66751
8.082	-0.689725	-4.66923
8.09197	-0.691442	-4.67095
8.10195	-0.693162	-4.67267
8.11193	-0.694884	-4.67439
8.12191	-0.696608	-4.67611
