Freq_GHz	Norm_dB_model	Model_dBm_5mA
0.868267	-0.00244894	-9.33766
0.878245	-0.00250633	-9.33772
0.888222	-0.00256437	-9.33778
0.8982	-0.00262308	-9.33784
0.908177	-0.00268244	-9.3379
0.918155	-0.00274245	-9.33796
0.928132	-0.00280313	-9.33802
0.93811	-0.00286446	-9.33808
0.948087	-0.00292645	-9.33814
0.958065	-0.0029891	-9.3382
0.968042	-0.0030524	-9.33827
0.97802	-0.00311636	-9.33833
0.987997	-0.00318098	-9.3384
0.997974	-0.00324625	-9.33846
1.00795	-0.00331218	-9.33853
1.01793	-0.00337877	-9.33859
1.02791	-0.00344602	-9.33866
1.03788	-0.00351392	-9.33873
1.04786	-0.00358248	-9.3388
1.05784	-0.0036517	-9.33887
1.06782	-0.00372158	-9.33894
1.07779	-0.00379211	-9.33901
1.08777	-0.0038633	-9.33908
1.09775	-0.00393515	-9.33915
1.10773	-0.00400766	-9.33922
1.1177	-0.00408082	-9.3393
1.12768	-0.00415464	-9.33937
1.13766	-0.00422912	-9.33944
1.14764	-0.00430426	-9.33952
1.15761	-0.00438006	-9.33959
1.16759	-0.00445651	-9.33967
1.17757	-0.00453362	-9.33975
1.18755	-0.00461139	-9.33983
1.19752	-0.00468982	-9.3399
1.2075	-0.00476891	-9.33998
1.21748	-0.00484865	-9.34006
1.22746	-0.00492906	-9.34014
1.23743	-0.00501012	-9.34022
1.24741	-0.00509184	-9.34031
1.25739	-0.00517422	-9.34039
1.26737	-0.00525725	-9.34047
1.27734	-0.00534095	-9.34056
1.28732	-0.0054253	-9.34064
1.2973	-0.00551031	-9.34072
1.30728	-0.00559598	-9.34081
1.31725	-0.00568231	-9.3409
1.32723	-0.0057693	-9.34098
1.33721	-0.00585695	-9.34107
1.34719	-0.00594526	-9.34116
1.35716	-0.00603422	-9.34125
1.36714	-0.00612385	-9.34134
1.37712	-0.00621413	-9.34143
1.3871	-0.00630507	-9.34152
1.39707	-0.00639667	-9.34161
1.40705	-0.00648894	-9.3417
1.41703	-0.00658186	-9.3418
1.42701	-0.00667544	-9.34189
1.43698	-0.00676968	-9.34198
1.44696	-0.00686457	-9.34208
1.45694	-0.00696013	-9.34217
1.46692	-0.00705635	-9.34227
1.47689	-0.00715323	-9.34237
1.48687	-0.00725077	-9.34247
1.49685	-0.00734896	-9.34256
1.50683	-0.00744782	-9.34266
1.5168	-0.00754734	-9.34276
1.52678	-0.00764751	-9.34286
1.53676	-0.00774835	-9.34296
1.54674	-0.00784985	-9.34306
1.55671	-0.00795201	-9.34317
1.56669	-0.00805482	-9.34327
1.57667	-0.0081583	-9.34337
1.58665	-0.00826244	-9.34348
1.59662	-0.00836724	-9.34358
1.6066	-0.0084727	-9.34369
1.61658	-0.00857882	-9.34379
1.62656	-0.0086856	-9.3439
1.63653	-0.00879304	-9.34401
1.64651	-0.00890114	-9.34412
1.65649	-0.00900991	-9.34422
1.66647	-0.00911933	-9.34433
1.67644	-0.00922941	-9.34444
1.68642	-0.00934016	-9.34455
1.6964	-0.00945157	-9.34467
1.70638	-0.00956364	-9.34478
1.71635	-0.00967637	-9.34489
1.72633	-0.00978976	-9.345
1.73631	-0.00990381	-9.34512
1.74629	-0.0100185	-9.34523
1.75626	-0.0101339	-9.34535
1.76624	-0.0102499	-9.34546
1.77622	-0.0103666	-9.34558
1.7862	-0.010484	-9.3457
1.79617	-0.010602	-9.34582
1.80615	-0.0107207	-9.34593
1.81613	-0.01084	-9.34605
1.82611	-0.0109601	-9.34617
1.83608	-0.0110807	-9.34629
1.84606	-0.0112021	-9.34642
1.85604	-0.0113241	-9.34654
1.86602	-0.0114467	-9.34666
1.87599	-0.01157	-9.34678
1.88597	-0.011694	-9.34691
1.89595	-0.0118187	-9.34703
1.90593	-0.011944	-9.34716
1.9159	-0.0120699	-9.34728
1.92588	-0.0121966	-9.34741
1.93586	-0.0123239	-9.34754
1.94584	-0.0124518	-9.34767
1.95581	-0.0125805	-9.34779
1.96579	-0.0127097	-9.34792
1.97577	-0.0128397	-9.34805
1.98575	-0.0129703	-9.34818
1.99572	-0.0131016	-9.34832
2.0057	-0.0132335	-9.34845
2.01568	-0.0133661	-9.34858
2.02566	-0.0134994	-9.34871
2.03563	-0.0136333	-9.34885
2.04561	-0.0137679	-9.34898
2.05559	-0.0139032	-9.34912
2.06557	-0.0140391	-9.34925
2.07554	-0.0141757	-9.34939
2.08552	-0.0143129	-9.34953
2.0955	-0.0144508	-9.34967
2.10548	-0.0145894	-9.3498
2.11545	-0.0147287	-9.34994
2.12543	-0.0148686	-9.35008
2.13541	-0.0150091	-9.35022
2.14539	-0.0151504	-9.35036
2.15536	-0.0152923	-9.35051
2.16534	-0.0154349	-9.35065
2.17532	-0.0155781	-9.35079
2.1853	-0.015722	-9.35094
2.19527	-0.0158665	-9.35108
2.20525	-0.0160118	-9.35123
2.21523	-0.0161577	-9.35137
2.22521	-0.0163042	-9.35152
2.23518	-0.0164514	-9.35167
2.24516	-0.0165993	-9.35181
2.25514	-0.0167479	-9.35196
2.26512	-0.0168971	-9.35211
2.27509	-0.017047	-9.35226
2.28507	-0.0171976	-9.35241
2.29505	-0.0173488	-9.35256
2.30503	-0.0175007	-9.35271
2.315	-0.0176532	-9.35287
2.32498	-0.0178064	-9.35302
2.33496	-0.0179603	-9.35317
2.34494	-0.0181149	-9.35333
2.35491	-0.0182701	-9.35348
2.36489	-0.018426	-9.35364
2.37487	-0.0185825	-9.3538
2.38485	-0.0187397	-9.35395
2.39482	-0.0188976	-9.35411
2.4048	-0.0190562	-9.35427
2.41478	-0.0192154	-9.35443
2.42476	-0.0193753	-9.35459
2.43473	-0.0195358	-9.35475
2.44471	-0.0196971	-9.35491
2.45469	-0.019859	-9.35507
2.46467	-0.0200215	-9.35524
2.47464	-0.0201847	-9.3554
2.48462	-0.0203486	-9.35556
2.4946	-0.0205132	-9.35573
2.50458	-0.0206784	-9.35589
2.51455	-0.0208443	-9.35606
2.52453	-0.0210109	-9.35623
2.53451	-0.0211781	-9.35639
2.54449	-0.021346	-9.35656
2.55446	-0.0215146	-9.35673
2.56444	-0.0216839	-9.3569
2.57442	-0.0218538	-9.35707
2.5844	-0.0220244	-9.35724
2.59437	-0.0221956	-9.35741
2.60435	-0.0223675	-9.35758
2.61433	-0.0225401	-9.35775
2.62431	-0.0227134	-9.35793
2.63428	-0.0228873	-9.3581
2.64426	-0.0230619	-9.35828
2.65424	-0.0232372	-9.35845
2.66422	-0.0234131	-9.35863
2.67419	-0.0235897	-9.3588
2.68417	-0.023767	-9.35898
2.69415	-0.0239449	-9.35916
2.70413	-0.0241235	-9.35934
2.7141	-0.0243028	-9.35952
2.72408	-0.0244828	-9.3597
2.73406	-0.0246634	-9.35988
2.74404	-0.0248447	-9.36006
2.75401	-0.0250267	-9.36024
2.76399	-0.0252093	-9.36042
2.77397	-0.0253926	-9.36061
2.78395	-0.0255766	-9.36079
2.79392	-0.0257613	-9.36098
2.8039	-0.0259466	-9.36116
2.81388	-0.0261326	-9.36135
2.82386	-0.0263193	-9.36153
2.83383	-0.0265066	-9.36172
2.84381	-0.0266947	-9.36191
2.85379	-0.0268833	-9.3621
2.86377	-0.0270727	-9.36229
2.87374	-0.0272627	-9.36248
2.88372	-0.0274534	-9.36267
2.8937	-0.0276448	-9.36286
2.90368	-0.0278369	-9.36305
2.91365	-0.0280296	-9.36324
2.92363	-0.028223	-9.36344
2.93361	-0.0284171	-9.36363
2.94359	-0.0286118	-9.36383
2.95356	-0.0288072	-9.36402
2.96354	-0.0290033	-9.36422
2.97352	-0.0292001	-9.36441
2.9835	-0.0293975	-9.36461
2.99347	-0.0295956	-9.36481
3.00345	-0.0297944	-9.36501
3.01343	-0.0299939	-9.36521
3.02341	-0.030194	-9.36541
3.03338	-0.0303948	-9.36561
3.04336	-0.0305963	-9.36581
3.05334	-0.0307984	-9.36601
3.06332	-0.0310013	-9.36622
3.07329	-0.0312048	-9.36642
3.08327	-0.0314089	-9.36662
3.09325	-0.0316138	-9.36683
3.10323	-0.0318193	-9.36703
3.1132	-0.0320255	-9.36724
3.12318	-0.0322324	-9.36745
3.13316	-0.03244	-9.36765
3.14314	-0.0326482	-9.36786
3.15311	-0.0328571	-9.36807
3.16309	-0.0330667	-9.36828
3.17307	-0.033277	-9.36849
3.18305	-0.0334879	-9.3687
3.19302	-0.0336995	-9.36891
3.203	-0.0339118	-9.36913
3.21298	-0.0341248	-9.36934
3.22296	-0.0343384	-9.36955
3.23293	-0.0345527	-9.36977
3.24291	-0.0347677	-9.36998
3.25289	-0.0349834	-9.3702
3.26287	-0.0351998	-9.37041
3.27284	-0.0354168	-9.37063
3.28282	-0.0356345	-9.37085
3.2928	-0.0358529	-9.37107
3.30278	-0.036072	-9.37129
3.31275	-0.0362917	-9.37151
3.32273	-0.0365121	-9.37173
3.33271	-0.0367332	-9.37195
3.34269	-0.036955	-9.37217
3.35266	-0.0371775	-9.37239
3.36264	-0.0374006	-9.37261
3.37262	-0.0376244	-9.37284
3.3826	-0.0378489	-9.37306
3.39257	-0.0380741	-9.37329
3.40255	-0.0382999	-9.37351
3.41253	-0.0385265	-9.37374
3.42251	-0.0387537	-9.37397
3.43248	-0.0389816	-9.3742
3.44246	-0.0392101	-9.37442
3.45244	-0.0394394	-9.37465
3.46242	-0.0396693	-9.37488
3.47239	-0.0398999	-9.37511
3.48237	-0.0401312	-9.37535
3.49235	-0.0403632	-9.37558
3.50233	-0.0405958	-9.37581
3.5123	-0.0408292	-9.37604
3.52228	-0.0410632	-9.37628
3.53226	-0.0412979	-9.37651
3.54224	-0.0415333	-9.37675
3.55221	-0.0417693	-9.37698
3.56219	-0.0420061	-9.37722
3.57217	-0.0422435	-9.37746
3.58215	-0.0424816	-9.3777
3.59212	-0.0427204	-9.37793
3.6021	-0.0429598	-9.37817
3.61208	-0.0432	-9.37841
3.62206	-0.0434408	-9.37866
3.63203	-0.0436823	-9.3789
3.64201	-0.0439245	-9.37914
3.65199	-0.0441674	-9.37938
3.66197	-0.044411	-9.37963
3.67194	-0.0446552	-9.37987
3.68192	-0.0449002	-9.38011
3.6919	-0.0451458	-9.38036
3.70188	-0.0453921	-9.38061
3.71185	-0.0456391	-9.38085
3.72183	-0.0458867	-9.3811
3.73181	-0.0461351	-9.38135
3.74179	-0.0463841	-9.3816
3.75176	-0.0466339	-9.38185
3.76174	-0.0468843	-9.3821
3.77172	-0.0471354	-9.38235
3.7817	-0.0473871	-9.3826
3.79167	-0.0476396	-9.38285
3.80165	-0.0478927	-9.38311
3.81163	-0.0481466	-9.38336
3.82161	-0.0484011	-9.38362
3.83158	-0.0486563	-9.38387
3.84156	-0.0489122	-9.38413
3.85154	-0.0491688	-9.38438
3.86152	-0.049426	-9.38464
3.87149	-0.049684	-9.3849
3.88147	-0.0499426	-9.38516
3.89145	-0.0502019	-9.38542
3.90143	-0.050462	-9.38568
3.9114	-0.0507227	-9.38594
3.92138	-0.050984	-9.3862
3.93136	-0.0512461	-9.38646
3.94134	-0.0515089	-9.38672
3.95131	-0.0517723	-9.38699
3.96129	-0.0520365	-9.38725
3.97127	-0.0523013	-9.38752
3.98125	-0.0525668	-9.38778
3.99122	-0.052833	-9.38805
4.0012	-0.0530999	-9.38831
4.01118	-0.0533675	-9.38858
4.02116	-0.0536357	-9.38885
4.03113	-0.0539047	-9.38912
4.04111	-0.0541743	-9.38939
4.05109	-0.0544447	-9.38966
4.06107	-0.0547157	-9.38993
4.07104	-0.0549874	-9.3902
4.08102	-0.0552598	-9.39047
4.091	-0.0555329	-9.39075
4.10098	-0.0558067	-9.39102
4.11095	-0.0560812	-9.3913
4.12093	-0.0563564	-9.39157
4.13091	-0.0566322	-9.39185
4.14089	-0.0569088	-9.39212
4.15086	-0.057186	-9.3924
4.16084	-0.0574639	-9.39268
4.17082	-0.0577426	-9.39296
4.1808	-0.0580219	-9.39324
4.19077	-0.0583019	-9.39352
4.20075	-0.0585826	-9.3938
4.21073	-0.058864	-9.39408
4.22071	-0.0591461	-9.39436
4.23068	-0.0594288	-9.39464
4.24066	-0.0597123	-9.39493
4.25064	-0.0599965	-9.39521
4.26062	-0.0602813	-9.3955
4.27059	-0.0605669	-9.39578
4.28057	-0.0608531	-9.39607
4.29055	-0.0611401	-9.39635
4.30053	-0.0614277	-9.39664
4.3105	-0.061716	-9.39693
4.32048	-0.0620051	-9.39722
4.33046	-0.0622948	-9.39751
4.34044	-0.0625852	-9.3978
4.35041	-0.0628763	-9.39809
4.36039	-0.0631681	-9.39838
4.37037	-0.0634606	-9.39867
4.38035	-0.0637538	-9.39897
4.39032	-0.0640477	-9.39926
4.4003	-0.0643422	-9.39956
4.41028	-0.0646375	-9.39985
4.42026	-0.0649335	-9.40015
4.43023	-0.0652302	-9.40044
4.44021	-0.0655275	-9.40074
4.45019	-0.0658256	-9.40104
4.46017	-0.0661243	-9.40134
4.47014	-0.0664238	-9.40164
4.48012	-0.066724	-9.40194
4.4901	-0.0670248	-9.40224
4.50008	-0.0673264	-9.40254
4.51005	-0.0676286	-9.40284
4.52003	-0.0679316	-9.40315
4.53001	-0.0682352	-9.40345
4.53998	-0.0685395	-9.40375
4.54996	-0.0688446	-9.40406
4.55994	-0.0691503	-9.40436
4.56992	-0.0694568	-9.40467
4.57989	-0.0697639	-9.40498
4.58987	-0.0700717	-9.40529
4.59985	-0.0703803	-9.40559
4.60983	-0.0706895	-9.4059
4.6198	-0.0709995	-9.40621
4.62978	-0.0713101	-9.40652
4.63976	-0.0716214	-9.40684
4.64974	-0.0719335	-9.40715
4.65971	-0.0722462	-9.40746
4.66969	-0.0725597	-9.40777
4.67967	-0.0728738	-9.40809
4.68965	-0.0731886	-9.4084
4.69962	-0.0735042	-9.40872
4.7096	-0.0738204	-9.40903
4.71958	-0.0741374	-9.40935
4.72956	-0.074455	-9.40967
4.73953	-0.0747734	-9.40999
4.74951	-0.0750924	-9.41031
4.75949	-0.0754122	-9.41063
4.76947	-0.0757327	-9.41095
4.77944	-0.0760538	-9.41127
4.78942	-0.0763757	-9.41159
4.7994	-0.0766983	-9.41191
4.80938	-0.0770215	-9.41224
4.81935	-0.0773455	-9.41256
4.82933	-0.0776702	-9.41288
4.83931	-0.0779956	-9.41321
4.84929	-0.0783217	-9.41354
4.85926	-0.0786485	-9.41386
4.86924	-0.078976	-9.41419
4.87922	-0.0793042	-9.41452
4.8892	-0.0796331	-9.41485
4.89917	-0.0799627	-9.41518
4.90915	-0.0802931	-9.41551
4.91913	-0.0806241	-9.41584
4.92911	-0.0809558	-9.41617
4.93908	-0.0812883	-9.4165
4.94906	-0.0816214	-9.41684
4.95904	-0.0819553	-9.41717
4.96902	-0.0822898	-9.4175
4.97899	-0.0826251	-9.41784
4.98897	-0.0829611	-9.41818
4.99895	-0.0832978	-9.41851
5.00893	-0.0836352	-9.41885
5.0189	-0.0839733	-9.41919
5.02888	-0.0843121	-9.41953
5.03886	-0.0846516	-9.41987
5.04884	-0.0849918	-9.42021
5.05881	-0.0853328	-9.42055
5.06879	-0.0856744	-9.42089
5.07877	-0.0860168	-9.42123
5.08875	-0.0863598	-9.42157
5.09872	-0.0867036	-9.42192
5.1087	-0.0870481	-9.42226
5.11868	-0.0873933	-9.42261
5.12866	-0.0877392	-9.42295
5.13863	-0.0880858	-9.4233
5.14861	-0.0884332	-9.42365
5.15859	-0.0887812	-9.424
5.16857	-0.08913	-9.42434
5.17854	-0.0894794	-9.42469
5.18852	-0.0898296	-9.42504
5.1985	-0.0901805	-9.42539
5.20848	-0.0905321	-9.42575
5.21845	-0.0908844	-9.4261
5.22843	-0.0912374	-9.42645
5.23841	-0.0915912	-9.42681
5.24839	-0.0919456	-9.42716
5.25836	-0.0923008	-9.42752
5.26834	-0.0926567	-9.42787
5.27832	-0.0930133	-9.42823
5.2883	-0.0933706	-9.42858
5.29827	-0.0937286	-9.42894
5.30825	-0.0940873	-9.4293
5.31823	-0.0944468	-9.42966
5.32821	-0.0948069	-9.43002
5.33818	-0.0951678	-9.43038
5.34816	-0.0955294	-9.43074
5.35814	-0.0958917	-9.43111
5.36812	-0.0962548	-9.43147
5.37809	-0.0966185	-9.43183
5.38807	-0.096983	-9.4322
5.39805	-0.0973481	-9.43256
5.40803	-0.097714	-9.43293
5.418	-0.0980807	-9.43329
5.42798	-0.098448	-9.43366
5.43796	-0.098816	-9.43403
5.44794	-0.0991848	-9.4344
5.45791	-0.0995543	-9.43477
5.46789	-0.0999245	-9.43514
5.47787	-0.100295	-9.43551
5.48785	-0.100667	-9.43588
5.49782	-0.101039	-9.43625
5.5078	-0.101412	-9.43663
5.51778	-0.101786	-9.437
5.52776	-0.102161	-9.43738
5.53773	-0.102536	-9.43775
5.54771	-0.102912	-9.43813
5.55769	-0.103289	-9.4385
5.56767	-0.103666	-9.43888
5.57764	-0.104044	-9.43926
5.58762	-0.104423	-9.43964
5.5976	-0.104803	-9.44002
5.60758	-0.105183	-9.4404
5.61755	-0.105564	-9.44078
5.62753	-0.105946	-9.44116
5.63751	-0.106328	-9.44154
5.64749	-0.106711	-9.44193
5.65746	-0.107095	-9.44231
5.66744	-0.10748	-9.44269
5.67742	-0.107865	-9.44308
5.6874	-0.108251	-9.44347
5.69737	-0.108638	-9.44385
5.70735	-0.109025	-9.44424
5.71733	-0.109414	-9.44463
5.72731	-0.109803	-9.44502
5.73728	-0.110192	-9.44541
5.74726	-0.110583	-9.4458
5.75724	-0.110974	-9.44619
5.76722	-0.111366	-9.44658
5.77719	-0.111758	-9.44697
5.78717	-0.112152	-9.44737
5.79715	-0.112546	-9.44776
5.80713	-0.11294	-9.44815
5.8171	-0.113336	-9.44855
5.82708	-0.113732	-9.44895
5.83706	-0.114129	-9.44934
5.84704	-0.114527	-9.44974
5.85701	-0.114925	-9.45014
5.86699	-0.115324	-9.45054
5.87697	-0.115724	-9.45094
5.88695	-0.116125	-9.45134
5.89692	-0.116526	-9.45174
5.9069	-0.116928	-9.45214
5.91688	-0.117331	-9.45255
5.92686	-0.117734	-9.45295
5.93683	-0.118139	-9.45335
5.94681	-0.118543	-9.45376
5.95679	-0.118949	-9.45416
5.96677	-0.119356	-9.45457
5.97674	-0.119763	-9.45498
5.98672	-0.120171	-9.45538
5.9967	-0.120579	-9.45579
6.00668	-0.120989	-9.4562
6.01665	-0.121399	-9.45661
6.02663	-0.121809	-9.45702
6.03661	-0.122221	-9.45744
6.04659	-0.122633	-9.45785
6.05656	-0.123046	-9.45826
6.06654	-0.12346	-9.45867
6.07652	-0.123875	-9.45909
6.0865	-0.12429	-9.4595
6.09647	-0.124706	-9.45992
6.10645	-0.125122	-9.46034
6.11643	-0.12554	-9.46075
6.12641	-0.125958	-9.46117
6.13638	-0.126377	-9.46159
6.14636	-0.126796	-9.46201
6.15634	-0.127217	-9.46243
6.16632	-0.127638	-9.46285
6.17629	-0.12806	-9.46327
6.18627	-0.128482	-9.4637
6.19625	-0.128905	-9.46412
6.20623	-0.12933	-9.46454
6.2162	-0.129754	-9.46497
6.22618	-0.13018	-9.46539
6.23616	-0.130606	-9.46582
6.24614	-0.131033	-9.46625
6.25611	-0.131461	-9.46667
6.26609	-0.131889	-9.4671
6.27607	-0.132318	-9.46753
6.28605	-0.132748	-9.46796
6.29602	-0.133179	-9.46839
6.306	-0.13361	-9.46882
6.31598	-0.134043	-9.46926
6.32596	-0.134475	-9.46969
6.33593	-0.134909	-9.47012
6.34591	-0.135343	-9.47056
6.35589	-0.135779	-9.47099
6.36587	-0.136214	-9.47143
6.37584	-0.136651	-9.47187
6.38582	-0.137088	-9.4723
6.3958	-0.137526	-9.47274
6.40578	-0.137965	-9.47318
6.41575	-0.138405	-9.47362
6.42573	-0.138845	-9.47406
6.43571	-0.139286	-9.4745
6.44569	-0.139728	-9.47494
6.45566	-0.140171	-9.47538
6.46564	-0.140614	-9.47583
6.47562	-0.141058	-9.47627
6.4856	-0.141503	-9.47672
6.49557	-0.141948	-9.47716
6.50555	-0.142394	-9.47761
6.51553	-0.142841	-9.47806
6.52551	-0.143289	-9.4785
6.53548	-0.143738	-9.47895
6.54546	-0.144187	-9.4794
6.55544	-0.144637	-9.47985
6.56542	-0.145088	-9.4803
6.57539	-0.145539	-9.48075
6.58537	-0.145991	-9.48121
6.59535	-0.146444	-9.48166
6.60533	-0.146898	-9.48211
6.6153	-0.147352	-9.48257
6.62528	-0.147808	-9.48302
6.63526	-0.148264	-9.48348
6.64524	-0.14872	-9.48393
6.65521	-0.149178	-9.48439
6.66519	-0.149636	-9.48485
6.67517	-0.150095	-9.48531
6.68515	-0.150555	-9.48577
6.69512	-0.151015	-9.48623
6.7051	-0.151476	-9.48669
6.71508	-0.151938	-9.48715
6.72506	-0.152401	-9.48762
6.73503	-0.152865	-9.48808
6.74501	-0.153329	-9.48854
6.75499	-0.153794	-9.48901
6.76497	-0.15426	-9.48947
6.77494	-0.154726	-9.48994
6.78492	-0.155193	-9.49041
6.7949	-0.155661	-9.49088
6.80488	-0.15613	-9.49134
6.81485	-0.156599	-9.49181
6.82483	-0.15707	-9.49228
6.83481	-0.157541	-9.49275
6.84479	-0.158012	-9.49323
6.85476	-0.158485	-9.4937
6.86474	-0.158958	-9.49417
6.87472	-0.159432	-9.49465
6.8847	-0.159907	-9.49512
6.89467	-0.160383	-9.4956
6.90465	-0.160859	-9.49607
6.91463	-0.161336	-9.49655
6.92461	-0.161814	-9.49703
6.93458	-0.162292	-9.49751
6.94456	-0.162772	-9.49799
6.95454	-0.163252	-9.49847
6.96452	-0.163733	-9.49895
6.97449	-0.164214	-9.49943
6.98447	-0.164697	-9.49991
6.99445	-0.16518	-9.50039
7.00443	-0.165664	-9.50088
7.0144	-0.166148	-9.50136
7.02438	-0.166634	-9.50185
7.03436	-0.16712	-9.50233
7.04434	-0.167607	-9.50282
7.05431	-0.168094	-9.50331
7.06429	-0.168583	-9.5038
7.07427	-0.169072	-9.50429
7.08425	-0.169562	-9.50478
7.09422	-0.170053	-9.50527
7.1042	-0.170544	-9.50576
7.11418	-0.171036	-9.50625
7.12416	-0.171529	-9.50674
7.13413	-0.172023	-9.50724
7.14411	-0.172518	-9.50773
7.15409	-0.173013	-9.50823
7.16407	-0.173509	-9.50872
7.17404	-0.174006	-9.50922
7.18402	-0.174504	-9.50972
7.194	-0.175002	-9.51022
7.20398	-0.175501	-9.51072
7.21395	-0.176001	-9.51122
7.22393	-0.176502	-9.51172
7.23391	-0.177003	-9.51222
7.24389	-0.177505	-9.51272
7.25386	-0.178008	-9.51322
7.26384	-0.178512	-9.51373
7.27382	-0.179016	-9.51423
7.2838	-0.179522	-9.51474
7.29377	-0.180028	-9.51524
7.30375	-0.180534	-9.51575
7.31373	-0.181042	-9.51626
7.32371	-0.18155	-9.51676
7.33368	-0.18206	-9.51727
7.34366	-0.182569	-9.51778
7.35364	-0.18308	-9.51829
7.36362	-0.183591	-9.51881
7.37359	-0.184104	-9.51932
7.38357	-0.184617	-9.51983
7.39355	-0.18513	-9.52034
7.40353	-0.185645	-9.52086
7.4135	-0.18616	-9.52137
7.42348	-0.186676	-9.52189
7.43346	-0.187193	-9.52241
7.44344	-0.187711	-9.52292
7.45341	-0.188229	-9.52344
7.46339	-0.188748	-9.52396
7.47337	-0.189268	-9.52448
7.48335	-0.189789	-9.525
7.49332	-0.19031	-9.52552
7.5033	-0.190833	-9.52605
7.51328	-0.191356	-9.52657
7.52326	-0.191879	-9.52709
7.53323	-0.192404	-9.52762
7.54321	-0.192929	-9.52814
7.55319	-0.193455	-9.52867
7.56317	-0.193982	-9.5292
7.57314	-0.19451	-9.52972
7.58312	-0.195038	-9.53025
7.5931	-0.195568	-9.53078
7.60308	-0.196098	-9.53131
7.61305	-0.196629	-9.53184
7.62303	-0.19716	-9.53237
7.63301	-0.197692	-9.53291
7.64299	-0.198226	-9.53344
7.65296	-0.19876	-9.53397
7.66294	-0.199294	-9.53451
7.67292	-0.19983	-9.53504
7.6829	-0.200366	-9.53558
7.69287	-0.200903	-9.53612
7.70285	-0.201441	-9.53666
7.71283	-0.201979	-9.53719
7.72281	-0.202519	-9.53773
7.73278	-0.203059	-9.53827
7.74276	-0.2036	-9.53881
7.75274	-0.204142	-9.53936
7.76272	-0.204684	-9.5399
7.77269	-0.205227	-9.54044
7.78267	-0.205772	-9.54099
7.79265	-0.206316	-9.54153
7.80263	-0.206862	-9.54208
7.8126	-0.207409	-9.54262
7.82258	-0.207956	-9.54317
7.83256	-0.208504	-9.54372
7.84254	-0.209053	-9.54427
7.85251	-0.209602	-9.54482
7.86249	-0.210153	-9.54537
7.87247	-0.210704	-9.54592
7.88245	-0.211256	-9.54647
7.89242	-0.211808	-9.54702
7.9024	-0.212362	-9.54758
7.91238	-0.212916	-9.54813
7.92236	-0.213471	-9.54869
7.93233	-0.214027	-9.54924
7.94231	-0.214584	-9.5498
7.95229	-0.215141	-9.55036
7.96227	-0.2157	-9.55091
7.97224	-0.216259	-9.55147
