500000000	-21.73
1000000000	-21.86
1670000000	-21.97
2170000000	-21.95
2670000000	-21.95
3250000000	-22.01
3750000000	-22.06
4080000000	-22.08
4750000000	-22.18
5250000000	-22.1
5750000000	-22.21
6080000000	-22.14
6830000000	-22.14
7330000000	-22.18
7670000000	-22.15
8170000000	-22.23
8670000000	-22.25
9170000000	-22.34
9500000000	-22.22
10170000000	-22.27
10670000000	-22.2
11170000000	-22.23
11500000000	-22.21
12170000000	-22.45
12670000000	-22.49
13170000000	-22.42
13670000000	-22.43
14170000000	-22.37
14670000000	-22.19
15170000000	-22.22
15670000000	-22.5
16330000000	-22.76
16830000000	-22.46
17170000000	-22.68
17830000000	-22.44
18330000000	-22.31
18830000000	-22.28
19500000000	-22.38
20000000000	-23.02
20500000000	-22.57
21000000000	-23
21330000000	-22.53
22000000000	-22.55
22330000000	-22.28
23000000000	-22.46
23500000000	-22.98
24000000000	-23.14
24500000000	-23.09
25000000000	-23.14
25500000000	-22.84
26000000000	-23.24
26500000000	-22.84
27250000000	-23.62
27580000000	-23.77
28080000000	-24.07
28750000000	-23.59
29250000000	-23.43
29750000000	-23.42
30250000000	-24.58
31080000000	-24.56
31670000000	-25.02
32170000000	-24.65
32670000000	-25.04
33170000000	-24.07
33830000000	-24.33
34670000000	-26.08
35000000000	-26.15
35670000000	-27.11
36170000000	-25.57
36670000000	-25.57
