Freq_GHz	Norm_dB_model_hole
2.66537	-0.0407335
2.67536	-0.0410408
2.68534	-0.0413492
2.69532	-0.0416588
2.7053	-0.0419696
2.71528	-0.0422816
2.72527	-0.0425947
2.73525	-0.042909
2.74523	-0.0432245
2.75521	-0.0435411
2.76519	-0.0438589
2.77518	-0.0441779
2.78516	-0.044498
2.79514	-0.0448194
2.80512	-0.0451418
2.8151	-0.0454655
2.82509	-0.0457903
2.83507	-0.0461164
2.84505	-0.0464435
2.85503	-0.0467719
2.86501	-0.0471014
2.87499	-0.0474321
2.88498	-0.047764
2.89496	-0.048097
2.90494	-0.0484313
2.91492	-0.0487667
2.9249	-0.0491032
2.93489	-0.049441
2.94487	-0.0497799
2.95485	-0.05012
2.96483	-0.0504613
2.97481	-0.0508037
2.9848	-0.0511473
2.99478	-0.0514921
3.00476	-0.0518381
3.01474	-0.0521853
3.02472	-0.0525336
3.03471	-0.0528831
3.04469	-0.0532338
3.05467	-0.0535857
3.06465	-0.0539387
3.07463	-0.0542929
3.08462	-0.0546483
3.0946	-0.0550049
3.10458	-0.0553627
3.11456	-0.0557216
3.12454	-0.0560817
3.13453	-0.056443
3.14451	-0.0568055
3.15449	-0.0571691
3.16447	-0.057534
3.17445	-0.0579
3.18444	-0.0582672
3.19442	-0.0586356
3.2044	-0.0590051
3.21438	-0.0593759
3.22436	-0.0597478
3.23435	-0.0601209
3.24433	-0.0604952
3.25431	-0.0608707
3.26429	-0.0612473
3.27427	-0.0616252
3.28426	-0.0620042
3.29424	-0.0623844
3.30422	-0.0627658
3.3142	-0.0631484
3.32418	-0.0635322
3.33417	-0.0639171
3.34415	-0.0643033
3.35413	-0.0646906
3.36411	-0.0650791
3.37409	-0.0654688
3.38408	-0.0658597
3.39406	-0.0662517
3.40404	-0.066645
3.41402	-0.0670394
3.424	-0.0674351
3.43399	-0.0678319
3.44397	-0.0682299
3.45395	-0.0686291
3.46393	-0.0690295
3.47391	-0.069431
3.4839	-0.0698338
3.49388	-0.0702378
3.50386	-0.0706429
3.51384	-0.0710492
3.52382	-0.0714568
3.53381	-0.0718655
3.54379	-0.0722754
3.55377	-0.0726865
3.56375	-0.0730988
3.57373	-0.0735123
3.58372	-0.0739269
3.5937	-0.0743428
3.60368	-0.0747599
3.61366	-0.0751781
3.62364	-0.0755976
3.63363	-0.0760182
3.64361	-0.07644
3.65359	-0.0768631
3.66357	-0.0772873
3.67355	-0.0777127
3.68354	-0.0781393
3.69352	-0.0785671
3.7035	-0.0789961
3.71348	-0.0794263
3.72346	-0.0798577
3.73345	-0.0802903
3.74343	-0.0807241
3.75341	-0.0811591
3.76339	-0.0815953
3.77337	-0.0820327
3.78336	-0.0824713
3.79334	-0.0829111
3.80332	-0.083352
3.8133	-0.0837942
3.82328	-0.0842376
3.83327	-0.0846822
3.84325	-0.085128
3.85323	-0.0855749
3.86321	-0.0860231
3.87319	-0.0864725
3.88318	-0.0869231
3.89316	-0.0873749
3.90314	-0.0878279
3.91312	-0.0882821
3.9231	-0.0887375
3.93309	-0.0891941
3.94307	-0.0896519
3.95305	-0.0901109
3.96303	-0.0905711
3.97301	-0.0910325
3.983	-0.0914951
3.99298	-0.0919589
4.00296	-0.092424
4.01294	-0.0928902
4.02292	-0.0933576
4.03291	-0.0938263
4.04289	-0.0942961
4.05287	-0.0947672
4.06285	-0.0952395
4.07283	-0.0957129
4.08282	-0.0961876
4.0928	-0.0966635
4.10278	-0.0971406
4.11276	-0.0976189
4.12274	-0.0980984
4.13273	-0.0985792
4.14271	-0.0990611
4.15269	-0.0995442
4.16267	-0.100029
4.17265	-0.100514
4.18264	-0.101001
4.19262	-0.101489
4.2026	-0.101978
4.21258	-0.102469
4.22256	-0.10296
4.23255	-0.103453
4.24253	-0.103947
4.25251	-0.104442
4.26249	-0.104939
4.27247	-0.105437
4.28246	-0.105935
4.29244	-0.106436
4.30242	-0.106937
4.3124	-0.107439
4.32238	-0.107943
4.33237	-0.108448
4.34235	-0.108954
4.35233	-0.109462
4.36231	-0.109971
4.37229	-0.11048
4.38228	-0.110991
4.39226	-0.111504
4.40224	-0.112017
4.41222	-0.112532
4.4222	-0.113048
4.43219	-0.113565
4.44217	-0.114083
4.45215	-0.114603
4.46213	-0.115124
4.47211	-0.115646
4.4821	-0.116169
4.49208	-0.116694
4.50206	-0.117219
4.51204	-0.117746
4.52202	-0.118275
4.53201	-0.118804
4.54199	-0.119335
4.55197	-0.119866
4.56195	-0.1204
4.57193	-0.120934
4.58192	-0.121469
4.5919	-0.122006
4.60188	-0.122544
4.61186	-0.123083
4.62184	-0.123624
4.63183	-0.124165
4.64181	-0.124708
4.65179	-0.125252
4.66177	-0.125798
4.67175	-0.126344
4.68174	-0.126892
4.69172	-0.127441
4.7017	-0.127991
4.71168	-0.128543
4.72166	-0.129095
4.73165	-0.129649
4.74163	-0.130204
4.75161	-0.130761
4.76159	-0.131318
4.77157	-0.131877
4.78156	-0.132437
4.79154	-0.132999
4.80152	-0.133561
4.8115	-0.134125
4.82148	-0.13469
4.83147	-0.135256
4.84145	-0.135824
4.85143	-0.136393
4.86141	-0.136963
4.87139	-0.137534
4.88138	-0.138106
4.89136	-0.13868
4.90134	-0.139255
4.91132	-0.139831
4.9213	-0.140408
4.93129	-0.140987
4.94127	-0.141567
4.95125	-0.142148
4.96123	-0.14273
4.97121	-0.143314
4.9812	-0.143899
4.99118	-0.144485
5.00116	-0.145072
5.01114	-0.145661
5.02112	-0.14625
5.03111	-0.146841
5.04109	-0.147434
5.05107	-0.148027
5.06105	-0.148622
5.07103	-0.149218
5.08102	-0.149815
5.091	-0.150414
5.10098	-0.151013
5.11096	-0.151614
5.12094	-0.152217
5.13093	-0.15282
5.14091	-0.153425
5.15089	-0.154031
5.16087	-0.154638
5.17085	-0.155246
5.18084	-0.155856
5.19082	-0.156467
5.2008	-0.157079
5.21078	-0.157693
5.22076	-0.158307
5.23075	-0.158923
5.24073	-0.159541
5.25071	-0.160159
5.26069	-0.160779
5.27067	-0.1614
5.28066	-0.162022
5.29064	-0.162645
5.30062	-0.16327
5.3106	-0.163896
5.32058	-0.164523
5.33057	-0.165152
5.34055	-0.165781
5.35053	-0.166412
5.36051	-0.167045
5.37049	-0.167678
5.38048	-0.168313
5.39046	-0.168949
5.40044	-0.169586
5.41042	-0.170225
5.4204	-0.170864
5.43039	-0.171506
5.44037	-0.172148
5.45035	-0.172791
5.46033	-0.173436
5.47031	-0.174082
5.4803	-0.17473
5.49028	-0.175378
5.50026	-0.176028
5.51024	-0.176679
5.52022	-0.177332
5.53021	-0.177985
5.54019	-0.17864
5.55017	-0.179296
5.56015	-0.179954
5.57013	-0.180612
5.58012	-0.181272
5.5901	-0.181934
5.60008	-0.182596
5.61006	-0.18326
5.62004	-0.183925
5.63003	-0.184591
5.64001	-0.185259
5.64999	-0.185927
5.65997	-0.186597
5.66995	-0.187269
5.67994	-0.187941
5.68992	-0.188615
5.6999	-0.189291
5.70988	-0.189967
5.71986	-0.190645
5.72985	-0.191324
5.73983	-0.192004
5.74981	-0.192685
5.75979	-0.193368
5.76977	-0.194052
5.77976	-0.194738
5.78974	-0.195424
5.79972	-0.196112
5.8097	-0.196801
5.81968	-0.197492
5.82967	-0.198183
5.83965	-0.198876
5.84963	-0.19957
5.85961	-0.200266
5.86959	-0.200963
5.87958	-0.201661
5.88956	-0.20236
5.89954	-0.203061
5.90952	-0.203763
5.9195	-0.204466
5.92949	-0.20517
5.93947	-0.205876
5.94945	-0.206583
5.95943	-0.207292
5.96941	-0.208001
5.9794	-0.208712
5.98938	-0.209424
5.99936	-0.210138
6.00934	-0.210852
6.01932	-0.211568
6.02931	-0.212286
6.03929	-0.213004
6.04927	-0.213724
6.05925	-0.214445
6.06923	-0.215168
6.07922	-0.215891
6.0892	-0.216616
6.09918	-0.217343
6.10916	-0.21807
6.11914	-0.218799
6.12913	-0.219529
6.13911	-0.220261
6.14909	-0.220993
6.15907	-0.221727
6.16905	-0.222463
6.17904	-0.223199
6.18902	-0.223937
6.199	-0.224676
6.20898	-0.225417
6.21896	-0.226159
6.22895	-0.226902
6.23893	-0.227646
6.24891	-0.228392
6.25889	-0.229139
6.26887	-0.229887
6.27886	-0.230636
6.28884	-0.231387
6.29882	-0.232139
6.3088	-0.232893
6.31878	-0.233647
6.32877	-0.234403
6.33875	-0.235161
6.34873	-0.235919
6.35871	-0.236679
6.36869	-0.23744
6.37868	-0.238203
6.38866	-0.238967
6.39864	-0.239732
6.40862	-0.240498
6.4186	-0.241266
6.42859	-0.242035
6.43857	-0.242805
6.44855	-0.243577
6.45853	-0.24435
6.46851	-0.245124
6.4785	-0.245899
6.48848	-0.246676
6.49846	-0.247454
6.50844	-0.248234
6.51842	-0.249014
6.52841	-0.249796
6.53839	-0.25058
6.54837	-0.251364
6.55835	-0.25215
6.56833	-0.252938
6.57832	-0.253726
6.5883	-0.254516
6.59828	-0.255307
6.60826	-0.2561
6.61824	-0.256894
6.62823	-0.257689
6.63821	-0.258485
6.64819	-0.259283
6.65817	-0.260082
6.66815	-0.260882
6.67814	-0.261684
6.68812	-0.262487
6.6981	-0.263291
6.70808	-0.264097
6.71806	-0.264904
6.72805	-0.265712
6.73803	-0.266522
6.74801	-0.267333
6.75799	-0.268145
6.76797	-0.268958
6.77796	-0.269773
6.78794	-0.270589
6.79792	-0.271407
6.8079	-0.272226
6.81788	-0.273046
6.82787	-0.273867
6.83785	-0.27469
6.84783	-0.275514
6.85781	-0.276339
6.86779	-0.277166
6.87778	-0.277994
6.88776	-0.278824
6.89774	-0.279654
6.90772	-0.280486
6.9177	-0.28132
6.92769	-0.282154
6.93767	-0.28299
6.94765	-0.283828
6.95763	-0.284666
6.96761	-0.285506
6.9776	-0.286347
6.98758	-0.28719
6.99756	-0.288034
7.00754	-0.288879
7.01752	-0.289726
7.02751	-0.290574
7.03749	-0.291423
7.04747	-0.292274
7.05745	-0.293126
7.06743	-0.293979
7.07742	-0.294834
7.0874	-0.295689
7.09738	-0.296547
7.10736	-0.297405
7.11734	-0.298265
7.12733	-0.299127
7.13731	-0.299989
7.14729	-0.300853
7.15727	-0.301718
7.16725	-0.302585
7.17724	-0.303453
7.18722	-0.304322
7.1972	-0.305193
7.20718	-0.306065
7.21716	-0.306938
7.22715	-0.307813
7.23713	-0.308689
7.24711	-0.309566
7.25709	-0.310445
7.26707	-0.311325
7.27706	-0.312206
7.28704	-0.313089
7.29702	-0.313973
7.307	-0.314858
7.31698	-0.315745
7.32697	-0.316633
7.33695	-0.317522
7.34693	-0.318413
7.35691	-0.319305
7.36689	-0.320198
7.37688	-0.321093
7.38686	-0.321989
7.39684	-0.322887
7.40682	-0.323786
7.4168	-0.324686
7.42679	-0.325587
7.43677	-0.32649
7.44675	-0.327394
7.45673	-0.3283
7.46671	-0.329207
7.4767	-0.330115
7.48668	-0.331025
7.49666	-0.331936
7.50664	-0.332848
7.51662	-0.333762
7.52661	-0.334677
7.53659	-0.335593
7.54657	-0.336511
7.55655	-0.33743
7.56653	-0.338351
7.57652	-0.339272
7.5865	-0.340195
7.59648	-0.34112
7.60646	-0.342046
7.61644	-0.342973
7.62643	-0.343902
7.63641	-0.344832
7.64639	-0.345763
7.65637	-0.346696
7.66635	-0.34763
7.67634	-0.348565
7.68632	-0.349502
7.6963	-0.35044
7.70628	-0.35138
7.71626	-0.35232
7.72625	-0.353263
7.73623	-0.354206
7.74621	-0.355151
7.75619	-0.356097
7.76617	-0.357045
7.77616	-0.357994
7.78614	-0.358945
7.79612	-0.359896
7.8061	-0.36085
7.81608	-0.361804
7.82607	-0.36276
7.83605	-0.363717
7.84603	-0.364676
7.85601	-0.365636
7.86599	-0.366597
7.87598	-0.36756
7.88596	-0.368524
7.89594	-0.36949
7.90592	-0.370456
7.9159	-0.371425
7.92589	-0.372394
7.93587	-0.373365
7.94585	-0.374338
7.95583	-0.375311
7.96581	-0.376286
7.9758	-0.377263
7.98578	-0.378241
7.99576	-0.37922
8.00574	-0.3802
8.01572	-0.381182
8.02571	-0.382166
8.03569	-0.383151
8.04567	-0.384137
8.05565	-0.385124
8.06563	-0.386113
8.07562	-0.387103
8.0856	-0.388095
8.09558	-0.389088
8.10556	-0.390082
8.11554	-0.391078
8.12553	-0.392075
8.13551	-0.393074
8.14549	-0.394074
8.15547	-0.395075
8.16545	-0.396078
8.17544	-0.397082
8.18542	-0.398088
8.1954	-0.399094
8.20538	-0.400103
8.21536	-0.401112
8.22535	-0.402123
8.23533	-0.403136
8.24531	-0.40415
8.25529	-0.405165
8.26527	-0.406182
8.27526	-0.407199
8.28524	-0.408219
8.29522	-0.40924
8.3052	-0.410262
8.31518	-0.411285
8.32517	-0.41231
8.33515	-0.413337
8.34513	-0.414364
8.35511	-0.415394
8.36509	-0.416424
8.37508	-0.417456
8.38506	-0.418489
8.39504	-0.419524
8.40502	-0.42056
8.415	-0.421598
8.42498	-0.422637
8.43497	-0.423677
8.44495	-0.424719
8.45493	-0.425762
8.46491	-0.426806
8.47489	-0.427852
8.48488	-0.4289
8.49486	-0.429948
8.50484	-0.430999
8.51482	-0.43205
8.5248	-0.433103
8.53479	-0.434157
8.54477	-0.435213
8.55475	-0.43627
8.56473	-0.437329
8.57471	-0.438389
8.5847	-0.43945
8.59468	-0.440513
8.60466	-0.441577
8.61464	-0.442643
8.62462	-0.44371
8.63461	-0.444778
8.64459	-0.445848
8.65457	-0.446919
8.66455	-0.447992
8.67453	-0.449066
8.68452	-0.450141
8.6945	-0.451218
8.70448	-0.452297
8.71446	-0.453376
8.72444	-0.454457
8.73443	-0.45554
8.74441	-0.456624
8.75439	-0.457709
8.76437	-0.458796
8.77435	-0.459884
8.78434	-0.460974
8.79432	-0.462065
8.8043	-0.463157
8.81428	-0.464251
8.82426	-0.465347
8.83425	-0.466443
8.84423	-0.467541
8.85421	-0.468641
8.86419	-0.469742
8.87417	-0.470844
8.88416	-0.471948
8.89414	-0.473053
8.90412	-0.47416
8.9141	-0.475268
8.92408	-0.476378
8.93407	-0.477489
8.94405	-0.478601
8.95403	-0.479715
8.96401	-0.48083
8.97399	-0.481947
8.98398	-0.483065
8.99396	-0.484184
9.00394	-0.485305
9.01392	-0.486427
9.0239	-0.487551
9.03389	-0.488676
9.04387	-0.489803
9.05385	-0.490931
9.06383	-0.492061
9.07381	-0.493192
9.0838	-0.494324
9.09378	-0.495458
9.10376	-0.496593
9.11374	-0.49773
9.12372	-0.498868
9.13371	-0.500007
9.14369	-0.501148
9.15367	-0.502291
9.16365	-0.503434
9.17363	-0.50458
9.18362	-0.505726
9.1936	-0.506875
9.20358	-0.508024
9.21356	-0.509175
9.22354	-0.510328
9.23353	-0.511482
9.24351	-0.512637
9.25349	-0.513794
9.26347	-0.514952
9.27345	-0.516112
9.28344	-0.517273
9.29342	-0.518435
9.3034	-0.519599
9.31338	-0.520765
9.32336	-0.521932
9.33335	-0.5231
9.34333	-0.52427
9.35331	-0.525441
9.36329	-0.526614
9.37327	-0.527788
9.38326	-0.528963
9.39324	-0.53014
9.40322	-0.531319
9.4132	-0.532499
9.42318	-0.53368
9.43317	-0.534863
9.44315	-0.536047
9.45313	-0.537233
9.46311	-0.53842
9.47309	-0.539609
9.48308	-0.540799
9.49306	-0.54199
9.50304	-0.543183
9.51302	-0.544377
9.523	-0.545573
9.53299	-0.546771
9.54297	-0.547969
9.55295	-0.54917
9.56293	-0.550371
9.57291	-0.551575
9.5829	-0.552779
9.59288	-0.553985
9.60286	-0.555193
9.61284	-0.556402
9.62282	-0.557612
9.63281	-0.558824
9.64279	-0.560037
9.65277	-0.561252
9.66275	-0.562469
9.67273	-0.563686
9.68272	-0.564906
9.6927	-0.566126
9.70268	-0.567348
9.71266	-0.568572
9.72264	-0.569797
9.73263	-0.571024
9.74261	-0.572252
9.75259	-0.573481
9.76257	-0.574712
9.77255	-0.575944
9.78254	-0.577178
9.79252	-0.578414
9.8025	-0.57965
9.81248	-0.580889
9.82246	-0.582128
9.83245	-0.58337
9.84243	-0.584612
9.85241	-0.585856
9.86239	-0.587102
9.87237	-0.588349
9.88236	-0.589598
9.89234	-0.590848
9.90232	-0.592099
9.9123	-0.593352
9.92228	-0.594607
9.93227	-0.595863
9.94225	-0.59712
9.95223	-0.598379
9.96221	-0.599639
9.97219	-0.600901
9.98218	-0.602164
9.99216	-0.603429
10.0021	-0.604695
10.0121	-0.605963
10.0221	-0.607232
10.0321	-0.608503
10.0421	-0.609775
10.0521	-0.611049
10.062	-0.612324
10.072	-0.613601
10.082	-0.614879
10.092	-0.616158
10.102	-0.617439
10.1119	-0.618722
10.1219	-0.620006
10.1319	-0.621292
10.1419	-0.622579
10.1519	-0.623867
10.1619	-0.625157
10.1718	-0.626448
10.1818	-0.627741
10.1918	-0.629036
10.2018	-0.630332
10.2118	-0.631629
10.2217	-0.632928
10.2317	-0.634229
10.2417	-0.63553
10.2517	-0.636834
10.2617	-0.638139
10.2717	-0.639445
10.2816	-0.640753
10.2916	-0.642062
10.3016	-0.643373
10.3116	-0.644685
10.3216	-0.645999
10.3315	-0.647314
10.3415	-0.648631
10.3515	-0.64995
10.3615	-0.651269
10.3715	-0.652591
10.3815	-0.653913
10.3914	-0.655238
10.4014	-0.656564
10.4114	-0.657891
10.4214	-0.65922
10.4314	-0.66055
10.4413	-0.661882
10.4513	-0.663215
10.4613	-0.66455
10.4713	-0.665886
10.4813	-0.667224
10.4913	-0.668563
10.5012	-0.669904
10.5112	-0.671246
10.5212	-0.67259
10.5312	-0.673935
10.5412	-0.675282
10.5512	-0.67663
10.5611	-0.67798
10.5711	-0.679331
10.5811	-0.680684
10.5911	-0.682039
10.6011	-0.683394
10.611	-0.684752
10.621	-0.686111
10.631	-0.687471
10.641	-0.688833
10.651	-0.690196
10.661	-0.691561
10.6709	-0.692927
10.6809	-0.694295
10.6909	-0.695665
10.7009	-0.697036
10.7109	-0.698408
10.7208	-0.699782
10.7308	-0.701157
10.7408	-0.702534
10.7508	-0.703913
10.7608	-0.705293
10.7708	-0.706674
10.7807	-0.708058
10.7907	-0.709442
10.8007	-0.710828
10.8107	-0.712216
10.8207	-0.713605
10.8306	-0.714995
10.8406	-0.716388
10.8506	-0.717781
10.8606	-0.719176
10.8706	-0.720573
10.8806	-0.721971
10.8905	-0.723371
10.9005	-0.724772
10.9105	-0.726175
10.9205	-0.727579
10.9305	-0.728985
10.9404	-0.730393
10.9504	-0.731801
10.9604	-0.733212
10.9704	-0.734624
10.9804	-0.736037
10.9904	-0.737452
11.0003	-0.738869
11.0103	-0.740287
11.0203	-0.741706
11.0303	-0.743127
11.0403	-0.74455
11.0503	-0.745974
11.0602	-0.7474
11.0702	-0.748827
11.0802	-0.750255
11.0902	-0.751686
11.1002	-0.753117
11.1101	-0.754551
11.1201	-0.755986
11.1301	-0.757422
11.1401	-0.75886
11.1501	-0.760299
11.1601	-0.76174
11.17	-0.763183
11.18	-0.764627
11.19	-0.766072
11.2	-0.767519
11.21	-0.768968
11.2199	-0.770418
11.2299	-0.77187
11.2399	-0.773323
11.2499	-0.774778
11.2599	-0.776234
11.2699	-0.777692
11.2798	-0.779151
11.2898	-0.780612
11.2998	-0.782075
11.3098	-0.783539
11.3198	-0.785004
11.3297	-0.786471
11.3397	-0.78794
11.3497	-0.78941
11.3597	-0.790882
11.3697	-0.792355
11.3797	-0.79383
11.3896	-0.795306
11.3996	-0.796784
11.4096	-0.798263
11.4196	-0.799744
11.4296	-0.801227
11.4395	-0.802711
11.4495	-0.804196
11.4595	-0.805684
11.4695	-0.807172
11.4795	-0.808663
11.4895	-0.810154
11.4994	-0.811648
11.5094	-0.813143
11.5194	-0.814639
11.5294	-0.816137
11.5394	-0.817636
11.5493	-0.819137
11.5593	-0.82064
11.5693	-0.822144
11.5793	-0.82365
11.5893	-0.825157
11.5993	-0.826666
11.6092	-0.828176
11.6192	-0.829688
11.6292	-0.831202
11.6392	-0.832717
11.6492	-0.834233
11.6592	-0.835752
11.6691	-0.837271
11.6791	-0.838793
11.6891	-0.840315
11.6991	-0.84184
11.7091	-0.843366
11.719	-0.844893
11.729	-0.846422
11.739	-0.847953
11.749	-0.849485
11.759	-0.851019
11.769	-0.852554
11.7789	-0.854091
11.7889	-0.855629
11.7989	-0.857169
11.8089	-0.858711
11.8189	-0.860254
11.8288	-0.861798
11.8388	-0.863344
11.8488	-0.864892
11.8588	-0.866441
11.8688	-0.867992
11.8788	-0.869545
11.8887	-0.871099
11.8987	-0.872654
11.9087	-0.874212
11.9187	-0.87577
11.9287	-0.87733
11.9386	-0.878892
11.9486	-0.880456
11.9586	-0.882021
11.9686	-0.883587
11.9786	-0.885155
11.9886	-0.886725
11.9985	-0.888296
12.0085	-0.889869
12.0185	-0.891443
12.0285	-0.893019
12.0385	-0.894597
12.0484	-0.896176
12.0584	-0.897757
12.0684	-0.899339
12.0784	-0.900923
12.0884	-0.902508
12.0984	-0.904095
12.1083	-0.905683
12.1183	-0.907273
12.1283	-0.908865
12.1383	-0.910458
12.1483	-0.912053
12.1583	-0.913649
12.1682	-0.915247
12.1782	-0.916847
12.1882	-0.918448
12.1982	-0.920051
12.2082	-0.921655
12.2181	-0.923261
12.2281	-0.924868
12.2381	-0.926477
12.2481	-0.928088
12.2581	-0.9297
12.2681	-0.931314
12.278	-0.932929
12.288	-0.934546
12.298	-0.936164
12.308	-0.937784
12.318	-0.939406
12.3279	-0.941029
12.3379	-0.942654
12.3479	-0.94428
12.3579	-0.945908
12.3679	-0.947538
12.3779	-0.949169
12.3878	-0.950802
12.3978	-0.952436
12.4078	-0.954072
12.4178	-0.955709
12.4278	-0.957348
